player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Josh Allen,QB,NYJ,21.70085645515985,40,Away,7,0.5425214113789962
Justin Herbert,QB,ATL,18.102163755229935,34,Away,7,0.5324165810361745
Tom Brady,QB,LAR,15.587659731670419,26,Home,8,0.5995253742950161
Patrick Mahomes,QB,TEN,21.5926385514984,39,Home,7,0.5536573987563692
Aaron Rodgers,QB,DET,15.047860914441639,27,Away,8,0.557328182016357
Matthew Stafford,QB,TB,12.981123066954051,24,Away,7,0.5408801277897521
Joe Burrow,QB,CAR,20.795167870580936,36,Home,8,0.5776435519605816
Jalen Hurts,QB,HOU,20.605810685715817,36,Away,8,0.5723836301587727
Kyler Murray,QB,SEA,19.782374692408002,31,Home,8,0.6381411191099355
Kirk Cousins,QB,WAS,16.164795209029066,29,Away,7,0.5574067313458299
Ryan Tannehill,QB,KC,15.624300601286553,24,Away,6,0.6510125250536064
Derek Carr,QB,JAX,13.511483934331688,28,Away,7,0.4825529976547031
Lamar Jackson,QB,NO,19.40051988053269,35,Away,8,0.5543005680152198
Mac Jones,QB,IND,12.790758773029713,20,Home,5,0.6395379386514857
Matt Ryan,QB,NE,11.33475113450794,20,Away,7,0.5667375567253969
Taylor Heinicke,QB,MIN,19.33803186337058,22,Home,2,0.8790014483350265
Teddy Bridgewater,QB,CHI,10.140420818360457,20,Away,3.25,0.5070210409180229
Trevor Lawrence,QB,LV,17.81860624207971,28,Home,8,0.6363787943599897
Jared Goff,QB,GB,13.538948979803427,23,Home,7,0.5886499556436273
Tua Tagovailoa,QB,CHI,14.68101974549462,30,Away,6,0.48936732484982065
Baker Mayfield,QB,CIN,10.495185865011068,20,Away,5,0.5247592932505534
Sam Darnold,QB,CIN,5.829586131152541,20,Away,0,0.29147930655762705
Davis Mills,QB,PHI,11.920372866508746,20,Home,8,0.5960186433254373
Zach Wilson,QB,BUF,12.636105588524286,20,Home,5,0.6318052794262143
Justin Fields,QB,MIA,16.351413745261485,30,Home,8,0.5450471248420495
Jameis Winston,QB,BAL,14.816412718904836,24,Home,3,0.6173505299543681
Trevor Siemian,QB,MIA,7.897065492122919,20,Home,0.75,0.39485327460614594
Andy Dalton,QB,BAL,16.31768063865495,25,Home,5,0.652707225546198
Tyler Huntley,QB,NO,6.196236719589968,20,Away,0,0.3098118359794984
Geno Smith,QB,ARI,17.212557668681416,30,Away,8,0.5737519222893805
Drew Lock,QB,ARI,7.210170118767508,20,Away,0,0.36050850593837536
Mike White,QB,BUF,5.54066628960796,20,Home,0,0.277033314480398
Colt McCoy,QB,SEA,6.6984079733424,20,Home,0,0.33492039866712
Gardner Minshew II,QB,HOU,5.827722284135754,20,Away,0.75,0.29138611420678767
Case Keenum,QB,NYJ,6.194179870674026,20,Away,1.5,0.3097089935337013
Joe Flacco,QB,BUF,12.367318297530566,20,Home,3,0.6183659148765284
Jordan Love,QB,DET,8.428910427497147,20,Away,1.5,0.42144552137485736
Nick Foles,QB,NE,6.529667359888837,20,Away,0,0.32648336799444183
Marcus Mariota,QB,LAC,16.44768658291591,30,Home,8,0.5482562194305304
Brandon Allen,QB,CAR,6.244995166169628,20,Home,0,0.3122497583084814
P J Walker,QB,CIN,10.271265593683214,22,Away,3.75,0.4668757088037825
Brian Hoyer,QB,IND,6.164847527639675,20,Home,1,0.30824237638198376
Nick Mullens,QB,WAS,6.730795529411765,20,Away,0,0.33653977647058825
Kyle Allen,QB,PHI,5.671327559791511,20,Home,0,0.2835663779895755
Chad Henne,QB,TEN,8.356612526470588,20,Home,1.5,0.4178306263235294
Ian Book,QB,HOU,5.084837712707182,20,Away,0,0.2542418856353591
Blaine Gabbert,QB,LAR,5.577224855783845,20,Home,0,0.2788612427891922
C J Beathard,QB,LV,7.694755515535445,20,Home,0,0.38473777577677226
Sam Ehlinger,QB,NE,8.200680461533592,20,Away,1,0.4100340230766796
Chase Daniel,QB,ATL,7.25087204133684,20,Away,0,0.362543602066842
John Wolford,QB,TB,5.541569054466232,20,Away,0,0.2770784527233116
Bailey Zappe,QB,IND,10.479582,20,Home,3.5,0.5239791
Skylar Thompson,QB,CHI,5.310355759222476,20,Away,1.75,0.2655177879611238
Jarrett Stidham,QB,JAX,5.87774745,20,Away,1.5,0.2938873725
Malik Willis,QB,KC,8.689318375,20,Away,2.5,0.43446591874999996
Trace McSorley,QB,SEA,6.996913558762886,20,Home,0.75,0.3498456779381443
Easton Stick,QB,ATL,6.3244556,20,Away,0,0.31622278000000004
Desmond Ridder,QB,LAC,5.714856,20,Home,0,0.2857428
Matt Corral,QB,CIN,3.9162016000000004,20,Away,0,0.19581008000000003
Nate Sudfeld,QB,GB,3.8680848000000005,20,Home,0,0.19340424000000003
Sam Howell,QB,MIN,5.695149600000001,20,Home,0,0.28475748
Bryce Perkins,QB,TB,4.685268,20,Away,0,0.23426339999999998
Kyle Trask,QB,LAR,4.711237199999999,20,Home,0,0.23556185999999996
Shane Buechele,QB,TEN,6.400357199999999,20,Home,0,0.32001786
