player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Josh Allen,QB,Buffalo Bills,CIN,22.07734055867707,37,253.79411764705884,1.8235294117647058,40.13811146912364,0.3088235294117647,3,0.8823529411764706,0.5966848799642451
Justin Herbert,QB,Los Angeles Chargers,LAR,19.000078260311756,33,268.3235294117647,1.6176470588235294,17.377253191352878,0.17647058823529413,1,0.8823529411764706,0.5757599472821744
Tom Brady,QB,Tampa Bay Buccaneers,CAR,18.33590498639647,26,252.41176470588235,2.0294117647058822,5.13944202082747,0.1111111111111111,3,0.7058823529411765,0.7052271148614028
Patrick Mahomes,QB,Kansas City Chiefs,DEN,18.45183014893937,37,249.73529411764704,1.7352941176470589,22.05065443057018,0.09191176470588236,4,0.7647058823529411,0.49869811213349646
Aaron Rodgers,QB,Green Bay Packers,MIN,19.88561682841153,27,255.06433823529412,2.0091911764705883,6.847401315789474,0.20192307692307693,0,0.25,0.7365043269782048
Matthew Stafford,QB,Los Angeles Rams,LAC,17.24153717101814,20,254.32352941176472,2,3.0389011219461044,0,2,1,0.8620768585509071
Dak Prescott,QB,Dallas Cowboys,TEN,17.667856577742,33,261.64889705882354,1.8621323529411766,7.658712836243511,0.06041666666666666,6,0.625,0.5353895932649091
Joe Burrow,QB,Cincinnati Bengals,BUF,15.144575770750322,34,225.59375,1.4154411764705883,7.637485648679679,0.13671875,2,0.875,0.44542869913971533
Jalen Hurts,QB,Philadelphia Eagles,NO,19.409733145560253,40,217.18235294117648,1.1215686274509804,41.42831184775936,0.4933333333333333,2,0.6,0.4852433286390063
Kyler Murray,QB,Arizona Cardinals,ATL,21.519505539587033,20,251.48529411764707,1.76890756302521,31.422274979355905,0.32608695652173914,0,0.7142857142857143,1.0759752769793516
Kirk Cousins,QB,Minnesota Vikings,GB,17.878019944376714,29,241.43566176470588,1.9430147058823528,7.047846502590674,0.071875,2,0.4375,0.6164834463578177
Ryan Tannehill,QB,Tennessee Titans,DAL,16.51766846389862,20,228.91176470588238,1.323529411764706,14.276940393461878,0.32225063938618925,4,0.8235294117647058,0.825883423194931
Carson Wentz,QB,Washington Football Team,CLE,15.380938436509972,23,205.94117647058823,1.6470588235294117,12.021149070982105,0.058823529411764705,5,0.4117647058823529,0.6687364537613031
Derek Carr,QB,Las Vegas Raiders,SF,14.679855942376948,24,244.52941176470586,1.411764705882353,6.633853541416565,0,5,0.8235294117647058,0.6116606642657062
Russell Wilson,QB,Denver Broncos,KC,17.77978073451603,25,236.85504201680672,1.6869747899159664,12.987513227513226,0.13839285714285715,1,0.42857142857142855,0.7111912293806413
Lamar Jackson,QB,Baltimore Ravens,PIT,20.380418087095,29,227.61274509803923,1.3725490196078431,63.968233158531675,0.16203703703703703,3,1.0833333333333333,0.7027730374860345
Jimmy Garoppolo,QB,San Francisco 49ers,LV,15.829485213879053,20,238.44117647058823,1.5196078431372548,3.224976915974146,0.18181818181818182,3,0.8,0.7914742606939527
Mac Jones,QB,New England Patriots,MIA,13.91108212322586,23,225.64705882352942,1.323529411764706,7.087291820493888,0,3,0.7647058823529411,0.6048296575315592
Matt Ryan,QB,Indianapolis Colts,NYG,14.283843319718727,20,229.61764705882354,1.3823529411764706,4.4940481704492825,0.049465240641711226,4,0.7058823529411765,0.7141921659859364
Taylor Heinicke,QB,Washington Football Team,CLE,15.40246903613459,23,209.68674136321195,1.4878618113912232,18.889489614380444,0.06349206349206349,2,0.9523809523809523,0.6696725667884604
Teddy Bridgewater,QB,Miami Dolphins,NE,14.13782364731607,20,202.55882352941177,1.2605042016806722,8.863110422740524,0.125,1,0.5,0.7068911823658035
Trevor Lawrence,QB,Jacksonville Jaguars,HOU,15.49455002513826,31,228.1764705882353,1.1470588235294117,23.35816993464053,0.17194570135746606,5,1,0.4998241943592987
Jared Goff,QB,Detroit Lions,CHI,14.061384883752016,30,211.68697478991595,1.5903361344537816,6.611327829116801,0,6,0.5714285714285714,0.46871282945840054
Tua Tagovailoa,QB,Miami Dolphins,NE,14.353621448579432,31,197.5980392156863,1.2450980392156863,11.751900760304121,0.20588235294117646,1,0.7843137254901961,0.4630200467283688
Baker Mayfield,QB,Los Angeles Rams,LAC,14.808255665902724,22,218.11764705882354,1.4012605042016806,11.499363381716321,0.11428571428571428,3,0.9285714285714286,0.6731025302683057
Daniel Jones,QB,New York Giants,IND,17.56753921991028,30,227.42245989304814,1.3957219251336899,28.42298578199052,0.20454545454545453,3,0.6363636363636364,0.585584640663676
Sam Darnold,QB,Carolina Panthers,TB,15.737636214649418,22,227.00250312891114,1.1476846057571963,17.514034236606832,0.3504380475594493,4,1.1063829787234043,0.7153471006658827
Davis Mills,QB,Houston Texans,JAX,13.684010325142715,22,220.53058823529412,1.3458823529411765,4.392573839662448,0,1,0.8,0.6220004693246689
Zach Wilson,QB,New York Jets,SEA,15.622536685940123,20,222.50452488687785,1.0520361990950227,15.36188916062941,0.3296703296703297,1,0.8461538461538461,0.7811268342970061
Justin Fields,QB,Chicago Bears,DET,16.405160859534917,41,203.65728900255755,1.2161125319693094,39.03735941741716,0.20496894409937888,5,0.8695652173913043,0.40012587462280286
Taysom Hill,QB,New Orleans Saints,PHI,16.244978008883113,16,153.93725490196078,1.0013071895424837,31.933701657458563,0.5555555555555556,0,0.4444444444444444,1.0153111255551945
Jameis Winston,QB,New Orleans Saints,PHI,17.690870429537963,20,194.0420168067227,1.8235294117647058,22.779292530673747,0.17857142857142855,1,0.42857142857142855,0.8845435214768982
Andy Dalton,QB,New Orleans Saints,PHI,13.392988054086526,21,211.47058823529412,1.3568627450980393,9.733802109492716,0,1,1.2,0.6377613359088822
Tyler Huntley,QB,Baltimore Ravens,PIT,16.51836762768036,20,194.00941176470587,0.9458823529411765,47.0779507866075,0.3111111111111111,3,0.64,0.825918381384018
Tyrod Taylor,QB,New York Giants,IND,18.515804874082338,20,197.55882352941177,1.357843137254902,26.404127172195892,0.5625,0,0.8333333333333334,0.9257902437041169
Jacoby Brissett,QB,Cleveland Browns,WAS,12.968611722607637,20,194.96749226006193,1.263157894736842,6.330699269420009,0.0894736842105263,3,0.42105263157894735,0.6484305861303818
Trey Lance,QB,San Francisco 49ers,LV,16.15935686669531,20,171.74117647058824,1.3529411764705883,31.870360110803325,0.18181818181818182,0,0.4,0.8079678433347655
Geno Smith,QB,Seattle Seahawks,NYJ,17.331080252866172,28,223.2764705882353,1.4901960784313726,11.947926711668273,0.3407407407407407,1,0.26666666666666666,0.6189671518880776
