player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Austin Ekeler,RB,Los Angeles Chargers,LAR,17.739142796893667,35,37.526842447916664,0.3618421052631579,55.69567884405671,0.75,4.241676072234763,3,0.506832651339819
Joe Mixon,RB,Cincinnati Bengals,BUF,16.518939830972684,25,15.987934362934363,0.125,77.99296785304247,0.888671875,2.32763671875,1,0.6607575932389074
Najee Harris,RB,Pittsburgh Steelers,BAL,16.0175254155614,20,30.975305950861017,0.2071611253196931,67.31076511463714,0.4735294117647058,4.20955017301038,0,0.8008762707780701
James Conner,RB,Arizona Cardinals,ATL,18.333971559071415,23,28.297474275023383,0.25272331154684097,61.33847141939627,1.0741687979539642,2.8180486652492323,0,0.7971291982204963
Ezekiel Elliott,RB,Dallas Cowboys,TEN,11.689164732756138,20,15.772689950980393,0.09411764705882353,49.46997751436582,0.5686274509803921,2.6121489136195017,1,0.5844582366378069
Nick Chubb,RB,Cleveland Browns,WAS,13.295052280289571,25,14.324677280550773,0.09353741496598639,77.26360062438573,0.48571428571428565,1.6071428571428572,1,0.5318020912115828
Damien Harris,RB,New England Patriots,MIA,12.00682344972054,14,8.81597096188748,0,57.84475437780877,0.8333333333333333,1.214835164835165,2,0.8576302464086101
Alvin Kamara,RB,New Orleans Saints,PHI,18.09967980523319,22,39.04246896498712,0.40112596762843067,70.41585092098114,0.40816326530612246,4.59622483805809,0,0.8227127184196905
Antonio Gibson,RB,Washington Football Team,CLE,13.207244951796579,17,18.96222965942009,0.23041474654377878,63.592149128985305,0.45161290322580644,2.7515404131931858,4,0.776896761870387
Leonard Fournette,RB,Tampa Bay Buccaneers,CAR,15.163004226508008,14,26.82056363984075,0.11670190274841437,63.69908655937364,0.5494949494949495,4.227716186252772,0,1.0830717304648576
Cordarrelle Patterson,RB,Atlanta Falcons,ARI,14.707287150702207,15,35.6053741175224,0.40983606557377045,47.52073753544757,0.37555886736214605,3.364612775579423,0,0.9804858100468138
Aaron Jones,RB,Green Bay Packers,MIN,13.793396266931522,23,26.0213595983005,0.3487179487179487,57.78031578947369,0.28717948717948716,3.4623548922056386,1,0.5997128811709357
Derrick Henry,RB,Tennessee Titans,DAL,19.633670025369444,34,21.026879754242245,0,105.28582570715474,0.9782608695652173,2.2656685236768803,0,0.5774608830991013
Dalvin Cook,RB,Minnesota Vikings,GB,14.514146269816452,31,16.185864159436598,0,87.42158230370666,0.5307692307692308,2.5529570931580983,2,0.46819826676827264
Josh Jacobs,RB,Las Vegas Raiders,SF,13.750554765731016,36,20.862977959050376,0,61.732733771474685,0.675544794188862,3.4178025364466045,2,0.38195985460363935
Devin Singletary,RB,Buffalo Bills,CIN,9.700054922761167,16,13.513441197374473,0.05140961857379768,46.450004391802864,0.3656716417910447,2.4024456033087573,0,0.6062534326725729
David Montgomery,RB,Chicago Bears,DET,14.97493302875382,21,26.594073061332182,0,69.80609133185942,0.6346153846153846,3.362140871177016,1,0.7130920489882772
AJ Dillon,RB,Green Bay Packers,MIN,13.290418993749471,20,23.581582456984194,0.13159167876149008,65.73914597815293,0.40638606676342526,2.562846146625364,1,0.66452094968747355
D Andre Swift,RB,Detroit Lions,CHI,16.844425542485077,19,40.05403518750727,0.21840242669362991,61.06244297023355,0.5038759689922481,5.170307728447263,1,0.8865487127623725
Tony Pollard,RB,Dallas Cowboys,TEN,10.83158881461688,28,27.98660185185185,0,53.64129830632898,0.17185185185185187,3.2753753753753756,0,0.3868424576648886
Michael Carter,RB,New York Jets,SEA,11.307320111954096,18,27.894795735135048,0,52.059648447668955,0.32345013477088946,3.044236562549548,1,0.6281844506641164
Chuba Hubbard,RB,Carolina Panthers,TB,7.9909028637377535,15,12.859403074213352,0.09367681498829039,37.200833021840126,0.2700096432015429,1.867816091954023,1,0.5327268575825169
