,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
137,Josh Palmer,LAC,24,WR,6,6,6.67,4.33,40,9.2,0.17,2.17,45,4.3,40,65.0%,6,0.17,0.67,0,0.17,4,4,0.7,0.2,4.5,9,40.7,1,0
138,Mark Ingram,NOR,33,RB,8,3,1.5,1.38,5.75,4.2,0,0.25,11,1.4,5.8,91.7%,3.8,6.38,24.5,0.13,1.38,14,3.8,24.5,6.4,7.75,3.9,30.3,1,0.25
139,Jaylen Warren,PIT,24,RB,8,0,1.75,1.5,11,7.3,0,0.38,15,1.5,11,85.7%,6.3,3.63,19.1,0,1.25,19,5.3,19.1,3.6,5.13,5.9,30.1,0,0.13
140,Mike Gesicki,MIA,27,TE,8,1,3.75,2.63,29.4,11.2,0.5,1.63,30,2.6,29.4,70.0%,7.8,,,,0,,,,,2.63,11.2,29.4,4,0
141,Jerick McKinnon,KAN,30,RB,7,0,2.43,1.86,16.6,8.9,0.14,0.71,34,1.9,16.6,76.5%,6.8,4.14,17,0,0.57,30,4.1,17,4.1,6,5.6,33.6,1,0
142,Tre'Quan Smith,NOR,26,WR,6,3,3.5,2.33,39.2,16.8,0.17,2,48,2.3,39.2,66.7%,11.2,,,,0,,,,,2.33,16.8,39.2,1,0
143,Darius Slayton,NYG,25,WR,7,3,3.43,2.29,33.1,14.5,0.14,2,32,2.3,33.1,66.7%,9.7,,,,0,,,,,2.29,14.5,33.1,1,0
144,Russell Gage,TAM,26,WR,7,4,5.71,4.14,33,8,0.14,1.86,20,4.1,33,72.5%,5.8,,,,0,,,,,4.14,8,33,1,0.14
145,Nelson Agholor,NWE,29,WR,7,3,3,2.14,32.4,15.1,0.14,1,44,2.1,32.4,71.4%,10.8,,,,0,,,,,2.14,15.1,32.4,1,0.29
146,DeAndre Carter,LAC,29,WR,7,4,4,2.71,32.7,12.1,0.14,1.71,35,2.7,32.7,67.9%,8.2,0.14,-0.71,0,0,-5,-5,-0.7,0.1,2.86,11.2,32,1,0.14
147,Nyheim Hines,IND,26,RB,7,4,4,3.57,26.9,7.5,0,1.14,22,3.6,26.9,89.3%,6.7,2.57,5.14,0.14,0.29,9,2,5.1,2.6,6.14,5.2,32,1,0.14
148,Allen Robinson,LAR,29,WR,7,7,5.14,3.14,32,10.2,0.29,1.86,29,3.1,32,61.1%,6.2,,,,0,,,,,3.14,10.2,32,2,0
149,Greg Dortch,ARI,24,WR,8,2,3.5,3,27.6,9.2,0.25,1.5,30,3,27.6,85.7%,7.9,0.13,0.13,0,0,1,1,0.1,0.1,3.13,8.9,27.8,2,0.13
150,Craig Reynolds,DET,26,RB,7,0,1.43,1.29,16.6,12.9,0,0.71,36,1.3,16.6,90.0%,11.6,3.29,14.6,0,0.57,21,4.4,14.6,3.3,4.57,6.8,31.1,0,0
151,Rachaad White,TAM,23,RB,8,0,2.75,2.13,16,7.5,0,1,20,2.1,16,77.3%,5.8,3.75,11.3,0.13,1.13,11,3,11.3,3.8,5.88,4.6,27.3,1,0.13
152,Chase Edmonds,MIA,26,RB,8,2,2.13,1.25,12,9.6,0.13,0.5,15,1.3,12,58.8%,5.6,5.25,15,0.25,0.75,28,2.9,15,5.3,6.5,4.2,27,3,0
153,Juwan Johnson,NOR,26,TE,8,4,4.25,2.63,27,10.3,0.25,1.25,26,2.6,27,61.8%,6.4,,,,0,,,,,2.63,10.3,27,2,0
154,Rex Burkhead,HOU,32,RB,8,0,4.13,3.13,16.4,5.2,0.13,0.63,13,3.1,16.4,75.8%,4,2.88,10.1,0,0.5,9,3.5,10.1,2.9,6,4.4,26.5,1,0
155,Latavius Murray,2TM,32,,4,0,1.75,1.25,4.5,3.6,0,0,13,1.3,4.5,71.4%,2.6,12,48.3,0.75,2.5,14,4,48.3,12,13.3,4,52.8,3,0
156,James Cook,BUF,23,RB,7,0,1.14,0.71,11.1,15.6,0,0.14,41,0.7,11.1,62.5%,9.8,3.43,18.9,0.14,1,33,5.5,18.9,3.4,4.14,7.2,30,1,0.14
157,Deon Jackson,IND,23,RB,8,1,1.75,1.75,13.5,7.7,0,0.5,22,1.8,13.5,100.0%,7.7,3.75,12.5,0.13,1,17,3.3,12.5,3.8,5.5,4.7,26,1,0
158,Equanimeous St. Brown,CHI,26,WR,8,8,2.88,1.38,20.5,14.9,0.13,1,30,1.4,20.5,47.8%,7.1,0.38,5.5,0,0.13,41,14.7,5.5,0.4,1.75,14.9,26,1,0.13
159,Robbie Anderson,2TM,29,,8,5,3.88,1.63,25.8,15.8,0.13,0.63,75,1.6,25.8,41.9%,6.6,,,,0,,,,,1.63,15.8,25.8,1,0.13
160,Will Dissly,SEA,26,TE,8,8,2.75,2.63,25.8,9.8,0.38,1.38,38,2.6,25.8,95.5%,9.4,,,,0,,,,,2.63,9.8,25.8,3,0
161,Samaje Perine,CIN,27,RB,8,0,2.5,2.13,15.4,7.2,0.13,0.5,15,2.1,15.4,85.0%,6.2,2.38,10.3,0,0.63,9,4.3,10.3,2.4,4.5,5.7,25.6,1,0
162,Dalton Schultz,DAL,26,TE,6,6,4.83,3.33,33.8,10.2,0,1.17,30,3.3,33.8,69.0%,7,,,,0,,,,,3.33,10.2,33.8,0,0.17
163,Isiah Pacheco,KAN,22,RB,7,1,0.29,0.29,1.29,4.5,0,0.14,12,0.3,1.3,100.0%,4.5,5.57,27.4,0.14,0.71,22,4.9,27.4,5.6,5.86,4.9,28.7,1,0.29
164,Elijah Moore,NYJ,22,WR,7,6,4.29,2.29,29,12.7,0,1.57,28,2.3,29,53.3%,6.8,0.29,-0.57,0,0,2,-2,-0.6,0.3,2.57,11.1,28.4,0,0
165,Justice Hill,BAL,25,RB,6,0,0.67,0.67,3.17,4.8,0,0.17,10,0.7,3.2,100.0%,4.8,4.67,29.8,0,1.17,34,6.4,29.8,4.7,5.33,6.2,33,0,0.17
166,Richie James,NYG,27,WR,8,1,3.25,2.5,23.9,9.6,0,1.13,16,2.5,23.9,76.9%,7.3,0.25,0.75,0,0,4,3,0.8,0.3,2.75,9,24.6,0,0.38
167,Alexander Mattison,MIN,24,RB,7,0,1.57,1.14,8.29,7.3,0.14,0.57,16,1.1,8.3,72.7%,5.3,5,19.6,0.29,1.29,15,3.9,19.6,5,6.14,4.5,27.9,3,0
168,Hunter Henry,NWE,28,TE,8,7,3,1.88,23.8,12.7,0.13,1.38,31,1.9,23.8,62.5%,7.9,,,,0,,,,,1.88,12.7,23.8,1,0
169,KJ Hamler,DEN,23,WR,7,0,2,1,23.6,23.6,0,0.43,55,1,23.6,50.0%,11.8,0.29,3.29,0,0.14,14,11.5,3.3,0.3,1.29,20.9,26.9,0,0
170,Brian Robinson Jr.,WAS,23,RB,4,2,0.5,0.5,3.25,6.5,0,0,7,0.5,3.3,100.0%,6.5,13.5,43.8,0.25,3,24,3.2,43.8,13.5,14,3.4,47,1,0
171,K.J. Osborn,MIN,25,WR,7,6,4.43,3,26.4,8.8,0.29,1.14,28,3,26.4,67.7%,6,0.14,-0.14,0,0,-1,-1,-0.1,0.1,3.14,8.4,26.3,2,0
172,Dante Pettis,CHI,27,WR,8,3,2.38,1.25,19.4,15.5,0.25,0.5,51,1.3,19.4,52.6%,8.2,0.13,3.63,0,0.13,29,29,3.6,0.1,1.38,16.7,23,2,0.13
173,Greg Dulcich,DEN,22,TE,3,1,5.67,4,60.7,15.2,0.33,2.33,39,4,60.7,70.6%,10.7,,,,0,,,,,4,15.2,60.7,1,0
174,Isaiah Likely,BAL,22,TE,8,0,3.13,2,22.6,11.3,0.13,1.13,34,2,22.6,64.0%,7.2,,,,0,,,,,2,11.3,22.6,1,0
175,Jauan Jennings,SFO,25,WR,7,1,3.43,2,25.7,12.9,0,1.29,44,2,25.7,58.3%,7.5,,,,0,,,,,2,12.9,25.7,0,0
176,Marquise Goodwin,SEA,32,WR,7,0,2.86,2,25.6,12.8,0.29,1.14,23,2,25.6,70.0%,9,,,,0,,,,,2,12.8,25.6,2,0
177,Isaiah McKenzie,BUF,27,WR,6,5,4.5,3,28.3,9.4,0.5,1.67,28,3,28.3,66.7%,6.3,0.5,1.33,0.17,0.33,7,2.7,1.3,0.5,3.5,8.5,29.7,4,0
178,Cade Otton,TAM,23,TE,7,5,3.71,2.57,25.4,9.9,0,1.14,35,2.6,25.4,69.2%,6.8,,,,0,,,,,2.57,9.9,25.4,0,0
179,Noah Fant,SEA,25,TE,8,8,3.5,2.75,22,8,0.13,0.88,32,2.8,22,78.6%,6.3,,,,0,,,,,2.75,8,22,1,0
180,Kylen Granson,IND,24,TE,8,3,3.25,2.5,22,8.8,0,1.25,20,2.5,22,76.9%,6.8,,,,0,,,,,2.5,8.8,22,0,0.13
181,Darren Waller,LVR,30,TE,5,4,4.8,3.2,35,10.9,0.2,1.8,31,3.2,35,66.7%,7.3,,,,0,,,,,3.2,10.9,35,1,0
182,Chris Moore,HOU,29,WR,7,2,3,2,24.4,12.2,0.29,0.86,52,2,24.4,66.7%,8.1,0.14,0.29,0,0,2,2,0.3,0.1,2.14,11.5,24.7,2,0
183,Ashton Dulin,IND,25,WR,5,1,3.6,2.4,33.6,14,0,1.8,39,2.4,33.6,66.7%,9.3,0.2,0.6,0,0,3,3,0.6,0.2,2.6,13.2,34.2,0,0
184,Michael Thomas,NOR,29,WR,3,3,7.33,5.33,57,10.7,1,4.33,21,5.3,57,72.7%,7.8,,,,0,,,,,5.33,10.7,57,3,0
185,Kendrick Bourne,NWE,27,WR,7,1,2.14,1.57,22.3,14.2,0,1.29,41,1.6,22.3,73.3%,10.4,0.29,2,0,0.14,15,7,2,0.3,1.86,13.1,24.3,0,0.14
186,Cam Akers,LAR,23,RB,5,2,1,0.4,3.6,9,0,0.2,10,0.4,3.6,40.0%,3.6,10.2,30.2,0.2,1.6,14,3,30.2,10.2,10.6,3.2,33.8,1,0.2
187,Jarvis Landry,NOR,30,WR,4,1,5.25,3.75,42,11.2,0,1.25,40,3.8,42,71.4%,8,,,,0,,,,,3.75,11.2,42,0,0
188,Irv Smith Jr.,MIN,24,TE,7,0,4.71,3.14,24,7.6,0.29,1.29,17,3.1,24,66.7%,5.1,,,,0,,,,,3.14,7.6,24,2,0.14
189,Kenneth Gainwell,PHI,23,RB,8,0,1.5,1,5.63,5.6,0,0.25,11,1,5.6,66.7%,3.8,3.5,15.3,0.38,1.13,11,4.4,15.3,3.5,4.5,4.6,20.9,3,0
190,Hunter Renfrow,LVR,27,WR,5,1,5,3.6,33.2,9.2,0,1.8,27,3.6,33.2,72.0%,6.6,,,,0,,,,,3.6,9.2,33.2,0,0.6
191,Kyle Juszczyk,SFO,31,FB,7,5,2.14,1.57,21.9,13.9,0,1,35,1.6,21.9,73.3%,10.2,0.43,1.43,0.14,0.29,9,3.3,1.4,0.4,2,11.6,23.3,1,0
192,J.K. Dobbins,BAL,24,RB,4,4,1.5,1.5,9.75,6.5,0.25,0.75,20,1.5,9.8,100.0%,6.5,8.75,30.8,0.25,2.5,17,3.5,30.8,8.8,10.3,4,40.5,2,0
193,Joshua Kelley,LAC,25,RB,6,0,1.67,1.17,9.33,8,0,0.5,22,1.2,9.3,70.0%,5.6,3.83,17.3,0.17,1,16,4.5,17.3,3.8,5,5.3,26.7,1,0
194,Jordan Akins,HOU,30,TE,6,0,2.5,1.83,26.5,14.5,0.17,1.33,39,1.8,26.5,73.3%,10.6,,,,0,,,,,1.83,14.5,26.5,1,0
195,Cole Kmet,CHI,23,TE,8,8,2.5,1.75,19.9,11.4,0.13,1,26,1.8,19.9,70.0%,8,,,,0,,,,,1.75,11.4,19.9,1,0
196,Colby Parkinson,SEA,23,TE,8,0,1.38,1.25,19.9,15.9,0.13,0.88,36,1.3,19.9,90.9%,14.5,,,,0,,,,,1.25,15.9,19.9,1,0
197,Dawson Knox,BUF,26,TE,6,6,3.83,2.83,26.3,9.3,0.33,1.5,20,2.8,26.3,73.9%,6.9,,,,0,,,,,2.83,9.3,26.3,2,0
198,Geno Smith,SEA,32,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,4.38,19.8,0.13,1.25,24,4.5,19.8,4.4,4.38,4.5,19.8,1,0.38
199,Trent Sherfield,MIA,26,WR,8,1,2.88,1.88,19.6,10.5,0,1,32,1.9,19.6,65.2%,6.8,,,,0,,,,,1.88,10.5,19.6,0,0
200,Daniel Bellinger,NYG,22,TE,7,6,2.57,2.29,21.7,9.5,0.29,1.43,20,2.3,21.7,88.9%,8.4,0.14,0.29,0.14,0.14,2,2,0.3,0.1,2.43,9.1,22,3,0
201,Sterling Shepard,NYG,29,WR,3,2,8,4.33,51.3,11.8,0.33,1.33,65,4.3,51.3,54.2%,6.4,,,,0,,,,,4.33,11.8,51.3,1,0
202,Sammy Watkins,GNB,29,WR,4,3,3,2.25,37.5,16.7,0,1.75,55,2.3,37.5,75.0%,12.5,,,,0,,,,,2.25,16.7,37.5,0,0
203,Terrace Marshall Jr.,CAR,22,WR,5,2,3.4,2,29.6,14.8,0,1.6,39,2,29.6,58.8%,8.7,,,,0,,,,,2,14.8,29.6,0,0
204,Braxton Berrios,NYJ,27,WR,8,1,1.88,1.38,7.88,5.7,0,0.38,13,1.4,7.9,73.3%,4.2,0.88,10.3,0.25,0.5,25,11.7,10.3,0.9,2.25,8.1,18.1,2,0
205,Sony Michel,LAC,27,RB,7,0,1.71,1.29,7.57,5.9,0,0.14,9,1.3,7.6,75.0%,4.4,4.71,13,0,0.86,8,2.8,13,4.7,6,3.4,20.6,0,0
206,Mike Boone,DEN,27,RB,7,0,1.71,0.86,8.71,10.2,0,0.14,34,0.9,8.7,50.0%,5.1,2.14,11.7,0,0.57,18,5.5,11.7,2.1,3,6.8,20.4,0,0
207,Jacoby Brissett,CLE,30,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,3.88,17.8,0.25,2.38,21,4.6,17.8,3.9,3.88,4.6,17.8,2,0.63
208,Damiere Byrd,ATL,29,WR,5,2,1.8,0.8,28.4,35.5,0.4,0.6,75,0.8,28.4,44.4%,15.8,,,,0,,,,,0.8,35.5,28.4,2,0
209,Jahan Dotson,WAS,22,WR,4,3,5.5,3,38,12.7,1,2,40,3,38,54.5%,6.9,0.25,-2.5,0,0,-10,-10,-2.5,0.3,3.25,10.9,35.5,4,0
210,Treylon Burks,TEN,22,WR,4,2,4,2.5,32.3,12.9,0,1.5,27,2.5,32.3,62.5%,8.1,0.5,3,0,0.25,8,6,3,0.5,3,11.8,35.3,0,0
211,Demarcus Robinson,BAL,28,WR,8,1,3.13,1.88,17.5,9.3,0.13,0.88,16,1.9,17.5,60.0%,5.6,,,,0,,,,,1.88,9.3,17.5,1,0
212,Nick Westbrook-Ikhine,TEN,25,WR,7,6,2,1,19.7,19.7,0,0.71,61,1,19.7,50.0%,9.9,,,,0,,,,,1,19.7,19.7,0,0
213,Mo Alie-Cox,IND,29,TE,8,5,2,1.38,17,12.4,0.25,0.75,34,1.4,17,68.8%,8.5,,,,0,,,,,1.38,12.4,17,2,0
214,Phillip Dorsett,HOU,29,WR,7,2,2.43,1,19.3,19.3,0.14,0.71,34,1,19.3,41.2%,7.9,,,,0,,,,,1,19.3,19.3,1,0
215,Michael Gallup,DAL,26,WR,5,3,4.6,2.4,27,11.3,0.2,1.4,27,2.4,27,52.2%,5.9,,,,0,,,,,2.4,11.3,27,1,0
216,Rashid Shaheed,NOR,24,WR,3,1,1.67,1.33,30.3,22.8,0.33,1,53,1.3,30.3,80.0%,18.2,0.33,14.7,0.33,0.33,44,44,14.7,0.3,1.67,27,45,2,0
217,Foster Moreau,LVR,25,TE,5,4,4.4,3,26.6,8.9,0,2,22,3,26.6,68.2%,6,,,,0,,,,,3,8.9,26.6,0,0
218,Jonnu Smith,NWE,27,TE,7,4,2.86,1.86,19,10.2,0,0.71,53,1.9,19,65.0%,6.7,,,,0,,,,,1.86,10.2,19,0,0
219,Joe Burrow,CIN,26,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,3.88,16.5,0.38,1.5,23,4.3,16.5,3.9,3.88,4.3,16.5,3,0.5
220,Gus Edwards,BAL,27,RB,2,1,0.5,0,0,,0,0,0,0,0,0.0%,0,13.5,65.5,1,4.5,22,4.9,65.5,13.5,13.5,4.9,65.5,2,0
221,Ray-Ray McCloud,SFO,26,WR,8,2,1.88,1.13,16.1,14.3,0.13,0.88,22,1.1,16.1,60.0%,8.6,,,,0,,,,,1.13,14.3,16.1,1,0.25
222,Marquez Callaway,NOR,24,WR,8,3,3,1.5,16,10.7,0.13,1.25,33,1.5,16,50.0%,5.3,,,,0,,,,,1.5,10.7,16,1,0
223,KhaDarel Hodge,ATL,27,WR,8,1,1.5,1,16,16,0,0.5,39,1,16,66.7%,10.7,,,,0,,,,,1,16,16,0,0
224,Matt Breida,NYG,27,RB,8,0,1,0.75,6.75,9,0,0.38,15,0.8,6.8,75.0%,6.8,2.88,9.13,0,0.63,13,3.2,9.1,2.9,3.63,4.4,15.9,0,0
225,Laviska Shenault Jr.,CAR,24,WR,4,0,2.25,2,31,15.5,0.25,0.75,67,2,31,88.9%,13.8,0.25,0,0,0,0,0,0,0.3,2.25,13.8,31,1,0
226,Ian Thomas,CAR,26,TE,8,8,2.25,1.5,15,10,0,0.5,50,1.5,15,66.7%,6.7,,,,0,,,,,1.5,10,15,0,0
227,Zack Moss,BUF,25,RB,5,0,1.6,1.4,5.4,3.9,0,0.2,8,1.4,5.4,87.5%,3.4,3.4,18.2,0,0.6,43,5.4,18.2,3.4,4.8,4.9,23.6,0,0.2
228,Austin Hooper,TEN,28,TE,7,0,2.14,1.43,16.6,11.6,0,1,23,1.4,16.6,66.7%,7.7,,,,0,,,,,1.43,11.6,16.6,0,0
229,Cameron Brate,TAM,31,TE,5,1,4.4,2.6,22.8,8.8,0,1.4,19,2.6,22.8,59.1%,5.2,,,,0,,,,,2.6,8.8,22.8,0,0
230,Harrison Bryant,CLE,24,TE,8,5,2.63,1.75,14.3,8.1,0,0.5,30,1.8,14.3,66.7%,5.4,,,,0,,,,,1.75,8.1,14.3,0,0
231,Julio Jones,TAM,33,WR,3,2,3.67,2,32.3,16.2,0.33,1.33,48,2,32.3,54.5%,8.8,1,5.67,0,0.67,12,5.7,5.7,1,3,12.7,38,1,0
232,Russell Wilson,DEN,34,QB,7,7,0.14,0.14,0.14,1,0,0,1,0.1,0.1,100.0%,1,3.57,16.1,0.14,1.14,18,4.5,16.1,3.6,3.71,4.4,16.3,1,0.14
233,Patrick Mahomes,KAN,27,QB,7,7,0,0,0,,0,0,0,0,0,0.0%,,3,16.1,0,1.29,16,5.4,16.1,3,3,5.4,16.1,0,0.29
234,Khalil Shakir,BUF,22,WR,5,1,2.6,1.2,22.4,18.7,0.2,1.2,31,1.2,22.4,46.2%,8.6,,,,0,,,,,1.2,18.7,22.4,1,0
235,Dyami Brown,WAS,23,WR,6,0,1.5,0.5,18.5,37,0.33,0.5,75,0.5,18.5,33.3%,12.3,,,,0,,,,,0.5,37,18.5,2,0
236,Darrel Williams,ARI,27,RB,6,0,1.33,0.67,1.5,2.3,0,0,6,0.7,1.5,50.0%,1.1,3.5,17,0.17,1.33,30,4.9,17,3.5,4.17,4.4,18.5,1,0
237,O.J. Howard,HOU,28,TE,8,7,1.88,1,13.8,13.8,0.25,0.63,24,1,13.8,53.3%,7.3,,,,0,,,,,1,13.8,13.8,2,0
238,Quez Watkins,PHI,24,WR,8,3,1.63,1,14.1,14.1,0.13,0.25,53,1,14.1,61.5%,8.7,0.13,-0.38,0,0,-3,-3,-0.4,0.1,1.13,12.2,13.8,1,0
239,Kendall Hinton,DEN,25,WR,6,2,1.17,1,18,18,0,0.67,35,1,18,85.7%,15.4,,,,0,,,,,1,18,18,0,0
240,Chuba Hubbard,CAR,23,RB,7,1,0.57,0.43,1.57,3.7,0,0,7,0.4,1.6,75.0%,2.8,2.14,13.9,0.14,0.86,17,6.5,13.9,2.1,2.57,6,15.4,1,0.14
241,Jamal Agnew,JAX,27,WR,6,0,1.83,1.17,13,11.1,0.33,0.83,24,1.2,13,63.6%,7.1,0.83,4.83,0,0.33,19,5.8,4.8,0.8,2,8.9,17.8,2,0
242,Wan'Dale Robinson,NYG,21,WR,4,1,4,3,26.8,8.9,0.25,1.5,17,3,26.8,75.0%,6.7,,,,0,,,,,3,8.9,26.8,1,0
243,David Sills,NYG,26,WR,8,5,2.13,1.38,13.3,9.6,0,0.88,24,1.4,13.3,64.7%,6.2,,,,0,,,,,1.38,9.6,13.3,0,0
244,Logan Thomas,WAS,31,TE,5,4,4,2.6,21.2,8.2,0.2,1.2,27,2.6,21.2,65.0%,5.3,,,,0,,,,,2.6,8.2,21.2,1,0
245,Ross Dwelley,SFO,27,TE,8,0,0.63,0.38,13.1,35,0.13,0.38,56,0.4,13.1,60.0%,21,,,,0,,,,,0.38,35,13.1,1,0
246,Shi Smith,CAR,24,WR,8,4,2.63,1,13.1,13.1,0,0.5,31,1,13.1,38.1%,5,,,,0,,,,,1,13.1,13.1,0,0.13
247,Zach Pascal,PHI,28,WR,8,0,1.25,1.13,13,11.6,0.13,0.75,34,1.1,13,90.0%,10.4,0.13,0,0,0,0,0,0,0.1,1.25,10.4,13,1,0
248,Jamycal Hasty,JAX,26,RB,8,0,0.88,0.63,2.38,3.8,0,0.13,15,0.6,2.4,71.4%,2.7,1.13,10.3,0.13,0.25,61,9.1,10.3,1.1,1.75,7.2,12.6,1,0
249,David Bell,CLE,22,WR,8,2,1.38,1.13,12.5,11.1,0,0.38,20,1.1,12.5,81.8%,9.1,,,,0,,,,,1.13,11.1,12.5,0,0
250,Scott Miller,TAM,25,WR,6,1,4,2,15.3,7.7,0,0.5,23,2,15.3,50.0%,3.8,0.17,1.33,0,0,8,8,1.3,0.2,2.17,7.7,16.7,0,0
251,Skyy Moore,KAN,22,WR,7,2,1.71,0.86,14.3,16.7,0,0.57,30,0.9,14.3,50.0%,8.3,,,,0,,,,,0.86,16.7,14.3,0,0.29
252,Trevor Lawrence,JAX,23,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,3.38,12.4,0.38,1.5,13,3.7,12.4,3.4,3.38,3.7,12.4,3,0.63
253,DJ Chark,DET,26,WR,3,3,6,2.33,32.7,14,0.33,2,23,2.3,32.7,38.9%,5.4,,,,0,,,,,2.33,14,32.7,1,0
254,Tanner Hudson,NYG,28,TE,8,0,1.38,0.75,12.3,16.3,0,0.75,27,0.8,12.3,54.5%,8.9,,,,0,,,,,0.75,16.3,12.3,0,0
255,Kenny Pickett,PIT,24,QB,5,4,0,0,0,,0,0,0,0,0,0.0%,,3.8,19.6,0.4,1.8,16,5.2,19.6,3.8,3.8,5.2,19.6,2,0.6
256,Pharaoh Brown,2TM,28,,7,5,1.86,1.29,13.3,10.3,0,0.71,30,1.3,13.3,69.2%,7.2,,,,0,,,,,1.29,10.3,13.3,0,0
257,Breshad Perriman,TAM,29,WR,6,2,2.33,1.17,16.7,14.3,0.17,0.67,28,1.2,16.7,50.0%,7.1,0.33,-1.17,0,0,0,-3.5,-1.2,0.3,1.5,10.3,15.5,1,0.33
258,Zach Gentry,PIT,26,TE,8,6,1.63,1.5,11.5,7.7,0,0.63,32,1.5,11.5,92.3%,7.1,,,,0,,,,,1.5,7.7,11.5,0,0
259,Tyquan Thornton,NWE,22,WR,4,1,3.75,2,19,9.5,0.25,1.25,21,2,19,53.3%,5.1,0.75,4,0.25,0.25,19,5.3,4,0.8,2.75,8.4,23,2,0
260,Avery Williams,ATL,24,RB,8,2,1,0.88,4.13,4.7,0,0.13,10,0.9,4.1,87.5%,4.1,1.25,7.25,0.13,0.38,21,5.8,7.3,1.3,2.13,5.4,11.4,1,0
261,DeeJay Dallas,SEA,24,RB,8,0,0.63,0.63,3.63,5.8,0,0.13,10,0.6,3.6,100.0%,5.8,1.5,7.63,0,0.5,16,5.1,7.6,1.5,2.13,5.3,11.3,0,0
262,Tommy Tremble,CAR,22,TE,8,2,1.75,1,11,11,0.13,0.38,29,1,11,57.1%,6.3,,,,0,,,,,1,11,11,1,0
263,Brock Wright,DET,24,TE,7,2,0.86,0.86,12.6,14.7,0,0.57,25,0.9,12.6,100.0%,14.7,,,,0,,,,,0.86,14.7,12.6,0,0
264,Dan Arnold,JAX,27,TE,8,0,0.75,0.63,10.8,17.2,0,0.38,26,0.6,10.8,83.3%,14.3,,,,0,,,,,0.63,17.2,10.8,0,0
265,Adam Trautman,NOR,25,TE,6,6,1.33,1.17,14.3,12.3,0.17,0.5,22,1.2,14.3,87.5%,10.8,,,,0,,,,,1.17,12.3,14.3,1,0
266,Peyton Hendershot,DAL,23,TE,8,1,1.5,1.13,10.6,9.4,0.13,0.88,29,1.1,10.6,75.0%,7.1,,,,0,,,,,1.13,9.4,10.6,1,0
267,Eric Saubert,DEN,28,TE,8,2,1.75,0.88,10.4,11.9,0.13,0.5,25,0.9,10.4,50.0%,5.9,,,,0,,,,,0.88,11.9,10.4,1,0
268,Christian Watson,GNB,23,WR,5,2,2.4,1.6,12.8,8,0,0.2,25,1.6,12.8,66.7%,5.3,0.6,3.8,0.2,0.2,15,6.3,3.8,0.6,2.2,7.5,16.6,1,0
269,Brandon Bolden,LVR,32,RB,6,0,1.33,1.33,8.83,6.6,0.17,0.33,18,1.3,8.8,100.0%,6.6,1.17,4.83,0,0.17,12,4.1,4.8,1.2,2.5,5.5,13.7,1,0
270,Travis Homer,SEA,24,RB,4,0,1.25,1.25,13.5,10.8,0,0.75,21,1.3,13.5,100.0%,10.8,1.5,7,0,0.5,7,4.7,7,1.5,2.75,7.5,20.5,0,0
271,Mac Jones,NWE,24,QB,5,5,0,0,0,,0,0,0,0,0,0.0%,,4.8,16,0.2,1.4,15,3.3,16,4.8,4.8,3.3,16,1,0.4
272,Denzel Mims,NYJ,25,WR,2,1,2.5,1.5,40,26.7,0,1,63,1.5,40,60.0%,16,,,,0,,,,,1.5,26.7,40,0,0
273,John Bates,WAS,25,TE,7,3,2.14,1.43,11.3,7.9,0,0.29,20,1.4,11.3,66.7%,5.3,,,,0,,,,,1.43,7.9,11.3,0,0.14
274,Noah Gray,KAN,23,TE,7,2,2,1.29,11.1,8.7,0,0.57,26,1.3,11.1,64.3%,5.6,0.14,0.14,0.14,0.14,1,1,0.1,0.1,1.43,7.9,11.3,1,0
275,Carson Wentz,WAS,30,QB,6,6,0,0,0,,0,0,0,0,0,0.0%,,3.17,13.2,0,0.5,18,4.2,13.2,3.2,3.17,4.2,13.2,0,1
276,Kyle Philips,TEN,23,WR,4,0,3.25,2,19.5,9.8,0,0.75,21,2,19.5,61.5%,6,,,,0,,,,,2,9.8,19.5,0,0.5
277,Keenan Allen,LAC,30,WR,2,2,3,3,38.5,12.8,0,1.5,42,3,38.5,100.0%,12.8,,,,0,,,,,3,12.8,38.5,0,0
278,Jelani Woods,IND,24,TE,8,0,1.25,0.75,9.63,12.8,0.38,0.75,33,0.8,9.6,60.0%,7.7,,,,0,,,,,0.75,12.8,9.63,3,0
279,Johnny Mundt,MIN,28,TE,7,6,2,1.71,10.9,6.3,0.14,0.71,17,1.7,10.9,85.7%,5.4,,,,0,,,,,1.71,6.3,10.9,1,0
280,Boston Scott,PHI,27,RB,6,0,0.17,0.17,0.33,2,0,0,2,0.2,0.3,100.0%,2,4,11.8,0.17,0.67,16,3,11.8,4,4.17,2.9,12.2,1,0
281,Brandon Powell,LAR,27,WR,7,1,1.43,1.29,10,7.8,0,0.43,16,1.3,10,90.0%,7,1,0.29,0,0.14,11,0.3,0.3,1,2.29,4.5,10.3,0,0
282,Tevin Coleman,SFO,29,RB,4,0,0.75,0.75,11,14.7,0.25,0.5,30,0.8,11,100.0%,14.7,3,6.5,0.25,0.5,14,2.2,6.5,3,3.75,4.7,17.5,2,0
