player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Jonathan Taylor,RB,Indianapolis Colts,PIT,20.039132680201114,25,22.105815846124226,0.11111111111111112,105.33410143584993,0.9385026737967914,2.465504720406681,2,0.8015653072080445
Austin Ekeler,RB,Los Angeles Chargers,ARI,17.24322439142098,34,35.57236328125,0.4473684210526316,58.76918620501637,0.5833333333333334,3.999717832957111,3,0.5071536585712053
Joe Mixon,RB,Cincinnati Bengals,TEN,15.498565267720512,27,19.10350897115603,0.15625,68.74103042479908,0.76171875,2.66259765625,1,0.5740209358415004
Najee Harris,RB,Pittsburgh Steelers,IND,16.30695944992832,17,28.20497929187556,0.21099744245524296,76.63037419642527,0.4117647058823529,4.173702422145329,0,0.959232908819313
James Conner,RB,Arizona Cardinals,LAC,18.73367162367273,23,27.640593187696034,0.23529411764705882,63.02890173410404,1.1508951406649617,2.6991731632412,0,0.8145074618988144
Ezekiel Elliott,RB,Dallas Cowboys,NYG,12.836183693974734,17,15.19235906862745,0.09852941176470588,59.97035227493546,0.5882352941176471,2.6339427662957076,1,0.7550696290573373
Nick Chubb,RB,Cleveland Browns,TB,12.588199639266438,33,13.817426850258176,0.07993197278911564,73.58784760363069,0.44285714285714284,1.7075892857142856,1,0.381460595129286
Damien Harris,RB,New England Patriots,MIN,12.464912332593231,15,9.305366865439462,0,62.955478072214476,0.8125,1.260989010989011,2,0.8309941555062154
Alvin Kamara,RB,New Orleans Saints,SF,17.49566810976303,23,37.658941542718786,0.3800140745953554,69.05355733453602,0.3945578231292517,4.353973671379815,0,0.76068122216361
Antonio Gibson,RB,Washington Football Team,ATL,14.699797835282997,17,20.376128469780916,0.23963133640552994,69.84099481930163,0.5558312655086849,2.8428778542950344,4,0.8646939903107645
Leonard Fournette,RB,Tampa Bay Buccaneers,CLE,14.895908802571954,19,27.366762287244214,0.12177589852008455,62.32161809482383,0.501010101010101,4.380709534368071,0,0.783995200135366
Cordarrelle Patterson,RB,Atlanta Falcons,WAS,15.493591059704961,16,38.9346072505552,0.44262295081967207,45.049044751499814,0.4470938897168405,3.5138496325607687,0,0.9683494412315601
Aaron Jones,RB,Green Bay Packers,PHI,13.256295182259445,25,24.378223252220934,0.3435897435897436,52.341508771929824,0.31794871794871793,3.496849087893864,1,0.5302518072903778
Derrick Henry,RB,Tennessee Titans,CIN,19.66747330867571,37,21.51404330017554,0,100.9983881031614,1.0326086956521738,2.441155988857939,0,0.5315533326669111
Dalvin Cook,RB,Minnesota Vikings,NE,14.324146371206094,26,15.082005300032673,0,93.14960143483461,0.43846153846153846,2.355817549284886,2,0.5509287065848498
Josh Jacobs,RB,Las Vegas Raiders,SEA,14.344777761605187,26,23.453737757605225,0,64.87695355491965,0.6537530266343826,3.7207538224487378,2,0.5517222216001995
Devin Singletary,RB,Buffalo Bills,DET,10.529384024188039,18,13.414942096241482,0.05555555555555555,52.963115612521364,0.4074626865671641,2.2269376011508717,0,0.5849657791215577
David Montgomery,RB,Chicago Bears,NYJ,16.294455919147925,19,27.492936125302826,0,70.69606236182054,0.8076923076923077,3.5664967562557925,1,0.8576029431130486
AJ Dillon,RB,Green Bay Packers,PHI,12.785118584032451,13,22.092507488139226,0.1296565070149976,59.55118172790466,0.44992743105950656,2.5883788604149065,1,0.9834706603101886
Darrel Williams,RB,Arizona Cardinals,LAC,11.805757831216486,12,29.2952162833457,0.13793103448275862,41.1242774566474,0.40479760119940034,3.014873286248442,0,0.9838131526013738
D Andre Swift,RB,Detroit Lions,BUF,16.221737606053964,14,37.21431803198159,0.14155712841253792,57.09102567264298,0.6007751937984496,5.046511627906977,1,1.158695543289569
Elijah Mitchell,RB,San Francisco 49ers,NO,12.546397346296366,17,12.140339278138653,0.08228980322003579,77.64961669780325,0.35940803382663844,1.8344294528442608,0,0.738023373311551
James Robinson,RB,New York Jets,CHI,12.157000227228554,17,15.4979949166902,0,63.47816982058134,0.5818181818181818,2.1187675070028007,2,0.7151176604252091
Tony Pollard,RB,Dallas Cowboys,NYG,11.916412708472985,27,26.95687962962963,0,65.02706727492003,0.17777777777777778,3.3027027027027027,0,0.4413486188323328
Michael Carter,RB,New York Jets,CHI,10.779554637573012,18,23.544676112173832,0,54.880329594458466,0.3018867924528302,2.553353416838433,1,0.5988641465318341
Chuba Hubbard,RB,Carolina Panthers,DEN,7.971782724719217,11,12.137261551075772,0.08430913348946137,40.67581566721845,0.2507232401157184,1.6228566044846429,1,0.7247075204290198
Saquon Barkley,RB,New York Giants,DAL,11.029177058558721,32,22.930526138442282,0.2,48.72306780896828,0.20192307692307693,3.212250712250712,1,0.34466178307996004
Rhamondre Stevenson,RB,New England Patriots,MIN,10.982870921193749,24,13.690910579534135,0,64.8422520736989,0.42763157894736836,1.548582995951417,1,0.4576196217164062
Chase Edmonds,RB,Denver Broncos,CAR,10.089616287300549,12,25.263650952502207,0,49.26335697399527,0.1702127659574468,3.571703329727131,1,0.8408013572750458
Clyde Edwards Helaire,RB,Kansas City Chiefs,LAR,10.04415882090894,11,11.981840951784598,0.14594594594594595,49.04227621483376,0.42500000000000004,1.8321428571428569,2,0.9131053473553582
Jamaal Williams,RB,Detroit Lions,BUF,8.66416114525744,24,11.116542523624236,0,47.82506892895016,0.30999999999999994,1.82,0,0.3610067143857267
Latavius Murray,RB,Denver Broncos,CAR,8.085443462728062,14,5.9655928193709995,0,40.82222222222222,0.5,0.8133239171374764,0,0.5775316759091472
Miles Sanders,RB,Philadelphia Eagles,GB,7.710440073199211,19,13.785546415981198,0,52.88182934315532,0,2.420738327904451,1,0.40581263543153745
Christian McCaffrey,RB,San Francisco 49ers,NO,14.304686196898295,37,46.67827529021559,0.12637362637362637,54.73255507189026,0.11038961038961038,5.486047480216577,0,0.3866131404567107
Kareem Hunt,RB,Cleveland Browns,TB,13.972626176173735,13,30.95103614457831,0,50.53772561715904,0.6200000000000001,4.2075,0,1.0748173981672104
D Onta Foreman,RB,Carolina Panthers,DEN,11.556241497384258,20,17.44556962025316,0,76.49091567137171,0.3058823529411765,1.1879310344827587,1,0.5778120748692129
Brandon Bolden,RB,Las Vegas Raiders,SEA,8.045061803988832,11,30.969665324821886,0.15719063545150502,19.077922077922075,0.08241758241758243,3.2053075129998208,0,0.7313692549080756
