player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Josh Allen,QB,Buffalo Bills,DET,23.367206614651295,42,251.97058823529414,1.9705882352941178,45.766183793571756,0.34411764705882353,3,0.8823529411764706,0.5563620622536023
Justin Herbert,QB,Los Angeles Chargers,ARI,19.844208095451922,30,254.6764705882353,2,18.336198601578037,0.13725490196078433,1,0.8823529411764706,0.6614736031817308
Tom Brady,QB,Tampa Bay Buccaneers,CLE,18.822438197767145,26,257.5,2.1176470588235294,5.028303546298902,0.10130718954248366,3,0.7058823529411765,0.7239399306833517
Patrick Mahomes,QB,Kansas City Chiefs,LAR,18.520670979389198,37,263.1764705882353,1.588235294117647,21.259650970362568,0.125,4,0.7647058823529411,0.500558675118627
Aaron Rodgers,QB,Green Bay Packers,PHI,19.19332351452727,23,239.06433823529412,1.9797794117647058,6.202861842105262,0.22355769230769232,0,0.25,0.8344923267185769
Matthew Stafford,QB,Los Angeles Rams,KC,17.816687288105975,23,269.38235294117646,2,2.766872881059732,0,2,1,0.774638577743738
Dak Prescott,QB,Dallas Cowboys,NYG,17.80762439968909,29,251.94301470588235,1.9503676470588234,9.284332232184994,0.0625,6,0.625,0.6140560137823824
Joe Burrow,QB,Cincinnati Bengals,TEN,17.99325897379618,35,266.71139705882354,1.7683823529411766,6.731486796785305,0.1171875,2,0.875,0.5140931135370337
Jalen Hurts,QB,Philadelphia Eagles,GB,20.92577243346694,35,214.32941176470587,1.4450980392156862,43.98870472682627,0.5066666666666666,2,0.6,0.5978792123847697
Kyler Murray,QB,Arizona Cardinals,LAC,21.050559795544256,31,245.86764705882354,1.6512605042016806,32.28824318744839,0.34937888198757766,0,0.7142857142857143,0.6790503159852986
Kirk Cousins,QB,Minnesota Vikings,NE,16.03390458320634,30,225.46507352941177,1.6488970588235294,7.5096340673575135,0.059375,2,0.4375,0.534463486106878
Ryan Tannehill,QB,Tennessee Titans,CIN,17.005770476316112,20,234,1.3823529411764706,13.695556425565236,0.34015345268542196,4,0.8235294117647058,0.8502885238158056
Carson Wentz,QB,Washington Football Team,ATL,16.41933505459064,23,221.02941176470588,1.7058823529411764,13.20240031966207,0.07239819004524886,5,0.4117647058823529,0.7138841328082887
Derek Carr,QB,Las Vegas Raiders,SEA,15.775996944232237,26,274.02941176470586,1.3823529411764706,6.971734148204735,0,5,0.8235294117647058,0.6067691132397014
Russell Wilson,QB,Denver Broncos,CAR,16.48355742296919,22,207.2373949579832,1.657563025210084,12.780952380952382,0.14285714285714285,1,0.42857142857142855,0.7492526101349632
Lamar Jackson,QB,Baltimore Ravens,JAX,20.318012257208924,33,234.05392156862746,1.3725490196078431,59.37881538254673,0.18518518518518517,3,1.0833333333333333,0.6156973411275432
Jimmy Garoppolo,QB,San Francisco 49ers,NO,14.61688844613645,24,239.38235294117646,1.2549019607843137,2.9471375807940907,0.15454545454545454,3,0.8,0.6090370185890187
Mac Jones,QB,New England Patriots,MIN,15.184288292722947,20,238.26470588235293,1.5,7.713471162523587,0,3,0.7647058823529411,0.7592144146361474
Matt Ryan,QB,Indianapolis Colts,PIT,13.759186702598004,24,224.23529411764707,1.2941176470588236,4.769407132931913,0.05213903743315508,4,0.7058823529411765,0.5732994459415836
Taylor Heinicke,QB,Washington Football Team,ATL,16.514821128740127,23,224.7749766573296,1.5466853408029877,20.745654367197307,0.07814407814407814,2,0.9523809523809523,0.7180357012495707
Teddy Bridgewater,QB,Miami Dolphins,HOU,16.59236333819242,20,230.08823529411765,1.4369747899159664,9.623633381924197,0.22023809523809523,1,0.5,0.829618166909621
Trevor Lawrence,QB,Jacksonville Jaguars,BAL,15.824970672029494,27,246.55882352941177,1.2647058823529411,17.86147142617731,0.11764705882352941,5,1,0.5861100248899812
Jared Goff,QB,Detroit Lions,BUF,11.211326893429694,22,197.39285714285714,1.031512605042017,6.1813361611877,0,6,0.5714285714285714,0.5096057678831679
Tua Tagovailoa,QB,Miami Dolphins,HOU,17.202697078831534,33,225.12745098039215,1.4215686274509802,12.760304121648659,0.36274509803921573,1,0.7843137254901961,0.5212938508736829
Baker Mayfield,QB,Carolina Panthers,DEN,13.553998941596182,20,214.91176470588235,1.254201680672269,9.701333953776949,0.0546218487394958,3,0.9285714285714286,0.6776999470798091
Daniel Jones,QB,New York Giants,DAL,16.963441848087786,30,229.451871657754,1.160427807486631,28.93655751831107,0.23863636363636362,3,0.6363636363636364,0.5654480616029262
Sam Darnold,QB,Carolina Panthers,DEN,14.798108384666502,20,214.94367959949938,1.0300375469336671,19.150045048166888,0.3254067584480601,4,1.1063829787234043,0.7399054192333251
Davis Mills,QB,Houston Texans,MIA,13.52947735583685,22,220.4129411764706,1.316470588235294,4.070773558368495,0,1,0.8,0.6149762434471295
Zach Wilson,QB,New York Jets,CHI,14.919784260342503,20,185.5633484162896,1.257918552036199,16.194222693922754,0.3076923076923077,1,0.8461538461538461,0.7459892130171252
Justin Fields,QB,Chicago Bears,NYJ,16.730334052352358,39,210.98081841432224,1.1278772378516624,39.53505407851079,0.2608695652173913,5,0.8695652173913043,0.42898292441929126
Jameis Winston,QB,New Orleans Saints,SF,16.968733460234926,22,186.80672268907563,1.7352941176470589,22.33859510655091,0.17261904761904762,1,0.42857142857142855,0.7713060663743149
Trevor Siemian,QB,Chicago Bears,NYJ,17.798451900807173,20,234.5855614973262,1.8235294117647058,3.9363906658257495,0.2727272727272727,1,0.5454545454545454,0.8899225950403586
Andy Dalton,QB,New Orleans Saints,SF,12.731803704907378,20,204.23529411764707,1.268627450980392,9.545488029465929,0,1,1.2,0.6365901852453689
Tyler Huntley,QB,Baltimore Ravens,JAX,16.704919352363778,20,200.4505882352941,0.9458823529411765,43.70033077853974,0.35555555555555557,3,0.64,0.8352459676181889
Tyrod Taylor,QB,New York Giants,DAL,18.266014194777437,20,199.58823529411765,1.1225490196078431,26.88122037914692,0.65625,0,0.8333333333333334,0.9133007097388719
Jacoby Brissett,QB,Cleveland Browns,TB,11.63112551416869,25,186.9969040247678,1.0278637770897832,6.0295213955568805,0.08157894736842104,3,0.42105263157894735,0.4652450205667476
Trey Lance,QB,San Francisco 49ers,NO,14.699973395351595,20,172.68235294117648,1.0882352941176472,29.12465373961219,0.15454545454545454,0,0.4,0.7349986697675798
Geno Smith,QB,Seattle Seahawks,LV,16.164707168113146,33,205.04117647058823,1.5196078431372548,10.846287367405978,0.26666666666666666,1,0.26666666666666666,0.48983961115494384
Drew Lock,QB,Seattle Seahawks,LV,14.130862836938054,20,186.3935574229692,1.0434173669467786,9.776415484226476,0.38095238095238093,1,0.38095238095238093,0.7065431418469027
Mike White,QB,New York Jets,CHI,13.064477598597929,20,222.8607843137255,1.5784313725490196,-0.3034593081383723,0,0,2.1333333333333333,0.6532238799298964
Colt McCoy,QB,Arizona Cardinals,LAC,10.823987431838503,20,165.43246187363835,1.0163398692810457,5.857739242132306,0,1,0.14814814814814814,0.5411993715919252
Gardner Minshew II,QB,Philadelphia Eagles,GB,13.041779098379683,20,172.2436974789916,1.4831932773109244,5.0497237569060776,0,0,0.2857142857142857,0.6520889549189841
Case Keenum,QB,Buffalo Bills,DET,11.06001521328117,20,162.52685421994886,1.1726342710997442,3.90143090519023,0,1,0.17391304347826086,0.5530007606640586
Cooper Rush,QB,Dallas Cowboys,NYG,10.349448963162423,20,165.66176470588235,1.1691176470588234,-2.0349221330816425,0,1,0.25,0.5174724481581212
Joe Flacco,QB,New York Jets,CHI,13.822475941786433,20,192.3655462184874,1.76890756302521,1.9508098380323933,0,1,0,0.6911237970893216
Jordan Love,QB,Green Bay Packers,PHI,9.791489652924882,20,153.73374613003097,1.0340557275541795,5.585484764542937,0,1,0.631578947368421,0.48957448264624415
Mason Rudolph,QB,Pittsburgh Steelers,IND,15.472009640242705,20,196.2016806722689,1.226890756302521,32.87807959570436,0,0,0.5714285714285714,0.7736004820121353
Nick Foles,QB,Indianapolis Colts,PIT,14.915729504400186,20,232.52941176470588,1.2058823529411766,7.9102362204724415,0,0,0,0.7457864752200093
Marcus Mariota,QB,Atlanta Falcons,WAS,11.306915316869182,30,127.7078431372549,1,12.89510682288077,0.1515151515151515,0,0,0.3768971772289727
Brandon Allen,QB,Cincinnati Bengals,TEN,9.178493315750375,20,138.30185758513932,0.9164086687306502,-0.19215662577799264,0,0,0,0.4589246657875187
P J Walker,QB,Carolina Panthers,DEN,8.274116848693875,20,152.66176470588235,0.7720588235294118,3.294109663409338,0,1,0.75,0.41370584243469377
Brian Hoyer,QB,New England Patriots,MIN,9.997734058942033,20,156.7372549019608,0.9862745098039215,-2.1685417635208433,0,0,0,0.49988670294710164
Nick Mullens,QB,Minnesota Vikings,NE,11.152941176470588,20,167.05882352941177,1.1176470588235294,0,0,0,0,0.5576470588235294
Kyle Allen,QB,Houston Texans,MIA,9.708077824660103,20,153.8529411764706,1.0098039215686274,8.480778246601032,0,1,0,0.48540389123300515
Chad Henne,QB,Kansas City Chiefs,LAR,7.380784313725491,20,134.51960784313727,0.5,0,0,0,0,0.36903921568627457
Ian Book,QB,Philadelphia Eagles,GB,9.233207669808255,20,177.02941176470588,0.9117647058823529,5.0497237569060776,0,0,2,0.4616603834904128
Blaine Gabbert,QB,Tampa Bay Buccaneers,CLE,7.591263486255746,20,108.59150326797385,0.8529411764705882,-1.6416135034556087,0,0,0,0.3795631743127873
C J Beathard,QB,Jacksonville Jaguars,BAL,9.787097927490084,20,150.47058823529412,0.9117647058823529,1.2121557454890788,0,0,0,0.4893548963745042
Sam Ehlinger,QB,Indianapolis Colts,PIT,7.520217693376564,20,107.52941176470588,0.7058823529411765,3.9551181102362207,0,0,0,0.3760108846688282
Kellen Mond,QB,Cleveland Browns,TB,7.9709803921568625,20,122.80392156862744,0.7647058823529411,0,0,0,0,0.3985490196078431
Brett Rypien,QB,Denver Broncos,CAR,6.9011764705882355,20,96.05882352941177,0.7647058823529411,0,0,0,0,0.34505882352941175
Chase Daniel,QB,Los Angeles Chargers,ARI,7.542401693501828,20,107.20588235294117,0.8823529411764706,-2.752453653217012,0,0,0,0.3771200846750914
John Wolford,QB,Los Angeles Rams,KC,7.754912523932132,20,126.7875816993464,0.7941176470588235,-0.486168878325741,0,0,0.4444444444444444,0.38774562619660663
