player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Trevor Lawrence,QB,Jacksonville Jaguars,HOU,15.49455002513826,26,228.1764705882353,1.1470588235294117,23.35816993464053,0.17194570135746606,5,1,0.5959442317360869
Jared Goff,QB,Detroit Lions,NE,12.791548584439079,29,209.4516806722689,1.296218487394958,6.571788365399182,0,6,0.5714285714285714,0.4410878822220372
Tua Tagovailoa,QB,Miami Dolphins,NYJ,17.81889555822329,31,233.71568627450984,1.4509803921568627,12.545818327330931,0.392156862745098,1,0.7843137254901961,0.5748030825233319
Baker Mayfield,QB,Carolina Panthers,SF,13.80642660973184,20,210.73529411764707,1.342436974789916,9.358383744377228,0.07142857142857142,3,0.9285714285714286,0.690321330486592
Daniel Jones,QB,New York Giants,GB,17.354063600881968,23,219.89304812834223,1.3663101604278074,28.431010340370527,0.23863636363636362,3,0.6363636363636364,0.7545245043861726
Sam Darnold,QB,Carolina Panthers,SF,15.51704467718198,20,210.76720901126407,1.118272841051314,18.473075057176523,0.425531914893617,4,1.1063829787234043,0.775852233859099
Davis Mills,QB,Houston Texans,JAX,13.684010325142715,20,220.53058823529412,1.3458823529411765,4.392573839662448,0,1,0.8,0.6842005162571357
Zach Wilson,QB,New York Jets,MIA,14.721851058359757,23,203.62217194570138,1.0226244343891402,15.08444464953163,0.3296703296703297,1,0.8461538461538461,0.6400804807982503
Justin Fields,QB,Chicago Bears,MIN,16.118541746857748,21,207.77493606138108,1.1572890025575449,38.36773387340027,0.18012422360248448,5,0.8695652173913043,0.767549606993226
Taysom Hill,QB,New Orleans Saints,SEA,16.524572852345358,16,176.20196078431374,0.8836601307189543,32.751872314303256,0.5185185185185184,0,0.4444444444444444,1.0327858032715849
Jameis Winston,QB,New Orleans Saints,SEA,18.09780448995269,24,216.30672268907563,1.7058823529411766,23.362918849106695,0.16666666666666663,1,0.42857142857142855,0.7540751870813621
Trevor Siemian,QB,Chicago Bears,MIN,17.269747490310657,20,231.37967914438502,1.8529411764705883,3.820163978736823,0.18831168831168832,1,0.5454545454545454,0.8634873745155328
Andy Dalton,QB,New Orleans Saints,SEA,13.83792694576575,20,233.73529411764707,1.2392156862745098,9.983191026284949,0,1,1.2,0.6918963472882875
Tyler Huntley,QB,Baltimore Ravens,CIN,16.609839109697933,20,210.6564705882353,1.0047058823529411,40.04756756756757,0.29333333333333333,3,0.64,0.8304919554848966
Tyrod Taylor,QB,New York Giants,GB,18.66022680280643,20,190.02941176470588,1.3284313725490196,26.411581753554504,0.65625,0,0.8333333333333334,0.9330113401403215
Jacoby Brissett,QB,Cleveland Browns,LAC,11.685828326857804,22,178.14396284829724,1.0572755417956656,7.204413299537796,0.11052631578947367,3,0.42105263157894735,0.5311740148571729
Trey Lance,QB,San Francisco 49ers,CAR,15.13037113188262,20,156.35882352941178,1.2647058823529411,31.808310249307482,0.17272727272727273,0,0.4,0.756518556594131
Geno Smith,QB,Seattle Seahawks,NO,14.7812806171649,22,205.98235294117646,1.2549019607843137,9.890453230472517,0.2222222222222222,1,0.26666666666666666,0.6718763916893136
Drew Lock,QB,Seattle Seahawks,NO,12.642578867612619,20,187.33473389355743,0.7787114845938375,8.914864306378288,0.31746031746031744,1,0.38095238095238093,0.632128943380631
Mike White,QB,New York Jets,MIA,12.847733653269348,20,240.91960784313727,1.343137254901961,-0.2826634673065387,0,0,2.1333333333333333,0.6423866826634674
Colt McCoy,QB,Arizona Cardinals,PHI,10.866177457067176,20,165.28540305010893,1.045751633986928,5.1619924355955185,0,1,0.14814814814814814,0.5433088728533588
Gardner Minshew II,QB,Philadelphia Eagles,ARI,12.841909095129763,20,169.92016806722688,1.453781512605042,5.156906077348067,0,0,0.2857142857142857,0.6420954547564881
Case Keenum,QB,Buffalo Bills,PIT,9.65973924389761,20,147.70332480818414,0.9667519181585678,4.06337709370756,0,1,0.17391304347826086,0.48298696219488046
Cooper Rush,QB,Dallas Cowboys,LAR,9.511342753240985,20,173.6029411764706,0.875,-1.827748938178386,0,1,0.25,0.4755671376620493
Joe Flacco,QB,New York Jets,MIA,13.590283657554204,23,210.42436974789916,1.5336134453781511,1.8171222898277486,0,1,0,0.5908818981545306
Jordan Love,QB,Green Bay Packers,NYG,9.825190483949813,20,156.1749226006192,1.0046439628482973,6.122493074792244,0,1,0.631578947368421,0.49125952419749064
Mason Rudolph,QB,Pittsburgh Steelers,BUF,11.708194630979365,20,160.64285714285714,0.6386554621848739,32.992870679541554,0,0,0.5714285714285714,0.5854097315489682
Nick Foles,QB,Indianapolis Colts,DEN,14.582658638258453,20,232.41176470588235,1.1470588235294117,6.979527559055118,0,0,0,0.7291329319129226
Marcus Mariota,QB,Atlanta Falcons,TB,9.85708009351225,25,119.73725490196078,0.7647058823529411,12.087663680220537,0.13333333333333333,0,0,0.39428320374049003
Brandon Allen,QB,Cincinnati Bengals,BAL,10.67615245989628,20,155.1547987616099,1.1222910216718267,-0.19203577255423288,0,0,0,0.533807622994814
P J Walker,QB,Carolina Panthers,SF,8.448354250494987,20,148.48529411764707,0.8602941176470589,3.177660152008686,0,1,0.75,0.42241771252474936
Brian Hoyer,QB,New England Patriots,DET,10.064652683202524,20,152.61960784313726,1.0450980392156863,-2.205237873857121,0,0,0,0.5032326341601262
Nick Mullens,QB,Minnesota Vikings,CHI,12.418823529411764,20,169.29411764705884,1.4117647058823528,0,0,0,0,0.6209411764705882
Kyle Allen,QB,Houston Texans,JAX,9.897472491106148,20,153.97058823529412,1.0392156862745099,9.151195499296765,0,1,0,0.4948736245553074
Chad Henne,QB,Kansas City Chiefs,LV,8.416078431372549,20,125.1078431372549,0.8529411764705882,0,0,0,0,0.42080392156862745
Ian Book,QB,Philadelphia Eagles,ARI,9.033337666558335,20,174.70588235294116,0.8823529411764706,5.156906077348067,0,0,2,0.45166688332791677
Blaine Gabbert,QB,Tampa Bay Buccaneers,ATL,8.412177658942365,20,123.6797385620915,0.9117647058823529,-1.8207070707070705,0,0,0,0.4206088829471183
C J Beathard,QB,Jacksonville Jaguars,HOU,8.618518518518519,20,132.08823529411765,0.7941176470588235,1.5851851851851853,0,0,0,0.43092592592592593
Sam Ehlinger,QB,Indianapolis Colts,DEN,7.233682260305697,20,107.41176470588235,0.6470588235294118,3.489763779527559,0,0,0,0.36168411301528486
Kellen Mond,QB,Cleveland Browns,LAC,7.7345098039215685,20,113.95098039215686,0.7941176470588235,0,0,0,0,0.38672549019607844
Brett Rypien,QB,Denver Broncos,IND,8.447058823529412,20,117.05882352941177,0.9411764705882353,0,0,0,0,0.4223529411764706
Chase Daniel,QB,Los Angeles Chargers,CLE,7.189308272927491,20,101.1470588235294,0.8529411764705882,-2.683387858960378,0,0,0,0.3594654136463745
John Wolford,QB,Los Angeles Rams,DAL,7.139511454413416,20,120.19934640522877,0.7058823529411765,-0.47547369115996563,0,0,0.4444444444444444,0.3569755727206708
