player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Jonathan Taylor,RB,Indianapolis Colts,DEN,17.59188289403347,36,22.093214554491833,0.10675381263616558,92.9406206577119,0.7459893048128342,2.4146695715323165,2,0.488663413723152
Austin Ekeler,RB,Los Angeles Chargers,CLE,17.344512309525523,27,34.70464192708333,0.4407894736842105,57.294523582333696,0.6458333333333333,3.999717832957111,3,0.6423893447972416
Joe Mixon,RB,Cincinnati Bengals,BAL,15.582389595466232,23,20.380493413581647,0.17447916666666669,68.69779707233066,0.736328125,2.66943359375,1,0.6774951998028796
Najee Harris,RB,Pittsburgh Steelers,BUF,16.307445516101556,19,23.809539750256903,0.13427109974424553,76.8979227825053,0.5970588235294118,3.6974394463667815,0,0.8582866061106081
James Conner,RB,Arizona Cardinals,PHI,17.486570745118804,23,27.62339734771364,0.23965141612200436,55.542710340398195,1.0485933503836318,2.8809827545476026,0,0.7602856845703828
Ezekiel Elliott,RB,Dallas Cowboys,LAR,12.55961345461252,16,15.66717524509804,0.0838235294117647,53.86483635455126,0.6470588235294118,2.6775304716481187,1,0.7849758409132825
Nick Chubb,RB,Cleveland Browns,LAC,14.820613830633283,38,13.254023235800346,0.08163265306122448,87.92692374400185,0.6,1.5111607142857142,1,0.39001615343771795
Damien Harris,RB,New England Patriots,DET,13.020859381410375,23,9.145657246564689,0,64.02081202541453,0.8958333333333333,1.1917582417582417,2,0.5661243209308858
Alvin Kamara,RB,New Orleans Saints,SEA,18.484979805865795,24,43.29990904082914,0.3729767769176636,72.21996945438144,0.38095238095238093,4.818834018248937,0,0.7702074919110747
Antonio Gibson,RB,Washington Football Team,TEN,12.747623536134682,17,20.97421042270158,0.2073732718894009,56.79145732575793,0.46898263027295284,2.8581007611453426,4,0.7498602080079225
Leonard Fournette,RB,Tampa Bay Buccaneers,ATL,16.401089876595044,22,28.986414923764322,0.12515856236786468,69.12066115702478,0.597979797979798,4.503104212860311,0,0.7455040852997747
Cordarrelle Patterson,RB,Atlanta Falcons,TB,14.466776100593375,20,37.62323780425885,0.3770491803278688,42.22824281727695,0.39344262295081966,3.71735443753533,0,0.7233388050296687
Aaron Jones,RB,Green Bay Packers,NYG,13.554119091985244,27,24.628922363847046,0.3384615384615385,57.37380701754386,0.28717948717948716,3.466666666666667,1,0.5020044108142683
Derrick Henry,RB,Tennessee Titans,WAS,19.584739552354794,37,21.826616442363957,0,101.80228265391015,1.0054347826086956,2.378481894150418,0,0.5293172851987782
Dalvin Cook,RB,Minnesota Vikings,CHI,15.079122317310034,29,15.236504882564345,0,93.70392586687925,0.5538461538461539,2.3393892539621186,2,0.5199697350796564
Josh Jacobs,RB,Las Vegas Raiders,KC,14.1849079167176,19,22.833815173703766,0,66.10173684265693,0.6319612590799032,3.5415432025601516,2,0.7465741008798737
Devin Singletary,RB,Buffalo Bills,PIT,10.503207316431755,18,12.614239725741044,0.04975124378109452,55.161584562475085,0.3865671641791044,2.215428879697896,0,0.583511517579542
David Montgomery,RB,Chicago Bears,MIN,14.546369438520799,24,27.099457916576718,0,68.60867576427538,0.5576923076923077,3.5664967562557925,1,0.6060987266050333
AJ Dillon,RB,Green Bay Packers,NYG,13.096354324612284,19,22.319700911694614,0.12772133526850507,65.27664349553129,0.40638606676342526,2.5660377358490565,1,0.6892818065585412
D Andre Swift,RB,Detroit Lions,NE,15.957640260258536,26,39.609964191992965,0.17795753286147625,60.697255172753955,0.40697674418604646,5.20671834625323,1,0.6137553946253284
James Robinson,RB,Jacksonville Jaguars,HOU,14.347965899353,28,17.745433379193564,0,66.31838383838385,0.8503496503496504,2.260790732812893,2,0.5124273535483214
Tony Pollard,RB,Dallas Cowboys,LAR,11.472623248531685,15,27.79937962962963,0,58.40673273556709,0.19555555555555557,3.3573573573573574,0,0.7648415499021123
Michael Carter,RB,New York Jets,MIA,10.857757216849164,14,25.67124732913099,0,51.11942139873912,0.32345013477088946,2.777865863326462,1,0.7755540869177974
Rashaad Penny,RB,Seattle Seahawks,NO,11.602529698238476,17,5.635586635586635,0,73.49156219864996,0.5555555555555556,0.712962962962963,0,0.6825017469552045
Chuba Hubbard,RB,Carolina Panthers,SF,8.344516210157828,12,11.88715399915983,0.09133489461358316,39.237891813958456,0.32786885245901637,1.695873374788016,1,0.6953763508464856
Saquon Barkley,RB,New York Giants,GB,11.09027016162024,37,21.90189660152113,0.23589743589743592,47.87183284724754,0.20192307692307693,3.279640587332895,1,0.29973703139514163
Rhamondre Stevenson,RB,New England Patriots,DET,11.289746946496441,22,13.455931116357137,0,65.9395140571093,0.4714912280701754,1.4635627530364372,1,0.5131703157498383
Chase Edmonds,RB,Miami Dolphins,NYJ,12.57274033136324,15,29.215662278478064,0,62.962657403386885,0.2836879432624113,3.645986939119444,1,0.8381826887575493
Clyde Edwards Helaire,RB,Kansas City Chiefs,LV,10.428613724177385,21,11.55103318722605,0.1783783783783784,51.541329923273665,0.42500000000000004,1.7982142857142858,2,0.4966006535322564
Alexander Mattison,RB,Minnesota Vikings,CHI,8.570299512351687,15,15.508585326895851,0.07352941176470588,39.69683140693503,0.27692307692307694,2.2017781213761114,1,0.5713533008234458
Jamaal Williams,RB,Detroit Lions,NE,8.466705332217545,26,11.832162312395777,0,50.84600212089077,0.21,1.8777777777777778,0,0.32564251277759787
Latavius Murray,RB,Denver Broncos,NO,7.420867785597382,15,6.448302254383524,0,37.25543209876543,0.4375,0.8509887005649718,0,0.49472451903982545
Miles Sanders,RB,Philadelphia Eagles,ARI,7.786232548747719,21,13.632760477869173,0,54.00426642111725,0,2.3783930510314875,1,0.37077297851179614
Christian McCaffrey,RB,Carolina Panthers,SF,16.0637363866722,37,51.04986106823094,0.1989795918367347,61.73739723902591,0.14285714285714285,5.467980295566502,0,0.434155037477627
Kenneth Gainwell,RB,Philadelphia Eagles,ARI,7.821957586400742,12,21.384169884169886,0.10204081632653059,20.417138347051527,0.2857142857142857,2.957122914312305,1,0.6518297988667284
Kareem Hunt,RB,Cleveland Browns,LAC,15.909184592111872,21,29.689012048192772,0,60.38533387292594,0.8400000000000001,3.7235,0,0.7575802186719939
D Onta Foreman,RB,Carolina Panthers,SF,11.841320413337497,12,17.086075949367086,0,73.78689829895042,0.4,1.2413793103448274,1,0.9867767011114581
J D McKissic,RB,Washington Football Team,TEN,12.210196696428017,13,48.777325712809585,0.23809523809523808,19.995363631462617,0.23076923076923078,5.039481897627965,0,0.9392458997252321
Brandon Bolden,RB,Las Vegas Raiders,KC,7.9657451360259195,11,30.151083862491788,0.16722408026755853,19.438085723800008,0.07967032967032968,3.05092343553882,0,0.7241586487296291
Zack Moss,RB,Buffalo Bills,PIT,9.309169204719943,12,18.724173430055785,0.08547008547008547,37.57913431068705,0.37948717948717947,2.18844609206055,1,0.7757641003933285
Rex Burkhead,RB,Houston Texans,JAX,9.06754132017605,12,15.248251648445752,0,40.21503065042592,0.42452830188679247,1.948086557936254,0,0.7556284433480042
Nyheim Hines,RB,Indianapolis Colts,DEN,6.316004555775536,12,23.521462768115548,0.06599326599326599,17.51226914817466,0.10247933884297519,2.985409652076319,2,0.5263337129812947
Khalil Herbert,RB,Chicago Bears,MIN,5.80230226911879,21,8.479940695765748,0,34.33102081268582,0.15633423180592992,1.1664014548761084,0,0.27630010805327576
Dontrell Hilliard,RB,Tennessee Titans,WAS,7.997285910116884,12,13.606202457577531,0,41.960238682655344,0.22188905547226384,2.7703390644510613,1,0.6664404925097404
Craig Reynolds,RB,Detroit Lions,NE,7.619190324574992,11,11.526272765915703,0,57.230989956958396,0,1.4869281045751634,0,0.6926536658704538
Jerick McKinnon,RB,Kansas City Chiefs,LV,2.7964306128756578,15,9.826758505531204,0.09147609147609148,6.339458325136074,0,1.2619047619047619,0,0.18642870752504384
Eno Benjamin,RB,Arizona Cardinals,PHI,3.4641474886902897,12,5.84388317222742,0,16.462570470277598,0.13204508856682767,0.8824631860776438,0,0.28867895739085747
Jonathan Williams,RB,Washington Football Team,TEN,4.838001332401588,12,8.256514579095224,0,17.882645964742036,0.27692307692307694,1.1250936329588015,0,0.4031667777001324
Deon Jackson,RB,Indianapolis Colts,DEN,1.0269392083565312,13,0,0,4.00676582093905,0.10437710437710437,0,0,0.07899532371973317
Mike Boone,RB,Denver Broncos,IND,1.1202583430605197,17,3.8641339641896284,0,5.587037037037037,0,0.3502824858757062,0,0.06589754959179528
