player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Lamar Jackson,QB,Baltimore Ravens,PIT,20.380418087095,34,227.61274509803923,1.3725490196078431,63.968233158531675,0.16203703703703703,3,1.0833333333333333,0.599424061385147
Jimmy Garoppolo,QB,San Francisco 49ers,TB,15.577771712563141,20,246.47058823529412,1.4313725490196076,2.934579870729455,0.15000000000000002,3,0.8,0.7788885856281571
Mac Jones,QB,New England Patriots,ARI,14.483722208548691,23,219,1.5294117647058822,7.2372220854869145,0,3,0.7647058823529411,0.6297270525455952
Teddy Bridgewater,QB,Miami Dolphins,LAC,16.052635107614478,20,219.61764705882354,1.4369747899159664,9.48601494169096,0.20238095238095236,1,0.5,0.8026317553807238
Trevor Lawrence,QB,Jacksonville Jaguars,TEN,14.35559242500419,30,229.7058823529412,1.0588235294117647,17.872666331489864,0.12217194570135746,5,1,0.47851974750013965
Jared Goff,QB,Detroit Lions,MIN,15.068800627355929,28,242.36344537815125,1.5315126050420167,6.7678382063323745,0,6,0.5714285714285714,0.5381714509769975
Tua Tagovailoa,QB,Miami Dolphins,LAC,16.589155662264904,33,214.65686274509807,1.4215686274509802,12.577831132452982,0.33333333333333337,1,0.7843137254901961,0.5027016867353001
Baker Mayfield,QB,Los Angeles Rams,SEA,15.089460147695442,20,240.23529411764707,1.3130252100840336,10.27947542653425,0.09285714285714285,3,0.9285714285714286,0.7544730073847721
Daniel Jones,QB,New York Giants,PHI,17.362827001545984,25,220.83422459893046,1.2780748663101604,28.26249461439035,0.2954545454545454,3,0.6363636363636364,0.6945130800618393
Sam Darnold,QB,Carolina Panthers,SEA,16.59251499227455,22,240.2672090112641,1.0888610763454318,19.35518746967912,0.41301627033792243,4,1.1063829787234043,0.7542052269215703
Davis Mills,QB,Houston Texans,DAL,13.862848415653179,20,225.64823529411765,1.3458823529411765,4.133895921237693,0,1,0.8,0.693142420782659
Zach Wilson,QB,New York Jets,BUF,12.330991124334926,20,171.26923076923077,0.6990950226244343,15.080176272437818,0.3626373626373627,1,0.8461538461538461,0.6165495562167462
Tyler Huntley,QB,Baltimore Ravens,PIT,16.51836762768036,26,194.00941176470587,0.9458823529411765,47.0779507866075,0.3111111111111111,3,0.64,0.6353218318338599
Tyrod Taylor,QB,New York Giants,PHI,19.26677806430629,20,190.97058823529412,1.2401960784313726,26.255035545023695,0.8125,0,0.8333333333333334,0.9633389032153146
Jacoby Brissett,QB,Cleveland Browns,CIN,11.907716257816679,22,191.70278637770897,1.0278637770897832,6.281496943491874,0.09210526315789472,3,0.42105263157894735,0.5412598299007582
Trey Lance,QB,San Francisco 49ers,TB,15.649702460485576,20,179.7705882352941,1.2647058823529411,29.000554016620498,0.15000000000000002,0,0.4,0.7824851230242789
Geno Smith,QB,Seattle Seahawks,CAR,15.105422907960998,31,189.65882352941176,1.4313725490196076,10.824686595949855,0.2518518518518518,1,0.26666666666666666,0.4872717067084193
Drew Lock,QB,Seattle Seahawks,CAR,13.033696407524758,20,171.01120448179273,0.9551820728291316,9.756945401111263,0.35978835978835977,1,0.38095238095238093,0.6516848203762379
Josh Johnson,QB,San Francisco 49ers,TB,14.968943315659953,20,217.62443438914028,1.5339366515837103,7.436039491441154,0,0,0.6153846153846154,0.7484471657829976
Mike White,QB,New York Jets,BUF,10.259506357552018,30,208.56666666666666,1.0196078431372548,-0.2825834833033393,0,0,2.1333333333333333,0.34198354525173397
Colt McCoy,QB,Arizona Cardinals,NE,9.401690908861939,20,148.37363834422658,0.8398692810457516,5.517126953543139,0,1,0.14814814814814814,0.47008454544309697
Case Keenum,QB,Buffalo Bills,NYJ,11.004778336472858,20,169.85038363171356,1.0843989769820972,3.9490621371070915,0,1,0.17391304347826086,0.5502389168236429
Cooper Rush,QB,Dallas Cowboys,HOU,10.665889570552146,20,173.83823529411765,1.1691176470588234,-2.1411042944785277,0,1,0.25,0.5332944785276073
Joe Flacco,QB,New York Jets,BUF,11.001996945148786,20,178.07142857142856,1.2100840336134453,1.8166081069500384,0,1,0,0.5500998472574393
Mason Rudolph,QB,Pittsburgh Steelers,BAL,15.850977560954894,20,218.61344537815125,1.1974789915966386,28.879523508708598,0,0,0.5714285714285714,0.7925488780477447
Brandon Allen,QB,Cincinnati Bengals,CLE,8.905373205418488,20,116.8312693498452,1.0634674922600618,-0.21747537615565896,0,0,0,0.44526866027092443
Brian Hoyer,QB,New England Patriots,ARI,9.358182003810356,20,137.47254901960784,1.0156862745098039,-2.0346505501317216,0,0,0,0.4679091001905178
Nick Mullens,QB,Minnesota Vikings,DET,13.481176470588235,20,195.8529411764706,1.4117647058823528,0,0,0,0,0.6740588235294117
Kyle Allen,QB,Houston Texans,DAL,10.048287140453931,20,159.08823529411765,1.0392156862745099,8.612283169245195,0,1,0,0.5024143570226965
Chad Henne,QB,Kansas City Chiefs,DEN,7.431372549019608,20,121.07843137254902,0.6470588235294118,0,0,0,0,0.3715686274509804
Ian Book,QB,Philadelphia Eagles,NYG,8.935261618459538,20,180.41176470588235,0.7941176470588235,5.423204419889503,0,0,2,0.4467630809229769
Blaine Gabbert,QB,Tampa Bay Buccaneers,SF,7.208716890264878,20,110.6797385620915,0.7352941176470589,-1.5964912280701755,0,0,0,0.3604358445132439
C J Beathard,QB,Jacksonville Jaguars,TEN,8.289526842075862,20,133.61764705882354,0.7058823529411765,1.2129154795821462,0,0,0,0.4144763421037931
Kellen Mond,QB,Cleveland Browns,CIN,8.15921568627451,20,127.50980392156862,0.7647058823529411,0,0,0,0,0.4079607843137255
Brett Rypien,QB,Denver Broncos,KC,8.203529411764706,20,125.67647058823529,0.7941176470588235,0,0,0,0,0.41017647058823525
Chase Daniel,QB,Los Angeles Chargers,MIA,6.9909342057433665,20,113.8529411764706,0.6764705882352942,-2.6906579425663395,0,0,0,0.3495467102871683
John Wolford,QB,Los Angeles Rams,LV,7.421534297220571,20,112.55228758169935,0.8529411764705882,-0.4787746748531062,0,0,0.4444444444444444,0.37107671486102856
