Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,games,ex_ppd,home_away
Clyde Edwards Helaire,RB,KC,LAR,8.02171877820821,11,1.5999245283018868,13.266120114394662,0.2415,28.216445026178008,0.27075,0,9,0.7292471616552919,Home
Kenyan Drake,RB,BAL,JAX,8.717853819091722,16,1.50285,7.314338313767342,0.13,42.639149877149876,0.36518000000000006,0,7.25,0.5448658636932326,Away
Damien Harris,RB,NE,MIN,9.194119500544222,15,1.7515308823529412,10.557788427299705,0,46.86175216637781,0.4294,0,7.75,0.6129413000362814,Away
D Andre Swift,RB,DET,BUF,10.705273235542684,14,2.9556057142857144,22.599071856287427,0.26737999999999995,35.99923192771084,0.34056,0.14,6.25,0.7646623739673346,Home
Isiah Pacheco,RB,KC,LAR,3.803354216313792,19,0.2823396226415094,1.1421163012392754,0,36.0647277486911,0.09025,0.3,8.5,0.20017653770072588,Home
Darrell Henderson Jr,RB,LAR,KC,6.849118919621862,12,1.7503544303797467,10.888969325153372,0,31.853304862023656,0.2832857142857143,0,9.25,0.5707599099684885,Away
Brian Robinson Jr,RB,WAS,ATL,8.209282250811693,17,0.6075718309859154,1.1050285986653956,0,52.91568475452196,0.41723749999999993,0,6.5,0.48289895593009957,Home
Jerick McKinnon,RB,KC,LAR,4.761135684008525,11,2.4469433962264153,18.62528122020972,0.0805,13.921358638743456,0,0.1,7.5,0.43283051672804773,Home
Rachaad White,RB,TB,CLE,6.231617873955115,19,1.7565957446808511,12.426704966641957,0,30.086495049504947,0.21700000000000003,0.1,7.75,0.3279798881029008,Away
James Cook,RB,BUF,DET,4.575961503834041,14,0.6795249999999999,9.319926605504588,0,26.96206343283582,0.13466666666666666,0.1,7.5,0.3268543931310029,Away
Samaje Perine,RB,CIN,TEN,6.64042934475998,19,2.196712643678161,17.684854404718024,0.37163636363636365,15.437694006309147,0,0,7.5,0.34949628130315685,Away
Caleb Huntley,RB,ATL,WAS,3.6071085189221552,11,0.12450140845070422,0.2479891262135922,0,32.075781681304896,0.08874678899082568,0.11,6.75,0.3279189562656505,Away
Latavius Murray,RB,DEN,CAR,12.65860535801539,14,2.0999014778325122,10.638467828418229,0,50.092678362573096,0.92259,0,4.5,0.9041860970010992,Away
Jaylen Warren,RB,PIT,IND,3.8413607235729668,11,1.5176851063829786,13.43337279843444,0,19.391808905380334,0,0.1,7.5,0.34921461123390607,Away
Dontrell Hilliard,RB,TEN,CIN,6.865701775689187,12,1.9882600000000001,19.655117291414754,0.4244,13.596600465477113,0,0,7,0.5721418146407656,Home
Cam Akers,RB,LAR,KC,4.177096329591214,15,0.2574050632911392,2.401978527607362,0,33.3165308804205,0.12275714285714286,0.13,6.5,0.2784730886394142,Away
Chase Edmonds,RB,DEN,CAR,5.501421435904637,12,1.1549458128078818,9.544793565683646,0.13175714285714288,15.265263157894738,0.2754,0,8,0.45845178632538647,Away
Nyheim Hines,RB,BUF,DET,4.078555635355333,11,2.52395,19.12526605504587,0,2.9605402985074623,0.13466666666666666,0.1,8.5,0.370777785032303,Away
Elijah Mitchell,RB,SF,NO,6.525940665563728,17,0.32417939698492465,-0.3079761783439491,0,63.94648584905661,0,0,2.5,0.3838788626802193,Home
J K Dobbins,RB,BAL,JAX,7.546576510872386,14,1.6335326086956523,10.971507470651012,0.25,26.911594594594597,0.24025000000000002,0,4,0.5390411793480275,Away
Joshua Kelley,RB,LAC,ARI,4.611640545345669,12,1.1156393501805053,9.076201364670204,0,19.372457337883958,0.2014925,0,4.5,0.3843033787788057,Away
Chuba Hubbard,RB,CAR,DEN,2.2987106629318395,11,0.6275999999999999,4.100444444444444,0,12.508376470588235,0.09067142857142857,0.11,7,0.2089736966301672,Home
Gus Edwards,RB,BAL,JAX,11.489082616707616,16,0,0,0,57.23082616707616,0.9610000000000001,0,1.75,0.718067663544226,Away
Darrel Williams,RB,ARI,LAC,3.4970550275623733,12,0.6082907749077491,1.4937040358744396,0,19.40482093663912,0.18384285714285714,0,4.5,0.29142125229686444,Home
Brandon Bolden,RB,LV,SEA,2.2070463414594137,11,0.9913716814159292,6.262910063694267,0.10999999999999999,4.250694943820225,0,0,6.75,0.20064057649631034,Away
Kyren Williams,RB,LAR,KC,3.7288186174720757,12,1.369394936708861,13.55783435582822,0,16.883377135348226,0,0,2.25,0.31073488478933964,Away
Keaontay Ingram,RB,ARI,LAC,2.528015748520432,12,0.2996059040590406,3.8139243049327356,0,8.937632231404958,0.18384285714285714,0,4.5,0.21066797904336934,Home
