Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fmb_scrim,games,ex_ppd,home_away
Tyler Boyd,WR,CIN,TEN,10.080614025276342,23,3.8983563218390804,57.794358643568,0.392,0,9.5,0.4382875663163627,Away
Justin Jefferson,WR,MIN,NE,16.546353682565783,38,6.985165991902835,106.91484972328651,0.39371428571428574,0,10,0.4354303600675206,Home
Mack Hollins,WR,LV,SEA,7.661629150555211,11,3.5912389380530976,46.66009681528662,0.2,0,9.75,0.6965117409595647,Away
Chase Claypool,WR,CHI,NYJ,5.653735792005715,11,3.6261119999999996,33.14774707259953,0.08765084745762712,0,10.5,0.5139759810914287,Away
Amari Cooper,WR,CLE,TB,13.771187751235754,20,4.989671361502348,68.66352070484581,0.735,0,10,0.6885593875617877,Home
Christian Kirk,WR,JAX,BAL,13.505203734796222,22,5.247876651982379,68.81265408805032,0.7,0.1,10,0.6138728970361919,Home
Tyreek Hill,WR,MIA,HOU,17.11430309369834,33,7.884675,111.2282273655548,0.3748571428571429,0.1,10,0.518615245263586,Home
Stefon Diggs,WR,BUF,DET,18.48793373828007,38,7.537299999999999,102.44998023994354,0.7790476190476191,0.1,10,0.4865245720600018,Away
Davante Adams,WR,LV,SEA,18.21456058470962,28,6.384424778761063,92.22348195329087,1,0.1,10,0.6505200208824864,Away
Jaylen Waddle,WR,MIA,HOU,14.16275462778372,26,4.964424999999999,85.06827842069434,0.5622857142857143,0.1,10,0.5447213318378353,Home
Terry McLaurin,WR,WAS,ATL,10.638446385874266,23,4.6345915492957745,74.13288846520496,0.18131029411764707,0.09,11,0.46254114721192463,Home
A J Brown,WR,PHI,GB,13.534426388188203,31,4.864788944723619,77.15231915826392,0.5978,0.1,9.75,0.4365943996189743,Home
CeeDee Lamb,WR,DAL,NYG,13.335217901988052,25,5.783807106598985,75.19468194842406,0.48730769230769233,0,10,0.5334087160795221,Home
Chris Olave,WR,NO,SF,11.531592549577589,17,5.097461538461538,74.77856,0.2841676300578035,0.1,9,0.678328973504564,Away
