player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Josh Allen,QB,Buffalo Bills,CHI,21.86846110830027,37,225.41176470588238,1.9705882352941178,44.04931696535563,0.3,3,0.8823529411764706,0.5910394894135208
Justin Herbert,QB,Los Angeles Chargers,IND,20.426156905510293,31,264.52941176470586,2.0588235294117645,17.861569055102958,0.13725490196078433,1,0.8823529411764706,0.6589082872745256
Tom Brady,QB,Tampa Bay Buccaneers,ARI,19.137150764612066,28,263.55882352941177,2.1470588235294117,5.163664508865747,0.09150326797385622,3,0.7058823529411765,0.6834696701647166
Patrick Mahomes,QB,Kansas City Chiefs,SEA,19.87740484429066,37,275.05882352941177,1.7941176470588234,22.279930795847747,0.11764705882352941,4,0.7647058823529411,0.5372271579538016
Aaron Rodgers,QB,Green Bay Packers,MIA,18.659325784412957,26,242.4466911764706,1.8327205882352942,6.257680921052632,0.2091346153846154,0,0.25,0.7176663763235752
Matthew Stafford,QB,Los Angeles Rams,DEN,16.489823144944253,20,251.11764705882354,1.8529411764705883,2.6864667435601692,0,2,1,0.8244911572472127
Dak Prescott,QB,Dallas Cowboys,PHI,17.78782673569664,27,249.50183823529412,1.9797794117647058,8.5113555922605,0.06875,6,0.625,0.658808397618394
Joe Burrow,QB,Cincinnati Bengals,NE,16.501545869352334,35,237.65257352941177,1.6801470588235294,8.13917192881745,0.09765625,2,0.875,0.4714727391243524
Jalen Hurts,QB,Philadelphia Eagles,DAL,20.545236846856604,38,223.88823529411764,1.2392156862745098,44.59511356660528,0.5066666666666666,2,0.6,0.540664127548858
Kyler Murray,QB,Arizona Cardinals,TB,20.201176974811034,20,254.72058823529412,1.6218487394957983,26.553932700247728,0.2639751552795031,0,0.7142857142857143,1.0100588487405517
Kirk Cousins,QB,Minnesota Vikings,NYG,17.643163002895456,32,244.81801470588235,1.8253676470588234,7.677218264248705,0.078125,2,0.4375,0.551348843840483
