player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Derrick Henry,RB,Tennessee Titans,HOU,22.825795583648066,39,21.218366003510823,0,117.46604617304493,1.3043478260869565,2.2625348189415044,0,0.5852768098371299
Dalvin Cook,RB,Minnesota Vikings,NYG,15.632906227415564,28,16.419646422477946,0,95.228318055002,0.5769230769230769,2.6285272516428297,2,0.5583180795505559
Josh Jacobs,RB,Las Vegas Raiders,PIT,15.073667036890097,38,21.240097530923762,0,74.94942507049043,0.675544794188862,3.3452649045869385,2,0.3966754483392131
Devin Singletary,RB,Buffalo Bills,CHI,9.80907029369223,19,11.980350349094863,0.05555555555555555,50.97626399464876,0.35522388059701493,2.097464484804891,0,0.5162668575627489
David Montgomery,RB,Chicago Bears,BUF,13.626889416346337,19,21.579933318941737,0,62.848136006708856,0.6346153846153846,3.06047265987025,1,0.7172047061234914
AJ Dillon,RB,Green Bay Packers,MIA,12.579557568155087,18,22.40729355692079,0.11998064828253507,60.077477656405165,0.420899854862119,2.4734816483619637,1,0.6988643093419493
D Andre Swift,RB,Detroit Lions,CAR,16.75250191896674,15,40.10662254223922,0.19817997977755308,58.14094059039681,0.5426356589147286,5.33779657035471,1,1.1168334612644493
Tony Pollard,RB,Dallas Cowboys,PHI,11.469454420394912,29,26.69788888888889,0,59.613171831576736,0.19555555555555557,3.33003003003003,0,0.39549842828947973
Michael Carter,RB,New York Jets,JAX,11.630984177967495,13,25.685101213280547,0,54.880329594458466,0.3881401617250674,2.79308704613921,1,0.8946910906128842
Chuba Hubbard,RB,Carolina Panthers,DET,9.227603876748285,14,13.032012511451116,0.1053864168618267,45.07673412719602,0.34715525554484084,1.6652534388543434,1,0.6591145626248774
Saquon Barkley,RB,New York Giants,MIN,11.871718505642834,30,23.724944642341384,0.22564102564102564,52.83061429092235,0.22115384615384615,3.378479070786763,1,0.3957239501880945
Rhamondre Stevenson,RB,New England Patriots,CIN,10.277272474723386,24,13.559993450049806,0,57.72487704617191,0.42763157894736836,1.5870445344129553,1,0.42821968644680775
Clyde Edwards Helaire,RB,Kansas City Chiefs,SEA,10.32604966065157,16,12.525735754539763,0.1648648648648649,51.39588235294118,0.4,1.8893973214285713,2,0.6453781037907231
Alexander Mattison,RB,Minnesota Vikings,NYG,8.933452320892233,12,16.71285439430791,0.06900452488687783,40.34262654444001,0.28846153846153844,2.4739080015461927,1,0.7444543600743527
Jamaal Williams,RB,Detroit Lions,CAR,8.711035616183157,24,11.980522512506948,0,48.70458112407211,0.27999999999999997,1.9250505050505051,0,0.3629598173409649
Latavius Murray,RB,Denver Broncos,LAR,8.206169159336406,15,6.698789312552185,0,38.956358024691355,0.53125,0.9063088512241055,0,0.5470779439557604
Miles Sanders,RB,Philadelphia Eagles,DAL,7.819729802179553,23,14.414096161378769,0,53.61083486801719,0,2.3678067318132463,1,0.3399882522686762
Christian McCaffrey,RB,San Francisco 49ers,WAS,15.262138624398368,35,49.65008291873964,0.16483516483516483,57.44367497691598,0.11688311688311687,5.724906289046231,0,0.4360611035542391
Kareem Hunt,RB,Cleveland Browns,NO,13.802575536707739,15,29.940578313253013,0,50.73767705382436,0.6400000000000001,3.7895000000000003,0,0.9201717024471826
D Onta Foreman,RB,Carolina Panthers,DET,13.23384188244312,19,18.73164556962025,0,84.76684762938835,0.42352941176470593,1.2189655172413794,1,0.6965179938127958
Zack Moss,RB,Indianapolis Colts,LAC,9.665873712773346,15,21.407456571990934,0.10256410256410256,34.137795275590555,0.41025641025641024,2.4791073124406457,1,0.6443915808515563
Khalil Herbert,RB,Chicago Bears,BUF,5.3879686983380175,13,6.75277547346312,0,31.448510574639563,0.1778975741239892,1.0009092975676288,0,0.41445913064138595
Samaje Perine,RB,Cincinnati Bengals,NE,5.485334647162198,14,14.066772655007949,0.06597222222222221,22.62413892078071,0.06510416666666666,2.0595703125,0,0.3918096176544427
Travis Homer,RB,Seattle Seahawks,KC,4.752686554678144,11,17.212024087024087,0,16.55234880837581,0.0873015873015873,1.7048794826572604,0,0.43206241406164947
Dare Ogunbowale,RB,Houston Texans,TEN,3.639408626490459,11,9.728381811434932,0.08086253369272237,10.397792107847042,0.10377358490566038,1.0379490459439293,0,0.3308553296809508
Salvon Ahmed,RB,Miami Dolphins,GB,3.766104495673039,13,13.1299643933169,0,18.070684523809526,0,1.292079207920792,0,0.289700345821003
Royce Freeman,RB,Houston Texans,TEN,2.754764481445085,13,7.7390889225079835,0,15.106735427410534,0,0.9403640929064656,0,0.2119049601111604
Jerick McKinnon,RB,Kansas City Chiefs,SEA,2.867976082223131,22,10.65596283630097,0.08454608454608456,6.321568627450979,0,1.3258928571428572,0,0.1303625491919605
Eno Benjamin,RB,New Orleans Saints,CLE,3.762742744897685,12,6.469275301667015,0,16.893204605911787,0.15432098765432098,1.0011376564277588,0,0.31356189540814045
Joshua Kelley,RB,Los Angeles Chargers,IND,1.8775312364694527,13,4.6338888888888885,0,13.674154852780807,0,0.6267870579382995,1,0.14442547972841943
Marlon Mack,RB,Denver Broncos,LAR,2.5264863317737287,12,1.9054334044592882,0,20.942606310013716,0,0.4833647206528562,0,0.21054052764781073
Deon Jackson,RB,Indianapolis Colts,LAC,1.3319655876348788,12,0,0,4.430766987459901,0.14814814814814814,0,0,0.11099713230290657
