player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Jonathan Taylor,RB,Indianapolis Colts,LAC,20.581144621674483,27,22.436599751474525,0.11764705882352941,102.77571792496526,1.0588235294117647,2.47276688453159,2,0.7622646156175734
Austin Ekeler,RB,Los Angeles Chargers,IND,17.367944811662138,38,36.983463541666666,0.4605263157894737,57.24795528898583,0.5833333333333334,4.11329006772009,3,0.4570511792542668
Joe Mixon,RB,Cincinnati Bengals,NE,15.77741257372826,25,16.90165796048149,0.1484375,83.1161201205511,0.634765625,2.40283203125,1,0.6310965029491303
Najee Harris,RB,Pittsburgh Steelers,LV,17.380738493508478,21,27.510579827484193,0.19948849104859334,78.61469287651889,0.5764705882352941,4.224913494809688,0,0.8276542139765942
James Conner,RB,Arizona Cardinals,TB,16.15752874996137,22,28.675782754635996,0.23093681917211328,51.8351278854509,0.8695652173913044,3.0068509331443423,0,0.734433124998244
Ezekiel Elliott,RB,Dallas Cowboys,PHI,12.694959782294996,22,15.04639705882353,0.09999999999999999,54.977458845737445,0.6470588235294118,2.655736618971913,1,0.5770436264679544
Nick Chubb,RB,Cleveland Browns,NO,12.511873157412563,28,13.366329604130808,0.06972789115646258,73.87899635774991,0.45714285714285713,1.5379464285714286,1,0.44685261276473437
Damien Harris,RB,New England Patriots,CIN,11.78064613681252,14,9.216385792066374,0,56.04520378118704,0.8125,1.2923076923076924,2,0.8414747240580371
Alvin Kamara,RB,New Orleans Saints,CLE,17.460304159762373,23,37.25963078263321,0.40816326530612246,70.83926649514652,0.34013605442176864,4.321237027234101,0,0.7591436591201032
Antonio Gibson,RB,Washington Football Team,SF,13.38516376953504,13,19.157915459684453,0.2119815668202765,62.017764630386125,0.5210918114143921,2.770569046756071,4,1.029627982271926
Leonard Fournette,RB,Tampa Bay Buccaneers,ARI,14.847954981117534,13,28.017149115944296,0.12346723044397462,63.999304045237054,0.45252525252525255,4.380709534368071,0,1.1421503831628872
Cordarrelle Patterson,RB,Atlanta Falcons,BAL,14.95648720865033,15,40.91375892411686,0.4180327868852458,40.31512467376936,0.4292101341281669,3.5002826455624643,0,0.9970991472433554
Aaron Jones,RB,Green Bay Packers,MIA,12.982753478855429,24,24.725577443028197,0.317948717948718,52.804087719298245,0.2974358974358975,3.341625207296849,1,0.5409480616189762
