Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,games,ex_ppd,home_away
Christian McCaffrey,RB,SF,LAC,18.10541175395962,43,5.5145,41.6565795023197,0.2608333333333333,72.73640167364016,0.4339772727272727,0.13,7.75,0.4210560873013865,Home
Najee Harris,RB,PIT,NO,10.748967577335849,16,2.7125,13.849093581577659,0.3283333333333333,51.278082191780825,0.195,0.13,8,0.6718104735834906,Home
Derrick Henry,RB,TEN,DEN,18.070405260978617,37,2.3311567164179103,19.39380044020543,0,101.26886858749121,0.8497599999999998,0.13,8,0.4883893313778005,Home
Saquon Barkley,RB,NYG,HOU,18.820287492997352,36,3.626388888888889,27.9313639220616,0,103.1595665634675,0.6930000000000001,0.13,8,0.5227857636943709,Home
Josh Jacobs,RB,LV,IND,17.262088386468598,30,2.976294642857143,19.81280140289347,0,94.6266092475068,0.765,0.13,8,0.5754029462156199,Home
Nick Chubb,RB,CLE,MIA,16.78929707251896,37,1.357230392156863,9.240728177295342,0,90.03098420413122,1.0305851063829787,0,8,0.45376478574375567,Away
Travis Etienne Jr,RB,JAX,KC,10.940519186436951,26,2.2730454545454544,20.559265971907568,0,64.0643051771117,0.3336065573770492,0.33,7.75,0.42078919947834426,Away
Aaron Jones,RB,GB,DAL,13.092571449332866,21,3.400256410256411,20.89948820649755,0.27076923076923076,70.6787903893952,0.13833333333333334,0.11,9,0.623455783301565,Home
Austin Ekeler,RB,LAC,SF,19.070907756724655,35,6.469072164948454,41.04223918575064,0.40337423312883436,52.65084175084175,0.8011363636363636,0.38,8,0.5448830787635616,Away
Dameon Pierce,RB,HOU,NYG,15.733152908018166,23,2.4261083743842367,12.945652173913047,0.12376000000000001,99.5297350343474,0.505,0.25,8,0.6840501264355724,Away
Alvin Kamara,RB,NO,PIT,15.518382626479474,31,5.151321585903084,48.428050263477914,0.32994011976047904,60.15676088617265,0.11410000000000001,0.29,6.75,0.5005929879509508,Away
Dalvin Cook,RB,MIN,BUF,13.376320029027065,26,2.20388,13.545170096598069,0.10487730061349694,77.08039215686276,0.47376,0.13,8,0.5144738472702717,Away
Leonard Fournette,RB,TB,SEA,18.024946363423858,25,4.120588235294118,31.990593876798226,0.379054054054054,73.91268533772651,0.5166666666666666,0,9,0.7209978545369543,Home
Miles Sanders,RB,PHI,WAS,11.130232116348495,22,1.3362439024390242,4.980241436236071,0,72.19086021505376,0.4575,0,8,0.5059196416522043,Home
Khalil Herbert,RB,CHI,DET,11.36641853019792,20,0.95869918699187,10.803651551312647,0.13576576576576574,57.33730808597748,0.543063063063063,0,7,0.5683209265098961,Home
Jeff Wilson Jr,RB,MIA,CLE,11.03796863623561,18,1.2887394957983194,10.598705722070845,0.08937500000000001,69.71806674338319,0.3776119402985074,0.22,8.25,0.6132204797908671,Home
Tony Pollard,RB,DAL,GB,11.898592426837004,23,1.4625,14.307764952780692,0,65.00885931558935,0.53928,0,6.5,0.5173301055146523,Away
Kenneth Walker III,RB,SEA,TB,12.134543419068898,26,1.4249999999999998,5.492920353982301,0,69.00859491778775,0.661981981981982,0,7,0.46671320842572683,Away
Jamaal Williams,RB,DET,CHI,15.246722921988674,25,1.039288990825688,6.508214726450021,0,71.42628635346756,1.2389380530973453,0.25,7.25,0.6098689168795469,Away
Raheem Mostert,RB,MIA,CLE,10.785399865717334,19,1.2887394957983194,9.231130790190736,0.08937500000000001,64.15995397008055,0.3776119402985074,0,8.5,0.5676526245114386,Home
Antonio Gibson,RB,WAS,PHI,10.90919631931477,17,3.3555357142857147,24.266016713091922,0.19233532934131736,38.65814814814814,0.2975,0,8.25,0.6417174305479276,Away
Devin Singletary,RB,BUF,MIN,8.572090039046389,16,3.3379253112033194,24.33943854844231,0.1026890756302521,41.13049074818986,0,0.13,8,0.5357556274403993,Home
David Montgomery,RB,CHI,DET,10.018694854838198,21,2.5040650406504064,28.067541766109784,0,43.68556806550666,0.3085585585585585,0.13,8,0.47708070737324754,Home
Jonathan Taylor,RB,IND,LV,12.947790892233979,24,2.6035057471264365,12.494877408056043,0,90.01095732410612,0.3425757575757576,0.33,6,0.5394912871764158,Away
Tyler Allgeier,RB,ATL,CAR,7.699038221086003,14,1.297202797202797,10.505739795918366,0.11916666666666667,45.94862842892768,0.11499999999999999,0,7.75,0.549931301506143,Away
AJ Dillon,RB,GB,DAL,7.0244319884574375,17,1.7001282051282054,9.866711170449488,0,45.77696768848385,0.13833333333333334,0.11,7.25,0.41320188167396693,Home
Eno Benjamin,RB,ARI,LAR,7.364106569477617,16,2.4317843866171005,20.090348889895786,0,30.561025641025644,0.18051282051282053,0,7.5,0.46025666059235104,Away
Ezekiel Elliott,RB,DAL,GB,10.28067901655369,18,0.8385,4.330230849947535,0,65.00885931558935,0.48791999999999996,0,7,0.5711488342529827,Away
D Onta Foreman,RB,CAR,ATL,7.627516625382015,19,0.5170731707317073,3.2370885357548245,0,42.852711864406785,0.46,0,8.25,0.40144824344115865,Home
Clyde Edwards Helaire,RB,KC,JAX,10.31597037295699,19,1.9278832116788318,16.67237010904426,0.28608365019011406,36.88289855072463,0.38,0,7.5,0.5429458091029995,Home
Cordarrelle Patterson,RB,ATL,CAR,12.899824506184945,23,1.297202797202797,7.876275510204081,0,62.57231920199501,0.8677272727272727,0,5.75,0.5608619350515194,Away
Kareem Hunt,RB,CLE,MIA,9.107595960486552,15,2.5841666666666665,15.418815015829942,0.18835227272727273,32.637302551640346,0.31329787234042555,0,6,0.6071730640324369,Away
Melvin Gordon III,RB,DEN,TEN,6.147418147892054,13,2.3585858585858586,19.46151927437642,0,29.743542435424352,0.1746031746031746,0.5,7,0.47287831906861955,Away
D Andre Swift,RB,DET,CHI,12.729562332994924,18,2.943119266055046,26.288440970793914,0.3268571428571429,51.81290082028337,0.24778761061946905,0,4.5,0.7071979073886069,Away
James Conner,RB,ARI,LAR,7.695389423959615,20,2.887174721189591,19.991866787494338,0,37.55692307692308,0.13948717948717948,0.17,6,0.3847694711979807,Away
Darrell Henderson Jr,RB,LAR,ARI,8.455572537128887,14,2.0122448979591834,12.337775735294118,0,42.456725146198835,0.3283333333333333,0,7.25,0.6039694669377776,Home
Caleb Huntley,RB,ATL,CAR,4.421863523010655,13,0,0,0,38.664089775561095,0.13590909090909092,0.13,6,0.34014334792389656,Away
Jerick McKinnon,RB,KC,JAX,4.936373178194833,13,2.154160583941606,17.20165169980757,0.0978707224334601,15.519033816425122,0,0,6,0.37972101370729483,Home
J D McKissic,RB,WAS,PHI,4.882802075964245,11,3.2970089285714286,19.704735376044567,0,12.638240740740741,0,0,6,0.4438910978149314,Away
Dontrell Hilliard,RB,TEN,DEN,7.308773361206768,13,2.6641791044776117,22.164343360234774,0.35833333333333334,16.102494729444835,0,0,5.5,0.5622133354774437,Home
Rachaad White,RB,TB,SEA,5.819621010459803,13,1.9588235294117649,13.749538915529325,0,21.352553542009886,0.2583333333333333,0.11,6.75,0.4476631546507541,Home
Deon Jackson,RB,IND,LV,5.218238712683706,19,1.7356704980842914,14.189098073555167,0,16.014936562860438,0.22166666666666665,0,7.25,0.2746441427728266,Away
James Cook,RB,BUF,MIN,3.9559999906768217,11,0.869045643153527,11.276959945224238,0,17.437811745776344,0.15166666666666667,0.13,6,0.35963636278880196,Home
Mark Ingram II,RB,NO,PIT,3.7662227913019697,13,1.3830396475770925,6.106607215241183,0,23.283422459893046,0.10595,0.25,6.75,0.2897094454847669,Away
Brian Robinson Jr,RB,WAS,PHI,6.792343943815392,16,0.780357142857143,1.2771587743732589,0,46.517222222222216,0.2704545454545455,0,4.5,0.424521496488462,Away
Nyheim Hines,RB,BUF,MIN,4.83039155018236,15,3.09103734439834,22.084046559397464,0,4.264682220434433,0.15166666666666667,0.13,7,0.32202610334549064,Home
Craig Reynolds,RB,DET,CHI,3.185714981929442,12,1.039288990825688,13.235499794323324,0,13.425205070842654,0,0,6,0.26547624849412016,Away
Latavius Murray,RB,DEN,TEN,8.752744879512804,14,1.4741161616161618,5.062244897959184,0,43.6660516605166,0.5238095238095238,0,3,0.6251960628223431,Away
Isiah Pacheco,RB,KC,JAX,3.074773461164031,13,0.3439416058394161,1.4378816549069917,0,24.790144927536232,0.13,0.25,6.5,0.23652103547415623,Home
Alexander Mattison,RB,MIN,BUF,4.694124009394514,11,1.0463799999999999,6.5907706845863085,0.10487730061349694,17.54593137254902,0.188,0,6,0.4267385463085922,Away
Cam Akers,RB,LAR,ARI,4.943256349162472,13,0.3320204081632653,3.2467830882352944,0,34.5296783625731,0.22326666666666667,0.17,5,0.38025048839711323,Home
Kenneth Gainwell,RB,PHI,WAS,3.75599375336282,12,0.9682926829268292,5.3407160544779195,0,13.469758064516128,0.2318,0,6,0.31299947944690165,Home
Chuba Hubbard,RB,CAR,ATL,2.4595428059830917,15,0.491219512195122,1.7868728717366629,0,13.982457627118645,0.14950000000000002,0.13,6.25,0.16396952039887278,Home
Ronnie Rivers,RB,LAR,ARI,2.8271557363625277,11,1.6802244897959184,10.465464154411766,0,9.404970760233919,0,0,2.5,0.2570141578511389,Home
Elijah Mitchell,RB,SF,LAC,4.546025104602511,17,0,0,0,45.46025104602511,0,0,1,0.2674132414472065,Home
Myles Gaskin,RB,MIA,CLE,2.2406281097802987,13,1.342436974789916,10.256811989100818,0,5.437284234752589,0,0,1.5,0.17235600844463836,Home
Kylin Hill,RB,GB,DAL,0.7417564208782105,12,0,0,0,7.417564208782104,0,0,0.75,0.061813035073184204,Home
