,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
148,Joshua Kelley,LAC,25,RB,2,0,2,1.5,8.5,5.7,0,0.5,9,1.5,8.5,75.0%,4.3,4,21.5,0,1,12,5.4,21.5,4,5.5,5.5,30,0,0
149,Braxton Berrios,NYJ,27,WR,2,0,3,2.5,18.5,7.4,0,1,13,2.5,18.5,83.3%,6.2,1,11,0,0.5,19,11,11,1,3.5,8.4,29.5,0,0
150,Mike Strachan,IND,25,WR,2,0,2.5,1.5,29.5,19.7,0,1.5,23,1.5,29.5,60.0%,11.8,,,,0,,,,,1.5,19.7,29.5,0,0
151,Kendrick Bourne,NWE,27,WR,2,0,2,1.5,28.5,19,0,1.5,41,1.5,28.5,75.0%,14.3,,,,0,,,,,1.5,19,28.5,0,0
152,Kyler Murray,ARI,25,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,5,28.5,0.5,2.5,21,5.7,28.5,5,5,5.7,28.5,1,0
153,Equanimeous St. Brown,CHI,26,WR,2,2,3.5,1.5,28.5,19,0.5,1,30,1.5,28.5,42.9%,8.1,,,,0,,,,,1.5,19,28.5,1,0
154,Tyler Conklin,NYJ,27,TE,2,2,8,5,28,5.6,0.5,1,13,5,28,62.5%,3.5,,,,0,,,,,5,5.6,28,1,1
155,Isaiah McKenzie,BUF,27,WR,2,2,3,2,28,14,0.5,1.5,28,2,28,66.7%,9.3,,,,0,,,,,2,14,28,1,0
156,James Cook,BUF,23,RB,2,0,0.5,0,0,,0,0,0,0,0,0.0%,0,6,27.5,0,1.5,33,4.6,27.5,6,6,4.6,27.5,0,0.5
157,Jaylen Warren,PIT,24,RB,3,0,1,0.67,1,1.5,0,0,3,0.7,1,66.7%,1,3.67,17.3,0,1,10,4.7,17.3,3.7,4.33,4.2,18.3,0,0.33
158,Kenyan Drake,BAL,28,RB,2,2,0.5,0.5,7.5,15,0,0.5,15,0.5,7.5,100.0%,15,8.5,19.5,0,0.5,8,2.3,19.5,8.5,9,3,27,0,0
159,Marquez Valdes-Scantling,KAN,28,WR,2,2,5.5,3,28.5,9.5,0,1.5,17,3,28.5,54.5%,5.2,0.5,-1.5,0,0,-3,-3,-1.5,0.5,3.5,7.7,27,0,0
160,Zack Moss,BUF,25,RB,2,0,3.5,3,10.5,3.5,0,0,8,3,10.5,85.7%,3,4.5,16,0,1,17,3.6,16,4.5,7.5,3.5,26.5,0,0.5
161,DJ Chark,DET,26,WR,2,2,6,2,26,13,0.5,1.5,22,2,26,33.3%,4.3,,,,0,,,,,2,13,26,1,0
162,Robert Woods,TEN,30,WR,2,2,3.5,2.5,26,10.4,0,1.5,17,2.5,26,71.4%,7.4,,,,0,,,,,2.5,10.4,26,0,0
163,Andrew Beck,DEN,26,FB,2,1,1.5,1,26,26,0,1,27,1,26,66.7%,17.3,0.5,-0.5,0,0,-1,-1,-0.5,0.5,1.5,17,25.5,0,0
164,Randall Cobb,GNB,32,WR,2,1,3,2.5,25.5,10.2,0,2,20,2.5,25.5,83.3%,8.5,,,,0,,,,,2.5,10.2,25.5,0,0
165,Dante Pettis,CHI,27,WR,2,2,0.5,0.5,25.5,51,0.5,0.5,51,0.5,25.5,100.0%,51,,,,0,,,,,0.5,51,25.5,1,0
166,Tyler Boyd,CIN,28,WR,2,0,4.5,3,25,8.3,0.5,1.5,22,3,25,66.7%,5.6,,,,0,,,,,3,8.3,25,1,0
167,Kenneth Gainwell,PHI,23,RB,2,0,3,1.5,11.5,7.7,0,0.5,11,1.5,11.5,50.0%,3.8,3.5,13.5,0.5,1.5,7,3.9,13.5,3.5,5,5,25,1,0
168,Jake Kumerow,BUF,30,WR,2,1,1.5,1,25,25,0,1,39,1,25,66.7%,16.7,,,,0,,,,,1,25,25,0,0
169,Alexander Mattison,MIN,24,RB,2,0,2.5,1.5,3,2,0,0.5,7,1.5,3,60.0%,1.2,5,22,0,1,10,4.4,22,5,6.5,3.8,25,0,0
170,Christian Watson,GNB,23,WR,2,1,3.5,2.5,21.5,8.6,0,0.5,25,2.5,21.5,71.4%,6.1,0.5,3.5,0,0,7,7,3.5,0.5,3,8.3,25,0,0
171,Justin Watson,KAN,26,WR,2,0,1.5,1,25,25,0.5,0.5,41,1,25,66.7%,16.7,,,,0,,,,,1,25,25,1,0
172,Ross Dwelley,SFO,27,TE,2,0,1.5,1,24.5,24.5,0.5,1,38,1,24.5,66.7%,16.3,,,,0,,,,,1,24.5,24.5,1,0
173,Justin Fields,CHI,23,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,9.5,24,0.5,2.5,12,2.5,24,9.5,9.5,2.5,24,1,0.5
174,Samaje Perine,CIN,27,RB,2,0,3,2,20.5,10.3,0,0.5,14,2,20.5,66.7%,6.8,1,3,0,0,4,3,3,1,3,7.8,23.5,0,0
175,Robert Tonyan,GNB,28,TE,2,1,3.5,2.5,23.5,9.4,0,0.5,23,2.5,23.5,71.4%,6.7,,,,0,,,,,2.5,9.4,23.5,0,0
176,Daniel Jones,NYG,25,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,8,23,0,3,11,2.9,23,8,8,2.9,23,0,0.5
177,Alvin Kamara,NOR,27,RB,1,1,4,3,7,2.3,0,1,15,3,7,75.0%,1.8,9,39,0,1,15,4.3,39,9,12,3.8,46,0,0
178,Dawson Knox,BUF,26,TE,2,2,3.5,2.5,23,9.2,0,1,15,2.5,23,71.4%,6.6,,,,0,,,,,2.5,9.2,23,0,0
179,O.J. Howard,HOU,28,TE,2,1,1.5,1.5,22.5,15,1,1,22,1.5,22.5,100.0%,15,,,,0,,,,,1.5,15,22.5,2,0
180,Chris Moore,HOU,29,WR,2,0,3.5,2.5,22.5,9,0,1,11,2.5,22.5,71.4%,6.4,,,,0,,,,,2.5,9,22.5,0,0
181,Johnny Mundt,MIN,28,TE,2,2,3,2.5,22.5,9,0,1,17,2.5,22.5,83.3%,7.5,,,,0,,,,,2.5,9,22.5,0,0
182,Jamison Crowder,BUF,29,WR,2,0,3,2,22,11,0,2,16,2,22,66.7%,7.3,,,,0,,,,,2,11,22,0,0
183,Travis Homer,SEA,24,RB,2,0,2,2,16.5,8.3,0,1,17,2,16.5,100.0%,8.3,1.5,5.5,0,1,5,3.7,5.5,1.5,3.5,6.3,22,0,0
184,Will Dissly,SEA,26,TE,2,2,2.5,2.5,21.5,8.6,0.5,0.5,38,2.5,21.5,100.0%,8.6,,,,0,,,,,2.5,8.6,21.5,1,0
185,Isaiah Likely,BAL,22,TE,2,0,4.5,2,21.5,10.8,0,0.5,34,2,21.5,44.4%,4.8,,,,0,,,,,2,10.8,21.5,0,0
186,Colby Parkinson,SEA,23,TE,2,0,1,1,21.5,21.5,0.5,1,25,1,21.5,100.0%,21.5,,,,0,,,,,1,21.5,21.5,1,0
187,Mike Gesicki,MIA,27,TE,2,0,2.5,2.5,21,8.4,0.5,1,14,2.5,21,100.0%,8.4,,,,0,,,,,2.5,8.4,21,1,0
188,Scott Miller,TAM,25,WR,1,0,8,3,34,11.3,0,2,23,3,34,37.5%,4.3,1,8,0,0,8,8,8,1,4,10.5,42,0,0
189,Pharaoh Brown,HOU,28,TE,2,2,3,2,20.5,10.3,0,1,18,2,20.5,66.7%,6.8,,,,0,,,,,2,10.3,20.5,0,0
190,Russell Gage,TAM,26,WR,2,0,4,3.5,20.5,5.9,0,0.5,10,3.5,20.5,87.5%,5.1,,,,0,,,,,3.5,5.9,20.5,0,0
191,Baker Mayfield,CAR,27,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,5.5,20.5,0.5,1.5,17,3.7,20.5,5.5,5.5,3.7,20.5,1,2.5
192,Elijah Mitchell,SFO,24,RB,1,1,0,0,0,,0,0,0,0,0,0.0%,,6,41,0,2,16,6.8,41,6,6,6.8,41,0,0
193,Ben Skowronek,LAR,25,WR,2,2,4.5,3,20.5,6.8,0,1,12,3,20.5,66.7%,4.6,,,,0,,,,,3,6.8,20.5,0,0
194,Zach Gentry,PIT,26,TE,3,2,0.67,0.67,13.3,20,0,0.33,32,0.7,13.3,100.0%,20,,,,0,,,,,0.67,20,13.3,0,0
195,K.J. Osborn,MIN,25,WR,2,2,3,2.5,19.5,7.8,0,1,15,2.5,19.5,83.3%,6.5,,,,0,,,,,2.5,7.8,19.5,0,0
196,Josh Palmer,LAC,24,WR,2,2,6,3.5,17.5,5,0.5,1.5,10,3.5,17.5,58.3%,2.9,0.5,2,0,0.5,4,4,2,0.5,4,4.9,19.5,1,0
197,Anthony Schwartz,CLE,22,WR,3,0,0.67,0.33,6.33,19,0,0.33,19,0.3,6.3,50.0%,9.5,0.67,6.67,0,0.33,15,10,6.7,0.7,1,13,13,0,0
198,Breshad Perriman,TAM,29,WR,2,1,4,1.5,22.5,15,0.5,1,28,1.5,22.5,37.5%,5.6,0.5,-3.5,0,0,-7,-7,-3.5,0.5,2,9.5,19,1,0
199,Kyle Pitts,ATL,22,TE,2,2,5,2,19,9.5,0,1,13,2,19,40.0%,3.8,,,,0,,,,,2,9.5,19,0,0
200,Parris Campbell,IND,25,WR,2,2,3,1.5,18.5,12.3,0,1.5,20,1.5,18.5,50.0%,6.2,,,,0,,,,,1.5,12.3,18.5,0,0
201,Hassan Haskins,TEN,23,RB,2,0,0.5,0.5,0,0,0,0,0,0.5,0,100.0%,0,4.5,18.5,0,1,9,4.1,18.5,4.5,5,3.7,18.5,0,0
202,David Sills,NYG,26,WR,2,2,2,1.5,18.5,12.3,0,1,24,1.5,18.5,75.0%,9.3,,,,0,,,,,1.5,12.3,18.5,0,0
203,Kylen Granson,IND,24,TE,2,1,4.5,2.5,18,7.2,0,0.5,12,2.5,18,55.6%,4,,,,0,,,,,2.5,7.2,18,0,0
204,Ray-Ray McCloud,SFO,26,WR,2,0,2,1,18,18,0,1,20,1,18,50.0%,9,,,,0,,,,,1,18,18,0,0
205,Irv Smith Jr.,MIN,24,TE,2,0,5,2.5,18,7.2,0.5,1.5,15,2.5,18,50.0%,3.6,,,,0,,,,,2.5,7.2,18,1,0
206,Mo Alie-Cox,IND,29,TE,2,1,2.5,1.5,17.5,11.7,0,1,13,1.5,17.5,60.0%,7,,,,0,,,,,1.5,11.7,17.5,0,0
207,Chris Godwin,TAM,26,WR,1,1,3,3,35,11.7,0,1,24,3,35,100.0%,11.7,,,,0,,,,,3,11.7,35,0,0
208,Carson Wentz,WAS,30,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,4,17.5,0,1,18,4.4,17.5,4,4,4.4,17.5,0,0.5
209,Tyrion Davis-Price,SFO,22,RB,1,0,0,0,0,,0,0,0,0,0,0.0%,,14,33,0,2,20,2.4,33,14,14,2.4,33,0,0
210,Albert Okwuegbunam,DEN,24,TE,2,0,4,2.5,16.5,6.6,0,1,12,2.5,16.5,62.5%,4.1,,,,0,,,,,2.5,6.6,16.5,0,0
211,Jonnu Smith,NWE,27,TE,2,1,3.5,1.5,16.5,11,0,1,15,1.5,16.5,42.9%,4.7,,,,0,,,,,1.5,11,16.5,0,0
212,Sony Michel,LAC,27,RB,2,0,0.5,0.5,3,6,0,0,6,0.5,3,100.0%,6,5.5,12.5,0,0.5,7,2.3,12.5,5.5,6,2.6,15.5,0,0
213,Demarcus Robinson,BAL,28,WR,2,0,3,1.5,15.5,10.3,0.5,1,12,1.5,15.5,50.0%,5.2,,,,0,,,,,1.5,10.3,15.5,1,0
214,Boston Scott,PHI,27,RB,2,0,0.5,0.5,1,2,0,0,2,0.5,1,100.0%,2,4,14.5,0.5,1,16,3.6,14.5,4,4.5,3.4,15.5,1,0
215,Tyler Allgeier,ATL,22,RB,1,0,0,0,0,,0,0,0,0,0,0.0%,,10,30,0,1,9,3,30,10,10,3,30,0,0
216,Skyy Moore,KAN,22,WR,2,0,0.5,0.5,15,30,0,0.5,30,0.5,15,100.0%,30,,,,0,,,,,0.5,30,15,0,0
217,Foster Moreau,LVR,25,TE,2,1,2,1.5,15,10,0,1,19,1.5,15,75.0%,7.5,,,,0,,,,,1.5,10,15,0,0
218,A.J. Green,ARI,34,WR,2,2,5.5,2.5,14.5,5.8,0,1,10,2.5,14.5,45.5%,2.6,,,,0,,,,,2.5,5.8,14.5,0,0
219,Craig Reynolds,DET,26,RB,2,0,0.5,0.5,6.5,13,0,0.5,13,0.5,6.5,100.0%,13,1.5,8,0,0.5,11,5.3,8,1.5,2,7.3,14.5,0,0
220,Brandon Bolden,LVR,32,RB,1,0,2,2,21,10.5,1,1,18,2,21,100.0%,10.5,3,7,0,0,5,2.3,7,3,5,5.6,28,1,0
221,Tyrie Cleveland,DEN,25,WR,2,0,1.5,1,14,14,0,0.5,16,1,14,66.7%,9.3,,,,0,,,,,1,14,14,0,0
222,Josiah Deguara,GNB,25,TE,2,0,1,1,14,14,0,1,15,1,14,100.0%,14,,,,0,,,,,1,14,14,0,0
223,Cedrick Wilson Jr.,MIA,27,WR,2,0,1.5,1,10,10,0,0,12,1,10,66.7%,6.7,0.5,4,0,0,8,8,4,0.5,1.5,9.3,14,0,0
224,Noah Fant,SEA,25,TE,2,2,3,2.5,13.5,5.4,0,0.5,13,2.5,13.5,83.3%,4.5,,,,0,,,,,2.5,5.4,13.5,0,0
225,Justice Hill,BAL,25,RB,2,0,1,1,3.5,3.5,0,0,5,1,3.5,100.0%,3.5,2.5,10,0,0.5,13,4,10,2.5,3.5,3.9,13.5,0,0
226,Alec Ingold,MIA,26,FB,2,2,2,1.5,11.5,7.7,0,0.5,13,1.5,11.5,75.0%,5.8,1,1.5,0,1,2,1.5,1.5,1,2.5,5.2,13,0,0
227,Nick Westbrook-Ikhine,TEN,25,WR,2,2,3,1,13,13,0,0.5,13,1,13,33.3%,4.3,,,,0,,,,,1,13,13,0,0
228,Austin Hooper,TEN,28,TE,2,0,3,1,12.5,12.5,0,0.5,19,1,12.5,33.3%,4.2,,,,0,,,,,1,12.5,12.5,0,0
229,Brock Wright,DET,24,TE,2,0,0.5,0.5,12.5,25,0,0.5,25,0.5,12.5,100.0%,25,,,,0,,,,,0.5,25,12.5,0,0
230,Tre' McKitty,LAC,23,TE,2,0,2,1.5,12,8,0,0,12,1.5,12,75.0%,6,,,,0,,,,,1.5,8,12,0,0.5
231,Dezmon Patmon,IND,24,WR,1,0,6,2,24,12,0,1,17,2,24,33.3%,4,,,,0,,,,,2,12,24,0,0
232,Jalen Reagor,MIN,23,WR,2,0,1,0.5,3.5,7,0,0,7,0.5,3.5,50.0%,3.5,0.5,8.5,0,0.5,17,17,8.5,0.5,1,12,12,0,0
233,Ameer Abdullah,LVR,29,RB,2,0,1,0.5,11.5,23,0,0.5,23,0.5,11.5,50.0%,11.5,,,,0,,,,,0.5,23,11.5,0,0
234,Armani Rogers,WAS,25,TE,2,0,0.5,0.5,11.5,23,0,0.5,23,0.5,11.5,100.0%,23,,,,0,,,,,0.5,23,11.5,0,0
235,Kadarius Toney,NYG,23,WR,2,1,1.5,1,0,0,0,0,2,1,0,66.7%,0,1,11.5,0,0.5,19,11.5,11.5,1,2,5.8,11.5,0,0
236,Mitchell Trubisky,PIT,28,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,2,7.67,0.33,0.67,7,3.8,7.7,2,2,3.8,7.67,1,0
237,Kenny Golladay,NYG,29,WR,2,1,1,1,11,11,0,0.5,15,1,11,100.0%,11,,,,0,,,,,1,11,11,0,0
238,Marquise Goodwin,SEA,32,WR,2,0,1.5,1,11,11,0,0.5,16,1,11,66.7%,7.3,,,,0,,,,,1,11,11,0,0
239,Noah Gray,KAN,23,TE,2,0,2.5,1.5,11,7.3,0,1,11,1.5,11,60.0%,4.4,,,,0,,,,,1.5,7.3,11,0,0
240,Cody Hollister,TEN,29,WR,2,0,0.5,0.5,11,22,0,0.5,22,0.5,11,100.0%,22,,,,0,,,,,0.5,22,11,0,0
241,Tanner Hudson,NYG,28,TE,2,0,1.5,1,11,11,0,1,15,1,11,66.7%,7.3,,,,0,,,,,1,11,11,0,0
242,Byron Pringle,CHI,29,WR,2,0,1,0.5,11,22,0,0.5,22,0.5,11,50.0%,11,,,,0,,,,,0.5,22,11,0,0
243,Eric Saubert,DEN,28,TE,2,1,1.5,0.5,11,22,0.5,0.5,22,0.5,11,33.3%,7.3,,,,0,,,,,0.5,22,11,1,0
244,Rachaad White,TAM,23,RB,2,0,2,1,3.5,3.5,0,0,7,1,3.5,50.0%,1.8,4,7.5,0,0.5,5,1.9,7.5,4,5,2.2,11,0,0
245,Zach Pascal,PHI,28,WR,2,0,1.5,1.5,10.5,7,0,1,8,1.5,10.5,100.0%,7,,,,0,,,,,1.5,7,10.5,0,0
246,Avery Williams,ATL,24,RB,2,0,1,1,7,7,0,0,8,1,7,100.0%,7,1,3.5,0,0,5,3.5,3.5,1,2,5.3,10.5,0,0
247,Matt Breida,NYG,27,RB,2,0,0.5,0,0,,0,0,0,0,0,0.0%,0,3,10,0,0.5,9,3.3,10,3,3,3.3,10,0,0
248,Kirk Cousins,MIN,34,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,1,10,0,0.5,13,10,10,1,1,10,10,0,0.5
249,Hunter Henry,NWE,28,TE,2,2,2,1,10,10,0,0.5,11,1,10,50.0%,5,,,,0,,,,,1,10,10,0,0
250,Kendall Hinton,DEN,25,WR,1,1,1,1,20,20,0,1,20,1,20,100.0%,20,,,,0,,,,,1,20,20,0,0
251,Tony Jones,NOR,25,RB,2,0,1,1,6,6,0,0,7,1,6,100.0%,6,1,4,0,0,6,4,4,1,2,5,10,0,0
252,Trace McSorley,ARI,27,QB,1,0,0,0,0,,0,0,0,0,0,0.0%,,3,20,0,1,14,6.7,20,3,3,6.7,20,0,0
253,Durham Smythe,MIA,27,TE,2,2,1.5,1,9.5,9.5,0,0.5,14,1,9.5,66.7%,6.3,,,,0,,,,,1,9.5,9.5,0,0
254,Geoff Swaim,TEN,29,TE,2,2,2,1.5,9.5,6.3,0,0.5,9,1.5,9.5,75.0%,4.8,,,,0,,,,,1.5,6.3,9.5,0,0
255,Montrell Washington,DEN,23,WR,2,0,0.5,0,0,,0,0,0,0,0,0.0%,0,0.5,9.5,0,0,19,19,9.5,0.5,0.5,19,9.5,0,0
256,Ryan Griffin,CHI,32,TE,2,0,1.5,0.5,9,18,0,0.5,18,0.5,9,33.3%,6,,,,0,,,,,0.5,18,9,0,0
257,Gunner Olszewski,PIT,26,WR,3,0,0,0,0,,0,0,0,0,0,0.0%,,0.33,6,0,0.33,18,18,6,0.3,0.33,18,6,0,0.33
258,Dwayne Washington,NOR,28,RB,1,0,0,0,0,,0,0,0,0,0,0.0%,,4,18,0,2,8,4.5,18,4,4,4.5,18,0,0
259,Reggie Gilliam,BUF,25,FB,2,0,1.5,1,8.5,8.5,0.5,0.5,11,1,8.5,66.7%,5.7,,,,0,,,,,1,8.5,8.5,1,0
260,Trent Sherfield,MIA,26,WR,2,0,2,1.5,8.5,5.7,0,0.5,12,1.5,8.5,75.0%,4.3,,,,0,,,,,1.5,5.7,8.5,0,0
261,Jeff Smith,NYJ,25,WR,2,0,0.5,0.5,8.5,17,0,0.5,17,0.5,8.5,100.0%,17,,,,0,,,,,0.5,17,8.5,0,0
262,Juwann Winfree,GNB,26,WR,1,0,1,1,17,17,0,1,17,1,17,100.0%,17,,,,0,,,,,1,17,17,0,0
263,Daniel Bellinger,NYG,22,TE,2,1,0.5,0.5,8,16,0.5,0.5,16,0.5,8,100.0%,16,,,,0,,,,,0.5,16,8,1,0
264,Cameron Brate,TAM,31,TE,2,1,2.5,1,8,8,0,0.5,9,1,8,40.0%,3.2,,,,0,,,,,1,8,8,0,0
265,Dennis Houston,DAL,23,WR,2,0,3,1,8,8,0,0,11,1,8,33.3%,2.7,,,,0,,,,,1,8,8,0,0
266,Giovanni Ricci,CAR,26,FB,2,0,0.5,0.5,8,16,0,0.5,16,0.5,8,100.0%,16,,,,0,,,,,0.5,16,8,0,0
267,Geno Smith,SEA,32,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,4,8,0,0.5,14,2,8,4,4,2,8,0,0.5
268,Malik Willis,TEN,23,QB,1,0,0,0,0,,0,0,0,0,0,0.0%,,4,16,0,1,8,4,16,4,4,4,16,0,1
269,John Bates,WAS,25,TE,2,1,2,1,7.5,7.5,0,0,9,1,7.5,50.0%,3.8,,,,0,,,,,1,7.5,7.5,0,0
270,Mike Davis,BAL,29,RB,2,0,0,0,0,,0,0,0,0,0,0.0%,,3.5,7.5,0,0.5,10,2.1,7.5,3.5,3.5,2.1,7.5,0,0.5
271,Jeff Driskel,HOU,29,QB,2,0,0,0,0,,0,0,0,0,0,0.0%,,1,7.5,0,1,10,7.5,7.5,1,1,7.5,7.5,0,0
272,Trevor Lawrence,JAX,23,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,2.5,7.5,0,0,8,3,7.5,2.5,2.5,3,7.5,0,0
273,Kenneth Walker III,SEA,22,RB,1,0,3,2,5,2.5,0,0,3,2,5,66.7%,1.7,4,10,0,1,8,2.5,10,4,6,2.5,15,0,0
274,Gary Brightwell,NYG,23,RB,2,0,0,0,0,,0,0,0,0,0,0.0%,,0.5,7,0,0.5,14,14,7,0.5,0.5,14,7,0,0
275,D'Onta Foreman,CAR,26,RB,2,0,0,0,0,,0,0,0,0,0,0.0%,,2,7,0,0,7,3.5,7,2,2,3.5,7,0,0
276,Shi Smith,CAR,24,WR,2,2,4.5,1,7,7,0,0.5,12,1,7,22.2%,1.6,,,,0,,,,,1,7,7,0,0
277,Jamal Agnew,JAX,27,WR,2,0,1,0.5,3,6,0,0,6,0.5,3,50.0%,3,1.5,3.5,0,0.5,6,2.3,3.5,1.5,2,3.3,6.5,0,0
278,Deonte Harty,NOR,25,WR,2,0,1,1,6.5,6.5,0,0,9,1,6.5,100.0%,6.5,,,,0,,,,,1,6.5,6.5,0,0
279,Allen Lazard,GNB,27,WR,1,1,3,2,13,6.5,1,2,8,2,13,66.7%,4.3,,,,0,,,,,2,6.5,13,1,0
280,Ty Montgomery,NWE,29,WR,1,0,4,3,15,5,1,1,7,3,15,75.0%,3.8,2,-2,0,0,0,-1,-2,2,5,2.6,13,1,0
281,Stephen Sullivan,CAR,26,TE,1,0,1,1,13,13,0,1,13,1,13,100.0%,13,,,,0,,,,,1,13,13,0,0
282,Andre Baccellia,ARI,25,WR,2,0,1,1,6,6,0,0.5,11,1,6,100.0%,6,,,,0,,,,,1,6,6,0,0
283,David Bell,CLE,22,WR,3,1,0.67,0.67,4,6,0,0,6,0.7,4,100.0%,6,,,,0,,,,,0.67,6,4,0,0
284,Simi Fehoko,DAL,25,WR,2,0,1.5,1,6,6,0,0,7,1,6,66.7%,4,,,,0,,,,,1,6,6,0,0
285,Patrick Ricard,BAL,28,FB,2,2,0.5,0.5,3.5,7,0,0,7,0.5,3.5,100.0%,7,0.5,2.5,0,0.5,5,5,2.5,0.5,1,6,6,0,0
286,Matt Ryan,IND,37,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,2,6,0,1,10,3,6,2,2,3,6,0,2.5
287,Lil'Jordan Humphrey,NWE,24,WR,2,1,1,0.5,5.5,11,0,0,11,0.5,5.5,50.0%,5.5,,,,0,,,,,0.5,11,5.5,0,0
288,Dak Prescott,DAL,29,QB,1,1,0,0,0,,0,0,0,0,0,0.0%,,2,11,0,1,12,5.5,11,2,2,5.5,11,0,0
289,Jameis Winston,NOR,28,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,1.5,5.5,0,0,6,3.7,5.5,1.5,1.5,3.7,5.5,0,0.5
290,Parker Hesse,ATL,27,TE,2,0,1.5,1,5,5,0,1,5,1,5,66.7%,3.3,,,,0,,,,,1,5,5,0,0
291,Andy Isabella,ARI,26,WR,1,0,3,1,10,10,0,1,10,1,10,33.3%,3.3,,,,0,,,,,1,10,10,0,0
292,Derek Carr,LVR,31,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,0.5,4.5,0,0,9,9,4.5,0.5,0.5,9,4.5,0,1
293,Zander Horvath,LAC,24,FB,2,0,2,1.5,3.5,2.3,1,1,5,1.5,3.5,75.0%,1.8,0.5,1,0,0.5,2,2,1,0.5,2,2.3,4.5,2,0
294,Tyler Kroft,SFO,30,TE,2,2,1,0.5,4.5,9,0,0,9,0.5,4.5,50.0%,4.5,,,,0,,,,,0.5,9,4.5,0,0
295,DeVante Parker,NWE,29,WR,2,2,2,0.5,4.5,9,0,0.5,9,0.5,4.5,25.0%,2.3,,,,0,,,,,0.5,9,4.5,0,0
296,Aaron Rodgers,GNB,39,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,3,4.5,0,0.5,7,1.5,4.5,3,3,1.5,4.5,0,1
297,Ryan Tannehill,TEN,34,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,1.5,4.5,0,1,9,3,4.5,1.5,1.5,3,4.5,0,0
298,Tylan Wallace,BAL,23,WR,2,0,1.5,0.5,4.5,9,0,0,9,0.5,4.5,33.3%,3,,,,0,,,,,0.5,9,4.5,0,0
299,Dan Arnold,JAX,27,TE,2,0,0.5,0.5,4,8,0,0,8,0.5,4,100.0%,8,,,,0,,,,,0.5,8,4,0,0
300,Michael Burton,KAN,30,FB,2,0,0.5,0.5,1,2,0,0,2,0.5,1,100.0%,2,0.5,3,0,0.5,6,6,3,0.5,1,4,4,0,0
301,Brevin Jordan,HOU,22,TE,2,1,3,1.5,4,2.7,0,0.5,5,1.5,4,50.0%,1.3,,,,0,,,,,1.5,2.7,4,0,0
302,Jared Goff,DET,28,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,2,3.5,0,0.5,10,1.8,3.5,2,2,1.8,3.5,0,0.5
303,Chigoziem Okonkwo,TEN,23,TE,2,0,0.5,0.5,5.5,11,0,0.5,11,0.5,5.5,100.0%,11,0.5,-2,0,0,-4,-4,-2,0.5,1,3.5,3.5,0,0
304,D'Wayne Eskridge,SEA,25,WR,2,0,1.5,1,3,3,0,0,6,1,3,66.7%,2,,,,0,,,,,1,3,3,0,0
305,Anthony Firkser,ATL,27,TE,2,1,1,0.5,3,6,0,0,6,0.5,3,50.0%,3,,,,0,,,,,0.5,6,3,0,0
306,Joe Flacco,NYJ,37,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,1.5,3,0,0.5,7,2,3,1.5,1.5,2,3,0,0.5
307,C.J. Ham,MIN,29,FB,2,0,0.5,0.5,3,6,0,0.5,6,0.5,3,100.0%,6,,,,0,,,,,0.5,6,3,0,0
308,Mac Jones,NWE,24,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,4.5,3,0,1,5,0.7,3,4.5,4.5,0.7,3,0,0.5
309,Dax Milne,WAS,23,WR,2,0,1,0.5,3,6,0,0,6,0.5,3,50.0%,3,,,,0,,,,,0.5,6,3,0,0
310,Quintin Morris,BUF,23,TE,1,0,1,1,6,6,0,0,6,1,6,100.0%,6,,,,0,,,,,1,6,6,0,0
311,Jimmy Garoppolo,SFO,31,QB,1,0,0,0,0,,0,0,0,0,0,0.0%,,4,5,1,2,3,1.3,5,4,4,1.3,5,1,0
312,Troy Hairston,HOU,24,FB,2,0,0.5,0.5,2.5,5,0,0,5,0.5,2.5,100.0%,5,,,,0,,,,,0.5,5,2.5,0,0
313,Wan'Dale Robinson,NYG,21,WR,1,0,1,1,5,5,0,1,5,1,5,100.0%,5,,,,0,,,,,1,5,5,0,0
314,Mike Thomas,CIN,28,WR,2,0,2.5,0.5,2.5,5,0,0,5,0.5,2.5,20.0%,1,,,,0,,,,,0.5,5,2.5,0,0
