player,pos,age,g_number,week,team,opp,home_away,yds_rec,tgt_rec,yds_2_rec,tgt_2_rec,rec_rec,yds_3_rec,y_r_rec,td_rec,ctch_percent_rec,y_tgt_rec,yds_rus,att_rus,yds_2_rus,att_2_rus,yds_3_rus,y_a_rus,td_rus,att_pas,cmp_pas,att_2_pas,inc_pas,cmp_percent_pas,yds_pas,td_pas,int_pas,pick6_pas,td_percent_pas,int_percent_pas,rate_3_pas,sk_pas,yds_2_pas,sk_percent_pas,y_a_pas,ay_a_pas,any_a_pas,y_c_pas,points
CeeDee Lamb,WR,23-205,8,8,DAL,CHI,home,77,7,77,7,5,77,15.4,1,71.4,11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.299999999999997
Isaiah Likely,TE,22-192,8,8,BAL,TAM,away,77,7,77,7,6,77,12.8,1,85.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7
Denzel Mims,WR,25-020,8,8,NYJ,NWE,home,76,3,76,3,2,76,38,0,66.7,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.600000000000001
Kalif Raymond,WR,28-083,7,8,DET,MIA,home,76,4,76,4,3,76,25.3,0,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.100000000000001
Chris Godwin,WR,26-242,8,8,TAM,BAL,home,75,11,75,11,6,75,12.5,0,54.5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
Dalton Schultz,TE,26-111,8,8,DAL,CHI,home,74,7,74,7,6,74,12.3,0,85.7,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4
Brandin Cooks,WR,29-035,7,8,HOU,TEN,home,73,6,73,6,4,73,18.3,0,66.7,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3
Rhamondre Stevenson,RB,24-249,8,8,NWE,NYJ,away,72,7,72,7,7,72,10.3,0,100,10.3,71,16,71,16,71,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8
Darnell Mooney,WR,25-001,8,8,CHI,DAL,away,70,5,70,5,5,70,14,0,100,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
Amon Ra St Brown,WR,23-006,7,8,DET,MIA,home,69,10,69,10,7,69,9.9,0,70,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4
Damiere Byrd,WR,29-276,8,8,ATL,CAR,home,67,6,67,6,3,67,22.3,1,50,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2
Adam Thielen,WR,32-069,7,8,MIN,ARI,home,67,7,67,7,6,67,11.2,0,85.7,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7
Darius Slayton,WR,25-291,8,8,NYG,SEA,away,66,6,66,6,5,66,13.2,0,83.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.100000000000001
Alec Pierce,WR,22-181,8,8,IND,WAS,home,65,5,65,5,3,65,21.7,0,60,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Dallas Goedert,TE,27-300,7,8,PHI,PIT,home,64,6,64,6,6,64,10.7,0,100,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
Mack Hollins,WR,29-044,7,8,LVR,NOR,away,64,8,64,8,7,64,9.1,0,87.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9
Demarcus Robinson,WR,28-036,8,8,BAL,TAM,away,64,8,64,8,6,64,10.7,0,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
Jerry Jeudy,WR,23-189,8,8,DEN,JAX,away,63,7,63,7,6,63,10.5,1,85.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3
Tyler Lockett,WR,30-032,8,8,SEA,NYG,home,63,8,63,8,5,63,12.6,1,62.5,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
Romeo Doubs,WR,22-200,8,8,GNB,BUF,away,62,7,62,7,4,62,15.5,1,57.1,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2
Jakobi Meyers,WR,25-355,8,8,NWE,NYJ,away,60,13,60,13,9,60,6.7,1,69.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5
Antonio Gibson,RB,24-129,8,8,WAS,IND,away,58,7,58,7,7,58,8.3,1,100,8.3,19,7,19,7,19,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.200000000000003
Tanner Hudson,TE,27-352,8,8,NYG,SEA,away,58,5,58,5,3,58,19.3,0,60,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.300000000000001
Pat Freiermuth,TE,24-005,8,8,PIT,PHI,away,57,7,57,7,4,57,14.3,0,57.1,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Zach Pascal,WR,27-316,7,8,PHI,PIT,home,57,2,57,2,2,57,28.5,1,100,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7
Ross Dwelley,TE,27-277,8,8,SFO,LAR,away,56,1,56,1,1,56,56,0,100,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1000000000000005
Evan Engram,TE,28-058,8,8,JAX,DEN,home,55,6,55,6,4,55,13.8,1,66.7,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
Christian McCaffrey,RB,26-145,8,8,SFO,LAR,away,55,9,55,9,8,55,6.9,1,88.9,6.1,94,18,94,18,94,5.2,1,1,1,1,0,100,34,1,0,0,100,0,158.3,0,0,0,34,54,54,34,36.26
D K Metcalf,WR,24-320,8,8,SEA,NYG,home,55,10,55,10,6,55,9.2,1,60,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5
Allen Robinson,WR,29-067,7,8,LAR,SFO,home,54,7,54,7,5,54,10.8,0,71.4,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
Michael Pittman Jr,WR,25-025,8,8,IND,WAS,home,53,9,53,9,7,53,7.6,0,77.8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
KJ Hamler,WR,23-114,8,8,DEN,JAX,away,52,3,52,3,2,52,26,0,66.7,17.3,9,1,9,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1000000000000005
Chris Olave,WR,22-125,8,8,NOR,LVR,home,52,7,52,7,5,52,10.4,0,71.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Curtis Samuel,WR,26-080,8,8,WAS,IND,away,50,4,50,4,3,50,16.7,0,75,12.5,29,4,29,4,29,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
Michael Gallup,WR,26-240,8,8,DAL,CHI,home,49,6,49,6,4,49,12.3,0,66.7,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Tee Higgins,WR,23-286,8,8,CIN,CLE,away,49,6,49,6,3,49,16.3,1,50,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4
Tyler Allgeier,RB,22-198,8,8,ATL,CAR,home,46,3,46,3,3,46,15.3,1,100,15.3,39,14,39,14,39,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Chase Claypool,WR,24-115,8,8,PIT,PHI,away,45,6,45,6,4,45,11.3,0,66.7,7.5,0,0,0,0,0,0,0,1,1,1,0,100,1,1,0,0,100,0,118.7,0,0,0,1,21,21,1,10.54
Parris Campbell,WR,25-106,8,8,IND,WAS,home,43,2,43,2,2,43,21.5,0,100,21.5,28,1,28,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
Hayden Hurst,TE,29-068,8,8,CIN,CLE,away,42,4,42,4,4,42,10.5,0,100,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
James Cook,RB,23-035,7,8,BUF,GNB,home,41,1,41,1,1,41,41,0,100,41,35,5,35,5,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.100000000000001
Christian Kirk,WR,25-346,8,8,JAX,DEN,home,40,7,40,7,3,40,13.3,0,42.9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
George Kittle,TE,29-021,8,8,SFO,LAR,away,39,5,39,5,3,39,13,1,60,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4
Tyler Boyd,WR,27-350,8,8,CIN,CLE,away,38,5,38,5,3,38,12.7,1,60,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3
Mike Gesicki,TE,27-027,8,8,MIA,DET,away,38,4,38,4,3,38,12.7,1,75,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3
Rashid Shaheed,WR,24-060,8,8,NOR,LVR,home,38,3,38,3,3,38,12.7,0,100,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.300000000000001
Samori Toure,WR,24-220,8,8,GNB,BUF,away,37,4,37,4,1,37,37,1,25,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2
Michael Carter,RB,23-176,8,8,NYJ,NWE,home,35,7,35,7,4,35,8.8,0,57.1,5,26,7,26,7,26,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
Gabriel Davis,WR,23-212,7,8,BUF,GNB,home,35,7,35,7,2,35,17.5,0,28.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Diontae Johnson,WR,26-117,8,8,PIT,PHI,away,35,9,35,9,5,35,7,0,55.6,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Robert Tonyan,TE,28-183,8,8,GNB,BUF,away,35,6,35,6,5,35,7,0,83.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Zach Ertz,TE,31-354,8,8,ARI,MIN,away,34,5,34,5,4,34,8.5,1,80,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4
Leonard Fournette,RB,27-282,8,8,TAM,BAL,home,34,3,34,3,3,34,11.3,0,100,11.3,24,9,24,9,24,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3
Mark Andrews,TE,27-051,8,8,BAL,TAM,away,33,5,33,5,3,33,11,0,60,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000000000001
Marquise Goodwin,WR,31-345,8,8,SEA,NYG,home,33,5,33,5,4,33,8.3,0,80,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.300000000000001
Stephen Sullivan,TE,25-336,8,8,CAR,ATL,away,33,2,33,2,1,33,33,0,50,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8000000000000003
Joe Mixon,RB,26-099,8,8,CIN,CLE,away,32,9,32,9,7,32,4.6,0,77.8,3.6,27,8,27,8,27,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
Devin Duvernay,WR,25-045,8,8,BAL,TAM,away,31,4,31,4,4,31,7.8,0,100,7.8,33,2,33,2,33,16.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4
Drake London,WR,21-098,8,8,ATL,CAR,home,31,5,31,5,4,31,7.8,0,80,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Foster Moreau,TE,25-177,7,8,LVR,NOR,away,31,9,31,9,6,31,5.2,0,66.7,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
Keelan Cole,WR,29-193,7,8,LVR,NOR,away,30,5,30,5,2,30,15,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Dalvin Cook,RB,27-081,7,8,MIN,ARI,home,30,6,30,6,5,30,6,0,83.3,5,111,20,111,20,111,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6
Kareem Hunt,RB,27-086,8,8,CLE,CIN,home,30,4,30,4,4,30,7.5,0,100,7.5,42,11,42,11,42,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
Nyheim Hines,RB,25-352,8,8,IND,WAS,home,29,2,29,2,2,29,14.5,0,100,14.5,20,5,20,5,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9
Ameer Abdullah,RB,29-139,7,8,LVR,NOR,away,28,5,28,5,4,28,7,0,80,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000000000001
Zay Jones,WR,27-214,8,8,JAX,DEN,home,28,3,28,3,3,28,9.3,0,100,9.3,7,1,7,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.000000000000001
Irv Smith Jr,TE,24-082,7,8,MIN,ARI,home,28,4,28,4,4,28,7,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000000000001
David Bell,WR,21-321,8,8,CLE,CIN,home,27,2,27,2,2,27,13.5,0,100,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
Trenton Irwin,WR,26-325,8,8,CIN,CLE,away,27,3,27,3,2,27,13.5,0,66.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
D Andre Swift,RB,23-289,7,8,DET,MIA,home,27,5,27,5,5,27,5.4,1,100,5.4,6,5,6,5,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
C J Uzomah,TE,29-289,8,8,NYJ,NWE,home,27,1,27,1,1,27,27,0,100,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Chris Evans,RB,25-026,8,8,CIN,CLE,away,26,1,26,1,1,26,26,0,100,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Najee Harris,RB,24-235,8,8,PIT,PHI,away,26,6,26,6,6,26,4.3,0,100,4.3,32,8,32,8,32,4,0,1,1,1,0,100,4,0,0,0,0,0,83.3,0,0,0,4,4,4,4,8.96
Laviska Shenault Jr,WR,24-025,8,8,CAR,ATL,away,26,6,26,6,5,26,5.2,0,83.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Robert Woods,WR,30-203,7,8,TEN,HOU,away,26,2,26,2,2,26,13,0,100,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
Trent Sherfield,WR,26-246,8,8,MIA,DET,away,25,2,25,2,2,25,12.5,0,100,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Jaylen Warren,RB,23-363,8,8,PIT,PHI,away,25,3,25,3,3,25,8.3,0,100,8.3,50,6,50,6,50,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
N Keal Harry,WR,24-317,8,8,CHI,DAL,away,24,2,24,2,2,24,12,1,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
O J Howard,TE,27-346,7,8,HOU,TEN,home,24,3,24,3,2,24,12,0,66.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4000000000000004
James Proche,WR,26-036,8,8,BAL,TAM,away,24,4,24,4,3,24,8,0,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000000000000004
Rachaad White,RB,23-288,8,8,TAM,BAL,home,24,3,24,3,3,24,8,0,100,8,19,4,19,4,19,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.800000000000001
Eno Benjamin,RB,23-200,8,8,ARI,MIN,away,23,7,23,7,4,23,5.8,0,57.1,3.3,22,9,22,9,22,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.500000000000001
Melvin Gordon,RB,29-200,8,8,DEN,JAX,away,23,4,23,4,3,23,7.7,0,75,5.8,29,9,29,9,29,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.700000000000001
DeVonta Smith,WR,23-350,7,8,PHI,PIT,home,23,8,23,8,5,23,4.6,0,62.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000000000001
Jeff Smith,WR,25-192,8,8,NYJ,NWE,home,23,1,23,1,1,23,23,0,100,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8000000000000003
Jamaal Williams,RB,27-210,7,8,DET,MIA,home,23,3,23,3,3,23,7.7,0,100,7.7,53,10,53,10,53,5.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1
Hunter Henry,TE,27-327,8,8,NWE,NYJ,away,22,1,22,1,1,22,22,0,100,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
David Montgomery,RB,25-145,8,8,CHI,DAL,away,22,3,22,3,3,22,7.3,0,100,7.3,53,15,53,15,53,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Amari Rodgers,WR,23-037,8,8,GNB,BUF,away,22,3,22,3,1,22,22,0,33.3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Travis Homer,RB,24-084,8,8,SEA,NYG,home,21,1,21,1,1,21,21,0,100,21,10,2,10,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
Julio Jones,WR,33-261,8,8,TAM,BAL,home,21,4,21,4,2,21,10.5,1,50,5.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1
Cam Sims,WR,26-297,8,8,WAS,IND,away,21,2,21,2,1,21,21,0,50,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Jeff Wilson,RB,26-348,8,8,SFO,LAR,away,21,2,21,2,2,21,10.5,0,100,10.5,14,4,14,4,14,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Noah Fant,TE,24-344,8,8,SEA,NYG,home,19,2,19,2,2,19,9.5,0,100,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000000000000004
Brevin Jordan,TE,22-106,7,8,HOU,TEN,home,19,5,19,5,2,19,9.5,0,40,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000000000000004
Malik Davis,RB,23-338,8,8,DAL,CHI,home,18,2,18,2,2,18,9,0,100,9,23,8,23,8,23,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Dante Pettis,WR,27-007,8,8,CHI,DAL,away,18,5,18,5,4,18,4.5,0,80,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
Braylon Sanders,WR,23-282,8,8,MIA,DET,away,17,2,17,2,2,17,8.5,0,100,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Tommy Tremble,TE,22-150,8,8,CAR,ATL,away,17,4,17,4,2,17,8.5,0,50,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Dameon Pierce,RB,22-253,7,8,HOU,TEN,home,16,5,16,5,3,16,5.3,1,60,3.2,35,15,35,15,35,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
