player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
David Montgomery,RB,Chicago Bears,WAS,13.71716093001038,18,27.2185843467415,0,61.37563848440955,0.5384615384615384,3.561631139944393,1,0.7620644961116878
AJ Dillon,RB,Green Bay Packers,NYJ,14.646453542708079,21,23.87994490478585,0.1296565070149976,67.79648460774578,0.5950653120464442,2.562846146625364,1,0.6974501687003847
Darrel Williams,RB,Arizona Cardinals,SEA,11.480358807092733,13,32.03628915196284,0.13026819923371646,37.14809647199522,0.3508245877061469,3.3507270461154963,0,0.8831045236225179
James Robinson,RB,Jacksonville Jaguars,IND,11.44762474827668,22,17.42355804847074,0,57.35515151515152,0.5146853146853146,2.345101989423319,2,0.5203465794671218
Tony Pollard,RB,Dallas Cowboys,PHI,11.469454420394912,17,26.69788888888889,0,59.613171831576736,0.19555555555555557,3.33003003003003,0,0.6746737894349949
Michael Carter,RB,New York Jets,GB,10.606831961020168,16,25.16211708663473,0,50.94584102047515,0.2911051212938005,2.800697637545584,1,0.6629269975637605
Rashaad Penny,RB,Seattle Seahawks,ARI,12.093898216283836,21,5.498834498834499,0,80.77450980392157,0.5185185185185185,0.7109053497942387,0,0.575899915061135
Saquon Barkley,RB,New York Giants,BAL,10.88676369989826,39,25.12388081255415,0.23589743589743592,42.21044476850164,0.20192307692307693,3.3605084374315144,1,0.2791477871768785
Rhamondre Stevenson,RB,New England Patriots,CLE,10.131149589121021,26,12.245786880995592,0,59.43008147985026,0.4057017543859649,1.479757085020243,1,0.38965959958157775
Clyde Edwards Helaire,RB,Kansas City Chiefs,BUF,9.879866439883072,19,10.18052598622417,0.13243243243243244,50.5231969309463,0.4375,1.579799107142857,2,0.5199929705201617
Alexander Mattison,RB,Minnesota Vikings,MIA,8.618331938179722,12,16.7790685011072,0.06447963800904978,37.15278995615783,0.3,2.384228836490143,1,0.7181943281816435
Latavius Murray,RB,Denver Broncos,LAC,9.141914318820039,15,6.3961174505983855,0,45.2137037037037,0.59375,0.8368644067796611,0,0.6094609545880025
Miles Sanders,RB,Philadelphia Eagles,DAL,7.819729802179553,22,14.414096161378769,0,53.61083486801719,0,2.3678067318132463,1,0.3554422637354342
Christian McCaffrey,RB,Carolina Panthers,LAR,16.453929206911024,31,55.58073479468972,0.15816326530612246,61.634558709477275,0.14705882352941174,5.802134646962233,0,0.5307719099003556
Kenneth Gainwell,RB,Philadelphia Eagles,DAL,7.996530852857218,12,22.609762824048538,0.08979591836734693,20.26839553500958,0.31020408163265306,2.9439606461477097,1,0.6663775710714348
Kareem Hunt,RB,Cleveland Browns,NE,13.679082177597483,16,27.25720481927711,0,57.1611169566977,0.5800000000000001,3.5145,0,0.8549426360998427
J D McKissic,RB,Washington Football Team,CHI,11.969826014776523,12,42.931738189802715,0.2751322751322751,23.932718744945824,0.23076923076923078,4.495942571785268,0,0.9974855012313769
Zack Moss,RB,Buffalo Bills,KC,9.034958975725376,12,20.179187914482032,0.08974358974358973,33.70268482083783,0.3589743589743589,2.3191844300278035,1,0.7529132479771147
Nyheim Hines,RB,Indianapolis Colts,JAX,6.838475369941562,16,24.26940034080766,0.06868686868686869,18.44083035075161,0.14545454545454545,3.1470258136924802,2,0.4274047106213476
Kenyan Drake,RB,Baltimore Ravens,NYG,9.006047077596431,11,30.159847991602334,0.12030075187969924,25.194539394068066,0.19298245614035087,3.1818181818181817,0,0.8187315525087665
Khalil Herbert,RB,Chicago Bears,WAS,5.4109561474644545,17,8.51721764300969,0,30.711689137386163,0.1509433962264151,1.1648101841327576,0,0.3182915380861444
Kyle Juszczyk,RB,San Francisco 49ers,ATL,3.529122538714048,11,17.108543989363774,0.06544202066590127,1.3364755171510867,0.05563093622795115,1.9163656933988946,0,0.3208293217012771
Phillip Lindsay,RB,Indianapolis Colts,JAX,3.865115399024788,13,4.506133971755361,0.08785529715762275,21.27967405237136,0.09302325581395349,0.40252655756531724,0,0.29731656915575294
Tevin Coleman,RB,San Francisco 49ers,ATL,4.9319226386233215,11,4.9935410665968405,0,38.13111726685134,0,1.2389136105570049,0,0.44835660351121104
DeeJay Dallas,RB,Seattle Seahawks,ARI,3.7362297075388202,12,10.755073358014535,0,10.505190311418687,0.12200435729847495,1.7563543936092956,0,0.31135247562823504
Jerick McKinnon,RB,Kansas City Chiefs,BUF,2.4493062357206616,11,8.660833079117362,0.06791406791406791,6.2142304413404155,0,1.1086309523809523,0,0.22266420324733288
Eno Benjamin,RB,Arizona Cardinals,SEA,3.540045424016083,15,6.394657520008316,0,16.875187326054377,0.12560386473429952,0.9188755020080321,0,0.23600302826773886
Joshua Kelley,RB,Los Angeles Chargers,DEN,1.8558746339179213,11,4.4607777777777775,0,13.81504907306434,0,0.5899172310007523,1,0.16871587581072012
Deon Jackson,RB,Indianapolis Colts,JAX,1.3108107319918343,13,0,0,4.219218431029455,0.14814814814814814,0,0,0.10083159476860264
Mike Boone,RB,Denver Broncos,LAC,1.1743401668527658,14,3.752388904351053,0,6.317283950617283,0,0.3347457627118644,0,0.08388144048948327
