player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Jonathan Taylor,RB,Indianapolis Colts,JAX,20.123447091646497,34,22.795736562997707,0.11111111111111112,97.86865446966189,1.0588235294117647,2.545388525780683,2,0.5918660909307794
Austin Ekeler,RB,Los Angeles Chargers,DEN,16.64805389649202,32,35.601848958333335,0.39473684210526316,57.83782033805889,0.5625,3.871331828442438,3,0.5202516842653756
Joe Mixon,RB,Cincinnati Bengals,NO,15.335800909022648,22,18.327958210311152,0.14583333333333334,72.00514853616534,0.7109375,2.57373046875,1,0.6970818595010294
Najee Harris,RB,Pittsburgh Steelers,TB,15.83651420308085,15,28.50309843365615,0.18797953964194375,70.36527813905096,0.4323529411764706,4.455363321799307,0,1.0557676135387233
James Conner,RB,Arizona Cardinals,SEA,17.534084887483594,22,30.22684752104771,0.22222222222222224,56.93482942309871,0.9974424552429668,2.999858256555634,0,0.7970038585219815
Ezekiel Elliott,RB,Dallas Cowboys,PHI,12.694959782294996,19,15.04639705882353,0.09999999999999999,54.977458845737445,0.6470588235294118,2.655736618971913,1,0.6681557780155261
Nick Chubb,RB,Cleveland Browns,NE,13.024652723529258,36,12.168395008605852,0.07142857142857142,83.23215008382957,0.41428571428571426,1.4263392857142856,1,0.3617959089869238
Damien Harris,RB,New England Patriots,CLE,11.563200164749723,20,8.323152709359608,0,57.70079033007903,0.7708333333333333,1.204945054945055,2,0.5781600082374861
Alvin Kamara,RB,New Orleans Saints,CIN,17.89906118971259,25,41.663297333999516,0.38705137227304715,68.72218862431964,0.36734693877551017,4.668245455178658,0,0.7159624475885036
Antonio Gibson,RB,Washington Football Team,CHI,13.653980119909713,15,18.46061253761566,0.23963133640552994,67.97445649622013,0.46898263027295284,2.5498368974266037,4,0.9102653413273142
Leonard Fournette,RB,Tampa Bay Buccaneers,PIT,16.37646732741931,24,28.051878509709834,0.11331923890063425,73.3766855154415,0.5656565656565656,4.319512195121952,0,0.6823528053091379
Aaron Jones,RB,Green Bay Packers,NYJ,14.776376488297844,28,26.3505909617613,0.3435897435897436,59.58857894736842,0.4205128205128206,3.4623548922056386,1,0.527727731724923
Dalvin Cook,RB,Minnesota Vikings,MIA,14.977273601494055,22,16.484698878280756,0,87.69874451972899,0.6,2.5332431387707772,2,0.6807851637042752
Devin Singletary,RB,Buffalo Bills,KC,9.98794170324226,18,13.594464651532254,0.05223880597014925,49.47142963318311,0.3656716417910447,2.347779176407121,0,0.5548856501801256
