player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Josh Allen,QB,Buffalo Bills,KC,22.516073283093228,41,255.29411764705884,1.8529411764705883,42.74896812504993,0.3088235294117647,3,0.8823529411764706,0.5491725190998348
Justin Herbert,QB,Los Angeles Chargers,DEN,18.852796202450445,32,254.88235294117646,1.7647058823529411,18.04560908332799,0.1323529411764706,1,0.8823529411764706,0.5891498813265764
Tom Brady,QB,Tampa Bay Buccaneers,PIT,18.65712414391594,28,263.88235294117646,1.9705882352941178,5.920261047002533,0.11437908496732026,3,0.7058823529411765,0.6663258622827122
Patrick Mahomes,QB,Kansas City Chiefs,BUF,16.44457424401986,34,223.8235294117647,1.4411764705882353,21.90162479313976,0.12867647058823528,4,0.7647058823529411,0.48366394835352533
Aaron Rodgers,QB,Green Bay Packers,NYJ,20.480134340021436,27,258.2702205882353,1.9797794117647058,7.061694078947368,0.2956730769230769,0,0.25,0.758523494074868
Matthew Stafford,QB,Los Angeles Rams,CAR,16.50952500786411,25,239.76470588235296,1.9705882352941175,2.7187794904057876,0,2,1,0.6603810003145644
Dak Prescott,QB,Dallas Cowboys,PHI,17.78782673569664,28,249.50183823529412,1.9797794117647058,8.5113555922605,0.06875,6,0.625,0.63527952627488
Joe Burrow,QB,Cincinnati Bengals,NO,17.09834795198217,32,256.47610294117646,1.6507352941176472,7.051126578645235,0.109375,2,0.875,0.5343233734994428
Jalen Hurts,QB,Philadelphia Eagles,DAL,20.545236846856604,37,223.88823529411764,1.2392156862745098,44.59511356660528,0.5066666666666666,2,0.6,0.5552766715366649
Kyler Murray,QB,Arizona Cardinals,SEA,20.990636218297322,36,267.9852941176471,1.5630252100840336,29.16639141205615,0.3027950310559006,0,0.7142857142857143,0.5830732282860367
Kirk Cousins,QB,Minnesota Vikings,MIA,17.16826910621762,29,245.7591911764706,1.7077205882352942,7.070191062176166,0.08124999999999999,2,0.4375,0.5920092795247455
Carson Wentz,QB,Washington Football Team,CHI,15.498530564392365,25,200.58823529411765,1.7058823529411764,12.849559037588834,0.06108597285067873,5,0.4117647058823529,0.6199412225756946
Russell Wilson,QB,Denver Broncos,LAC,17.48176377217554,27,221.79621848739498,1.6869747899159664,14.155873015873015,0.16964285714285715,1,0.42857142857142855,0.6474727323027978
Lamar Jackson,QB,Baltimore Ravens,NYG,20.519240759635846,39,232.9950980392157,1.4607843137254901,60.229662498319215,0.15277777777777776,3,1.0833333333333333,0.5261343784522011
Jimmy Garoppolo,QB,San Francisco 49ers,ATL,16.30728398536448,24,243.23529411764707,1.5784313725490196,3.4596491228070176,0.18636363636363637,3,0.8,0.6794701660568534
Mac Jones,QB,New England Patriots,CLE,14.106965296578881,20,212.94117647058823,1.5,7.069652965788826,0,3,0.7647058823529411,0.7053482648289441
Matt Ryan,QB,Indianapolis Colts,JAX,14.023138026864293,21,230.6764705882353,1.2941176470588236,4.43138026864289,0.058823529411764705,4,0.7058823529411765,0.6677684774697282
Taylor Heinicke,QB,Washington Football Team,CHI,15.568470114429527,20,204.33380018674137,1.5466853408029877,20.19121554492734,0.06593406593406592,2,0.9523809523809523,0.7784235057214763
Teddy Bridgewater,QB,Miami Dolphins,MIN,16.638487287772254,23,235.47058823529412,1.495798319327731,9.150419096209912,0.1607142857142857,1,0.5,0.7234124907727066
Trevor Lawrence,QB,Jacksonville Jaguars,IND,15.198672699849173,25,224.14705882352942,1.2941176470588236,20.201206636500757,0.10407239819004525,5,1,0.6079469079939669
Tua Tagovailoa,QB,Miami Dolphins,MIN,17.00230492196879,26,230.50980392156862,1.4803921568627452,12.132853141256504,0.2647058823529411,1,0.7843137254901961,0.6539348046911073
Baker Mayfield,QB,Carolina Panthers,LAR,13.581002198925173,21,228.3529411764706,1.1071428571428572,9.342795098495422,0.07352941176470587,3,0.9285714285714286,0.6467143904250082
Daniel Jones,QB,New York Giants,BAL,18.215481663583137,31,249.83422459893046,1.3663101604278074,25.068720379146917,0.23863636363636362,3,0.6363636363636364,0.5875961826962303
Sam Darnold,QB,Carolina Panthers,LAR,15.352590819958172,20,228.3848560700876,0.8829787234042553,18.442303693949686,0.4380475594493116,4,1.1063829787234043,0.7676295409979086
Zach Wilson,QB,New York Jets,GB,15.287162102162632,23,199.29864253393666,1.257918552036199,15.033224124405887,0.29670329670329676,1,0.8461538461538461,0.664659221833158
Justin Fields,QB,Chicago Bears,WAS,16.303843465080263,21,208.74552429667517,1.3043478260869565,34.32283362778472,0.17391304347826086,5,0.8695652173913043,0.7763734983371554
Taysom Hill,QB,New Orleans Saints,CIN,16.14777799443903,22,167.64313725490194,0.9424836601307189,31.165623081645183,0.49999999999999994,0,0.4444444444444444,0.7339899088381376
Jameis Winston,QB,New Orleans Saints,CIN,17.841879339380156,24,207.74789915966386,1.7647058823529411,22.231398435818328,0.1607142857142857,1,0.42857142857142855,0.7434116391408399
Trevor Siemian,QB,Chicago Bears,WAS,17.81757137632961,20,232.35026737967914,2,3.4174249932426344,0.18181818181818182,1,0.5454545454545454,0.8908785688164805
Andy Dalton,QB,New Orleans Saints,CIN,13.682517209797028,20,225.1764705882353,1.2980392156862743,9.499681901891845,0,1,1.2,0.6841258604898515
Tyler Huntley,QB,Baltimore Ravens,NYG,16.704793052226943,20,199.39176470588234,1.0341176470588236,44.326518757563534,0.29333333333333333,3,0.64,0.8352396526113471
Tyrod Taylor,QB,New York Giants,BAL,19.54552690270421,20,219.97058823529412,1.3284313725490196,23.288112164296997,0.65625,0,0.8333333333333334,0.9772763451352106
Jacoby Brissett,QB,Cleveland Browns,NE,10.053862601847062,22,161.08513931888547,0.8808049535603715,6.819740569554197,0.0763157894736842,3,0.42105263157894735,0.4569937546294119
Trey Lance,QB,San Francisco 49ers,ATL,16.845599774838163,20,176.53529411764706,1.4117647058823528,34.189473684210526,0.18636363636363637,0,0.4,0.8422799887419081
Geno Smith,QB,Seattle Seahawks,ARI,15.759816993464051,28,200.80588235294118,1.549019607843137,10.870588235294118,0.2074074074074074,1,0.26666666666666666,0.5628506069094305
Drew Lock,QB,Seattle Seahawks,ARI,13.573352007469655,20,182.15826330532212,1.072829131652661,9.798319327731093,0.2962962962962963,1,0.38095238095238093,0.6786676003734827
Mike White,QB,New York Jets,GB,13.61606492819083,20,236.59607843137255,1.5784313725490196,-0.28170365926814633,0,0,2.1333333333333333,0.6808032464095415
Colt McCoy,QB,Arizona Cardinals,SEA,11.29911544322289,20,187.55010893246188,0.9281045751633987,5.291372297152645,0,1,0.14814814814814814,0.5649557721611445
Gardner Minshew II,QB,Philadelphia Eagles,DAL,12.607563953758298,20,181.80252100840337,1.2773109243697478,5.119337016574585,0,0,0.2857142857142857,0.6303781976879149
Case Keenum,QB,Buffalo Bills,KC,10.696647289222536,20,165.85038363171356,1.0549872122762147,3.644222252839176,0,1,0.17391304347826086,0.5348323644611268
Cooper Rush,QB,Dallas Cowboys,PHI,10.386390916914195,20,163.22058823529412,1.1985294117647058,-1.865502595563945,0,1,0.25,0.5193195458457097
Joe Flacco,QB,New York Jets,GB,14.3579019322186,20,206.10084033613447,1.76890756302521,1.8109520952952267,0,1,0,0.71789509661093
Jordan Love,QB,Green Bay Packers,NYJ,10.63706012709793,20,172.93962848297215,1.0340557275541795,6.3588365650969525,0,1,0.631578947368421,0.5318530063548965
Mason Rudolph,QB,Pittsburgh Steelers,TB,14.593795420884716,20,198.61344537815125,1.0504201680672267,30.190055049183286,0,0,0.5714285714285714,0.7296897710442358
Nick Foles,QB,Indianapolis Colts,JAX,15.11731357109773,20,238.97058823529412,1.2058823529411766,7.349606299212598,0,0,0,0.7558656785548865
Marcus Mariota,QB,Atlanta Falcons,SF,9.382951537509935,20,103.50196078431372,0.7352941176470589,12.835148173673328,0.16969696969696968,0,0,0.4691475768754968
Brandon Allen,QB,Cincinnati Bengals,NO,8.297580873910988,20,128.06656346749224,0.7987616099071208,-0.20128104417185327,0,0,0,0.4148790436955494
P J Walker,QB,Carolina Panthers,LAR,8.211354346298782,20,166.1029411764706,0.625,3.1723669923995654,0,1,0.75,0.4105677173149391
Brian Hoyer,QB,New England Patriots,CLE,9.002892990948123,20,131.41372549019607,0.9862745098039215,-1.9875406787540677,0,0,0,0.45014464954740613
Nick Mullens,QB,Minnesota Vikings,MIA,12.200000000000001,20,187.3529411764706,1.1764705882352942,0,0,0,0,0.6100000000000001
Chad Henne,QB,Kansas City Chiefs,BUF,5.21843137254902,20,95.16666666666667,0.35294117647058826,0,0,0,0,0.260921568627451
Ian Book,QB,Philadelphia Eagles,DAL,8.79899252518687,20,186.58823529411765,0.7058823529411765,5.119337016574585,0,0,2,0.43994962625934353
Blaine Gabbert,QB,Tampa Bay Buccaneers,PIT,7.229202160928168,20,114.97385620915033,0.7058823529411765,-1.9328149920255182,0,0,0,0.3614601080464084
C J Beathard,QB,Jacksonville Jaguars,IND,9.02415284062343,20,128.05882352941177,0.9411764705882353,1.370940170940171,0,0,0,0.4512076420311715
Sam Ehlinger,QB,Indianapolis Colts,JAX,7.7498332561371,20,113.97058823529412,0.7058823529411765,3.674803149606299,0,0,0,0.387491662806855
Kellen Mond,QB,Cleveland Browns,NE,6.346274509803921,20,96.8921568627451,0.6176470588235294,0,0,0,0,0.31731372549019604
Brett Rypien,QB,Denver Broncos,LAC,7.601176470588236,20,110.61764705882354,0.7941176470588235,0,0,0,0,0.3800588235294118
Chase Daniel,QB,Los Angeles Chargers,DEN,6.613822567194816,20,107.41176470588235,0.6470588235294118,-2.708833151581243,0,0,0,0.3306911283597408
John Wolford,QB,Los Angeles Rams,CAR,6.453404634581105,20,97.16993464052288,0.7647058823529411,-0.4777183600713012,0,0,0.4444444444444444,0.32267023172905523
