player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
Mark Andrews,TE,Baltimore Ravens,NYG,16.641575208572178,29,7.187373737373738,89.33602625599596,0.6857142857142856,0,0.5738474209852475
Cooper Kupp,WR,Los Angeles Rams,CAR,18.271849298036173,39,7.804621848739496,97.55478115416783,0.7690100430416069,0,0.46850895635990186
Travis Kelce,TE,Kansas City Chiefs,BUF,10.049261341906611,27,4.780970982142858,55.489785535378836,0.37246621621621623,1,0.3721948645150597
Deebo Samuel,WR,San Francisco 49ers,ATL,13.503394004866237,24,5.230968577907354,86.36383464386307,0.41758241758241754,2,0.5626414168694266
Dalton Schultz,TE,Dallas Cowboys,PHI,9.107626535626535,11,4.540950040950041,43.64424242424242,0.4121212121212121,0,0.8279660486933214
Ja Marr Chase,WR,Cincinnati Bengals,NO,13.779962746475778,30,4.6716452205882355,79.93159744024797,0.5947712418300654,1,0.45933209154919263
George Kittle,TE,San Francisco 49ers,ATL,11.681845367933875,20,5.426280716368179,62.9288083392561,0.4697802197802198,1,0.5840922683966937
Justin Jefferson,WR,Minnesota Vikings,MIA,15.011827273882867,37,6.1534141294708835,90.94289759320435,0.4930795847750865,1,0.4057250614562937
Dawson Knox,TE,Buffalo Bills,KC,8.810941367902412,15,3.265999591586686,39.745517416005946,0.5338983050847458,0,0.5873960911934941
Mike Evans,WR,Tampa Bay Buccaneers,PIT,11.576430110178173,29,3.981072154471545,54.95777753872633,0.6816860465116279,0,0.3991872451785577
Hunter Henry,TE,New England Patriots,CLE,9.295772740543796,11,3.292199603675014,37.398368731325206,0.651639344262295,0,0.8450702491403451
Tyreek Hill,WR,Miami Dolphins,MIN,15.074140421831622,29,6.602260972365893,80.54459829038866,0.6396588486140724,1,0.5197979455804007
Dallas Goedert,TE,Philadelphia Eagles,DAL,10.02460280846907,18,4.149064208027384,61.602401959808,0.2983050847457627,0,0.5569223782482816
Stefon Diggs,WR,Buffalo Bills,KC,13.263179650551457,30,5.956626506024096,71.96631103421761,0.5147058823529411,0,0.4421059883517152
Kyle Pitts,TE,Atlanta Falcons,SF,8.504231675095461,13,4.093883128365887,60.48199201821609,0.06818181818181818,0,0.6541716673150355
Mike Williams,WR,Los Angeles Chargers,DEN,11.429200717058794,21,4.33874608607005,65.09403225806452,0.45840407470288624,0,0.544247653193276
Zach Ertz,TE,Arizona Cardinals,SEA,8.922831627293515,22,4.707469879518072,48.25506943944736,0.2905982905982906,0,0.40558325578606885
Mike Gesicki,TE,Miami Dolphins,MIN,9.038854378893694,11,4.848597359735973,56.62174746644755,0.15873015873015872,0,0.8217140344448812
Tyler Lockett,WR,Seattle Seahawks,ARI,13.004266590855133,21,4.865258487654321,75.71637347027972,0.5,0,0.6192507900407206
Pat Freiermuth,TE,Pittsburgh Steelers,TB,8.772844785824123,20,4.309597523219814,36.188088007207,0.5232646834477497,1,0.43864223929120616
Diontae Johnson,WR,Pittsburgh Steelers,TB,14.345354563821331,17,7.0656546489563565,77.71854027561946,0.5497896213183731,2,0.8438443861071372
Noah Fant,TE,Seattle Seahawks,ARI,8.083455076944661,11,4.532021604938272,43.17444274475525,0.25,0,0.7348595524495146
Tyler Higbee,TE,Los Angeles Rams,CAR,6.674705040540663,21,3.7211001642036123,31.800086169754415,0.27235772357723576,0,0.317843097168603
CeeDee Lamb,WR,Dallas Cowboys,PHI,10.935008565942992,21,4.976148279426969,64.40377049180327,0.3344262295081967,0,0.5207146936163329
Keenan Allen,WR,Los Angeles Chargers,DEN,10.96943057267534,21,5.8623024830699775,62.61963541666667,0.29605263157894735,0,0.5223538367940638
Michael Pittman Jr,WR,Indianapolis Colts,JAX,11.651312645348616,20,5.599854756717502,68.51385266989865,0.33333333333333337,0,0.5825656322674309
Tee Higgins,WR,Cincinnati Bengals,NO,11.726198769203629,22,5.182477678571429,72.77817072775056,0.3333333333333333,1,0.5330090349638014
Tyler Conklin,TE,New York Jets,GB,6.9831574114246004,13,3.810881928528987,36.86807356251016,0.2318181818181818,0,0.5371659547249693
Chris Godwin,WR,Tampa Bay Buccaneers,PIT,11.089970476284696,22,6.025406504065041,66.93546294019617,0.2782392026578073,2,0.5040895671038498
David Njoku,TE,Cleveland Browns,NE,5.998476107821117,17,2.4368644067796614,31.529252603634884,0.2711864406779661,0,0.3528515357541833
Jaylen Waddle,WR,Miami Dolphins,MIN,12.69908556785512,25,6.475866336633663,69.07580970966859,0.4464285714285714,1,0.5079634227142048
Gerald Everett,TE,Los Angeles Chargers,DEN,5.492512659912027,17,2.9806344303195913,29.532573099415202,0.22160664819944598,2,0.3230889799948251
Cole Kmet,TE,Chicago Bears,WAS,6.1774212902896455,11,3.8908575478384124,42.3199251637044,0,0,0.5615837536626951
Darnell Mooney,WR,Chicago Bears,WAS,12.687291209885235,16,5.495088044485635,76.32054879950108,0.38461538461538464,0,0.7929557006178272
Evan Engram,TE,Jacksonville Jaguars,IND,6.944114021764301,13,3.357729503814939,30.89810673365603,0.38596491228070173,1,0.5341626170587924
Terry McLaurin,WR,Washington Football Team,CHI,10.344496785323065,17,4.2622273628552545,60.28509154315606,0.3641456582633053,0,0.6084998109013567
