player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Josh Allen,QB,MIA,24.212938820843213,40,Home,13,0.6053234705210804
Justin Herbert,QB,TEN,18.508663674143392,36,Home,13,0.5141295465039831
Tom Brady,QB,CIN,16.28341729956375,24,Home,13,0.6784757208151563
Patrick Mahomes,QB,HOU,22.023948654979808,35,Away,13,0.6292556758565659
Aaron Rodgers,QB,LAR,15.090105465504907,24,Home,13,0.6287543943960378
Matthew Stafford,QB,GB,12.518366406584505,20,Away,9,0.6259183203292252
Dak Prescott,QB,JAX,16.066500991565317,31,Away,8,0.5182742255343651
Joe Burrow,QB,TB,20.464777507059495,35,Away,13,0.5847079287731284
Jalen Hurts,QB,CHI,22.86674363407391,40,Away,13,0.5716685908518477
Kyler Murray,QB,DEN,16.291291183754492,29,Away,11,0.5617686615087756
Kirk Cousins,QB,IND,16.611960678018995,27,Home,13,0.6152578028895924
Ryan Tannehill,QB,LAC,13.86337877362257,23,Away,11,0.6027555988531552
Carson Wentz,QB,NYG,15.147200870982303,20,Home,6,0.7573600435491151
Derek Carr,QB,NE,15.239055830324828,27,Home,13,0.5644094751972158
Russell Wilson,QB,ARI,15.486282768203209,22,Home,12,0.7039219440092368
Lamar Jackson,QB,CLE,19.00684570894274,29,Away,12,0.6554084727221635
Jimmy Garoppolo,QB,SEA,14.76627959063301,20,Away,10.75,0.7383139795316505
Mac Jones,QB,LV,11.871116967142084,22,Away,10,0.5395962257791856
Matt Ryan,QB,MIN,12.788770234844293,24,Away,11,0.5328654264518455
Taylor Heinicke,QB,NYG,14.26503623076092,21,Home,7,0.6792874395600438
Teddy Bridgewater,QB,BUF,8.87044455265166,20,Away,3.25,0.44352222763258303
Trevor Lawrence,QB,DAL,17.45497676857771,28,Home,13,0.6233920274492039
Jared Goff,QB,NYJ,14.746274777754012,25,Away,13,0.5898509911101605
Tua Tagovailoa,QB,BUF,16.649026018938667,33,Away,11,0.5045159399678384
Baker Mayfield,QB,GB,10.991125968857204,21,Away,7.5,0.5233869508979622
Daniel Jones,QB,WAS,16.524685272442095,27,Away,13,0.6120253804608183
Sam Darnold,QB,PIT,13.425218436132884,24,Home,2,0.5593841015055369
Davis Mills,QB,KC,13.043626505722003,21,Home,11,0.6211250717010477
Zach Wilson,QB,DET,12.877323811576243,20,Home,7,0.6438661905788121
Justin Fields,QB,PHI,19.119519370834627,36,Home,12,0.5310977603009619
Jameis Winston,QB,ATL,14.518667961138105,22,Home,3,0.6599394527790048
Andy Dalton,QB,ATL,14.880931400546658,23,Home,10,0.6469970174150721
Tyler Huntley,QB,CLE,9.158426628131737,23,Away,2.5,0.3981924620926842
Tyrod Taylor,QB,WAS,6.16305389121658,20,Away,1.5,0.308152694560829
Jacoby Brissett,QB,BAL,13.854491647204144,20,Home,12.5,0.6927245823602072
Trey Lance,QB,SEA,7.250818922544141,20,Away,2,0.36254094612720705
Geno Smith,QB,SF,18.219215588459363,28,Home,14,0.6506862710164059
Drew Lock,QB,SF,2.4777829413858665,20,Home,0,0.12388914706929333
Josh Johnson,QB,SEA,2.9530107472275358,20,Away,0.75,0.1476505373613768
Mike White,QB,DET,18.078400334751112,34,Home,3,0.5317176569044445
Colt McCoy,QB,DEN,9.61421632603275,20,Away,2.75,0.4807108163016375
Case Keenum,QB,MIA,3.0373295129350524,20,Home,1.5,0.15186647564675262
Tim Boyle,QB,PHI,2.2039900639608234,20,Home,0,0.11019950319804117
Cooper Rush,QB,JAX,8.58048358536768,20,Away,7.25,0.42902417926838404
Joe Flacco,QB,DET,14.427209516064686,23,Home,3.75,0.6272699789593341
Jordan Love,QB,LAR,6.010297261007006,20,Home,2.25,0.3005148630503503
Mason Rudolph,QB,CAR,2.5514145499584346,20,Away,0,0.12757072749792173
Nick Foles,QB,MIN,3.0581474930245487,20,Away,0,0.15290737465122745
Marcus Mariota,QB,NO,13.750070290553252,20,Away,13,0.6875035145276626
Brandon Allen,QB,TB,2.6928355355963216,20,Away,0.75,0.1346417767798161
Brian Hoyer,QB,LV,3.3368459406605226,20,Away,1,0.16684229703302614
Nick Mullens,QB,IND,3.541233139411765,20,Home,1.5,0.17706165697058823
Kyle Allen,QB,KC,7.683517977656876,20,Home,2,0.38417589888284376
Chad Henne,QB,HOU,2.1481710599999997,20,Away,1.5,0.10740855299999999
Ian Book,QB,CHI,2.036740669067273,20,Away,0,0.10183703345336366
Blaine Gabbert,QB,CIN,2.0715109615986487,20,Home,0,0.10357554807993244
C J Beathard,QB,DAL,2.342180738642534,20,Home,1.5,0.11710903693212671
Sam Ehlinger,QB,MIN,7.828945428434974,20,Away,2,0.3914472714217487
Kellen Mond,QB,BAL,2.4748932988235293,20,Home,0,0.12374466494117646
Brett Rypien,QB,ARI,5.611081529256154,20,Home,1.75,0.2805540764628077
Chase Daniel,QB,TEN,3.0905454324671244,20,Home,1.5,0.15452727162335622
Logan Woodside,QB,NO,1.8756069449677704,20,Away,0,0.09378034724838852
John Wolford,QB,GB,5.704182541533586,20,Away,3,0.28520912707667934
Kenny Pickett,QB,CAR,10.709332216163457,23,Away,9.75,0.46562313983319376
Mitch Trubisky,QB,CAR,9.712895958716814,20,Away,5.5,0.4856447979358407
Bailey Zappe,QB,LV,10.977145199999999,20,Away,3.5,0.5488572599999999
Brock Purdy,QB,SEA,7.919156699999999,26,Away,5,0.30458294999999996
Deshaun Watson,QB,BAL,10.40826048923077,26,Home,2,0.4003177111242604
Skylar Thompson,QB,BUF,2.589933926726058,20,Away,4,0.1294966963363029
Bryce Perkins,QB,GB,5.454943190592334,20,Away,3.25,0.2727471595296167
Malik Willis,QB,LAC,3.0818868683168317,20,Away,5,0.15409434341584158
Jarrett Stidham,QB,NE,2.6173287,20,Home,2.25,0.130866435
Trace McSorley,QB,DEN,2.672969626763937,20,Away,2.25,0.13364848133819685
Jeff Driskel,QB,KC,5.591826827919911,20,Home,2.25,0.2795913413959955
PJ Walker,QB,PIT,1.91233224,20,Home,0,0.095616612
Matt Corral,QB,PIT,1.91233224,20,Home,0,0.095616612
Gardner Minshew,QB,CHI,1.36403136,20,Away,0,0.068201568
Shane Buechele,QB,HOU,1.24813872,20,Away,0,0.062406936
Will Grier,QB,JAX,1.7313026399999996,20,Away,0,0.08656513199999998
Nate Sudfeld,QB,NYJ,1.17310032,20,Away,0,0.058655016000000004
Easton Stick,QB,TEN,2.12694984,20,Home,0,0.106347492
Kyle Trask,QB,CIN,1.39546152,20,Home,0,0.069773076
Desmond Ridder,QB,NO,1.35986256,21,Away,0,0.06475536
Sam Howell,QB,NYG,1.51618392,20,Home,0,0.075809196
