player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Jonathan Taylor,RB,MIN,14.453725124170449,25,Away,10,0.578149004966818
Austin Ekeler,RB,TEN,18.939222720522807,36,Home,13,0.5260895200145224
Joe Mixon,RB,TB,14.588141450924716,26,Away,11,0.5610823634971045
Najee Harris,RB,CAR,11.540721079763564,20,Away,13,0.5770360539881783
James Conner,RB,DEN,11.438875317810766,19,Away,10,0.6020460693584614
Ezekiel Elliott,RB,JAX,11.18086523754002,20,Away,10.75,0.559043261877001
Nick Chubb,RB,BAL,14.453230187587737,32,Home,13,0.4516634433621168
Damien Harris,RB,LV,7.374399575560628,15,Away,8.75,0.4916266383707085
Alvin Kamara,RB,ATL,14.106684342353487,19,Home,10.75,0.7424570706501835
Antonio Gibson,RB,NYG,12.093849626864566,16,Home,11.25,0.7558656016790354
Leonard Fournette,RB,CIN,14.879093634499487,14,Home,11.25,1.062792402464249
Cordarrelle Patterson,RB,NO,10.178712602210059,17,Away,8.75,0.5987478001300035
Aaron Jones,RB,LAR,11.977282238870595,21,Home,13,0.5703467732795522
Derrick Henry,RB,LAC,17.823887364105826,40,Away,13,0.44559718410264565
Dalvin Cook,RB,IND,14.996832332861906,29,Home,13,0.5171321494090313
Josh Jacobs,RB,NE,16.768486101543864,36,Home,13,0.46579128059844066
Devin Singletary,RB,MIA,10.169324308022139,15,Home,13,0.6779549538681426
David Montgomery,RB,PHI,10.592032519069507,20,Home,12,0.5296016259534754
AJ Dillon,RB,LAR,8.770167843092533,16,Home,10.5,0.5481354901932833
D Andre Swift,RB,NYJ,10.660048929590387,18,Away,9,0.5922249405327993
Tony Pollard,RB,JAX,13.787467440976217,28,Away,10.75,0.4924095514634363
Michael Carter,RB,DET,8.954953748456285,14,Home,11.25,0.6396395534611632
Chuba Hubbard,RB,PIT,4.702149975175215,16,Home,8.5,0.2938843734484509
Saquon Barkley,RB,WAS,13.031401694127743,31,Away,13,0.4203677965847659
Rhamondre Stevenson,RB,LV,11.61643471156047,26,Away,11,0.44678595044463343
Alexander Mattison,RB,IND,4.957054455808658,13,Home,9.75,0.3813118812160506
Jamaal Williams,RB,NYJ,11.122533942209474,27,Away,11.5,0.41194570156331384
Latavius Murray,RB,ARI,11.518800344405362,14,Home,7.5,0.8227714531718116
Miles Sanders,RB,CHI,12.603657914796027,26,Away,12.5,0.48475607364600104
Christian McCaffrey,RB,SEA,17.46409549538402,38,Away,13.75,0.4595814604048426
Kenneth Gainwell,RB,CHI,4.408823226921632,15,Away,9.75,0.2939215484614421
Kareem Hunt,RB,BAL,7.856051183740872,13,Home,9.75,0.6043116295185287
Boston Scott,RB,CHI,2.8965649660016166,13,Away,8.75,0.22281268969243204
