player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Josh Allen,QB,BUF,KC,Away,25.890827072164942,41,0.6314835871259742,25.072610103092774,0.6115270756851896,27.8,4 out of 5 stars,A+
Justin Herbert,QB,LAC,DEN,Home,16.082696891129032,32,0.5025842778477823,14.703852701612904,0.45949539692540325,19.3,2 out of 5 stars,B+
Tom Brady,QB,TB,PIT,Away,18.421094,28,0.6578962142857143,17.74442,0.6337292857142858,20,3 out of 5 stars,B+
Aaron Rodgers,QB,GB,NYJ,Home,14.7184701810089,27,0.5451285252225518,13.569243115727003,0.5025645598417409,17.4,4 out of 5 stars,B-
Matthew Stafford,QB,LAR,CAR,Home,13.635213749999998,25,0.5454085499999999,12.1931625,0.4877265,17,2 out of 5 stars,C+
Dak Prescott,QB,DAL,PHI,Away,6.443234,28,0.2301155,8.60462,0.3073078571428572,1.4,2 out of 5 stars,F
Joe Burrow,QB,CIN,NO,Away,17.167326851851854,32,0.5364789641203704,16.553324074074077,0.5172913773148149,18.6,4 out of 5 stars,B
Jalen Hurts,QB,PHI,DAL,Home,21.38473395,37,0.5779657824324325,20.521048500000003,0.5546229324324325,23.4,2 out of 5 stars,A
Kyler Murray,QB,ARI,SEA,Away,20.745102910839158,36,0.5762528586344211,20.67871844405594,0.5744088456682205,20.9,5 out of 5 stars,A
Kirk Cousins,QB,MIN,MIA,Away,16.943816666011788,29,0.584269540207303,16.619738094302555,0.5730944170449157,17.7,3 out of 5 stars,B-
Carson Wentz,QB,WAS,CHI,Away,12.729034445026176,25,0.5091613778010471,11.584334921465969,0.4633733968586387,15.4,3 out of 5 stars,C
Russell Wilson,QB,DEN,LAC,Away,17.17101846003552,27,0.6359636466679822,17.415740657193602,0.6450274317479112,16.6,3 out of 5 stars,C+
Lamar Jackson,QB,BAL,NYG,Away,22.743689300138318,39,0.5831715205163671,21.905270428769025,0.5616736007376673,24.7,3 out of 5 stars,A
Jimmy Garoppolo,QB,SF,ATL,Away,15.406454899135447,24,0.6419356207973103,15.28064985590778,0.6366937439961575,15.7,4 out of 5 stars,C
Mac Jones,QB,NE,CLE,Away,10.935035076086955,20,0.5467517538043477,14.250050108695651,0.7125025054347827,3.2,5 out of 5 stars,F
Matt Ryan,QB,IND,JAX,Home,10.202969199124727,21,0.48585567614879654,8.575670284463895,0.40836525164113785,14,2 out of 5 stars,D
Taylor Heinicke,QB,WAS,CHI,Away,3.5894069999999996,20,0.17947034999999997,4.74201,0.2371005,0.9,3 out of 5 stars,F
Teddy Bridgewater,QB,MIA,MIN,Home,9.360061,23,0.4069591739130435,8.957230000000001,0.3894447826086957,10.3,2 out of 5 stars,F
Trevor Lawrence,QB,JAC,IND,Away,14.288576859618715,25,0.5715430743847486,13.42653837088388,0.5370615348353551,16.3,4 out of 5 stars,C
Baker Mayfield,QB,CAR,LAR,Away,7.739917884187082,21,0.368567518294623,10.62845412026726,0.5061168628698695,1,3 out of 5 stars,F
Daniel Jones,QB,NYG,BAL,Home,18.522647530726257,31,0.5975047590556857,19.603782186751797,0.6323800705403806,16,3 out of 5 stars,C
Zach Wilson,QB,NYJ,GB,Away,13.611694149484535,23,0.5918127891080233,13.01670592783505,0.5659437359928282,15,3 out of 5 stars,D+
Justin Fields,QB,CHI,WAS,Home,15.078323078905786,21,0.7180153847097993,14.983318684151124,0.7134913659119583,15.3,4 out of 5 stars,C-
Jameis Winston,QB,NO,CIN,Home,11.470894767621145,24,0.47795394865088103,11.715563953744493,0.4881484980726871,10.9,2 out of 5 stars,F
Andy Dalton,QB,NO,CIN,Home,11.940615350220263,20,0.5970307675110131,11.572307643171806,0.5786153821585903,12.8,2 out of 5 stars,F
Jacoby Brissett,QB,CLE,NE,Home,15.74825931392931,22,0.7158299688149686,16.197513305613302,0.7362506048006047,14.7,4 out of 5 stars,D
Geno Smith,QB,SEA,ARI,Home,19.166625467213116,28,0.6845223381147542,19.580893524590167,0.6993176258782202,18.2,4 out of 5 stars,B
Cooper Rush,QB,DAL,PHI,Away,11.084651999999998,20,0.5542326,10.09236,0.504618,13.4,2 out of 5 stars,F
Marcus Mariota,QB,ATL,SF,Home,11.572955540704736,20,0.5786477770352368,10.361365058149625,0.5180682529074813,14.4,1 out of 5 stars,D
Brett Rypien,QB,DEN,LAC,Away,6.184678,20,0.3092339,8.44954,0.4224770000000001,0.9,3 out of 5 stars,F
Mitch Trubisky,QB,PIT,TB,Home,9.34127457731377,20,0.46706372886568853,12.87324939616253,0.6436624698081265,1.1,2 out of 5 stars,F
Kenny Pickett,QB,PIT,TB,Home,14.823221265237017,25,0.5929288506094806,15.347458950338597,0.6138983580135439,13.6,2 out of 5 stars,D-
Bailey Zappe,QB,NE,CLE,Away,9.993888373188405,20,0.4996944186594202,9.00555481884058,0.450277740942029,12.3,5 out of 5 stars,F
Skylar Thompson,QB,MIA,MIN,Home,10.413845999999998,20,0.5206922999999999,9.219779999999998,0.4609889999999999,13.2,2 out of 5 stars,F
