player,Position_yah,Opponent_yah,expected_points,Salary_yah,ex_ppd
Josh Allen,QB,MIA,23.333497628576836,38,0.6140394112783378
Justin Herbert,QB,JAX,20.017435248322066,40,0.5004358812080516
Tom Brady,QB,GB,16.781919023829627,27,0.6215525564381343
Patrick Mahomes,QB,IND,20.219606624156643,39,0.5184514519014524
Aaron Rodgers,QB,TB,15.964511065660723,27,0.5912781876170639
Matthew Stafford,QB,ARI,17.83875782041872,34,0.5246693476593741
Dak Prescott,QB,NYG,15.471764376543756,20,0.7735882188271879
Joe Burrow,QB,NYJ,18.161263078296606,33,0.5503413054029275
Jalen Hurts,QB,WAS,23.571603601597882,34,0.693282458870526
Kyler Murray,QB,LAR,20.20199113747461,35,0.5771997467849889
Kirk Cousins,QB,DET,17.59775147326321,34,0.517580925684212
Ryan Tannehill,QB,LV,16.402723306572096,24,0.683446804440504
Carson Wentz,QB,PHI,17.040148195010463,28,0.6085767212503737
Derek Carr,QB,TEN,15.916380275974024,29,0.5488406991715181
Russell Wilson,QB,SF,15.293527738873328,27,0.5664269532916048
Lamar Jackson,QB,NE,20.157434073742373,38,0.530458791414273
Jimmy Garoppolo,QB,DEN,14.373721382183062,24,0.5989050575909609
Mac Jones,QB,BAL,16.912307223523236,20,0.8456153611761618
Matt Ryan,QB,KC,13.358558342306141,23,0.5808068844480931
Taylor Heinicke,QB,PHI,13.138026010842264,20,0.6569013005421132
Teddy Bridgewater,QB,BUF,10.23924587334934,20,0.511962293667467
Trevor Lawrence,QB,LAC,15.592811821180883,22,0.7087641736900401
Jared Goff,QB,MIN,15.458212146929032,20,0.7729106073464516
Tua Tagovailoa,QB,BUF,14.279874218561595,27,0.5288842303170961
Baker Mayfield,QB,NO,12.712813248866322,23,0.5527310108202749
Daniel Jones,QB,DAL,15.819995631422364,24,0.6591664846425985
Sam Darnold,QB,NO,12.038250789871704,20,0.6019125394935851
Davis Mills,QB,CHI,13.224983698188135,22,0.6011356226449153
Zach Wilson,QB,CIN,12.64925060870179,20,0.6324625304350895
Justin Fields,QB,HOU,15.801165326352082,24,0.6583818885980034
Jameis Winston,QB,CAR,15.277804818366501,27,0.5658446229024631
Trevor Siemian,QB,HOU,14.4536927386145,20,0.7226846369307249
Andy Dalton,QB,CAR,10.42916169823027,20,0.5214580849115136
Tyler Huntley,QB,NE,12.580523824122633,20,0.6290261912061317
Tyrod Taylor,QB,DAL,14.466209936344207,20,0.7233104968172104
Jacoby Brissett,QB,PIT,12.962847157248692,21,0.6172784360594615
Trey Lance,QB,DEN,12.865014879816622,20,0.643250743990831
Geno Smith,QB,ATL,16.688269287168417,25,0.6675307714867367
Drew Lock,QB,ATL,13.48824193721204,20,0.674412096860602
Mike White,QB,CIN,11.39623106437536,21,0.54267766973216
Colt McCoy,QB,LAR,9.997809080643604,20,0.4998904540321802
Gardner Minshew II,QB,WAS,12.853645758856029,20,0.6426822879428015
Case Keenum,QB,MIA,9.774792273438031,20,0.48873961367190155
Cooper Rush,QB,NYG,10.829401782475427,21,0.5156857991654965
Joe Flacco,QB,CIN,15.617998256899417,23,0.6790434024738877
Jordan Love,QB,TB,8.959391689750692,20,0.4479695844875346
Mason Rudolph,QB,CLE,12.581827356842926,20,0.6290913678421463
Nick Foles,QB,KC,14.157832792959702,20,0.7078916396479851
Marcus Mariota,QB,SEA,12.331653439960228,24,0.5138188933316762
Brandon Allen,QB,NYJ,9.444142279789432,20,0.47220711398947157
P J Walker,QB,NO,7.524288121926295,20,0.37621440609631474
Brian Hoyer,QB,BAL,11.928403777540769,20,0.5964201888770384
Nick Mullens,QB,DET,11.977823529411765,20,0.5988911764705882
Kyle Allen,QB,CHI,9.544740547695874,20,0.4772370273847937
Chad Henne,QB,IND,8.866607843137254,20,0.4433303921568627
Ian Book,QB,WAS,10.187645758856029,20,0.5093822879428014
Blaine Gabbert,QB,GB,7.26436133001845,20,0.3632180665009225
C J Beathard,QB,LAC,8.384270822859058,20,0.4192135411429529
Sam Ehlinger,QB,KC,9.007651690597498,20,0.4503825845298749
Kellen Mond,QB,PIT,7.594627450980391,20,0.37973137254901956
Brett Rypien,QB,SF,6.404411764705882,20,0.3202205882352941
Chase Daniel,QB,JAX,7.573069450681035,20,0.37865347253405174
John Wolford,QB,ARI,9.070755529147684,20,0.4535377764573842
Trace McSorley,QB,LAR,3.518317073170732,20,0.1759158536585366
Malik Willis,QB,LV,2.8268150289017338,20,0.14134075144508668
Kyle Trask,QB,GB,1.551,20,0.07755
Bailey Zappe,QB,BAL,4.3740000000000006,20,0.21870000000000003
Shane Buechele,QB,IND,2.5709999999999997,20,0.12855
Mitch Trubisky,QB,CLE,2.442,20,0.12210000000000001
Kenny Pickett,QB,CLE,2.442,20,0.12210000000000001
Joshua Dobbs,QB,PIT,2.5140000000000002,20,0.1257
Matt Corral,QB,NO,1.509,20,0.07544999999999999
Skylar Thompson,QB,BUF,1.194,20,0.059699999999999996
Nate Sudfeld,QB,MIN,1.9500000000000002,20,0.0975
Jarrett Stidham,QB,TEN,3.207,20,0.16035
Sam Howell,QB,PHI,2.1209999999999996,20,0.10604999999999998
Easton Stick,QB,JAX,2.6069999999999998,20,0.13035
Bryce Perkins,QB,ARI,3.912,20,0.1956
Desmond Ridder,QB,SEA,2.142,20,0.1071
Brock Purdy,QB,DEN,1.593,20,0.07965
