player,pos,age,g_number,week,team,opp,home_away,yds_rec,tgt_rec,yds_2_rec,tgt_2_rec,rec_rec,yds_3_rec,y_r_rec,td_rec,ctch_percent_rec,y_tgt_rec,yds_rus,att_rus,yds_2_rus,att_2_rus,yds_3_rus,y_a_rus,td_rus,att_pas,cmp_pas,att_2_pas,inc_pas,cmp_percent_pas,yds_pas,td_pas,int_pas,pick6_pas,td_percent_pas,int_percent_pas,rate_3_pas,sk_pas,yds_2_pas,sk_percent_pas,y_a_pas,ay_a_pas,any_a_pas,y_c_pas,points
Tutu Atwell,WR,23-044,10,11,LAR,NOR,away,62,1,62,1,1,62,62,1,100,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7
Donovan Peoples Jones,WR,23-274,10,11,CLE,BUF,away,61,6,61,6,5,61,12.2,1,83.3,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.600000000000001
A J Brown,WR,25-143,10,11,PHI,IND,away,60,7,60,7,5,60,12,0,71.4,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
Kendall Hinton,WR,25-274,10,11,DEN,LVR,home,57,3,57,3,3,57,19,0,100,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
Allen Lazard,WR,26-341,11,11,GNB,TEN,home,57,11,57,11,5,57,11.4,0,45.5,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2
Deebo Samuel,WR,26-310,10,11,SFO,ARI,away,57,9,57,9,7,57,8.1,0,77.8,6.3,37,3,37,3,37,12.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9
Rhamondre Stevenson,RB,24-270,10,11,NWE,NYJ,home,56,6,56,6,6,56,9.3,0,100,9.3,26,15,26,15,26,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.200000000000001
Terry McLaurin,WR,27-066,11,11,WAS,HOU,away,55,7,55,7,4,55,13.8,0,57.1,7.9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
David Montgomery,RB,25-166,11,11,CHI,ATL,away,54,4,54,4,3,54,18,0,75,13.5,67,17,67,17,67,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6
Mack Hollins,WR,29-065,10,11,LVR,DEN,away,52,9,52,9,6,52,8.7,0,66.7,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2
Jakobi Meyers,WR,26-011,10,11,NWE,NYJ,home,52,6,52,6,4,52,13,0,66.7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
Samaje Perine,RB,27-065,10,11,CIN,PIT,away,52,4,52,4,4,52,13,3,100,13,30,11,30,11,30,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2
Jody Fortson,TE,26-348,10,11,KAN,LAC,away,51,2,51,2,2,51,25.5,0,100,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1000000000000005
Josh Jacobs,RB,24-282,10,11,LVR,DEN,away,51,4,51,4,3,51,17,0,75,12.8,109,24,109,24,109,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5
A J Green,WR,34-113,11,11,ARI,SFO,home,50,9,50,9,5,50,10,0,55.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
Nick Chubb,RB,26-328,10,11,CLE,BUF,away,48,3,48,3,3,48,16,0,100,16,19,14,19,14,19,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.200000000000001
Nico Collins,WR,23-246,10,11,HOU,WAS,home,48,7,48,7,5,48,9.6,0,71.4,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.300000000000001
Stefon Diggs,WR,28-356,10,11,BUF,CLE,home,48,5,48,5,4,48,12,1,80,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8
Richie James,WR,27-076,10,11,NYG,DET,home,48,3,48,3,3,48,16,1,100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3
Christian Watson,WR,23-189,11,11,GNB,TEN,home,48,6,48,6,4,48,12,2,66.7,8,3,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1
Juwan Johnson,TE,26-068,11,11,NOR,LAR,home,47,4,47,4,3,47,15.7,1,75,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2
Alvin Kamara,RB,27-118,11,11,NOR,LAR,home,47,5,47,5,4,47,11.8,0,80,9.4,42,12,42,12,42,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
Allen Robinson,WR,29-088,10,11,LAR,NOR,away,47,5,47,5,4,47,11.8,1,80,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7
Derrick Henry,RB,28-317,10,11,TEN,GNB,away,45,2,45,2,2,45,22.5,0,100,22.5,87,28,87,28,87,3.1,1,2,2,2,0,100,4,1,0,0,50,0,118.7,0,0,0,2,12,12,2,24.360000000000003
Tyler Higbee,TE,29-323,10,11,LAR,NOR,away,45,8,45,8,4,45,11.3,0,50,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
CeeDee Lamb,WR,23-226,10,11,DAL,MIN,away,45,5,45,5,5,45,9,0,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Kyle Pitts,TE,22-045,11,11,ATL,CHI,home,43,5,43,5,3,43,14.3,0,60,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
Tyler Boyd,WR,28-005,10,11,CIN,PIT,away,42,7,42,7,2,42,21,0,28.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
Noah Brown,WR,26-318,10,11,DAL,MIN,away,42,2,42,2,2,42,21,0,100,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
Trenton Irwin,WR,26-345,10,11,CIN,PIT,away,42,4,42,4,3,42,14,1,75,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7
Joe Mixon,RB,26-119,10,11,CIN,PIT,away,42,3,42,3,3,42,14,0,100,14,20,7,20,7,20,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Harrison Bryant,TE,24-211,10,11,CLE,BUF,away,41,7,41,7,4,41,10.3,0,57.1,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1000000000000005
Michael Gallup,WR,26-261,10,11,DAL,MIN,away,41,4,41,4,3,41,13.7,0,75,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6000000000000005
Van Jefferson,WR,26-117,10,11,LAR,NOR,away,41,5,41,5,3,41,13.7,0,60,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6000000000000005
Jonnu Smith,TE,27-090,10,11,NWE,NYJ,home,40,4,40,4,4,40,10,0,100,10,5,1,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
Melvin Gordon,RB,29-221,10,11,DEN,LVR,home,39,5,39,5,5,39,7.8,0,100,7.8,31,8,31,8,31,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
Gunner Olszewski,WR,25-359,10,11,PIT,CIN,home,39,3,39,3,2,39,19.5,0,66.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
Austin Hooper,TE,28-019,10,11,TEN,GNB,away,36,4,36,4,4,36,9,2,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6
Cole Kmet,TE,23-255,11,11,CHI,ATL,away,35,4,35,4,3,35,11.7,0,75,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Denzel Mims,WR,25-041,10,11,NYJ,NWE,away,35,6,35,6,2,35,17.5,0,33.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
T J Hockenson,TE,25-140,10,11,MIN,DAL,home,34,9,34,9,5,34,6.8,0,55.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
DeAndre Carter,WR,29-224,10,11,LAC,KAN,home,33,3,33,3,3,33,11,0,100,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000000000001
Justin Jefferson,WR,23-157,10,11,MIN,DAL,home,33,5,33,5,3,33,11,0,60,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000000000001
Jarvis Landry,WR,29-357,11,11,NOR,LAR,home,33,4,33,4,3,33,11,1,75,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8
Foster Moreau,TE,25-198,10,11,LVR,DEN,away,33,3,33,3,1,33,33,0,33.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8000000000000003
Kalif Raymond,WR,28-104,10,11,DET,NYG,away,33,7,33,7,3,33,11,0,42.9,4.7,7,1,7,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.500000000000001
Antonio Gibson,RB,24-150,11,11,WAS,HOU,away,31,3,31,3,3,31,10.3,0,100,10.3,72,18,72,18,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
Chigoziem Okonkwo,TE,23-070,10,11,TEN,GNB,away,31,2,31,2,1,31,31,0,50,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
Quez Watkins,WR,24-164,10,11,PHI,IND,away,31,2,31,2,2,31,15.5,1,100,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
Greg Dulcich,TE,22-239,10,11,DEN,LVR,home,30,5,30,5,4,30,7.5,0,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Damiere Byrd,WR,29-297,11,11,ATL,CHI,home,29,2,29,2,2,29,14.5,0,100,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000000000000004
Kenny Golladay,WR,29-017,10,11,NYG,DET,home,29,2,29,2,2,29,14.5,0,100,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000000000000004
Isaiah Hodgins,WR,24-030,10,11,NYG,DET,home,29,3,29,3,3,29,9.7,0,100,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Darnell Mooney,WR,25-022,11,11,CHI,ATL,away,29,5,29,5,4,29,7.3,1,80,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
Damien Harris,RB,25-282,10,11,NWE,NYJ,home,28,2,28,2,2,28,14,0,100,14,65,8,65,8,65,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3
Hayden Hurst,TE,29-088,10,11,CIN,PIT,away,28,3,28,3,2,28,14,0,66.7,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8000000000000003
Alec Pierce,WR,22-202,11,11,IND,PHI,home,28,8,28,8,3,28,9.3,0,37.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.300000000000001
Nick Westbrook Ikhine,WR,25-241,10,11,TEN,GNB,away,28,2,28,2,2,28,14,0,100,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8000000000000003
Najee Harris,RB,24-256,10,11,PIT,CIN,home,26,6,26,6,4,26,6.5,0,66.7,4.3,90,20,90,20,90,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6
Shi Smith,WR,24-025,11,11,CAR,BAL,away,26,5,26,5,4,26,6.5,0,80,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
Chuba Hubbard,RB,23-162,11,11,CAR,BAL,away,25,3,25,3,2,25,12.5,0,66.7,8.3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Adam Thielen,WR,32-090,10,11,MIN,DAL,home,25,3,25,3,2,25,12.5,0,66.7,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
D J Moore,WR,25-220,11,11,CAR,BAL,away,24,5,24,5,3,24,8,0,60,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000000000000004
Equanimeous St Brown,WR,26-051,11,11,CHI,ATL,away,24,2,24,2,2,24,12,0,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4000000000000004
Ian Thomas,TE,26-167,11,11,CAR,BAL,away,24,4,24,4,3,24,8,0,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000000000000004
Latavius Murray,RB,32-306,10,11,DEN,LVR,home,23,4,23,4,4,23,5.8,0,100,5.8,49,17,49,17,49,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.200000000000001
David Bell,WR,21-341,10,11,CLE,BUF,away,22,5,22,5,4,22,5.5,0,80,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Malik Davis,RB,23-359,10,11,DAL,MIN,away,22,3,22,3,2,22,11,0,66.7,7.3,13,7,13,7,13,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Kareem Hunt,RB,27-106,10,11,CLE,BUF,away,22,2,22,2,2,22,11,0,100,11,32,5,32,5,32,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Dalton Schultz,TE,26-132,10,11,DAL,MIN,away,22,5,22,5,3,22,7.3,0,60,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
Keelan Cole,WR,29-214,10,11,LVR,DEN,away,21,2,21,2,1,21,21,0,50,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Diontae Johnson,WR,26-138,10,11,PIT,CIN,home,21,5,21,5,4,21,5.3,0,80,4.2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.199999999999999
Brandon Aiyuk,WR,24-249,10,11,SFO,ARI,away,20,4,20,4,2,20,10,2,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Lawrence Cager,TE,25-092,10,11,NYG,DET,home,20,3,20,3,2,20,10,0,66.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hunter Henry,TE,27-348,10,11,NWE,NYJ,home,20,1,20,1,1,20,20,0,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Aaron Jones,RB,27-350,11,11,GNB,TEN,home,20,7,20,7,6,20,3.3,0,85.7,2.9,40,12,40,12,40,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Chris Moore,WR,29-157,10,11,HOU,WAS,home,20,7,20,7,5,20,4,0,71.4,2.9,3,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
Brock Wright,TE,23-358,10,11,DET,NYG,away,20,2,20,2,2,20,10,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
DeVante Parker,WR,29-304,10,11,NWE,NYJ,home,19,2,19,2,2,19,9.5,0,100,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000000000000004
Robert Tonyan,TE,28-201,11,11,GNB,TEN,home,19,4,19,4,2,19,9.5,0,50,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000000000000004
Nelson Agholor,WR,29-180,10,11,NWE,NYJ,home,18,3,18,3,2,18,9,0,66.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
Marquez Valdes Scantling,WR,28-041,10,11,KAN,LAC,away,18,4,18,4,1,18,18,0,25,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Austin Ekeler,RB,27-187,10,11,LAC,KAN,home,17,2,17,2,2,17,8.5,0,100,8.5,83,19,83,19,83,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Elijah Moore,WR,22-238,10,11,NYJ,NWE,away,17,4,17,4,2,17,8.5,0,50,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
David Njoku,TE,26-133,10,11,CLE,BUF,away,17,3,17,3,2,17,8.5,0,66.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
K J Osborn,WR,25-163,10,11,MIN,DAL,home,17,3,17,3,2,17,8.5,0,66.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
MyCole Pruitt,TE,30-241,11,11,ATL,CHI,home,17,1,17,1,1,17,17,0,100,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
Cam Sims,WR,26-318,11,11,WAS,HOU,away,17,1,17,1,1,17,17,0,100,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
