Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
1,Josh Allen,BUF,26,QB,6,6,5-1-0,26.7,39.8,66.9,330,2.83,7.1,0.67,1.7,16,98,8.3,9,12.4,330,109.1,75.4,1.5,8.33,3.6,7.78,8.43,0.17,0.33
2,Matt Ryan,IND,37,QB,6,6,3-2-1,28.3,42.2,67.2,294.2,1.33,3.2,1.17,2.8,15.2,44,7,6.4,10.4,294.2,86.2,45.8,3.5,28,7.7,5.83,5.26,0.67,0.5
3,Patrick Mahomes,KAN,27,QB,6,6,4-2-0,25.2,38.2,65.9,289.3,2.83,7.4,0.67,1.7,16,53,7.6,8.3,11.5,289.3,106.1,74.2,1.83,13.5,4.6,6.9,7.56,0,0
4,Justin Herbert,LAC,24,QB,6,6,4-2-0,28.3,42.8,66.1,286,1.67,3.9,0.5,1.2,13,54,6.7,6.9,10.1,286,93.1,59.5,1.17,6,2.7,6.36,6.61,0.33,0.33
5,Kyler Murray,ARI,25,QB,7,7,3-4-0,26.3,40.1,65.5,238.1,1,2.5,0.57,1.4,12,32,5.9,5.8,9.1,238.1,83.7,48.4,2.14,17.4,5.1,5.22,5.08,0.14,0.14
6,Tom Brady,TAM,45,QB,6,6,3-3-0,27.7,41.2,67.2,275.3,1.33,3.2,0.17,0.4,13.8,48,6.7,7.2,10,275.3,95.1,51.8,1.5,10.8,3.5,6.2,6.65,0,0.17
7,Joe Burrow,CIN,26,QB,6,6,3-3-0,25.3,38,66.7,269.3,2,5.3,0.83,2.2,13.3,60,7.1,7.2,10.6,269.3,95.6,51.7,3.5,22.5,8.4,5.95,6.01,0.33,0.33
8,Matthew Stafford,LAR,34,QB,6,6,3-3-0,26.7,37.5,71.1,262.7,1,2.7,1.33,3.6,13.5,75,7,5.9,9.9,262.7,84.6,46.6,3.67,25.3,8.9,5.77,4.79,,
9,Jalen Hurts,PHI,24,QB,6,6,6-0-0,20.5,30.7,66.8,252.3,1,3.3,0.33,1.1,11,54,8.2,8.4,12.3,252.3,98.4,59.7,2.5,13.8,7.5,7.19,7.34,0,0.17
10,Kirk Cousins,MIN,34,QB,6,6,5-1-0,25.2,38,66.2,250.3,1.5,3.9,0.83,2.2,13.7,64,6.6,6.4,9.9,250.3,88.7,51,1.83,14.3,4.6,5.92,5.74,0.5,0.5
11,Geno Smith,SEA,32,QB,6,6,3-3-0,23,31.3,73.4,250.3,1.5,4.8,0.33,1.1,11.2,54,8,8.5,10.9,250.3,108.1,68.4,2.33,18.7,6.9,6.88,7.33,,
12,Carson Wentz,WAS,30,QB,6,6,2-4-0,24,38.7,62.1,248.2,1.67,4.3,1,2.6,11.3,75,6.4,6.1,10.3,248.2,84.1,34.1,3.83,23.3,9,5.29,5.02,0.33,0.33
13,Russell Wilson,DEN,34,QB,6,6,2-4-0,19.3,33,58.6,240.3,0.83,2.5,0.5,1.5,9.67,67,7.3,7.1,12.4,240.3,83.4,35.7,3.33,21.2,9.2,6.03,5.87,0.33,0.33
14,Aaron Rodgers,GNB,39,QB,6,6,3-3-0,23.3,34.8,67,233.8,1.5,4.3,0.5,1.4,11,55,6.7,6.9,10,233.8,94.2,38.4,2.5,20.2,6.7,5.72,5.92,0.17,0.17
15,Trevor Lawrence,JAX,23,QB,6,6,2-4-0,22.2,33.8,65.5,232.8,1.5,4.4,0.67,2,12.5,49,6.9,6.9,10.5,232.8,91.9,55,1.67,11.7,4.7,6.23,6.23,,
16,Jared Goff,DET,28,QB,5,5,1-4-0,22.2,37.2,59.7,271,2.2,5.9,0.8,2.2,11.2,81,7.3,7.5,12.2,271,92.9,57.6,1.4,11.8,3.6,6.72,6.92,,
17,Jacoby Brissett,CLE,30,QB,6,6,2-4-0,20.7,34.3,60.2,221,1,2.9,0.83,2.4,11.7,42,6.4,5.9,10.7,221,78.7,58.2,1.5,8,4.2,5.94,5.46,0.17,0.17
18,Derek Carr,LVR,31,QB,5,5,1-4-0,22.6,36.8,61.4,255.8,1.6,4.3,0.8,2.2,12.4,60,7,6.8,11.3,255.8,87.7,57.1,2.2,15.4,5.6,6.16,6.06,,
19,Lamar Jackson,BAL,25,QB,6,6,3-3-0,18.7,30.2,61.9,212.8,2.17,7.2,1,3.3,9.83,75,7.1,7,11.4,212.8,93.2,64.1,1.83,7.17,5.7,6.43,6.38,0.17,0.17
20,Jimmy Garoppolo,SFO,31,QB,5,4,2-2-0,18.8,29.6,63.5,230.6,1.4,4.7,0.6,2,10.4,57,7.8,7.8,12.3,230.6,94.8,41.1,1.4,8.2,4.5,7.17,7.21,,
21,Marcus Mariota,ATL,29,QB,6,6,3-3-0,14,22.8,61.3,175.8,1,4.4,0.67,2.9,8.67,42,7.7,7.3,12.6,175.8,87.7,59.1,2.33,16.7,9.3,6.32,5.93,0.17,0.17
22,Davis Mills,HOU,24,QB,5,5,1-3-1,20.8,33.2,62.7,209.6,1,3,0.8,2.4,8.8,58,6.3,5.8,10.1,209.6,80.6,31.2,2.4,17.6,6.7,5.39,4.94,0,0.2
23,Tua Tagovailoa,MIA,24,QB,4,4,3-1-0,20,28.8,69.6,258.8,2,7,0.75,2.6,12,60,9,9.2,12.9,258.8,109.9,80,1.5,13.3,5,8.12,8.32,0.5,0.5
24,Daniel Jones,NYG,25,QB,6,6,5-1-0,17.8,26.5,67.3,170.2,0.83,3.1,0.33,1.3,8.33,65,6.4,6.5,9.5,170.2,90.2,54.7,3.17,17.7,10.7,5.14,5.2,0.5,0.67
25,Cooper Rush,DAL,29,QB,6,5,4-1-0,15,26,57.7,170,0.83,3.2,0.5,1.9,8.33,46,6.5,6.3,11.3,170,80.1,61.3,1.17,8.17,4.3,5.96,5.74,0,0.33
26,Ryan Tannehill,TEN,34,QB,5,5,3-2-0,16.4,25.2,65.1,193,1.2,4.8,0.6,2.4,9.4,61,7.7,7.5,11.8,193,94.2,40,2.4,18.8,8.7,6.31,6.2,,
27,Baker Mayfield,CAR,27,QB,5,5,1-4-0,16.8,30.6,54.9,192.4,0.8,2.6,0.8,2.6,6.8,75,6.3,5.6,11.5,192.4,71.9,15.5,3,19.8,8.9,5.14,4.54,,
28,Andy Dalton,NOR,35,QB,4,4,1-3-0,20.8,32.8,63.4,236.5,1.75,5.3,1,3.1,11,64,7.2,6.9,11.4,236.5,90.1,49.9,1,5.5,3,6.84,6.55,0.25,0.25
29,Joe Flacco,NYJ,37,QB,3,3,1-2-0,30.3,51.7,58.7,300.3,1.67,3.2,1,1.9,15.3,66,5.8,5.6,9.9,300.3,77.9,30.2,3,20,5.5,5.13,4.91,0.33,0.33
30,Justin Fields,CHI,23,QB,6,6,2-4-0,10.5,19.2,54.8,144.8,0.67,3.5,0.83,4.3,5.83,56,7.6,6.3,13.8,144.8,72.7,34.3,3.83,22,16.7,5.34,4.29,0.17,0.33
31,Jameis Winston,NOR,28,QB,3,3,1-2-0,24.3,38.3,63.5,286,1.33,3.5,1.67,4.3,11.7,51,7.5,6.2,11.8,286,79.5,33.3,3.67,24.7,8.7,6.22,5.07,0.33,0.33
32,Mitchell Trubisky,PIT,28,QB,5,4,1-3-0,15.6,25.6,60.9,159.4,0.6,2.3,0.4,1.6,8,45,6.2,6,10.2,159.4,80.1,48.4,1.8,10.6,6.6,5.43,5.21,0,0.2
33,Mac Jones,NWE,24,QB,3,3,1-2-0,21.3,32.3,66,262,0.67,2.1,1.67,5.2,10.7,44,8.1,6.2,12.3,262,76.2,33.4,1.67,13,4.9,7.32,5.51,,
34,Bailey Zappe,NWE,23,QB,3,2,2-0-0,17,23.3,72.9,198.7,1.33,5.7,0.33,1.4,9.67,53,8.5,9,11.7,198.7,111.4,34.6,1.67,10.7,6.7,7.52,7.99,,
35,Zach Wilson,NYJ,23,QB,3,3,3-0-0,14,25,56,190.7,0.33,1.3,0.67,2.7,8,79,7.6,6.7,13.6,190.7,73.9,47.6,1.67,12.7,6.3,6.68,5.8,0.33,0.33
36,Teddy Bridgewater,MIA,30,QB,4,1,0-1-0,9.25,15,61.7,130.5,0.75,5,0.75,5,5.75,64,8.7,7.5,14.1,130.5,85.6,52.1,1.5,8.25,9.1,7.41,6.27,,
37,Kenny Pickett,PIT,24,QB,3,2,1-1-0,18.3,27.7,66.3,171.3,0.33,1.2,1.33,4.8,10,29,6.2,4.3,9.3,171.3,67,38.2,1.33,9.67,4.6,5.57,3.74,,
38,Skylar Thompson,MIA,25,QB,2,1,0-1-0,13,23,56.5,127.5,0,0,0.5,2.2,5.5,30,5.5,4.6,9.8,127.5,63.2,37.7,1.5,8,6.1,4.88,3.96,,
39,Trey Lance,SFO,22,QB,2,2,1-1-0,7.5,15.5,48.4,97,0,0,0.5,3.2,3,44,6.3,4.8,12.9,97,55,40.9,1,4.5,6.1,5.61,4.24,,
40,Dak Prescott,DAL,29,QB,1,1,0-1-0,14,29,48.3,134,0,0,1,3.4,6,22,4.6,3.1,9.6,134,47.2,18.9,2,13,6.5,3.9,2.45,,
41,P.J. Walker,CAR,27,QB,2,1,0-1-0,7.5,11,68.2,60,0,0,0,0,3,22,5.5,5.5,8,60,81.6,,2,12,15.4,3.69,3.69,,
42,Taysom Hill,NOR,32,TE,6,2,,0.83,1.17,71.4,14.3,0.17,14.3,0,0,0.83,41,12.3,15.1,17.2,14.3,152.4,98.5,0,0,0,12.29,15.14,,
43,Jordan Love,GNB,24,QB,2,0,,3,4.5,66.7,36.5,0,0,0,0,2,25,8.1,8.1,12.2,36.5,91.4,27.3,0,0,0,8.11,8.11,,
44,Jacob Eason,CAR,25,QB,1,0,,3,5,60,59,0,0,1,20,2,49,11.8,2.8,19.7,59,61.7,1.3,0,0,0,11.8,2.8,,
45,Brian Hoyer,NWE,37,QB,1,1,0-1-0,5,6,83.3,37,0,0,0,0,2,27,6.2,6.2,7.4,37,92.4,28.1,1,8,14.3,4.14,4.14,,
46,Tyler Boyd,CIN,28,WR,6,4,,0.17,0.17,100,3.83,0,0,0,0,0.17,23,23,23,23,3.8,118.7,13.1,0.17,2,50,5.5,5.5,,
47,Justin Jefferson,MIN,23,WR,6,6,,0.17,0.17,100,3.83,0,0,0,0,0.17,23,23,23,23,3.8,118.7,97.6,0,0,0,23,23,,
48,Braden Mann,NYJ,25,P,6,0,,0.17,0.17,100,2.83,0,0,0,0,0.17,17,17,17,17,2.8,118.7,,0,0,0,17,17,,
49,Ryan Wright,MIN,22,P,6,0,,0.17,0.17,100,2.17,0,0,0,0,0.17,13,13,13,13,2.2,118.7,,0,0,0,13,13,,
50,Riley Dixon,LAR,29,P,6,0,,0.17,0.17,100,2,0,0,0,0,0.17,12,12,12,12,2,116.7,,0,0,0,12,12,,
51,Trace McSorley,ARI,27,QB,1,0,,2,4,50,12,0,0,0,0,1,10,3,3,6,12,56.2,48.3,1,8,20,0.8,0.8,,
52,Tyrod Taylor,NYG,33,QB,1,0,,1,3,33.3,11,0,0,1,33.3,1,11,3.7,-11.3,11,11,5.6,1.8,0,0,0,3.67,-11.33,,
53,Case Keenum,BUF,34,QB,2,0,,1,3.5,28.6,4,0,0,0,0,0,5,1.1,1.1,4,4,39.6,3.8,0,0,0,1.14,1.14,,
54,Jack Fox,DET,26,P,5,0,,0.2,0.2,100,1.2,0,0,0,0,0.2,6,6,6,6,1.2,91.7,,0,0,0,6,6,,
55,Malik Willis,TEN,23,QB,1,0,,1,4,25,6,0,0,0,0,0,6,1.5,1.5,6,6,39.6,1.3,0,0,0,1.5,1.5,,
56,Mack Hollins,LVR,29,WR,5,4,,0.2,0.2,100,0.8,0,0,0,0,0,4,4,4,4,0.8,83.3,21,0,0,0,4,4,,
57,Braxton Berrios,NYJ,27,WR,6,0,,0.17,0.17,100,0.33,0.17,100,0,0,0.17,2,2,22,2,0.3,118.7,99.4,0,0,0,2,22,,
58,DeeJay Dallas,SEA,24,RB,6,0,,0,0.17,0,0,0,0,0.17,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
59,Cooper Kupp,LAR,29,WR,6,6,,0,0.17,0,0,0,0,0,0,0,0,0,0,,0,39.6,3,0,0,0,0,0,,
60,Tommy Townsend,KAN,26,P,6,0,,0,0.17,0,0,0,0,0,0,0,0,0,0,,0,39.6,,0,0,0,0,0,,
