player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Jonathan Taylor,RB,PHI,15.437833818375704,24,Home,7,0.6432430757656543
Austin Ekeler,RB,KC,20.167363326350696,38,Home,9,0.5307200875355447
Joe Mixon,RB,PIT,15.598538465850991,28,Away,9,0.5570906594946783
Najee Harris,RB,CIN,11.313882962383266,17,Home,9,0.6655225271990156
James Conner,RB,SF,11.112580591962248,16,Home,7,0.6945362869976405
Ezekiel Elliott,RB,MIN,9.108999351794806,16,Away,7,0.5693124594871753
Nick Chubb,RB,BUF,14.213149010546147,33,Away,9,0.43070148516806506
Damien Harris,RB,NYJ,9.736642269041555,14,Home,6.75,0.6954744477886825
Alvin Kamara,RB,LAR,14.608063570870288,24,Home,7.75,0.6086693154529287
Antonio Gibson,RB,HOU,12.755363793094181,20,Away,9,0.637768189654709
Cordarrelle Patterson,RB,CHI,14.837794388576267,22,Home,5.75,0.6744451994807394
Derrick Henry,RB,GB,17.976773866686855,37,Away,10,0.4858587531536988
Dalvin Cook,RB,DAL,15.846534715782868,25,Home,9,0.6338613886313147
Josh Jacobs,RB,DEN,15.567192601282036,24,Away,9,0.6486330250534181
Devin Singletary,RB,CLE,10.236188620248123,18,Home,9,0.5686771455693402
David Montgomery,RB,ATL,9.365982505378618,18,Away,9,0.5203323614099232
AJ Dillon,RB,TEN,6.963968730465653,13,Home,8.75,0.5356899023435118
D Andre Swift,RB,NYG,11.488703295028289,16,Away,5.5,0.7180439559392681
Elijah Mitchell,RB,ARI,6.3444979367592325,19,Away,1.75,0.3339209440399596
James Robinson,RB,NE,8.382378546945452,14,Away,8,0.598741324781818
Tony Pollard,RB,MIN,12.234299205061149,27,Away,7.5,0.45312219278004257
Michael Carter,RB,NE,8.22852183927573,15,Away,8.5,0.5485681226183821
Chuba Hubbard,RB,BAL,2.907806774169536,12,Away,6.25,0.24231723118079465
Saquon Barkley,RB,DET,19.211041452162515,33,Home,9,0.582152771277652
Rhamondre Stevenson,RB,NYJ,14.967348091599746,23,Home,7.5,0.6507542648521628
Clyde Edwards Helaire,RB,LAC,9.627848112802992,12,Away,8.25,0.802320676066916
Jamaal Williams,RB,NYG,10.856119823878089,26,Away,8,0.41754307014915726
Latavius Murray,RB,LV,11.95876313815088,16,Home,3.75,0.74742269613443
Miles Sanders,RB,IND,9.93802885600167,22,Away,8.75,0.45172858436371227
Christian McCaffrey,RB,ARI,16.292952657215665,40,Away,8.75,0.4073238164303916
Kenneth Gainwell,RB,IND,4.128996711996248,12,Away,6.75,0.34408305933302064
Kareem Hunt,RB,BUF,8.202412940753536,15,Away,6.75,0.546827529383569
D Onta Foreman,RB,BAL,7.0807813159486646,18,Away,8.25,0.3933767397749258
J D McKissic,RB,HOU,6.168731886741206,14,Away,6,0.44062370619580044
Kenyan Drake,RB,CAR,9.829397180192855,20,Home,6.25,0.49146985900964274
Khalil Herbert,RB,ATL,8.721589530228403,16,Away,7.75,0.5450993456392752
Dontrell Hilliard,RB,GB,7.155323034958186,11,Away,7,0.650483912268926
Damien Williams,RB,CHI,0.9097127272830756,11,Home,1,0.08270115702573415
Jerick McKinnon,RB,LAC,4.704467041043186,14,Away,6.75,0.3360333600745133
Eno Benjamin,RB,ARI,8.94044683027934,11,Home,8.25,0.8127678936617582
Deon Jackson,RB,PHI,4.175923378661413,13,Home,7.25,0.32122487528164717
Dameon Pierce,RB,WAS,12.707846073375094,21,Home,9,0.6051355273035759
Tyler Allgeier,RB,CHI,6.845925843587975,16,Home,7.75,0.42787036522424843
Melvin Gordon III,RB,LV,7.149037159004882,15,Home,8,0.4766024772669921
Darrell Henderson Jr,RB,NO,7.067320740209792,16,Away,8.25,0.441707546263112
Caleb Huntley,RB,CHI,4.133039310133756,14,Home,6,0.2952170935809826
Jaylen Warren,RB,CIN,3.7342555820013486,11,Home,6.75,0.3394777801819408
Brian Robinson Jr,RB,HOU,8.440292506006998,17,Away,5.5,0.49648779447099983
Isiah Pacheco,RB,LAC,3.250904872037358,18,Away,7.5,0.18060582622429766
James Cook,RB,CLE,3.4766012424652826,14,Home,6.75,0.24832866017609162
Justice Hill,RB,CAR,2.697699637063258,13,Home,5.25,0.20751535669717372
Cam Akers,RB,NO,3.853765278726251,14,Away,5.75,0.27526894848044653
Gus Edwards,RB,CAR,9.090759890920582,21,Home,1.75,0.43289332813907533
Raheem Blackshear,RB,BAL,2.3231409579981936,12,Away,4.75,0.1935950798331828
Malik Davis,RB,MIN,1.8137425105443372,11,Away,3,0.16488568277675794
Keaontay Ingram,RB,SF,2.044675226577259,11,Home,3.75,0.1858795660524781
Kyren Williams,RB,NO,2.007956365495378,11,Away,1.5,0.18254148777230708
Mark Andrews,TE,CAR,12.627692262415449,29,Home,8,0.4354376642212224
Cooper Kupp,WR,NO,16.512391321635814,38,Away,9,0.43453661372725827
Travis Kelce,TE,LAC,13.04847450203038,32,Away,9,0.4077648281884494
Deebo Samuel,WR,ARI,9.485046798929638,20,Away,7.75,0.47425233994648186
Dalton Schultz,TE,MIN,7.012176321348797,12,Away,7,0.5843480267790664
Ja Marr Chase,WR,PIT,16.20326967562642,33,Away,7,0.49100817198867935
George Kittle,TE,ARI,8.941483892057377,23,Away,7,0.388760169219886
Justin Jefferson,WR,DAL,15.875034026063448,36,Home,9,0.44097316739065134
Davante Adams,WR,DEN,13.271114253780002,29,Away,9,0.4576246294406897
Dawson Knox,TE,CLE,5.929931074884816,13,Home,8,0.456148544221909
Hunter Henry,TE,NYJ,5.441255391166514,11,Home,8.75,0.4946595810151377
Dallas Goedert,TE,IND,9.214127866177291,21,Away,9,0.4387679936274901
Stefon Diggs,WR,CLE,16.116251182276432,35,Home,9,0.46046431949361233
Kyle Pitts,TE,CHI,7.358697747859784,15,Home,9,0.49057984985731895
Mike Williams,WR,KC,11.156097409237699,26,Home,7,0.42908066958606533
Pat Freiermuth,TE,CIN,8.58343862945641,16,Home,7.25,0.5364649143410256
Diontae Johnson,WR,CIN,8.151019203866566,15,Home,9,0.5434012802577711
Tyler Higbee,TE,NO,6.082019144667575,11,Away,9,0.5529108313334159
CeeDee Lamb,WR,MIN,15.269356368733774,24,Away,9,0.6362231820305739
Keenan Allen,WR,KC,4.989027799965918,24,Home,2,0.20787615833191322
T J Hockenson,TE,DAL,9.167900418554078,19,Home,9,0.48252107466074096
Michael Pittman Jr,WR,PHI,9.685197221858045,14,Home,9,0.691799801561289
Tee Higgins,WR,PIT,10.55988452890858,27,Away,8.75,0.39110683440402144
Tyler Conklin,TE,NE,6.491343918934536,13,Away,9,0.49933414761034894
David Njoku,TE,BUF,7.292302256988627,15,Away,7,0.4861534837992418
Brandin Cooks,WR,WAS,8.977226070049612,14,Home,8,0.6412304335749723
Gerald Everett,TE,KC,6.648727581123134,17,Home,8.25,0.39110162241900787
Cole Kmet,TE,ATL,8.60117601578566,14,Away,10,0.6143697154132614
Darnell Mooney,WR,ATL,11.059154628666835,19,Away,10,0.5820607699298335
Amon Ra St Brown,WR,NYG,11.04824869965857,18,Away,8,0.6137915944254762
Terry McLaurin,WR,HOU,10.435909344287529,19,Away,10,0.5492583865414489
Foster Moreau,TE,DEN,4.244360357101244,11,Away,6.75,0.38585094155465854
Marquise Brown,WR,SF,12.776775074361602,18,Home,6,0.7098208374645334
Amari Cooper,WR,BUF,12.055324632261664,20,Away,9,0.6027662316130832
Adam Thielen,WR,DAL,8.421066826861633,17,Home,9,0.49535687216833135
DeVonta Smith,WR,IND,9.21891471145903,14,Away,9,0.6584939079613593
Van Jefferson,WR,NO,3.9699407063149206,15,Away,2.75,0.26466271375432804
A J Brown,WR,IND,13.373609956787117,28,Away,8.75,0.4776289270281113
Juwan Johnson,TE,LAR,6.322614673719003,11,Home,9,0.574783152156273
Tyler Boyd,WR,PIT,10.310436450187353,25,Away,8.5,0.41241745800749413
