player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Brandon Aiyuk,WR,ARI,11.401050135204578,21,Away,9,0.5429071492954561
K J Osborn,WR,DAL,5.093512989827222,12,Home,8.75,0.42445941581893515
Chase Claypool,WR,ATL,8.89351573243216,13,Away,9.5,0.6841165948024739
DeAndre Hopkins,WR,SF,13.503791450863325,30,Home,4,0.45012638169544417
Hayden Hurst,TE,PIT,6.002009422569434,13,Away,9,0.46169303250534105
Jakobi Meyers,WR,NYJ,11.303102442244382,18,Home,6.75,0.6279501356802435
Allen Lazard,WR,TEN,11.46830711450029,21,Home,9,0.5461098625952518
Logan Thomas,TE,HOU,3.9585034151226917,11,Away,6.75,0.3598639468293356
Courtland Sutton,WR,LV,9.563579553182064,15,Home,9,0.6375719702121376
Robert Tonyan,TE,TEN,6.136732863011017,13,Home,9,0.4720563740777705
Mecole Hardman,WR,LAC,6.4850360951135615,14,Away,7.25,0.463216863936683
Jarvis Landry,WR,LAR,6.15629782222625,13,Home,4,0.4735613709404808
Donovan Peoples Jones,WR,BUF,7.309389222512713,12,Away,8.5,0.6091157685427261
Corey Davis,WR,NE,8.276973838272964,15,Away,6.5,0.5517982558848643
Nick Westbrook Ikhine,WR,GB,5.522918379718753,13,Away,9.5,0.424839875362981
Randall Cobb,WR,TEN,6.869420181195738,13,Home,5.5,0.5284169370150568
Laviska Shenault Jr,WR,BAL,5.694543302118076,14,Away,4.75,0.406753093008434
DeVante Parker,WR,NYJ,5.660412065682898,11,Home,7.75,0.5145829150620816
DeAndre Carter,WR,KC,6.135185312297019,17,Home,8.25,0.36089325366453057
Marquez Valdes Scantling,WR,LAC,5.964975141381404,14,Away,8.25,0.4260696529558146
Olamide Zaccheaus,WR,CHI,6.302620308827549,11,Home,9.25,0.5729654826206864
Jauan Jennings,WR,ARI,4.334326213837068,11,Away,6.25,0.3940296558033698
Michael Gallup,WR,MIN,6.174067999676911,13,Away,5.5,0.4749283076674547
Tre Quan Smith,WR,LAR,5.350516397134312,12,Home,6.75,0.4458763664278593
Rondale Moore,WR,SF,8.473834273596948,16,Home,7,0.5296146420998092
Nico Collins,WR,WAS,7.602016171964554,16,Home,6.5,0.4751260107477846
Devin Duvernay,WR,CAR,6.727414574134768,17,Home,9,0.395730269066751
Jerry Jeudy,WR,LV,10.11340542894431,16,Home,9,0.6320878393090194
Mack Hollins,WR,DEN,6.230443231290975,11,Away,8.75,0.5664039301173613
Demarcus Robinson,WR,CAR,3.4891358239547317,11,Home,7,0.3171941658140665
Kadarius Toney,WR,LAC,3.913883797225938,13,Away,3.5,0.3010679844019952
Darius Slayton,WR,DET,8.409354582130074,14,Home,7,0.6006681844378624
Damiere Byrd,WR,CHI,5.228186835736033,11,Home,6,0.4752897123396394
Chris Moore,WR,WAS,5.957603650478861,14,Home,6.5,0.4255431178913472
Isaiah McKenzie,WR,CLE,5.14489909630888,14,Home,7.5,0.3674927925934914
Kendall Hinton,WR,LV,2.9432763787875267,11,Home,5.75,0.2675705798897752
Parris Campbell,WR,PHI,6.7720175525367194,11,Home,9.75,0.61563795932152
Taysom Hill,TE,LAR,0.6190019537194387,11,Home,7.75,0.056272904883585335
Chris Olave,WR,LAR,8.91096874332546,23,Home,8.25,0.3874334236228461
Curtis Samuel,WR,HOU,7.069139230042513,14,Away,9.5,0.504938516431608
JuJu Smith Schuster,WR,LAC,7.232064840450036,22,Away,9,0.3287302200204562
Gabe Davis,WR,CLE,8.823392888249305,19,Home,8,0.4643890993815424
Garrett Wilson,WR,NE,7.692753654290298,15,Away,8,0.5128502436193532
DJ Moore,WR,BAL,9.096426099083637,19,Away,10,0.47875926837282295
Drake London,WR,CHI,7.116342088714856,17,Home,9.5,0.41860835815969744
Joshua Palmer,WR,KC,6.67977410859645,19,Home,8,0.3515670583471816
George Pickens,WR,CIN,5.4827502986668035,16,Home,8,0.3426718936666752
Romeo Doubs,WR,TEN,6.178439475863356,15,Home,8.5,0.41189596505755705
Allen Robinson II,WR,NO,5.033190070200562,14,Away,9,0.3595135764428973
Christian Watson,WR,TEN,7.148815678540402,15,Home,7.25,0.47658771190269344
Terrace Marshall Jr,WR,BAL,5.662891903601783,15,Away,6,0.3775261269067855
Isaiah Likely,TE,CAR,4.221084905894366,14,Home,7,0.3015060647067404
Greg Dulcich,TE,LV,8.414811742929766,16,Home,3.5,0.5259257339331104
Jahan Dotson,WR,HOU,7.251744685876241,16,Away,4.5,0.45323404286726504
Daniel Bellinger,TE,DET,5.849113881020761,15,Home,6.75,0.3899409254013841
Wan Dale Robinson,WR,DET,5.0357565841036145,14,Home,4.25,0.35969689886454387
DJ Chark Jr,WR,NYG,4.9838251638095405,12,Away,3,0.41531876365079506
Tyquan Thornton,WR,NYJ,3.1794011884337565,11,Home,4.25,0.28903647167579605
Samori Toure,WR,TEN,2.4688257692407793,14,Home,4,0.17634469780291281
