player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Josh Allen,QB,CLE,24.43324765474947,40,Home,9,0.6108311913687368
Justin Herbert,QB,KC,18.387064450326058,30,Home,9,0.612902148344202
Patrick Mahomes,QB,LAC,20.321293117149832,39,Away,9,0.5210587978756367
Matthew Stafford,QB,NO,11.983342422244986,25,Away,8,0.47933369688979943
Dak Prescott,QB,MIN,16.504672259249,29,Away,4,0.5691266296292758
Joe Burrow,QB,PIT,19.779392686823492,34,Away,9,0.5817468437301027
Jalen Hurts,QB,IND,19.252529384980306,38,Away,9,0.5066455101310607
Kyler Murray,QB,SF,16.939869378878043,31,Home,9,0.5464473993186466
Kirk Cousins,QB,DAL,15.245577125967417,27,Home,9,0.5646510046654599
Ryan Tannehill,QB,GB,13.658322773424363,21,Away,8,0.6503963225440172
Carson Wentz,QB,HOU,13.257005405125673,23,Away,6,0.5763915393532901
Derek Carr,QB,DEN,11.938852760728306,23,Away,9,0.5190805548142742
Russell Wilson,QB,LV,17.41121504973881,25,Home,8,0.6964486019895524
Lamar Jackson,QB,CAR,21.607183638279796,36,Home,9,0.6001995455077721
Jimmy Garoppolo,QB,ARI,15.8979950737861,27,Away,7.75,0.5888146323624481
Mac Jones,QB,NYJ,12.631999428298789,20,Home,6,0.6315999714149394
Matt Ryan,QB,PHI,12.545841118486809,30,Home,8,0.4181947039495603
Taylor Heinicke,QB,HOU,15.478489072892831,24,Away,4,0.6449370447038679
Jared Goff,QB,NYG,13.199527460701217,26,Away,9,0.507674133103893
Baker Mayfield,QB,BAL,12.738388147440823,20,Away,5.75,0.6369194073720411
Daniel Jones,QB,DET,20.065250314848203,30,Home,9,0.6688416771616068
Sam Darnold,QB,BAL,7.303127039783444,21,Away,0,0.3477679542754021
Davis Mills,QB,WAS,13.939481625262054,22,Home,9,0.6336128011482752
Zach Wilson,QB,NE,12.42102088018359,20,Away,6,0.6210510440091795
Justin Fields,QB,ATL,19.26339855804466,42,Away,10,0.45865234662011095
Jameis Winston,QB,LAR,13.11774769723461,22,Home,3,0.5962612589652095
Trevor Siemian,QB,ATL,7.736667318040159,20,Away,0.75,0.38683336590200795
Andy Dalton,QB,LAR,13.31550962926375,23,Home,7,0.5789352012723369
Tyler Huntley,QB,CAR,7.140420030854947,20,Home,0,0.35702100154274735
Tyrod Taylor,QB,DET,8.63601045338764,20,Home,0.75,0.43180052266938196
Jacoby Brissett,QB,BUF,12.419675640043108,20,Away,9,0.6209837820021554
Trey Lance,QB,ARI,10.895098518343719,20,Away,2,0.544754925917186
Mike White,QB,NE,5.793024758601221,20,Away,0,0.28965123793006103
Colt McCoy,QB,SF,9.077787573338552,20,Home,1,0.45388937866692763
Gardner Minshew II,QB,IND,6.01169818871814,20,Away,0.75,0.300584909435907
Case Keenum,QB,CLE,7.216607124717066,20,Home,1.5,0.3608303562358533
Cooper Rush,QB,MIN,11.436567541430595,20,Away,5.75,0.5718283770715298
Joe Flacco,QB,NE,12.330508881241638,20,Away,3,0.6165254440620819
Jordan Love,QB,TEN,9.057666681758187,20,Home,1.5,0.4528833340879094
Mason Rudolph,QB,CIN,6.1520020972326765,20,Home,0,0.3076001048616338
Nick Foles,QB,PHI,5.976639801204262,20,Home,0,0.2988319900602131
Marcus Mariota,QB,CHI,15.095080275016274,25,Home,10,0.6038032110006509
Brandon Allen,QB,PIT,7.369201191608521,20,Away,0.75,0.36846005958042605
P J Walker,QB,BAL,11.076698549789963,21,Away,5.75,0.527461835704284
Brian Hoyer,QB,NYJ,6.0013347184838794,20,Home,1,0.300066735924194
Nick Mullens,QB,DAL,5.788513905882353,20,Home,0.75,0.28942569529411766
Kyle Allen,QB,WAS,7.10966613670886,20,Home,0,0.355483306835443
Chad Henne,QB,LAC,6.277758114705883,20,Away,1.5,0.3138879057352942
Ian Book,QB,IND,5.268813617289568,20,Away,0,0.26344068086447836
Sam Ehlinger,QB,PHI,9.337304621285744,20,Home,2,0.46686523106428723
Kellen Mond,QB,BUF,4.627495152941177,20,Away,0,0.23137475764705884
Brett Rypien,QB,LV,8.914648483647513,20,Home,1,0.44573242418237563
Chase Daniel,QB,KC,8.382130756546282,20,Home,1.5,0.4191065378273141
John Wolford,QB,NO,5.857073673501709,20,Away,1,0.29285368367508546
Kenny Pickett,QB,CIN,12.4477898839566,20,Home,5.75,0.6223894941978301
Mitch Trubisky,QB,CIN,10.55553111742028,20,Home,4.75,0.527776555871014
Bailey Zappe,QB,NYJ,10.273720500000001,20,Home,3.5,0.513686025
Malik Willis,QB,GB,6.257079539565555,20,Away,4.25,0.31285397697827777
Jarrett Stidham,QB,DEN,4.0956722999999995,20,Away,1.5,0.20478361499999997
Brock Purdy,QB,ARI,6.27638895,20,Away,1.5,0.3138194475
Trace McSorley,QB,SF,5.497773370424403,20,Home,1.5,0.2748886685212201
Bryce Perkins,QB,NO,4.357994754185023,20,Away,0.75,0.21789973770925114
Desmond Ridder,QB,CHI,4.4114184,20,Home,0,0.22057091999999998
Matt Corral,QB,BAL,5.2863472,20,Away,0,0.26431736
Joshua Dobbs,QB,BUF,4.0710648,20,Away,0,0.20355324000000002
Sam Howell,QB,HOU,4.1064996,20,Away,0,0.20532498000000002
Nate Sudfeld,QB,NYG,4.304672,20,Away,0,0.2152336
Shane Buechele,QB,LAC,4.6367092,20,Away,0,0.23183546000000002
Easton Stick,QB,KC,6.4665143999999986,20,Home,0,0.32332571999999993
Will Grier,QB,MIN,5.1957916,20,Away,0,0.25978957999999996
