player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Josh Allen,QB,DET,23.69968758253027,42,Away,10,0.5642782757745303
Justin Herbert,QB,ARI,16.663718071654795,30,Away,10,0.5554572690551598
Tom Brady,QB,CLE,15.317892586084534,26,Away,10,0.5891497148494051
Patrick Mahomes,QB,LAR,24.42060388772804,37,Home,10,0.660016321289947
Aaron Rodgers,QB,PHI,14.073266645416151,23,Away,11,0.6118811584963544
Matthew Stafford,QB,KC,13.140855087878911,23,Away,9,0.5713415255599527
Dak Prescott,QB,NYG,17.39678672842262,29,Home,5,0.5998891975318145
Joe Burrow,QB,TEN,20.78318620514836,35,Away,10,0.5938053201470961
Jalen Hurts,QB,GB,23.05494178989788,35,Home,10,0.6587126225685109
Kyler Murray,QB,LAC,19.05250839565928,31,Home,9,0.6145970450212671
Kirk Cousins,QB,NE,15.414713381351408,30,Home,10,0.5138237793783803
Ryan Tannehill,QB,CIN,14.330880491900805,20,Home,8,0.7165440245950403
Carson Wentz,QB,ATL,15.594156310708271,23,Home,6,0.6780067961177509
Derek Carr,QB,SEA,14.771949152730766,26,Away,10,0.5681518904896449
Russell Wilson,QB,CAR,13.722756509162615,22,Away,9,0.6237616595073916
Lamar Jackson,QB,JAX,20.40185570247307,33,Away,10,0.618238051590093
Jimmy Garoppolo,QB,NO,16.661729403613247,24,Home,8.75,0.694238725150552
Mac Jones,QB,MIN,11.526985165308425,20,Away,7,0.5763492582654213
Matt Ryan,QB,PIT,14.20907300943318,24,Home,9,0.5920447087263825
Taylor Heinicke,QB,ATL,14.68916768900361,23,Home,5,0.6386594647392874
Teddy Bridgewater,QB,HOU,9.760301157900498,20,Home,3.25,0.4880150578950249
Trevor Lawrence,QB,BAL,16.787389090473262,27,Home,10,0.6217551514990097
Jared Goff,QB,BUF,14.361569380142798,22,Home,10,0.652798608188309
Tua Tagovailoa,QB,HOU,19.196326275589705,33,Home,8,0.5817068568360516
Baker Mayfield,QB,DEN,10.589921023267099,20,Home,6.75,0.529496051163355
Daniel Jones,QB,DAL,16.25788141286463,30,Away,10,0.541929380428821
Sam Darnold,QB,DEN,2.43560929645314,20,Home,0,0.121780464822657
Davis Mills,QB,MIA,12.341814274462212,22,Away,10,0.5609915579301006
Zach Wilson,QB,CHI,12.087028781976574,20,Home,7,0.6043514390988287
Justin Fields,QB,NYJ,17.738235703159354,39,Away,11,0.4548265564912655
Jameis Winston,QB,SF,12.806056564226063,22,Away,3,0.5820934801920937
Trevor Siemian,QB,NYJ,2.723433901073865,20,Away,0.75,0.13617169505369325
Andy Dalton,QB,SF,13.558105720538538,20,Away,8,0.6779052860269269
Tyler Huntley,QB,JAX,3.0356875951789544,20,Away,0,0.1517843797589477
Tyrod Taylor,QB,DAL,2.8140486454551397,20,Away,0.75,0.14070243227275697
Jacoby Brissett,QB,TB,15.603757405720092,25,Home,10,0.6241502962288037
Trey Lance,QB,NO,7.276783843722754,20,Home,2,0.3638391921861377
Geno Smith,QB,LV,18.74623528358018,33,Home,10,0.5680677358660661
Drew Lock,QB,LV,3.0590102435707403,20,Home,0,0.152950512178537
Mike White,QB,CHI,2.4490317051639083,20,Home,0,0.12245158525819541
Colt McCoy,QB,LAC,10.047892219052128,20,Home,2,0.5023946109526064
Gardner Minshew II,QB,GB,3.171635709345838,20,Home,0.75,0.1585817854672919
Case Keenum,QB,DET,3.06693354986682,20,Away,1.5,0.15334667749334102
Cooper Rush,QB,NYG,8.995117329367796,20,Home,6.5,0.4497558664683898
Joe Flacco,QB,CHI,14.830903353627043,20,Home,3,0.7415451676813521
Jordan Love,QB,PHI,3.152437460350334,20,Away,1.5,0.15762187301751668
Mason Rudolph,QB,IND,2.495938504226737,20,Away,0,0.12479692521133685
Nick Foles,QB,PIT,3.435299922964336,20,Home,0,0.1717649961482168
Marcus Mariota,QB,WAS,14.231187167836488,30,Away,11,0.4743729055945496
Brandon Allen,QB,TEN,3.090909923975929,20,Away,0.75,0.15454549619879646
P J Walker,QB,DEN,7.971837799722169,20,Home,5.75,0.39859188998610845
Brian Hoyer,QB,MIN,3.343835709350325,20,Away,1,0.16719178546751626
Nick Mullens,QB,NE,3.316525750588235,20,Home,1.5,0.16582628752941175
Kyle Allen,QB,MIA,2.510000828455917,20,Away,0,0.12550004142279586
Chad Henne,QB,LAR,2.4817567288235294,20,Home,1.5,0.12408783644117646
Ian Book,QB,GB,2.273539595060123,20,Home,0,0.11367697975300614
Blaine Gabbert,QB,CLE,2.065135781138943,20,Away,0,0.10325678905694716
C J Beathard,QB,BAL,2.508533468396179,20,Home,0,0.12542667341980895
Sam Ehlinger,QB,PIT,8.530601466709454,20,Home,2,0.4265300733354727
Kellen Mond,QB,TB,2.2401192564705883,20,Home,0,0.11200596282352941
Brett Rypien,QB,CAR,5.869017665634672,20,Away,1,0.29345088328173363
Chase Daniel,QB,ARI,2.7017299470806337,20,Away,1.5,0.1350864973540317
John Wolford,QB,KC,6.625435253260176,20,Away,1,0.3312717626630088
Kenny Pickett,QB,IND,11.463466165839515,20,Away,6.75,0.5731733082919758
Mitch Trubisky,QB,IND,9.311970311131725,20,Away,4.75,0.46559851555658627
Bailey Zappe,QB,MIN,10.929204,20,Away,3.5,0.5464602000000001
Skylar Thompson,QB,HOU,3.9452752906857724,20,Home,2.5,0.19726376453428862
Malik Willis,QB,CIN,2.8679241686578743,20,Home,4.25,0.14339620843289372
Jarrett Stidham,QB,SEA,2.73468069,20,Away,1.5,0.1367340345
Trace McSorley,QB,LAC,3.421931840702479,20,Home,2.25,0.17109659203512395
Brock Purdy,QB,NO,2.233530048820754,20,Home,2.25,0.1116765024410377
Bryce Perkins,QB,KC,4.723063221701709,20,Away,1.5,0.23615316108508547
Nate Sudfeld,QB,BUF,1.5237849600000002,20,Home,0,0.07618924800000001
Will Grier,QB,NYG,1.39412016,20,Home,0,0.069706008
Matt Corral,QB,DEN,1.19291616,20,Home,0,0.059645808
Kyle Trask,QB,CLE,1.4790902400000001,20,Away,0,0.073954512
Joshua Dobbs,QB,TB,1.58012208,20,Home,0,0.079006104
Desmond Ridder,QB,WAS,1.53787032,20,Away,0,0.076893516
Sam Howell,QB,ATL,1.8390045599999998,20,Home,0,0.091950228
Easton Stick,QB,ARI,1.81926432,20,Away,0,0.090963216
Shane Buechele,QB,LAR,1.59487704,20,Home,0,0.079743852
