Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,games,ex_ppd,home_away
Christian McCaffrey,RB,SF,SEA,18.667115062612996,38,5.330452941176471,43.614849607672184,0.2803451219512195,71.56100899550225,0.490372,0.07,13.75,0.4912398700687631,Away
Najee Harris,RB,PIT,CAR,11.628689032709804,20,2.46,12.952135095447868,0.2085,57.155578761061946,0.4061529411764706,0.15,13,0.5814344516354902,Away
Derrick Henry,RB,TEN,LAC,18.370491025144077,40,2.137926829268293,26.631285145133752,0,99.85442574257425,0.8788260869565216,0.31,13,0.4592622756286019,Away
DeeJay Dallas,RB,SEA,SF,1.219882322269606,11,0.5687369294605809,3.329869565217391,0,7.625269010175764,0,0.08,9,0.11089839293360054,Home
Leonard Fournette,RB,TB,CIN,14.06689665499745,14,4.006952901023891,29.578235604064734,0.22097328244274808,52.60724691358024,0.41983870967741943,0,11.25,1.0047783324998179,Home
Josh Jacobs,RB,LV,NE,18.2715610326488,36,3.299922429906542,25.169409850107066,0,102.17258832684824,0.6979,0.15,13,0.5075433620180223,Home
Saquon Barkley,RB,NYG,WAS,13.957790087831903,31,3.21062,20.951215512465375,0,75.11221951219513,0.4843560975609756,0.08,13,0.4502512931558678,Away
Nick Chubb,RB,CLE,BAL,13.90230662620298,32,1.6282398104265403,13.901893296853624,0,72.89597391304348,0.7614000000000001,0.08,13,0.43444708206884314,Home
Austin Ekeler,RB,LAC,TEN,18.169452723972363,36,6.87305993150685,48.63929937706119,0.40744444444444444,48.07926153846154,0.5394,0.31,13,0.5047070201103434,Home
Aaron Jones,RB,GB,LAR,12.65793970720919,21,3.7296082568807343,25.57491008174387,0.2833610169491525,60.434784688995215,0.15866666666666665,0.23,13,0.6027590336766281,Home
Tony Pollard,RB,DAL,JAX,14.772269137014124,28,2.3462470297029703,22.98451905204461,0.2398301369863014,63.39646228373702,0.587011111111111,0,10.75,0.5275810406076473,Away
Miles Sanders,RB,PHI,CHI,13.8512639341564,26,1.3196165853658535,6.255860052219321,0,79.05744636251542,0.7766875,0,12.5,0.5327409205444769,Away
Rhamondre Stevenson,RB,NE,LV,13.883247424226907,26,4.7200971962616824,31.73359776536313,0.10373913043478261,58.31119561068702,0.34271411764705884,0.08,11,0.5339710547779579,Away
Dalvin Cook,RB,MIN,IND,14.302685190190125,29,2.055375196850394,11.901541396103896,0.07371948051948052,82.22526569037656,0.62,0.15,13,0.4931960410410388,Home
Dameon Pierce,RB,HOU,KC,12.382962270562821,17,2.4840869565217396,13.787556706369756,0.1109111111111111,77.30539933259178,0.3310260869565217,0.31,13,0.7284095453272248,Home
Travis Etienne Jr,RB,JAX,DAL,9.738997628449207,20,1.8148493617021275,15.053287292817679,0,63.85865957446809,0.26006304347826087,0.31,11.75,0.4869498814224603,Home
Joe Mixon,RB,CIN,TB,15.329371873100358,26,3.6487621513944224,26.375926892950396,0.161775,68.92758108108109,0.500665,0,11,0.5895912258884753,Away
Jonathan Taylor,RB,IND,MIN,14.714411093123005,25,2.7212298387096774,14.615509641873278,0,91.56245209580837,0.556,0.3,10,0.5885764437249201,Away
Alvin Kamara,RB,NO,ATL,12.818561768498903,19,4.781765898617511,40.52994955109021,0.17635324675324676,53.56164383561644,0.1134,0.36,10.75,0.6746611457104685,Home
David Montgomery,RB,CHI,PHI,9.649854666973367,20,2.5286181818181817,22.445360597439546,0,45.59575369978858,0.2902390243902439,0.08,12,0.4824927333486683,Home
Devin Singletary,RB,BUF,MIA,9.685737637423188,15,2.54684224137931,17.152267653758543,0.072824,45.73989229618549,0.3310260869565217,0.15,13,0.6457158424948791,Home
Jamaal Williams,RB,DET,NYJ,11.856817710117925,27,0.6671745535714285,3.972174115755627,0,59.02254117647058,0.9472931506849316,0.23,11.5,0.43914139667103425,Away
Jeff Wilson Jr,RB,MIA,BUF,9.150063955395261,15,1.247132142857143,10.557488305145736,0.0674875,56.658240534521155,0.31,0.23,11.5,0.6100042636930174,Away
Kenneth Walker III,RB,SEA,SF,11.263718175025485,24,1.8827153526970954,11.70211304347826,0,51.01102682701203,0.6751744186046512,0,11,0.4693215906260619,Home
Antonio Gibson,RB,WAS,NYG,11.240133014362064,16,3.1646382075471697,25.52540318686625,0.14078424657534247,42.726014457831326,0.3313277777777778,0,11.25,0.702508313397629,Home
Ezekiel Elliott,RB,DAL,JAX,11.562299600793764,20,1.3362034653465344,7.098474721189591,0,59.987059515570934,0.6976074074074073,0,10.75,0.5781149800396882,Away
AJ Dillon,RB,GB,LAR,7.881569886207895,16,1.7889990825688074,12.38150408719346,0,44.49186602870814,0.2432888888888889,0.08,10.5,0.49259811788799346,Home
James Conner,RB,ARI,DEN,11.60069098940245,19,3.091166037735849,19.198995892286625,0.0922,56.65269250871081,0.41945652173913045,0.3,10,0.6105626836527606,Away
Raheem Mostert,RB,MIA,BUF,8.929939620972117,15,1.520892857142857,9.639445843828716,0.0674875,53.00623608017817,0.25,0,11.5,0.5953293080648078,Away
Khalil Herbert,RB,CHI,PHI,9.28383235375547,12,0.7294090909090909,6.855233285917496,0.10541666666666666,54.902752114164905,0.3518048780487805,0,7.75,0.7736526961462892,Home
Tyler Allgeier,RB,ATL,NO,6.8717523600170924,13,0.9804521126760564,8.112596339113681,0.0821704347826087,46.11487539332913,0.07762608695652173,0,10.25,0.5285963353859302,Away
D Onta Foreman,RB,CAR,PIT,6.731550126308139,19,0.4211666666666667,2.338829787234043,0,47.60767814251401,0.254386,0,11.25,0.3542921119109547,Home
Isiah Pacheco,RB,KC,HOU,7.328493327379388,21,0.6138593023255814,4.675066882276843,0,53.427958115183245,0.27854352941176475,0.23,11.5,0.3489758727323518,Away
Cordarrelle Patterson,RB,ATL,NO,10.335423005090611,17,1.4411464788732395,8.07902697495183,0,57.66651415984896,0.5433826086956521,0.11,8.75,0.6079660591229771,Away
D Andre Swift,RB,DET,NYJ,10.254931673150658,18,2.997450892857143,22.944293408360128,0.16446153846153846,35.69911764705883,0.35084931506849315,0.1,9,0.5697184262861477,Away
Samaje Perine,RB,CIN,TB,8.391050126022519,16,2.37029561752988,18.15021409921671,0.2786125,28.999359073359074,0.136545,0,10.25,0.5244406328764074,Away
Rachaad White,RB,TB,CIN,7.284087779970682,18,2.6946320819112626,17.355053067369216,0.07071145038167939,34.309074074074076,0.13434838709677419,0.23,10.75,0.4046715433317046,Home
Kareem Hunt,RB,CLE,BAL,6.74403705769768,13,2.199181042654028,14.533797537619702,0.089672,26.709347826086955,0.19035000000000002,0.08,9.75,0.51877208136136,Home
Michael Carter,RB,NYJ,DET,8.176382729404034,14,2.6408400000000003,19.952267793594306,0,34.31635950044603,0.29485,0.17,11.25,0.5840273378145738,Home
Jerick McKinnon,RB,KC,HOU,6.9541727651332685,18,2.597781395348837,24.299782664941787,0.22955866141732284,20.079518324607335,0,0.08,9.75,0.3863429313962927,Away
Latavius Murray,RB,DEN,ARI,11.357372445978381,14,2.418500487804878,9.751582485875707,0,49.88563953488372,0.6973999999999999,0,7.5,0.8112408889984558,Home
Kenyan Drake,RB,BAL,CLE,7.105670305857789,14,1.4058724324324325,6.776084415584416,0.09401908396946564,35.25153144266338,0.302643,0.09,9.5,0.5075478789898421,Away
James Cook,RB,BUF,MIA,4.5237534656850915,12,1.273421120689655,11.919372437357632,0,23.425491398653705,0.08542608695652175,0.08,9.75,0.3769794554737576,Home
Eno Benjamin,RB,NO,HOU,6.801487068301477,12,1.8849769585253457,14.80253740914921,0,30.01301369863014,0.2295739130434783,0,9.75,0.5667905890251231,Home
Damien Harris,RB,NE,LV,8.19434290257463,15,1.523977570093458,8.930434776536313,0,43.50362404580153,0.36482470588235294,0,8.75,0.5462895268383087,Away
Cam Akers,RB,LAR,GB,7.040175498959013,17,0.33712941176470584,1.7162935500253935,0,44.84251567944251,0.42928831168831166,0.18,9.5,0.4141279705270008,Away
Jaylen Warren,RB,PIT,CAR,3.906389162735695,13,1.67,14.175958883994124,0,18.137932743362832,0,0.08,9,0.30049147405659193,Away
Dontrell Hilliard,RB,TEN,LAC,6.214104347176445,14,1.870685975609756,16.022073989755267,0.39435,13.104539603960395,0,0,9.25,0.4438645962268889,Away
Chuba Hubbard,RB,CAR,PIT,3.9653134914711914,16,0.8090833333333333,6.490252659574468,0,22.054985588470778,0.147708,0.09,8.5,0.24783209321694946,Home
Zonovan Knight,RB,NYJ,DET,14.21064091106252,21,3.4085260465116276,24.220132562277577,0,84.09152631578948,0.38920200000000005,0.33,2.75,0.6766971862410723,Home
J K Dobbins,RB,BAL,CLE,9.856536793088683,20,1.2404756756756758,8.310292207792207,0.20893129770992366,44.61521948212084,0.44836,0,5,0.49282683965443413,Away
Kenneth Gainwell,RB,PHI,CHI,4.271282216809593,15,1.0327434146341465,6.992406266318537,0,13.560948828606659,0.2832625,0,9.75,0.2847521477873062,Away
Justice Hill,RB,BAL,CLE,2.3704895588940507,12,0.9406940540540542,3.782248376623376,0,18.819176942046855,0,0.18,8.25,0.1975407965745042,Away
Gus Edwards,RB,BAL,CLE,8.427245055487054,17,0,0,0,47.920050554870535,0.67254,0.2,4.5,0.4957202973815914,Away
Alexander Mattison,RB,MIN,IND,4.3242995119013035,13,0.9216929133858267,5.451087662337662,0.07371948051948052,14.960274058577406,0.23,0,9.75,0.33263842399240795,Home
Travis Homer,RB,SEA,SF,3.562387262216865,13,1.7454340248962656,16.55420869565217,0.08854999999999999,7.229493802035154,0,0.11,7,0.2740297894012973,Home
Jordan Mason,RB,SF,SEA,1.805239955022489,13,0,0,0,18.052399550224887,0,0,9.75,0.13886461192480684,Away
Kyren Williams,RB,LAR,GB,4.193219525144349,11,1.2455058823529412,12.103341797866936,0,23.60132404181185,0,0,4.5,0.3812017750131227,Away
Boston Scott,RB,PHI,CHI,2.7074264286921856,13,0.430309756097561,1.3009127937336815,0,13.753302712700371,0.16447499999999998,0,8.75,0.20826357143786042,Away
Ty Johnson,RB,NYJ,DET,2.245640915829208,11,0.7062711627906977,5.249473665480426,0,8.014459678858163,0.094352,0,9.75,0.20414917416629164,Home
Marlon Mack,RB,DEN,ARI,4.166256390524515,12,0.8715317073170732,15.441768361581921,0.2788478260869565,5.132267441860465,0,0,3.75,0.34718803254370956,Home
Ronald Jones,RB,KC,HOU,0,14,0,0,0,0,0,0,0,0,Away
Brian Robinson,RB,WAS,NYG,0,18,0,0,0,0,0,0,0,0,Home
