Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fmb_scrim,games,ex_ppd,home_away
Deebo Samuel,WR,SF,SEA,7.836662425089967,19,4.509705882352941,50.71387532693984,0.1684036585365854,0.25,11.75,0.4124559171099983,Away
Ja Marr Chase,WR,CIN,TB,16.661947971040124,31,6.976014741035857,88.47590600522194,0.757725,0.11,9,0.5374821926141976,Away
Mike Evans,WR,TB,CIN,10.407389916401387,15,4.746372696245734,65.833257056831,0.24181297709923663,0,12,0.6938259944267592,Home
Brandon Aiyuk,WR,SF,SEA,10.480430847860866,18,4.299252941176471,54.989751089799476,0.4953048780487805,0.07,14,0.5822461582144925,Away
DeVonta Smith,WR,PHI,CHI,10.447352955353072,19,5.017305365853659,58.869653611836384,0.3686224852071006,0.08,13,0.549860681860688,Away
JuJu Smith Schuster,WR,KC,HOU,9.647003023193433,16,4.92188992248062,61.35841526520052,0.23170275590551181,0.17,11.75,0.6029376889495895,Away
Michael Pittman Jr,WR,IND,MIN,10.414098829993483,17,6.344038306451613,65.10467676767676,0.178602,0.17,12,0.612594048823146,Away
Donovan Peoples Jones,WR,CLE,BAL,8.276023542084573,15,4.145937440758294,58.666868217054265,0.082728,0.08,12.5,0.5517349028056382,Home
Curtis Samuel,WR,WAS,NYG,7.55970282230588,15,4.126313679245284,43.00459681313375,0.22601438356164386,0.08,12.25,0.5039801881537254,Home
Chris Godwin,WR,TB,CIN,10.507024510147124,18,6.405673720136519,62.595555890101615,0.17410534351145038,0,10.75,0.5837235838970625,Home
Gabe Davis,WR,BUF,MIA,10.274258294550048,15,3.2015633620689656,57.49376613515565,0.48735,0,12,0.6849505529700032,Home
Courtland Sutton,WR,DEN,ARI,8.576154100448743,13,4.439200487804878,58.23179943502825,0.08889565217391304,0,12,0.6597041615729803,Home
Zay Jones,WR,JAX,DAL,9.107767492821038,14,5.582416595744681,53.24973480662983,0.16526428571428572,0,11.75,0.6505548209157884,Home
Diontae Johnson,WR,PIT,CAR,7.4228860499265785,15,5.15,50.07886049926578,0,0.08,13,0.49485906999510526,Away
Joshua Palmer,WR,LAC,TEN,9.446923891340152,20,5.024502739726028,55.64116965921583,0.2550925925925926,0.08,11.5,0.4723461945670076,Home
DeAndre Hopkins,WR,ARI,DEN,15.096450117720002,21,7.8572075471698115,92.24606344135097,0.42053999999999997,0.29,7,0.7188785770342858,Away
DJ Moore,WR,CAR,PIT,8.796983364622445,16,3.648166666666667,48.7219414893617,0.35011764705882353,0,13,0.5498114602889028,Home
Adam Thielen,WR,MIN,IND,9.022268532058494,15,4.742879921259842,48.32014285714286,0.3031357142857143,0,13,0.6014845688038996,Home
Mike Williams,WR,LAC,TEN,12.102365561011638,26,4.836578424657534,69.90298570905092,0.44896296296296295,0,9,0.4654755985004476,Home
Allen Lazard,WR,GB,LAR,10.349417091451192,17,4.102382568807339,56.636664850136235,0.43909322033898307,0,11,0.6087892406735995,Home
George Pickens,WR,PIT,CAR,7.104422222222222,13,3.08,45.654222222222224,0.1665,0,11.75,0.5464940170940171,Away
Darius Slayton,WR,NYG,WAS,7.668676344342639,15,2.9150584615384614,51.305591135734076,0.18009800000000004,0,11,0.5112450896228427,Away
Marquez Valdes Scantling,WR,KC,HOU,6.2169348443536165,13,2.5384550387596905,45.02838033635188,0.07414488188976377,0,11.75,0.4782257572579705,Away
Jakobi Meyers,WR,NE,LV,10.342333771661004,15,5.082242990654206,60.505601024208566,0.32510869565217393,0.1,9.75,0.6894889181107335,Away
Jerry Jeudy,WR,DEN,ARI,11.051952773573941,17,3.916338536585366,54.26837853107344,0.6111576086956523,0,10.75,0.6501148690337613,Home
Marquise Brown,WR,ARI,DEN,12.205919122223849,13,6.5116607547169805,69.80248744865358,0.37164,0.13,8,0.9389168555556806,Away
Drake London,WR,ATL,NO,7.854360790952185,15,3.8050788732394367,42.37588310854207,0.31237217391304345,0.08,12.5,0.5236240527301457,Away
Parris Campbell,WR,IND,MIN,7.332990082518736,17,3.858538306451613,39.538929292929296,0.24163800000000002,0,12.75,0.4313523577952198,Away
Brandin Cooks,WR,HOU,KC,8.237749273861258,17,4.49352657004831,53.25597099948214,0.11089814814814816,0,10,0.48457348669772105,Home
Alec Pierce,WR,IND,MIN,6.648537331948519,14,2.675921370967742,43.98964646464647,0.178602,0.08,11.25,0.47489552371060845,Away
Nico Collins,WR,HOU,KC,8.14627876672746,18,3.7786473429951695,49.26177317452098,0.22179629629629632,0,9.25,0.45257104259597003,Home
Christian Watson,WR,GB,LAR,9.378814496497508,26,2.5075688073394495,40.268267029972755,0.6830338983050848,0,9.25,0.3607236344806734,Home
Devin Duvernay,WR,BAL,CLE,5.718873783636417,12,2.7155913513513514,29.636964285714285,0.23289694656488552,0,13,0.4765728153030348,Away
DeAndre Carter,WR,LAC,TEN,6.366871748255532,14,3.0463520547945206,35.9558460974716,0.2346851851851852,0.08,11.5,0.4547765534468237,Home
Corey Davis,WR,NYJ,DET,7.277370853264917,17,2.6172930232558143,46.868843416370105,0.21364000000000002,0,9.5,0.42808063842734806,Home
DeVante Parker,WR,NE,LV,5.485146423442196,12,2.1142130841121496,39.07865968342644,0.08669565217391305,0,11.5,0.4570955352868497,Away
Chris Moore,WR,HOU,KC,6.442054913476285,16,3.1454685990338165,37.38159502848265,0.18852685185185186,0,9.75,0.4026284320922678,Home
Isaiah McKenzie,WR,BUF,MIA,6.6730193818697146,16,3.2015633620689656,31.423317008352317,0.321651,0,10.75,0.41706371136685716,Home
Rondale Moore,WR,ARI,DEN,8.403542792814516,11,5.038434339622641,51.21485623003194,0.12714,0,8,0.7639584357104106,Away
Marvin Jones Jr,WR,JAX,DAL,5.651511205962253,12,2.707521276595745,33.06164853378665,0.16526428571428572,0,11,0.47095926716352104,Home
Keenan Allen,WR,LAC,TEN,11.18339805967446,27,5.608057191780822,66.99036130450715,0.33672222222222226,0.17,6,0.4141999281360911,Home
Marquise Goodwin,WR,SEA,SF,6.175654406157917,15,2.237676348547718,31.857162318840576,0.31185,0,9.25,0.41171029374386114,Home
Demarcus Robinson,WR,BAL,CLE,5.01529267411359,14,2.9477794594594595,30.553571428571427,0.08100763358778626,0,10.5,0.3582351910081136,Away
Ben Skowronek,WR,LAR,GB,4.29742550620592,13,2.8676778280542985,28.63586592178771,0,0,12.25,0.3305711927850708,Away
Treylon Burks,WR,TEN,LAC,7.012911904125659,16,3.1908823170731706,45.94570745589072,0.13715000000000002,0,7,0.43830699400785367,Away
Nick Westbrook Ikhine,WR,TEN,LAC,5.233711920783764,12,1.7228725609756097,29.163756402959592,0.24265000000000003,0,12.25,0.4361426600653137,Away
Trent Sherfield,WR,MIA,BUF,4.579962330199713,12,2.007857142857143,27.15736883771141,0.1433828125,0,10.5,0.38166352751664273,Away
Elijah Moore,WR,NYJ,DET,4.670826152693868,14,2.3454972093023256,29.853415480427046,0.085456,0,10.75,0.3336304394781334,Home
Randall Cobb,WR,GB,LAR,5.769659359382792,15,2.898749541284404,38.962811989100814,0.10733389830508475,0.11,7,0.38464395729218614,Home
Terrace Marshall Jr,WR,CAR,PIT,5.282006396884995,13,1.9580555555555554,36.25331560283688,0.11294117647058825,0,9,0.4063081843757689,Home
Jauan Jennings,WR,SF,SEA,4.068341008481987,13,2.314982352941177,25.953571490845686,0.07924878048780488,0.08,10.25,0.3129493083447682,Away
Michael Gallup,WR,DAL,JAX,6.779383522385505,13,3.044108910891089,34.35630436802974,0.3036164383561644,0,9.25,0.5214910401835003,Away
Mecole Hardman,WR,KC,HOU,7.621601452636552,12,3.032581782945736,35.84877490297542,0.46340551181102363,0.13,7.25,0.6351334543863794,Away
Romeo Doubs,WR,GB,LAR,6.721862195589567,14,3.450414678899082,35.04644686648501,0.32200169491525427,0.22,8.5,0.48013301397068336,Home
Kendall Hinton,WR,DEN,ARI,3.993510078085527,11,2.234978536585366,28.760208097928437,0,0,9.5,0.3630463707350479,Home
Quez Watkins,WR,PHI,CHI,4.55668518903849,12,1.9753170731707317,23.9034499564839,0.22311360946745565,0.08,11.25,0.3797237657532075,Away
Rashid Shaheed,WR,NO,ATL,4.2861918821899945,11,1.512926267281106,30.141858914065843,0.12925714285714288,0.13,6.5,0.38965380747181766,Home
Jarvis Landry,WR,NO,ATL,5.521531614105049,12,3.156972811059908,34.27502351432236,0.12925714285714288,0.13,6.75,0.4601276345087541,Home
Tutu Atwell,WR,LAR,GB,3.910780588285852,13,1.198139366515837,26.24122905027933,0.114598,0,7.25,0.3008292760219886,Away
Laviska Shenault Jr,WR,CAR,PIT,4.251133100403282,11,2.4011944444444446,23.051241134751777,0.12423529411764705,0,7,0.3864666454912075,Home
Jahan Dotson,WR,WAS,NYG,7.821615950315244,13,2.3664160377358487,29.239106711733463,0.6190828767123288,0,7.5,0.6016627654088649,Home
Isaiah Hodgins,WR,NYG,WAS,6.299040253142978,11,2.994923076923077,32.3822271468144,0.307226,0.14,6,0.572640023012998,Away
Hunter Renfrow,WR,LV,NE,3.8897647471432295,11,3.4766121495327105,31.514586723768737,0,0.5,4.75,0.35361497701302086,Home
Ashton Dulin,WR,IND,MIN,3.5057947943955683,12,1.4431935483870968,20.9080202020202,0.115566,0,7.25,0.2921495661996307,Away
Van Jefferson,WR,LAR,GB,6.165436729846559,12,1.82667149321267,25.642569832402234,0.447974,0,6.5,0.5137863941538799,Away
Denzel Mims,WR,NYJ,DET,3.2364086952743527,11,1.4395111627906976,25.166531138790035,0,0,6,0.2942189722976684,Home
Jameson Williams,WR,DET,NYJ,5.093475162478969,12,0.49533482142857144,19.961627813504823,0.47494082840236684,0,1.5,0.42445626353991406,Away
DJ Chark,WR,DET,NYJ,0,14,0,0,0,0,0,0,Away
Richie James,WR,NYG,WAS,0,14,0,0,0,0,0,0,Away
Taysom Hill,TE,NO,ATL,1.7011194167029515,15,0.5849981566820276,5.544489097905088,0.16902857142857144,0.08,10.75,0.1134079611135301,Home
Travis Kelce,TE,KC,HOU,15.694576800402226,36,6.036097286821706,77.20531306597672,0.8526661417322835,0.08,13,0.4359604666778396,Away
T J Hockenson,TE,MIN,IND,9.212830568053993,20,4.6646468503937,52.216928571428575,0.3031357142857143,0.08,12.75,0.4606415284026997,Home
Mark Andrews,TE,BAL,CLE,10.522864402674212,20,4.875950270270271,56.931488095238095,0.42529007633587784,0.08,12,0.5261432201337106,Away
Pat Freiermuth,TE,PIT,CAR,8.621597944199706,17,4.42,52.79397944199707,0.18870000000000003,0,10.75,0.5071528202470416,Away
George Kittle,TE,SF,SEA,9.64324483917666,20,3.8382607843137255,49.122851787271145,0.4953048780487805,0.08,12,0.482162241958833,Away
Evan Engram,TE,JAX,DAL,7.932313068952912,13,4.016977021276596,41.15638844028899,0.3013642857142857,0,12.25,0.6101779283809933,Home
Dallas Goedert,TE,PHI,CHI,10.027206092663608,18,4.721007804878049,59.659850304612704,0.32011952662721893,0.11,9,0.5570670051479782,Away
David Njoku,TE,CLE,BAL,9.408604805553216,18,4.87757345971564,53.08438075695394,0.31023,0.1,10,0.5227002669751787,Home
Gerald Everett,TE,LAC,TEN,7.116689693929512,16,3.956301369863014,40.97761231220227,0.17346296296296299,0,11,0.4447931058705945,Home
Dalton Schultz,TE,DAL,JAX,7.338096693344349,18,3.784842079207921,39.861468866171,0.27325479452054796,0.09,11,0.40767203851913053,Away
Tyler Conklin,TE,NYJ,DET,6.196441550773815,14,3.4830130232558143,32.80819039145908,0.24568600000000002,0.15,13,0.4426029679124154,Home
Cole Kmet,TE,CHI,PHI,6.815251179468943,14,2.8536416666666664,32.33597012802276,0.38580555555555557,0.08,13,0.48680365567635303,Home
Noah Fant,TE,SEA,SF,5.6019022033796375,11,2.9835684647302902,29.19417971014493,0.19845,0,13.75,0.5092638366708762,Home
Hunter Henry,TE,NE,LV,5.2514396148633775,13,2.1853644859813084,31.83431284916201,0.16255434782608696,0,12.5,0.40395689345102903,Away
Hayden Hurst,TE,CIN,TB,6.18371663666683,14,3.9246215139442233,32.30534725848564,0.16514519230769234,0,12,0.4416940454762021,Away
Dawson Knox,TE,BUF,MIA,6.060588138533239,14,3.1106672413793106,30.43204517843584,0.243675,0,12,0.43289915275237423,Home
Greg Dulcich,TE,DEN,ARI,7.244207338841259,16,3.588268292682927,45.833405838041436,0.1444554347826087,0,7,0.4527629586775787,Home
Juwan Johnson,TE,NO,ATL,6.740255367116989,16,2.6022331797235028,29.335387772552373,0.41759999999999997,0,11,0.4212659604448118,Home
Austin Hooper,TE,TEN,LAC,4.9356084945930565,12,2.50785,27.32183494593056,0.15825,0,10.25,0.4113007078827547,Away
Cade Otton,TE,TB,CIN,5.190613392529631,11,2.8941296928327644,27.569515995483627,0.16443282442748094,0,11,0.471873944775421,Home
Jordan Akins,TE,HOU,KC,5.20831933768141,11,2.318251207729469,30.314937338166754,0.19961666666666666,0.09,8.75,0.47348357615285547,Home
Foster Moreau,TE,LV,NE,4.83613729385076,11,2.254831308411215,28.264644967880084,0.17704285714285714,0.09,10.75,0.4396488448955236,Home
Logan Thomas,TE,WAS,NYG,3.89279231180405,11,2.386301886792453,21.100386286817965,0.09826712328767125,0,9.75,0.35389021016400457,Home
Jonnu Smith,TE,NE,LV,2.474002469151917,11,1.8601009345794393,17.03952001862197,0,0.08,10.5,0.224909315377447,Away
Jelani Woods,TE,IND,MIN,4.22388468939394,11,1.5534375000000002,19.251939393939395,0.283662,0.09,8.25,0.3839895172176309,Away
Darren Waller,TE,LV,NE,6.216502048412874,19,3.1786168224299067,34.46907922912206,0.19671428571428573,0,4.75,0.32718431833751965,Home
Chigoziem Okonkwo,TE,TEN,LAC,0,12,0,0,0,0,0,0,Away
