Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Patrick Mahomes,QB,KC,HOU,23.109542593162917,35,304.15999999999997,2.2864999999999998,22.940837696335077,0.1621764705882353,0.31,0.85,13,0.6602726455189405,Away
Justin Herbert,QB,LAC,TEN,17.68935147928994,36,284.89,1.665,10.937514792899409,0,0.46,0.54,13,0.49137087442472055,Home
Joe Burrow,QB,CIN,TB,21.55495467181467,35,270.27,1.999,18.568146718146718,0.36689,0.31,0.69,13,0.6158558477661334,Away
Geno Smith,QB,SEA,SF,17.815928309274355,28,254.57999999999998,1.7205,19.168445883441258,0.0673139534883721,0.5,0.57,14,0.6362831539026556,Home
Tom Brady,QB,TB,CIN,15.323799999999999,24,267.445,1.2515,0,0,0,0.38,13,0.6384916666666666,Home
Josh Allen,QB,BUF,MIA,23.605561256544505,40,268.68,1.931,46.923612565445026,0.47200000000000003,0.77,0.85,13,0.5901390314136126,Home
Kirk Cousins,QB,MIN,IND,15.805213598326356,27,247.845,1.4935,4.674135983263598,0.15,0.38,0.69,13,0.5853782814194947,Home
Jared Goff,QB,DET,NYJ,15.284359529411763,25,247.54,1.5745,3.847595294117647,0,0.38,0.54,13,0.6113743811764705,Away
Trevor Lawrence,QB,JAX,DAL,17.132352686259164,28,236.71500000000003,1.4815,16.929918166939444,0.2907934782608696,0.62,0.46,13,0.6118697387949702,Home
Jalen Hurts,QB,PHI,CHI,24.023502900028454,40,237.01,1.621,52.0236251541307,0.7444567307692308,0.69,0.23,13,0.6005875725007114,Away
Derek Carr,QB,LV,NE,14.816407315175098,27,234.025,1.5055,6.634073151750972,0,0.23,0.77,13,0.5487558264879666,Home
Tua Tagovailoa,QB,MIA,BUF,17.684971269487754,33,265.06,1.8725,5.825712694877505,0,0.27,0.45,11,0.5359082202875077,Away
Matt Ryan,QB,IND,MIN,13.051319161676648,24,265.27,1.222,6.515191616766467,0.1035,1.27,1.18,11,0.5438049650698603,Away
Aaron Rodgers,QB,GB,LAR,14.166323325358853,24,221.545,1.6435,5.005233253588517,0,0.54,0.69,13,0.5902634718899522,Home
Russell Wilson,QB,DEN,ARI,14.706212209302329,22,235.3,1.0595,18.08212209302325,0.098,0.42,0.5,12,0.668464191331924,Home
Jacoby Brissett,QB,CLE,BAL,13.394519063545149,20,207.89,0.9785,17.04592976588629,0.14005434782608697,0.46,0.46,12.5,0.6697259531772575,Home
Daniel Jones,QB,NYG,WAS,16.95780975609756,27,195.67999999999998,1.013,40.60463414634147,0.34802439024390247,0.38,0.31,13,0.6280670280036134,Away
Jimmy Garoppolo,QB,SF,SEA,15.214864077961021,20,220.93,1.4575,3.0934407796101944,0.18972,0.27,0.36,10.75,0.7607432038980511,Away
Ryan Tannehill,QB,TEN,LAC,14.055606349548,23,215.10999999999999,1.246,9.101628712871287,0.09117391304347826,0.27,0.45,11,0.6111133195455652,Away
Kyler Murray,QB,ARI,DEN,16.60382938948644,29,212.495,1.2174999999999998,38.14398954703832,0.25327173913043477,0.73,0.64,11,0.5725458410167737,Away
Davis Mills,QB,HOU,KC,12.388186622817623,21,214.505,1.1724999999999999,3.7389966629588427,0.09234782608695652,0.36,1.09,11,0.589913648705601,Home
Andy Dalton,QB,NO,ATL,14.394194520547947,23,229.08499999999998,1.494,5.5479452054794525,0,0.3,0.7,10,0.6258345443716499,Home
Lamar Jackson,QB,BAL,CLE,19.66887114673243,29,191.15,1.426,61.691211467324294,0.261625,0.42,0.58,12,0.6782369360942218,Away
Marcus Mariota,QB,ATL,NO,14.841927497469012,20,175.575,1.162,32.62155758338578,0.30646195652173913,0.62,0.69,13,0.7420963748734506,Away
Mac Jones,QB,NE,LV,12.053650746519981,22,225.005,0.838,8.770978053435114,0.10405882352941177,0.5,0.8,10,0.5478932157509082,Away
Matthew Stafford,QB,LAR,GB,12.454825783972126,20,226.05,1.1505,1.1196864111498257,0.11814285714285713,0.56,0.89,9,0.6227412891986063,Away
Justin Fields,QB,CHI,PHI,18.814081207136596,36,161.105,1.1025,71.16173890063425,0.6389512195121951,1.08,0.83,12,0.5226133668649054,Home
Dak Prescott,QB,DAL,JAX,16.541977239523263,31,234.26,1.7305000000000001,11.443550173010381,0.12253703703703704,0.25,1.13,8,0.5336121690168795,Away
Kenny Pickett,QB,PIT,CAR,12.330837324310256,23,184.95,0.547,22.971902654867257,0.3079411764705882,0.3,0.8,9.75,0.5361233619265329,Away
Baker Mayfield,QB,LAR,GB,10.991497228381375,21,192.9,0.955,8.67756968641115,0.13962337662337662,0.75,0.75,7.5,0.5234046299229226,Away
Carson Wentz,QB,WAS,NYG,14.511477108433738,20,243.385,1.604,13.600771084337348,0,1,1,6,0.7255738554216868,Home
Taylor Heinicke,QB,WAS,NYG,13.55318923694779,21,207.77,1.2810000000000001,9.860559036144577,0.1637222222222222,0.57,0.71,7,0.6453899636641806,Home
Zach Wilson,QB,NYJ,DET,11.999827261373774,20,194.80499999999998,0.7274999999999999,13.896672613737735,0.14966000000000002,0.14,0.71,7,0.5999913630686887,Home
Mitch Trubisky,QB,PIT,CAR,11.18353017699115,20,184.185,0.7765,4.931301769911505,0.17450000000000002,0,0.83,5.5,0.5591765088495575,Away
Cooper Rush,QB,DAL,JAX,8.7214,20,149.685,0.7785,0,0,0,0.38,7.25,0.43606999999999996,Away
Mike White,QB,NYJ,DET,17.838339536128455,34,309.215,1.093,3.111195361284567,0.35277000000000003,0.33,0.67,3,0.5246570451802487,Home
Joe Flacco,QB,NYJ,DET,13.719399999999998,23,231.18499999999997,1.3054999999999999,0,0,0,0.75,3.75,0.596495652173913,Home
Jameis Winston,QB,NO,ATL,13.506202739726026,22,280.765,1.3495000000000001,5.476027397260274,0,1,1.67,3,0.613918306351183,Home
Bailey Zappe,QB,NE,LV,12.6392,20,204.18,1.3054999999999999,0,0,0,0.75,3.5,0.6319600000000001,Away
Colt McCoy,QB,ARI,DEN,9.933881794425087,20,228.39000000000001,0.41850000000000004,11.342817944250871,0,0.67,0.67,2.75,0.49669408972125434,Away
Brock Purdy,QB,SF,SEA,9.1182,26,128.70499999999998,1.075,0,0,0,0.33,5,0.3507,Away
Teddy Bridgewater,QB,MIA,BUF,8.777769487750556,20,143.85,0.8099999999999999,5.337694877505568,0,0,0.75,3.25,0.43888847438752776,Away
Kyle Allen,QB,HOU,KC,7.842677975528364,20,212.12499999999997,1.1724999999999999,6.676779755283648,0,2,2,2,0.3921338987764182,Home
Deshaun Watson,QB,CLE,BAL,12.415173244147155,26,210.355,0.6214999999999999,25.14973244147157,0,0,1,2,0.47750666323642904,Home
John Wolford,QB,LAR,GB,5.725464459930315,20,139.435,0.48750000000000004,11.980644599303135,0,1,1,3,0.28627322299651575,Away
Sam Ehlinger,QB,IND,MIN,9.033083233532933,20,172.27999999999997,0.219,27.65883233532934,0,0.5,0.5,2,0.4516541616766466,Away
Sam Darnold,QB,CAR,PIT,14.219167574059245,24,157.105,1.1275,16.319675740592473,0.46549999999999997,0.5,0,2,0.5924653155858018,Home
Skylar Thompson,QB,MIA,BUF,2.9820770601336313,20,80.185,0.1725,2.8467706013363028,0,0.4,0.4,4,0.14910385300668155,Away
Tyler Huntley,QB,BAL,CLE,8.694985659679409,23,110.315,0.219,23.24315659679408,0.345345,0.33,0.33,2.5,0.37804285476866994,Away
Brett Rypien,QB,DEN,ARI,5.824378488372092,20,138.995,0.7025,4.54578488372093,0,1,1,1.75,0.29121892441860464,Home
Trey Lance,QB,SF,SEA,7.45854220389805,20,115.10499999999999,0.22499999999999998,34.54342203898051,0,0.5,0.5,2,0.3729271101949025,Away
Jordan Love,QB,GB,LAR,5.429600000000001,20,86.99,0.48750000000000004,0,0,0,0,2.25,0.27148000000000005,Home
Bryce Perkins,QB,LAR,GB,6.280878745644599,20,63.19,0.4195,25.752787456445994,0,0,0.5,3.25,0.31404393728222996,Away
Malik Willis,QB,TEN,LAC,3.548516831683168,20,54.205,0.243,12.383168316831682,0,0.33,0.17,5,0.1774258415841584,Away
Jarrett Stidham,QB,LV,NE,2.8098,20,50.595,0.1965,0,0,0,0,2.25,0.14049,Home
Trace McSorley,QB,ARI,DEN,3.0776852351916375,20,49.635,0.138,8.702852351916375,0,0,0.33,2.25,0.15388426175958186,Away
Tyrod Taylor,QB,NYG,WAS,5.678282926829269,20,54.66499999999999,0.6559999999999999,33.676829268292686,0,1,0.5,1.5,0.28391414634146345,Away
Nick Mullens,QB,MIN,IND,2.7366,20,49.965,0.1845,0,0,0,0,1.5,0.13683,Home
Jeff Driskel,QB,HOU,KC,6.003034705228031,20,46.12,0.603,17.46234705228031,0,0,0,2.25,0.30015173526140154,Home
Brian Hoyer,QB,NE,LV,3.757,20,69.625,0.243,0,0,0,0,1,0.18785000000000002,Away
Brandon Allen,QB,CIN,TB,2.8438,20,47.995000000000005,0.23099999999999998,0,0,0,0,0.75,0.14218999999999998,Away
Josh Johnson,QB,SF,SEA,2.5462,20,41.154999999999994,0.22499999999999998,0,0,0,0,0.75,0.12730999999999998,Away
Case Keenum,QB,BUF,MIA,2.5149999999999997,20,39.775,0.23099999999999998,0,0,0,0,1.5,0.12574999999999997,Home
C J Beathard,QB,JAX,DAL,1.8864,20,29.91,0.1725,0,0,0,0,1.5,0.09432,Home
Chase Daniel,QB,LAC,TEN,2.8541999999999996,20,42.555,0.288,0,0,0,0,1.5,0.14270999999999998,Home
Chad Henne,QB,KC,HOU,1.7964,20,32.16,0.1275,0,0,0,0,1.5,0.08982,Away
Drew Lock,QB,SEA,SF,1.8264,20,31.71,0.1395,0,0,0,0,0,0.09132,Home
Mason Rudolph,QB,PIT,CAR,2.1162,20,32.205,0.207,0,0,0,0,0,0.10581,Away
PJ Walker,QB,CAR,PIT,2.5662,20,36.404999999999994,0.2775,0,0,0,0,0,0.12830999999999998,Home
Matt Corral,QB,CAR,PIT,2.5662,20,36.404999999999994,0.2775,0,0,0,0,0,0.12830999999999998,Home
Gardner Minshew,QB,PHI,CHI,1.9631999999999998,20,30.629999999999995,0.1845,0,0,0,0,0,0.09816,Away
Ian Book,QB,PHI,CHI,1.9631999999999998,20,30.629999999999995,0.1845,0,0,0,0,0,0.09816,Away
Tim Boyle,QB,CHI,PHI,1.8101999999999998,20,26.804999999999996,0.1845,0,0,0,0,0,0.09051,Home
Shane Buechele,QB,KC,HOU,1.7964,20,32.16,0.1275,0,0,0,0,0,0.08982,Away
Will Grier,QB,DAL,JAX,2.4918,20,37.995,0.243,0,0,0,0,0,0.12459,Away
Nate Sudfeld,QB,DET,NYJ,1.6884000000000001,20,28.41,0.138,0,0,0,0,0,0.08442000000000001,Away
Easton Stick,QB,LAC,TEN,2.8541999999999996,20,42.555,0.288,0,0,0,0,0,0.14270999999999998,Home
Blaine Gabbert,QB,TB,CIN,1.8726,20,33.015,0.138,0,0,0,0,0,0.09363,Home
Kyle Trask,QB,TB,CIN,1.8726,20,33.015,0.138,0,0,0,0,0,0.09363,Home
Kellen Mond,QB,CLE,BAL,2.2812,20,37.379999999999995,0.1965,0,0,0,0,0,0.11406000000000001,Home
Nick Foles,QB,IND,MIN,2.5992,20,43.08,0.219,0,0,0,0,0,0.12996000000000002,Away
Desmond Ridder,QB,ATL,NO,1.9571999999999998,21,30.479999999999997,0.1845,0,0,0,0,0,0.09319999999999999,Away
Logan Woodside,QB,ATL,NO,1.9571999999999998,20,30.479999999999997,0.1845,0,0,0,0,0,0.09785999999999999,Away
Sam Howell,QB,WAS,NYG,2.0346,20,32.415,0.1845,0,0,0,0,0,0.10173000000000001,Home
