Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Desmond Ridder,QB,ATL,ARI,9.036233208955224,21,169.95,0.2595,22.00233208955224,0,0.5,0,2,0.4302968194740583,Home
Sam Ehlinger,QB,IND,NYG,8.658800583657587,20,162.27499999999998,0.1995,28.698005836575874,0,0.5,0.5,2,0.4329400291828794,Away
Skylar Thompson,QB,MIA,NE,3.172211678832117,20,79.225,0.22949999999999998,2.8521167883211676,0,0.4,0.4,4,0.15861058394160585,Away
Malik Willis,QB,TEN,DAL,4.351365322580645,20,59.864999999999995,0.207,15.472653225806452,0.12025,0.38,0.38,6.75,0.21756826612903227,Home
Joshua Dobbs,QB,TEN,DAL,9.54326129032258,20,227.73999999999998,1.057,12.056612903225805,0,2,1,1,0.477163064516129,Home
Trey Lance,QB,SF,LV,7.428277728285076,20,119.095,0.2205,32.824777282850775,0,0.5,0.5,2,0.3714138864142538,Away
Jordan Love,QB,GB,MIN,5.759,20,94.925,0.49050000000000005,0,0,0,0,2.25,0.28795000000000004,Home
Bryce Perkins,QB,LAR,LAC,5.378168854282535,20,57.655,0.38,19.51968854282536,0,0,0.4,4,0.2689084427141267,Away
Nick Foles,QB,IND,NYG,3.0519999999999996,24,93.85,0.1995,0,0,0,1.5,1.75,0.12716666666666665,Away
Jeff Driskel,QB,HOU,JAX,4.9769091113610795,20,51.595,0.41000000000000003,12.731091113610798,0,0,0,4.25,0.24884545556805399,Home
Jarrett Stidham,QB,LV,SF,2.7498,20,52.695,0.1605,0,0,0,0,2.25,0.13749,Home
Tyrod Taylor,QB,NYG,IND,5.638353623188404,20,55.565,0.6245,34.177536231884055,0,1,0.5,1.5,0.28191768115942023,Home
Nick Mullens,QB,MIN,GB,2.8194,20,50.535,0.1995,0,0,0,0,1.5,0.14096999999999998,Away
Brian Hoyer,QB,NE,MIA,3.7282,20,68.155,0.2505,0,0,0,0,1,0.18641000000000002,Home
Nathan Peterman,QB,CHI,DET,2.4696000000000002,20,50.24,0.24,0,0,0,0.5,1.5,0.12348,Away
Brandon Allen,QB,CIN,BUF,2.7478,20,50.695,0.18,0,0,0,0,0.75,0.13738999999999998,Home
Josh Johnson,QB,SF,LV,2.6878,20,45.145,0.2205,0,0,0,0,0.75,0.13439,Away
Case Keenum,QB,BUF,CIN,2.1693999999999996,20,37.285,0.16949999999999998,0,0,0,0,1.5,0.10846999999999998,Away
C J Beathard,QB,JAX,HOU,1.8650000000000002,20,33.575,0.1305,0,0,0,0,2.25,0.09325000000000001,Away
Chase Daniel,QB,LAC,LAR,2.157,20,33.975,0.1995,0,0,0,0,1.5,0.10785,Home
Chad Henne,QB,KC,DEN,1.7394,20,29.535,0.1395,0,0,0,0,1.5,0.08697,Home
Will Grier,QB,DAL,TEN,2.7258000000000004,20,41.895,0.2625,0,0,0,0,0,0.13629000000000002,Away
Logan Woodside,QB,ATL,ARI,2.481,20,36.074999999999996,0.2595,0,0,0,0,0,0.12405,Home
David Blough,QB,ARI,ATL,2.3549999999999995,20,35.925,0.22949999999999998,0,0,0,0,0,0.11774999999999998,Away
Mason Rudolph,QB,PIT,BAL,2.157,20,35.925,0.18,0,0,0,0,0,0.10785,Away
Tim Boyle,QB,CHI,DET,2.5446,20,39.615,0.24,0,0,0,0,0,0.12723,Away
Nate Sudfeld,QB,DET,CHI,1.9746,20,31.365,0.18,0,0,0,0,0,0.09873,Home
Shane Buechele,QB,KC,DEN,1.7394,20,29.535,0.1395,0,0,0,0,0,0.08697,Home
Jarrett Guarantano,QB,DEN,KC,2.5961999999999996,20,33.855,0.31049999999999994,0,0,0,0,0,0.12980999999999998,Away
Gardner Minshew,QB,PHI,NO,1.7844000000000002,29,28.56,0.1605,0,0,0,0,0,0.06153103448275863,Home
Ian Book,QB,PHI,NO,1.7844000000000002,20,28.56,0.1605,0,0,0,0,0,0.08922000000000001,Home
PJ Walker,QB,CAR,TB,2.1306,20,29.264999999999997,0.24,0,0,0,0,0,0.10652999999999999,Away
Matt Corral,QB,CAR,TB,2.1306,20,29.264999999999997,0.24,0,0,0,0,0,0.10652999999999999,Away
Blaine Gabbert,QB,TB,CAR,2.1582,20,32.955,0.21,0,0,0,0,0,0.10790999999999999,Home
Kyle Trask,QB,TB,CAR,2.1582,20,32.955,0.21,0,0,0,0,0,0.10790999999999999,Home
Kellen Mond,QB,CLE,WAS,2.0736,20,29.79,0.2205,0,0,0,0,0,0.10368,Away
Sam Howell,QB,WAS,CLE,1.9709999999999999,20,30.224999999999998,0.1905,0,0,0,0,0,0.09855,Home
Drew Lock,QB,SEA,NYJ,1.695,20,29.325,0.1305,0,0,0,0,0,0.08475,Home
Easton Stick,QB,LAC,LAR,2.157,20,33.975,0.1995,0,0,0,0,0,0.10785,Home
