player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Josh Allen,QB,BUF,DET,Away,24.839781307771187,42,0.5914233644707425,23.69968758253027,0.5642782757745303,27.5,4 out of 5 stars,A+
Justin Herbert,QB,LAC,ARI,Away,17.724602650158356,30,0.5908200883386119,16.663718071654795,0.5554572690551598,20.2,3 out of 5 stars,B+
Tom Brady,QB,TB,CLE,Away,16.302524810259172,26,0.6270201850099681,15.317892586084534,0.5891497148494051,18.6,4 out of 5 stars,B-
Patrick Mahomes,QB,KC,LAR,Home,24.444422721409623,37,0.6606600735516114,24.42060388772804,0.660016321289947,24.5,2 out of 5 stars,A
Aaron Rodgers,QB,GB,PHI,Away,14.621286651791307,23,0.6357081152952742,14.073266645416153,0.6118811584963544,15.9,1 out of 5 stars,C-
Matthew Stafford,QB,LAR,KC,Away,9.528598561515237,23,0.4142868939789233,13.140855087878911,0.5713415255599527,1.1,4 out of 5 stars,F
Dak Prescott,QB,DAL,NYG,Home,18.117750709895834,29,0.6247500244791667,17.39678672842262,0.5998891975318145,19.8,3 out of 5 stars,B
Joe Burrow,QB,CIN,TEN,Away,20.758230343603852,35,0.5930922955315386,20.78318620514836,0.5938053201470961,20.7,3 out of 5 stars,B+
Jalen Hurts,QB,PHI,GB,Home,23.128459252928515,35,0.6608131215122433,23.05494178989788,0.6587126225685109,23.3,3 out of 5 stars,A
Kyler Murray,QB,ARI,LAC,Home,17.776755876961495,31,0.5734437379664998,19.05250839565928,0.6145970450212671,14.8,3 out of 5 stars,D
Kirk Cousins,QB,MIN,NE,Home,15.890299366945985,30,0.5296766455648662,15.414713381351408,0.5138237793783803,17,3 out of 5 stars,C+
Ryan Tannehill,QB,TEN,CIN,Home,14.351616344330562,20,0.7175808172165281,14.330880491900803,0.7165440245950403,14.4,2 out of 5 stars,F
Derek Carr,QB,LV,SEA,Away,15.200364406911534,26,0.5846294002658282,14.771949152730766,0.5681518904896449,16.2,4 out of 5 stars,C
Russell Wilson,QB,DEN,CAR,Away,13.98592955641383,22,0.6357240707460832,13.722756509162616,0.6237616595073916,14.6,3 out of 5 stars,D-
Lamar Jackson,QB,BAL,JAX,Away,20.641298991731148,33,0.6254939088403378,20.40185570247307,0.618238051590093,21.2,4 out of 5 stars,A-
Jimmy Garoppolo,QB,SF,NO,Home,16.94321058252927,24,0.7059671076053863,16.661729403613247,0.694238725150552,17.6,4 out of 5 stars,B-
Mac Jones,QB,NE,MIN,Away,12.238889615715896,20,0.6119444807857948,11.526985165308425,0.5763492582654213,13.9,3 out of 5 stars,F
Matt Ryan,QB,IND,PIT,Home,14.416351106603226,24,0.6006812961084678,14.20907300943318,0.5920447087263825,14.9,4 out of 5 stars,D
Taylor Heinicke,QB,WAS,ATL,Home,14.842417382302525,23,0.6453224948827184,14.68916768900361,0.6386594647392874,15.2,4 out of 5 stars,D+
Trevor Lawrence,QB,JAC,BAL,Home,16.70117236333128,27,0.61856193938264,16.787389090473262,0.6217551514990097,16.5,3 out of 5 stars,C
Jared Goff,QB,DET,BUF,Home,14.403098566099958,22,0.654686298459089,14.361569380142798,0.652798608188309,14.5,2 out of 5 stars,D-
Tua Tagovailoa,QB,MIA,HOU,Home,20.007428392912793,33,0.6062857088761452,19.196326275589705,0.5817068568360516,21.9,3 out of 5 stars,A
Baker Mayfield,QB,CAR,DEN,Home,7.802944716286969,20,0.39014723581434846,10.5899210232671,0.529496051163355,1.3,1 out of 5 stars,F
Daniel Jones,QB,NYG,DAL,Away,16.390516989005242,30,0.5463505663001748,16.25788141286463,0.541929380428821,16.7,2 out of 5 stars,C
Sam Darnold,QB,CAR,DEN,Home,4.854926507517198,20,0.24274632537585988,2.43560929645314,0.121780464822657,10.5,1 out of 5 stars,F
Davis Mills,QB,HOU,MIA,Away,12.719269992123548,22,0.5781486360056158,12.341814274462212,0.5609915579301006,13.6,4 out of 5 stars,F
Zach Wilson,QB,NYJ,CHI,Home,12.180920147383603,20,0.6090460073691801,12.087028781976574,0.6043514390988287,12.4,4 out of 5 stars,F
Justin Fields,QB,CHI,NYJ,Away,17.846764992211547,39,0.45760935877465503,17.738235703159354,0.4548265564912655,18.1,2 out of 5 stars,C+
Trevor Siemian,QB,CHI,NYJ,Away,2.2064037307517053,20,0.11032018653758527,2.723433901073865,0.13617169505369325,1,2 out of 5 stars,F
Andy Dalton,QB,NO,SF,Away,13.780674004376976,20,0.6890337002188488,13.558105720538538,0.6779052860269269,14.3,2 out of 5 stars,F
Jacoby Brissett,QB,CLE,TB,Home,15.542630184004064,25,0.6217052073601625,15.603757405720092,0.6241502962288037,15.4,3 out of 5 stars,D+
Geno Smith,QB,SEA,LV,Home,18.882364698506123,33,0.5721928696517007,18.74623528358018,0.5680677358660661,19.2,5 out of 5 stars,B
Mike White,QB,NYJ,CHI,Home,2.074322193614736,20,0.10371610968073679,2.4490317051639083,0.1224515852581954,1.2,4 out of 5 stars,F
Colt McCoy,QB,ARI,LAC,Home,10.96352455333649,20,0.5481762276668245,10.047892219052128,0.5023946109526064,13.1,3 out of 5 stars,F
Joe Flacco,QB,NYJ,CHI,Home,10.68163234753893,20,0.5340816173769465,14.830903353627043,0.7415451676813521,1,4 out of 5 stars,F
Marcus Mariota,QB,ATL,WAS,Away,14.64183101748554,30,0.48806103391618466,14.231187167836488,0.4743729055945496,15.6,4 out of 5 stars,C-
John Wolford,QB,LAR,KC,Away,5.537804677282123,20,0.27689023386410616,6.625435253260176,0.3312717626630088,3,4 out of 5 stars,F
Kenny Pickett,QB,PIT,IND,Away,12.28442631608766,20,0.614221315804383,11.463466165839517,0.5731733082919758,14.2,4 out of 5 stars,F
Bryce Perkins,QB,LAR,KC,Away,6.786144255191196,20,0.33930721275955983,4.723063221701709,0.23615316108508547,11.6,4 out of 5 stars,F
