player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Michael Carter,RB,NYJ,CHI,Home,9.485545729946073,18,0.5269747627747818,9.736493899922962,0.5409163277734979,8.9,4 out of 5 stars,C
Chuba Hubbard,RB,CAR,DEN,Home,3.455508261692911,11,0.3141371146993555,3.0078689452755873,0.27344263138868974,4.5,3 out of 5 stars,F
Saquon Barkley,RB,NYG,DAL,Away,14.889373747187944,32,0.46529292959962326,14.113391067411351,0.4410434708566047,16.7,3 out of 5 stars,A
Rhamondre Stevenson,RB,NE,MIN,Away,14.22698809767299,24,0.5927911707363746,14.23855442524713,0.5932731010519637,14.2,3 out of 5 stars,A-
Jamaal Williams,RB,DET,BUF,Home,12.251205637813829,24,0.5104669015755762,12.701722339734042,0.5292384308222517,11.2,3 out of 5 stars,B
Latavius Murray,RB,DEN,CAR,Away,11.332398199461565,14,0.8094570142472547,11.60342599923081,0.8288161428022007,10.7,4 out of 5 stars,C+
Miles Sanders,RB,PHI,GB,Home,11.444480410241646,19,0.6023410742232445,11.506400586059494,0.6056000308452365,11.3,4 out of 5 stars,B
Christian McCaffrey,RB,SF,NO,Home,16.956698369367352,37,0.45828914511803653,16.93814052766765,0.45778758182885537,17,2 out of 5 stars,A
Kareem Hunt,RB,CLE,TB,Home,8.256830287523,13,0.6351407913479231,8.709757553604286,0.6699813502772527,7.2,3 out of 5 stars,D
D Onta Foreman,RB,CAR,DEN,Home,8.222018585369788,20,0.4111009292684894,7.245740836242555,0.3622870418121278,10.5,3 out of 5 stars,C+
Brandon Bolden,RB,LV,SEA,Away,2.5478674388501146,11,0.2316243126227377,2.65409634121445,0.24128148556495,2.3,4 out of 5 stars,F
Nyheim Hines,RB,BUF,DET,Away,3.9660625106543113,11,0.3605511373322101,4.122946443791873,0.3748133130719885,3.6,4 out of 5 stars,F
Kenyan Drake,RB,BAL,JAX,Away,8.291247115083145,16,0.5182029446926966,8.330353021547351,0.5206470638467094,8.2,4 out of 5 stars,C-
Samaje Perine,RB,CIN,TEN,Away,7.103789046594011,19,0.37388363403126373,6.2054129237057305,0.32660068019503846,9.2,2 out of 5 stars,C
Dontrell Hilliard,RB,TEN,CIN,Home,6.817653257787506,12,0.5681377714822922,7.339504653982152,0.611625387831846,5.6,2 out of 5 stars,F
Jerick McKinnon,RB,KC,LAR,Home,5.085814202219723,11,0.46234674565633843,4.779734574599605,0.4345213249636004,5.8,3 out of 5 stars,D-
Eno Benjamin,RB,HOU,MIA,Away,6.237611046274461,11,0.5670555496613147,7.882301494677802,0.7165728631525274,2.4,2 out of 5 stars,F
Joshua Kelley,RB,LAC,ARI,Away,3.3485455360701017,12,0.2790454613391751,4.140779337243003,0.34506494477025024,1.5,4 out of 5 stars,F
Travis Etienne Jr,RB,JAC,BAL,Home,11.805561039867388,26,0.4540600399948996,10.436515771239126,0.4014044527399664,15,4 out of 5 stars,A
Dameon Pierce,RB,HOU,MIA,Away,12.480679854135428,21,0.5943180882921633,12.515256934479185,0.5959646159275802,12.4,2 out of 5 stars,B
Jeff Wilson Jr,RB,MIA,HOU,Home,12.372914065568017,21,0.5891863840746675,12.018448665097168,0.5723070792903413,13.2,5 out of 5 stars,B+
Kenneth Walker III,RB,SEA,LV,Home,13.757807112188278,29,0.4744071417995958,12.796867303126112,0.4412712863146935,16,3 out of 5 stars,A
Raheem Mostert,RB,MIA,HOU,Home,10.265838422788963,20,0.5132919211394482,11.151197746841378,0.5575598873420688,8.2,5 out of 5 stars,C
Tyler Allgeier,RB,ATL,WAS,Away,6.33344181861498,14,0.45238870132964143,6.004916883735686,0.42892263455254903,7.1,2 out of 5 stars,D
Melvin Gordon III,RB,FA,CAR,Away,5.109932469903746,14,0.36499517642169615,6.6570463855767805,0.47550331325548434,1.5,-,F
Isiah Pacheco,RB,KC,LAR,Home,5.663522700935296,19,0.29808014215448925,3.5907467156218513,0.18898666924325533,10.5,3 out of 5 stars,C+
Darrell Henderson Jr,RB,FA,KC,Away,4.2931613564817415,12,0.35776344637347846,5.275944794973917,0.4396620662478264,2,-,F
Brian Robinson Jr,RB,WAS,ATL,Home,7.8552683610939225,17,0.46207460947611306,7.750383372991319,0.45590490429360697,8.1,4 out of 5 stars,C-
Rachaad White,RB,TB,CLE,Away,7.003549216822728,19,0.3686078535169857,5.3336417383181836,0.28071798622727284,10.9,4 out of 5 stars,C+
James Cook,RB,BUF,DET,Away,4.6015958157920895,14,0.3286854154137207,3.916565451131556,0.2797546750808254,6.2,4 out of 5 stars,D
Caleb Huntley,RB,ATL,WAS,Away,3.301126926941831,11,0.3001024479038028,3.087324181345473,0.2806658346677703,3.8,2 out of 5 stars,F
Jaylen Warren,RB,PIT,IND,Away,3.181327005282845,11,0.2892115459348041,2.9590385789754925,0.2690035071795902,3.7,3 out of 5 stars,F
Cam Akers,RB,LAR,KC,Away,4.662623723947983,15,0.31084158159653225,3.575176748497119,0.2383451165664746,7.2,3 out of 5 stars,D+
J K Dobbins,RB,BAL,JAX,Away,5.001380384958972,14,0.35724145606849805,6.459114835655676,0.4613653454039768,1.6,4 out of 5 stars,F
Gus Edwards,RB,BAL,JAX,Away,7.2555977951999076,16,0.4534748621999942,7.96513970742844,0.4978212317142775,5.6,4 out of 5 stars,D-
Kyren Williams,RB,LAR,KC,Away,4.004047098286044,12,0.333670591523837,3.1914958546943493,0.2659579878911958,5.9,3 out of 5 stars,D
Keaontay Ingram,RB,ARI,LAC,Home,3.2006897677246977,12,0.26672414731039146,2.38669966817814,0.198891639014845,5.1,4 out of 5 stars,F
Mark Andrews,TE,BAL,JAX,Away,12.21139664531659,26,0.4696691017429458,12.259138064737988,0.4715053101822303,12.1,3 out of 5 stars,A
Travis Kelce,TE,KC,LAR,Home,17.409747728110823,30,0.5803249242703608,18.013925325872606,0.6004641775290869,16,3 out of 5 stars,A+
Deebo Samuel,WR,SF,NO,Home,9.58149611727044,23,0.4165867877074104,8.673565881814914,0.37711156007890934,11.7,3 out of 5 stars,A-
Dalton Schultz,TE,DAL,NYG,Home,6.880270858335747,16,0.4300169286459842,6.400386940479639,0.40002418377997745,8,4 out of 5 stars,B
Ja Marr Chase,WR,CIN,TEN,Away,11.820456828480454,35,0.3377273379565844,14.872081183543507,0.4249166052441002,4.7,3 out of 5 stars,D-
George Kittle,TE,SF,NO,Home,9.715890424964039,16,0.6072431515602524,10.451272035662914,0.6532045022289321,8,1 out of 5 stars,A-
Justin Jefferson,WR,MIN,NE,Home,16.048511322912443,38,0.42232924533980115,16.283587604160637,0.4285154632673851,15.5,3 out of 5 stars,A+
Davante Adams,WR,LV,SEA,Away,18.119073820455093,28,0.6471097793019676,18.170105457792992,0.6489323377783212,18,3 out of 5 stars,A+
Dawson Knox,TE,BUF,DET,Away,6.732787480401846,17,0.3960463223765792,6.361124972002638,0.3741838218825081,7.6,4 out of 5 stars,B-
Mike Evans,WR,TB,CLE,Away,12.003753918694322,20,0.6001876959347161,11.919648455277605,0.5959824227638801,12.2,4 out of 5 stars,A
Hunter Henry,TE,NE,MIN,Away,4.808227875229637,12,0.4006856562691364,4.683182678899482,0.3902652232416235,5.1,4 out of 5 stars,F
Tyreek Hill,WR,MIA,HOU,Home,17.322692655390362,33,0.5249300804663746,16.86098950770052,0.5109390759909248,18.4,3 out of 5 stars,A+
Stefon Diggs,WR,BUF,DET,Away,18.152163143968274,38,0.47768850378863875,17.960233062811824,0.47263771217925854,18.6,3 out of 5 stars,A+
Mike Williams,WR,LAC,ARI,Away,8.366330963188632,23,0.3637535201386362,9.98047280455519,0.4339336001980517,4.6,4 out of 5 stars,F
Mike Gesicki,TE,MIA,HOU,Home,6.309493153312028,12,0.5257910961093356,6.570704504731469,0.5475587087276225,5.7,3 out of 5 stars,D-
Tyler Lockett,WR,SEA,LV,Home,11.735841232075774,22,0.533447328730717,11.92263033153682,0.5419377423425827,11.3,4 out of 5 stars,A-
Pat Freiermuth,TE,PIT,IND,Away,8.364847722994279,18,0.46471376238857104,8.135496747134685,0.4519720415074825,8.9,4 out of 5 stars,B+
Diontae Johnson,WR,PIT,IND,Away,8.026938938790186,12,0.6689115782325156,7.6099127697002675,0.6341593974750223,9,3 out of 5 stars,C+
Noah Fant,TE,SEA,LV,Home,5.850525910708508,13,0.45004045466988524,5.743608443869297,0.44181603414379206,6.1,4 out of 5 stars,D
Tyler Higbee,TE,LAR,KC,Away,6.805215310175926,15,0.4536810206783951,6.55030758596561,0.4366871723977074,7.4,4 out of 5 stars,B-
CeeDee Lamb,WR,DAL,NYG,Home,13.337516421288953,25,0.5335006568515581,13.09645203041279,0.5238580812165116,13.9,2 out of 5 stars,A+
Keenan Allen,WR,LAC,ARI,Away,8.10942895870461,21,0.3861632837478386,7.25632708386373,0.3455393849458919,10.1,4 out of 5 stars,B
T J Hockenson,TE,MIN,NE,Home,9.57779349459776,20,0.47888967472988797,9.65399070656823,0.4826995353284115,9.4,3 out of 5 stars,A
Michael Pittman Jr,WR,IND,PIT,Home,10.797917224317048,19,0.568311432858792,10.625596034738642,0.5592418965651916,11.2,3 out of 5 stars,A-
Tee Higgins,WR,CIN,TEN,Away,11.863491000101217,27,0.43938855555930434,11.462130000144596,0.4245233333386888,12.8,3 out of 5 stars,A
Tyler Conklin,TE,NYJ,CHI,Home,6.551306172100552,12,0.5459421810083793,6.744723103000789,0.562060258583399,6.1,2 out of 5 stars,D
Chris Godwin,WR,TB,CLE,Away,10.123909884664863,19,0.5328373623507823,9.662728406664092,0.5085646529823207,11.2,4 out of 5 stars,B+
David Njoku,TE,CLE,TB,Home,7.346445417184741,18,0.4081358565102634,7.537779167406774,0.4187655093003764,6.9,3 out of 5 stars,C-
Brandin Cooks,WR,HOU,MIA,Away,8.488836344149687,13,0.6529874110884375,8.569766205928126,0.6592127850713942,8.3,2 out of 5 stars,C
Jaylen Waddle,WR,MIA,HOU,Home,13.502657924992054,26,0.519332997115079,13.975225607131504,0.5375086771973655,12.4,3 out of 5 stars,A
Gerald Everett,TE,LAC,ARI,Away,5.524172755950163,20,0.27620863779750815,6.09167536564309,0.3045837682821545,4.2,4 out of 5 stars,D-
Cole Kmet,TE,CHI,NYJ,Away,6.757560783305632,17,0.3975035754885666,6.52508683329376,0.3838286372525741,7.3,3 out of 5 stars,C+
Darnell Mooney,WR,CHI,NYJ,Away,8.353020787277645,13,0.6425400605598188,8.24717255325378,0.6343978887118292,8.6,3 out of 5 stars,C
Amon Ra St Brown,WR,DET,BUF,Home,11.92725854034668,24,0.4969691058477783,11.424655057638114,0.4760272940682548,13.1,3 out of 5 stars,A
Evan Engram,TE,JAC,BAL,Home,6.383216419935741,13,0.4910166476873647,6.37602345705106,0.49046334285008153,6.4,4 out of 5 stars,D+
Terry McLaurin,WR,WAS,ATL,Home,11.177267576025251,23,0.48596815547935873,10.696096537178931,0.4650476755295188,12.3,4 out of 5 stars,A
Foster Moreau,TE,LV,SEA,Away,5.395793662894439,17,0.31739962722908466,4.708276661277771,0.2769574506633983,7,4 out of 5 stars,C
Marquise Brown,WR,ARI,LAC,Home,12.27290957531518,18,0.6818283097397323,13.975585107593115,0.7764213948662843,8.3,3 out of 5 stars,C
Austin Hooper,TE,TEN,CIN,Home,5.070011948178081,11,0.46091017710709825,4.8428742116829735,0.4402612919711794,5.6,2 out of 5 stars,F
Amari Cooper,WR,CLE,TB,Home,13.300015860366539,20,0.6650007930183269,13.68573694338077,0.6842868471690384,12.4,3 out of 5 stars,A
Adam Thielen,WR,MIN,NE,Home,8.527252257060232,13,0.6559424813123255,8.453217510086047,0.6502475007758497,8.7,3 out of 5 stars,C
Christian Kirk,WR,JAC,BAL,Home,12.971327180304424,22,0.5896057809229284,13.51618168614918,0.6143718948249627,11.7,3 out of 5 stars,A-
DeVonta Smith,WR,PHI,GB,Home,10.003139069776013,18,0.5557299483208896,9.704484385394306,0.5391380214107948,10.7,3 out of 5 stars,B
Harrison Bryant,TE,CLE,TB,Home,3.7081118004947693,11,0.33710107277225176,3.6258740007068138,0.32962490915516485,3.9,3 out of 5 stars,F
Van Jefferson,WR,LAR,KC,Away,5.3396955198273925,13,0.4107458092174917,4.499565028324847,0.34612038679421897,7.3,4 out of 5 stars,D
A J Brown,WR,PHI,GB,Home,13.522072410668383,31,0.43619588421510913,13.445817729526262,0.43373605579116975,13.7,3 out of 5 stars,A
Juwan Johnson,TE,NO,SF,Away,6.712512203815232,14,0.4794651574153737,6.503588862593188,0.46454206161379913,7.2,3 out of 5 stars,C
Tyler Boyd,WR,CIN,TEN,Away,9.844619342222861,23,0.4280269279227331,10.035170488889804,0.4363117603865132,9.4,3 out of 5 stars,B-
Jonnu Smith,TE,NE,MIN,Away,3.276051429682476,11,0.2978228572438615,3.0515020424035373,0.27740927658213976,3.8,4 out of 5 stars,F
Brandon Aiyuk,WR,SF,NO,Home,10.939750290977074,19,0.5757763311040565,10.99964327282439,0.5789285933065468,10.8,3 out of 5 stars,B+
Chase Claypool,WR,CHI,NYJ,Away,6.331698323856858,11,0.5756089385324417,6.130997605509798,0.5573634186827089,6.8,3 out of 5 stars,F
DeAndre Hopkins,WR,ARI,LAC,Home,15.648502721589809,30,0.521616757386327,15.797861030842585,0.5265953676947528,15.3,3 out of 5 stars,A+
Hayden Hurst,TE,CIN,TEN,Away,6.17891535848242,14,0.4413510970344586,5.998450512117743,0.4284607508655531,6.6,3 out of 5 stars,C-
Jakobi Meyers,WR,NE,MIN,Away,10.890095518946445,18,0.6050053066081359,11.271565027066352,0.6261980570592418,10,4 out of 5 stars,B
Allen Lazard,WR,GB,PHI,Away,10.489474836072592,14,0.7492482025766137,10.699249765817989,0.7642321261298564,10,2 out of 5 stars,B
Logan Thomas,TE,WAS,ATL,Home,5.367598017182274,12,0.44729983476518953,5.053711453117535,0.42114262109312794,6.1,3 out of 5 stars,D
Courtland Sutton,WR,DEN,CAR,Away,9.282405444173985,16,0.5801503402608741,8.889150634534264,0.5555719146583915,10.2,3 out of 5 stars,B
Robert Woods,WR,TEN,CIN,Home,6.433753430840568,11,0.5848866755309607,6.105362044057954,0.5550329130961776,7.2,2 out of 5 stars,D
Robert Tonyan,TE,GB,PHI,Away,5.50397304005952,11,0.5003611854599564,5.162818628656458,0.469347148059678,6.3,2 out of 5 stars,D
Will Dissly,TE,SEA,LV,Home,5.193250804924185,12,0.43277090041034877,5.661786864177408,0.471815572014784,4.1,4 out of 5 stars,F
Jarvis Landry,WR,NO,SF,Away,7.021763483855832,12,0.585146956987986,6.7739478340797605,0.56449565283998,7.6,3 out of 5 stars,C-
O J Howard,TE,HOU,MIA,Away,2.797617542211106,12,0.23313479518425884,2.7108822031587234,0.22590685026322696,3,4 out of 5 stars,F
Donovan Peoples Jones,WR,CLE,TB,Home,8.352517574787868,15,0.5568345049858578,8.117882249696954,0.5411921499797969,8.9,3 out of 5 stars,C+
Quez Watkins,WR,PHI,GB,Home,4.453864099767706,12,0.37115534164730885,4.134091571096723,0.34450763092472697,5.2,3 out of 5 stars,F
Corey Davis,WR,NYJ,CHI,Home,6.799114553352828,13,0.5230088117963714,7.484449361932611,0.5757268739948163,5.2,5 out of 5 stars,F
Randall Cobb,WR,GB,PHI,Away,6.308431627358693,13,0.48526397133528404,6.1834737533695625,0.47565182718227406,6.6,2 out of 5 stars,F
DeVante Parker,WR,NE,MIN,Away,5.431716747143396,13,0.4178243651648766,5.359595353061994,0.4122765656201534,5.6,4 out of 5 stars,F
DeAndre Carter,WR,LAC,ARI,Away,6.400110096221962,12,0.5333425080184968,6.057300137459945,0.5047750114549955,7.2,4 out of 5 stars,D
Marquez Valdes Scantling,WR,KC,LAR,Home,6.905505987541389,14,0.49325042768152777,6.350722839344843,0.45362305995320307,8.2,3 out of 5 stars,C
Zay Jones,WR,JAC,BAL,Home,7.771635688565036,15,0.5181090459043357,7.845193840807195,0.5230129227204796,7.6,3 out of 5 stars,C-
Olamide Zaccheaus,WR,ATL,WAS,Away,5.876566637833474,12,0.48971388648612285,5.652238054047821,0.4710198378373184,6.4,4 out of 5 stars,F
Jauan Jennings,WR,SF,NO,Home,4.011456177327298,11,0.36467783430248163,3.587794539038997,0.3261631399126361,5,3 out of 5 stars,F
Michael Gallup,WR,DAL,NYG,Home,6.139865220497809,12,0.511655435041484,5.428378886425442,0.45236490720212014,7.8,2 out of 5 stars,C-
Rondale Moore,WR,ARI,LAC,Home,6.912574015435659,16,0.4320358759647287,7.38939145062237,0.46183696566389815,5.8,3 out of 5 stars,F
Josh Reynolds,WR,DET,BUF,Home,6.4201138781420335,14,0.45857956272443096,7.500162683060048,0.5357259059328606,3.9,3 out of 5 stars,F
Nico Collins,WR,HOU,MIA,Away,7.785236756560618,15,0.5190157837707079,7.5646239379437406,0.5043082625295827,8.3,2 out of 5 stars,C
Devin Duvernay,WR,BAL,JAX,Away,6.691733259948284,13,0.5147487123037142,6.216761799926121,0.4782124461481632,7.8,4 out of 5 stars,C-
Jerry Jeudy,WR,DEN,CAR,Away,6.779769214533292,14,0.4842692296095209,7.799670306476132,0.557119307605438,4.4,3 out of 5 stars,F
Mack Hollins,WR,LV,SEA,Away,7.355810696751483,11,0.6687100633410439,7.294015281073548,0.6630922982794135,7.5,3 out of 5 stars,C-
Demarcus Robinson,WR,BAL,JAX,Away,5.495996100908679,16,0.3434997563067924,4.6799944298695415,0.29249965186684634,7.4,4 out of 5 stars,D+
Kadarius Toney,WR,KC,LAR,Home,4.163208850112594,15,0.2775472566741729,3.247441214446563,0.2164960809631042,6.3,3 out of 5 stars,D-
Darius Slayton,WR,NYG,DAL,Away,7.738014608351373,16,0.4836259130219608,7.154306583359105,0.44714416145994407,9.1,4 out of 5 stars,B-
Damiere Byrd,WR,ATL,WAS,Away,5.393839581950059,11,0.4903490529045508,5.005485117071513,0.4550441015519557,6.3,4 out of 5 stars,F
Marquise Goodwin,WR,SEA,LV,Home,5.462127187658667,14,0.3901519419756191,5.874467410940954,0.41960481506721103,4.5,4 out of 5 stars,F
Chris Moore,WR,HOU,MIA,Away,5.785932619267037,11,0.5259938744788215,5.565618027524339,0.5059652752294853,6.3,2 out of 5 stars,F
Isaiah McKenzie,WR,BUF,DET,Away,5.942234054202324,15,0.39614893694682163,5.360334363146178,0.3573556242097452,7.3,3 out of 5 stars,D+
Parris Campbell,WR,IND,PIT,Home,8.015362913358986,19,0.4218612059662624,7.679089876227124,0.4041626250645855,8.8,3 out of 5 stars,C+
Chris Olave,WR,NO,SF,Away,10.894903306233882,17,0.6408766650725813,10.378433294619832,0.6104960761541077,12.1,3 out of 5 stars,A
Curtis Samuel,WR,WAS,ATL,Home,8.009572229285912,20,0.4004786114642956,7.45653175612273,0.3728265878061365,9.3,4 out of 5 stars,B-
JuJu Smith Schuster,WR,KC,LAR,Home,7.692381503541558,21,0.3663038811210266,8.03197357648794,0.3824749322137115,6.9,3 out of 5 stars,C-
Gabe Davis,WR,BUF,DET,Away,10.9160404794813,23,0.47461045562962173,10.451486399259,0.4544124521416957,12,3 out of 5 stars,A
DK Metcalf,WR,SEA,LV,Home,9.896696891437953,20,0.49483484457189764,9.252424130625649,0.4626212065312824,11.4,4 out of 5 stars,A-
DJ Moore,WR,CAR,DEN,Home,7.8852782587242025,13,0.6065598660557079,7.364683226748861,0.566514094365297,9.1,2 out of 5 stars,C+
Garrett Wilson,WR,NYJ,CHI,Home,8.17813884516129,14,0.5841527746543779,7.654484064516129,0.5467488617511521,9.4,5 out of 5 stars,B
Joshua Palmer,WR,LAC,ARI,Away,9.183011843926828,22,0.41740962926940123,8.96144549132404,0.40733843142382,9.7,4 out of 5 stars,B
George Pickens,WR,PIT,IND,Away,7.465674458612649,17,0.4391573210948617,6.679534940875214,0.3929138200514832,9.3,3 out of 5 stars,B-
Alec Pierce,WR,IND,PIT,Home,6.10764205330103,14,0.43626014666435925,5.5966315047157575,0.3997593931939827,7.3,3 out of 5 stars,D
Drake London,WR,ATL,WAS,Away,7.533279508375843,15,0.5022186338917228,6.990399297679777,0.46602661984531846,8.8,4 out of 5 stars,C+
Noah Brown,WR,DAL,NYG,Home,6.09705154355726,11,0.55427741305066,5.6243593479389435,0.5113053952671767,7.2,2 out of 5 stars,D-
Marvin Jones Jr,WR,JAC,BAL,Home,5.8061865152107055,13,0.446629731939285,5.508837878872437,0.4237567599132644,6.5,3 out of 5 stars,F
Allen Robinson II,WR,LAR,KC,Away,7.051972589417028,15,0.47013150596113523,6.388532270595755,0.4259021513730504,8.6,4 out of 5 stars,C
Romeo Doubs,WR,GB,PHI,Away,4.768399662396557,12,0.3973666385330464,5.911999517709368,0.49266662647578063,2.1,2 out of 5 stars,F
Treylon Burks,WR,TEN,CIN,Home,6.457049412877872,14,0.46121781520556226,5.624356304111245,0.4017397360079461,8.4,2 out of 5 stars,C
Christian Watson,WR,GB,PHI,Away,7.697691335775586,24,0.32073713899064943,6.925273336822265,0.2885530557009277,9.5,2 out of 5 stars,B
Richie James Jr,WR,NYG,DAL,Away,3.4297687231598983,12,0.28581406026332484,2.885383890228426,0.24044865751903552,4.7,4 out of 5 stars,F
Justin Watson,WR,KC,LAR,Home,3.559344816087199,15,0.23728965440581326,3.0276354515531416,0.20184236343687612,4.8,3 out of 5 stars,F
Jahan Dotson,WR,WAS,ATL,Home,7.451646172571147,17,0.4383321277983028,7.473780246530211,0.4396341321488359,7.4,4 out of 5 stars,C-
Skyy Moore,WR,KC,LAR,Home,3.067952639171178,15,0.2045301759447452,1.6399323416731115,0.10932882277820744,6.4,3 out of 5 stars,F
Greg Dulcich,TE,DEN,CAR,Away,6.8799429482075904,14,0.4914244963005422,6.442775640296558,0.4601982600211827,7.9,3 out of 5 stars,B
Isaiah Likely,TE,BAL,JAX,Away,4.004276951233923,13,0.30802130394107097,3.663252787477032,0.2817886759597717,4.8,3 out of 5 stars,F
