,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
27,Jeff Wilson,2TM,27,,9,6,1.78,1.44,12.4,8.6,0.11,0.44,16,1.4,12.4,81.3%,7,11.2,57.7,0.22,2.56,41,5.1,57.7,11.2,12.7,5.5,70.1,3,0.22
28,Tony Pollard,DAL,25,RB,8,2,2.38,1.5,15.1,10.1,0,0.63,46,1.5,15.1,63.2%,6.4,10.1,63.3,0.63,2.63,57,6.2,63.3,10.1,11.6,6.7,78.4,5,0
29,Terry McLaurin,WAS,27,WR,9,9,6.89,4.22,67.7,16,0.22,2.89,49,4.2,67.7,61.3%,9.8,0.44,1.22,0,0.11,7,2.8,1.2,0.4,4.67,14.8,68.9,2,0.11
30,Chris Olave,NOR,22,WR,8,6,9,5.38,77.3,14.4,0.25,3.5,51,5.4,77.3,59.7%,8.6,,,,0,,,,,5.38,14.4,77.3,2,0.13
31,Kenneth Walker III,SEA,22,RB,8,4,2,1.5,6,4,0,0.13,13,1.5,6,75.0%,3,13.9,71.3,0.88,3.38,74,5.1,71.3,13.9,15.4,5,77.3,7,0
32,Mike Evans,TAM,29,WR,8,8,8.75,5.5,77.1,14,0.38,3.88,51,5.5,77.1,62.9%,8.8,,,,0,,,,,5.5,14,77.1,3,0
33,Ja'Marr Chase,CIN,22,WR,7,7,10.6,6.71,86.4,12.9,0.86,4.86,60,6.7,86.4,63.5%,8.2,0.57,0.29,0,0,4,0.5,0.3,0.6,7.29,11.9,86.7,6,0.14
34,Justin Fields,CHI,23,QB,9,9,0,0,0,,0,0,0,0,0,0.0%,,10.1,66.9,0.44,4.67,61,6.6,66.9,10.1,10.1,6.6,66.9,4,1.22
35,Jamaal Williams,DET,27,RB,8,5,1.5,1.13,7.13,6.3,0,0.38,17,1.1,7.1,75.0%,4.8,15.8,68.1,1,4.13,51,4.3,68.1,15.8,16.9,4.5,75.3,8,0.25
36,Tyler Lockett,SEA,30,WR,9,9,7.33,5.67,66.4,11.7,0.44,3.22,40,5.7,66.4,77.3%,9.1,,,,0,,,,,5.67,11.7,66.4,4,0.22
37,Christian Kirk,JAX,26,WR,9,9,7.78,4.78,63.8,13.3,0.56,3.22,49,4.8,63.8,61.4%,8.2,0.33,1.33,0,0,5,4,1.3,0.3,5.11,12.7,65.1,5,0.11
38,JuJu Smith-Schuster,KAN,26,WR,8,8,7.5,5.5,72.8,13.2,0.25,3.38,53,5.5,72.8,73.3%,9.7,,,,0,,,,,5.5,13.2,72.8,2,0.25
39,Curtis Samuel,WAS,26,WR,9,7,7.33,5,50.6,10.1,0.33,2.78,49,5,50.6,68.2%,6.9,2,13.6,0,0.78,21,6.8,13.6,2,7,9.2,64.1,3,0.11
40,Raheem Mostert,MIA,30,RB,9,7,2.44,1.44,10.8,7.5,0.11,0.56,18,1.4,10.8,59.1%,4.4,12.2,53.1,0.22,2.67,25,4.3,53.1,12.2,13.7,4.7,63.9,3,0
41,CeeDee Lamb,DAL,23,WR,8,8,9.13,5.25,69.5,13.2,0.38,3.63,30,5.3,69.5,57.5%,7.6,0.63,1.5,0,0.13,8,2.4,1.5,0.6,5.88,12.1,71,3,0
42,Antonio Gibson,WAS,24,RB,9,6,4.22,3.44,26.6,7.7,0.22,1.44,26,3.4,26.6,81.6%,6.3,9.89,36.4,0.22,2.33,20,3.7,36.4,9.9,13.3,4.7,63,4,0
43,Tee Higgins,CIN,23,WR,9,8,6.44,4.56,62.7,13.8,0.33,2.78,59,4.6,62.7,70.7%,9.7,,,,0,,,,,4.56,13.8,62.7,3,0
44,Devin Singletary,BUF,25,RB,8,8,4.38,3.38,25.9,7.7,0.13,1.63,22,3.4,25.9,77.1%,5.9,9.88,43.4,0,1.75,30,4.4,43.4,9.9,13.3,5.2,69.3,1,0.13
45,Amari Cooper,CLE,28,WR,8,8,8.25,4.88,69.1,14.2,0.63,3.63,55,4.9,69.1,59.1%,8.4,,,,0,,,,,4.88,14.2,69.1,5,0
46,Michael Pittman Jr.,IND,25,WR,8,8,9.5,6.75,68.8,10.2,0.13,3.63,28,6.8,68.8,71.1%,7.2,,,,0,,,,,6.75,10.2,68.8,1,0.13
47,David Montgomery,CHI,25,RB,8,8,2,1.75,17.9,10.2,0,0.63,30,1.8,17.9,87.5%,8.9,13.3,49.6,0.25,2.5,28,3.7,49.6,13.3,15,4.5,67.5,2,0.13
48,Tyler Boyd,CIN,28,WR,9,7,5.44,4.11,59.7,14.5,0.44,2.78,60,4.1,59.7,75.5%,11,,,,0,,,,,4.11,14.5,59.7,4,0
49,Jonathan Taylor,IND,23,RB,6,6,4.17,2.67,11.8,4.4,0,0.17,9,2.7,11.8,64.0%,2.8,17.8,77,0.17,4,27,4.3,77,17.8,20.5,4.3,88.8,1,0.33
50,Michael Carter,NYJ,23,RB,9,7,3.56,2.78,21.8,7.8,0,1,37,2.8,21.8,78.1%,6.1,9.44,36.7,0.33,1.44,25,3.9,36.7,9.4,12.2,4.8,58.4,3,0.11
51,Garrett Wilson,NYJ,22,WR,9,5,7.56,4.67,57.9,12.4,0.22,2.78,54,4.7,57.9,61.8%,7.7,0.22,0.56,0,0,7,2.5,0.6,0.2,4.89,12,58.4,2,0.11
52,Deebo Samuel,SFO,26,WR,7,6,7.71,4.57,55.3,12.1,0.29,2,57,4.6,55.3,59.3%,7.2,3.43,19.7,0.14,0.57,51,5.8,19.7,3.4,8,9.4,75,3,0.29
53,Tyler Allgeier,ATL,22,RB,9,4,1,1,8.67,8.7,0.11,0.56,25,1,8.7,100.0%,8.7,11.3,49.2,0.11,2.22,44,4.3,49.2,11.3,12.3,4.7,57.9,2,0
54,Dallas Goedert,PHI,27,TE,8,8,6.25,5,65.1,13,0.25,3.63,31,5,65.1,80.0%,10.4,,,,0,,,,,5,13,65.1,2,0
55,D.J. Moore,CAR,25,WR,10,10,7.7,3.9,47.8,12.3,0.3,2.4,62,3.9,47.8,50.6%,6.2,0.7,3.9,0,0.1,11,5.6,3.9,0.7,4.6,11.2,51.7,3,0
56,D.K. Metcalf,SEA,25,WR,9,9,7.56,4.67,56.7,12.1,0.44,2.56,54,4.7,56.7,61.8%,7.5,,,,0,,,,,4.67,12.1,56.7,4,0.22
57,Mark Andrews,BAL,27,TE,8,8,8,5.25,61,11.6,0.63,3.63,25,5.3,61,65.6%,7.6,0.25,0.88,0,0.25,4,3.5,0.9,0.3,5.5,11.3,61.9,5,0
58,Mike Williams,LAC,28,WR,7,7,8.43,5.29,70.7,13.4,0.43,3,50,5.3,70.7,62.7%,8.4,,,,0,,,,,5.29,13.4,70.7,3,0
59,Brandon Aiyuk,SFO,24,WR,8,8,6.88,4.75,60.4,12.7,0.5,2.88,34,4.8,60.4,69.1%,8.8,0.13,0.88,0,0,7,7,0.9,0.1,4.88,12.6,61.3,4,0
60,AJ Dillon,GNB,24,RB,9,2,2.78,1.78,11,6.2,0,0.33,12,1.8,11,64.0%,4,10.9,43.2,0.11,2.56,27,4,43.2,10.9,12.7,4.3,54.2,1,0.11
61,Marquise Brown,ARI,25,WR,6,6,10.7,7.17,80.8,11.3,0.5,4,26,7.2,80.8,67.2%,7.6,,,,0,,,,,7.17,11.3,80.8,3,0.17
62,Eno Benjamin,ARI,23,RB,9,3,3.67,2.67,20.4,7.7,0,1.11,22,2.7,20.4,72.7%,5.6,7.78,33.2,0.22,1.56,45,4.3,33.2,7.8,10.4,5.1,53.7,2,0
63,Ezekiel Elliott,DAL,27,RB,7,7,1.14,0.86,4.57,5.3,0,0.29,31,0.9,4.6,75.0%,4,15.6,63.3,0.57,3.71,27,4.1,63.3,15.6,16.4,4.1,67.9,4,0
64,Najee Harris,PIT,24,RB,8,8,3.5,3,14,4.7,0.25,1,14,3,14,85.7%,4,13.5,45.1,0.13,1.88,18,3.3,45.1,13.5,16.5,3.6,59.1,3,0.13
65,Courtland Sutton,DEN,27,WR,8,8,7.75,4.38,58.4,13.3,0.13,2.63,51,4.4,58.4,56.5%,7.5,0.13,0.63,0,0,5,5,0.6,0.1,4.5,13.1,59,1,0
66,Amon-Ra St. Brown,DET,23,WR,7,7,8.43,5.57,57,10.2,0.43,2.86,49,5.6,57,66.1%,6.8,0.29,9.71,0,0.14,58,34,9.7,0.3,5.86,11.4,66.7,3,0
67,Jakobi Meyers,NWE,26,WR,7,6,7.43,5.71,65.3,11.4,0.43,3.14,30,5.7,65.3,76.9%,8.8,0.29,1.29,0,0.29,7,4.5,1.3,0.3,6,11.1,66.6,3,0.14
68,T.J. Hockenson,2TM,25,,8,8,6.5,4.38,58.1,13.3,0.38,2.75,81,4.4,58.1,67.3%,8.9,,,,0,,,,,4.38,13.3,58.1,3,0
69,James Robinson,2TM,24,,9,5,1.56,1.22,5.67,4.6,0.22,0.56,10,1.2,5.7,78.6%,3.6,11,45,0.33,2.33,50,4.1,45,11,12.2,4.1,50.7,5,0.11
70,Gabriel Davis,BUF,23,WR,7,7,5.43,2.57,64.4,25.1,0.57,2,98,2.6,64.4,47.4%,11.9,,,,0,,,,,2.57,25.1,64.4,4,0
71,D'Onta Foreman,CAR,26,RB,10,3,0.7,0.4,2.5,6.3,0,0.1,23,0.4,2.5,57.1%,3.6,9.1,42.6,0.4,2,60,4.7,42.6,9.1,9.5,4.7,45.1,4,0
72,Jerry Jeudy,DEN,23,WR,8,8,6.75,3.75,56.1,15,0.38,2.63,67,3.8,56.1,55.6%,8.3,0.13,0.13,0,0.13,1,1,0.1,0.1,3.88,14.5,56.3,3,0
73,Clyde Edwards-Helaire,KAN,23,RB,8,6,2.63,2.13,18.9,8.9,0.38,1.38,25,2.1,18.9,81.0%,7.2,8.63,36.6,0.38,1.75,52,4.2,36.6,8.6,10.8,5.2,55.5,6,0
74,DeVonta Smith,PHI,24,WR,8,8,6.63,5,55.3,11.1,0.25,3,45,5,55.3,75.5%,8.3,,,,0,,,,,5,11.1,55.3,2,0
75,Cordarrelle Patterson,ATL,31,RB,6,5,1.5,1,6.5,6.5,0,0.33,12,1,6.5,66.7%,4.3,12.7,67,0.83,3.83,40,5.3,67,12.7,13.7,5.4,73.5,5,0
76,Allen Lazard,GNB,27,WR,7,7,7.29,4.29,61,14.2,0.71,3.57,47,4.3,61,58.8%,8.4,,,,0,,,,,4.29,14.2,61,5,0
77,Kareem Hunt,CLE,27,RB,8,0,2.88,2.38,14.6,6.2,0.13,0.88,24,2.4,14.6,82.6%,5.1,9.63,38.1,0.38,2.38,24,4,38.1,9.6,12,4.4,52.8,4,0
78,Donovan Peoples-Jones,CLE,23,WR,8,6,5.75,3.75,52.1,13.9,0,2,42,3.8,52.1,65.2%,9.1,0.13,0.25,0,0,2,2,0.3,0.1,3.88,13.5,52.4,0,0.13
79,Adam Thielen,MIN,32,WR,8,8,7.13,4.75,52.3,11,0.25,3.38,36,4.8,52.3,66.7%,7.3,,,,0,,,,,4.75,11,52.3,2,0
80,David Njoku,CLE,26,TE,7,7,6,4.86,59.7,12.3,0.14,3.14,38,4.9,59.7,81.0%,10,0.14,-0.86,0,0,-6,-6,-0.9,0.1,5,11.8,58.9,1,0.14
81,Chris Godwin,TAM,26,WR,7,6,9.29,6,57.7,9.6,0,2.57,44,6,57.7,64.6%,6.2,0.43,0.71,0,0,2,1.7,0.7,0.4,6.43,9.1,58.4,0,0
82,Darnell Mooney,CHI,25,WR,9,9,5.78,3.56,45.2,12.7,0.11,1.78,56,3.6,45.2,61.5%,7.8,0.11,0.22,0,0,2,2,0.2,0.1,3.67,12.4,45.4,1,0
83,Drake London,ATL,21,WR,10,8,6.2,3.8,40.7,10.7,0.3,2.4,31,3.8,40.7,61.3%,6.6,,,,0,,,,,3.8,10.7,40.7,3,0.1
84,Melvin Gordon,DEN,29,RB,8,4,2.63,2,17.3,8.6,0,0.88,24,2,17.3,76.2%,6.6,9.38,32.9,0.25,1.5,17,3.5,32.9,9.4,11.4,4.4,50.1,2,0.5
85,Mack Hollins,LVR,29,WR,8,7,5.5,3.5,49.8,14.2,0.25,2.38,60,3.5,49.8,63.6%,9,,,,0,,,,,3.5,14.2,49.8,2,0
86,Alec Pierce,IND,22,WR,8,7,5,3.13,49.5,15.8,0.13,2.25,47,3.1,49.5,62.5%,9.9,,,,0,,,,,3.13,15.8,49.5,1,0.13
87,Zach Ertz,ARI,32,TE,9,9,7.56,5.11,43.8,8.6,0.44,2.56,32,5.1,43.8,67.6%,5.8,,,,0,,,,,5.11,8.6,43.8,4,0
88,Diontae Johnson,PIT,26,WR,8,8,9.5,5.38,46.5,8.7,0,2.5,25,5.4,46.5,56.6%,4.9,0.63,2.75,0,0,8,4.4,2.8,0.6,6,8.2,49.3,0,0.13
89,Josh Allen,BUF,26,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,7.75,49,0.5,3.88,36,6.3,49,7.8,7.75,6.3,49,4,0.88
90,D'Andre Swift,DET,23,RB,5,3,4.2,3.2,28.8,9,0.4,1.4,25,3.2,28.8,76.2%,6.9,6.8,49.4,0.2,1.4,50,7.3,49.4,6.8,10,7.8,78.2,3,0
91,Kenyan Drake,BAL,28,RB,7,4,1.57,1.29,6.43,5,0.14,0.71,15,1.3,6.4,81.8%,4.1,10.4,49.1,0.43,2.29,40,4.7,49.1,10.4,11.7,4.7,55.6,4,0
92,Chase Claypool,2TM,24,,9,8,6.22,3.78,36,9.5,0.11,2,26,3.8,36,60.7%,5.8,1,6.56,0,0.33,15,6.6,6.6,1,4.78,8.9,42.6,1,0
93,Marquez Valdes-Scantling,KAN,28,WR,8,5,4.88,2.88,47.6,16.6,0,2.13,57,2.9,47.6,59.0%,9.8,0.13,-0.38,0,0,-3,-3,-0.4,0.1,3,15.8,47.3,0,0
94,Devin Duvernay,BAL,25,WR,9,9,3.67,2.78,35.3,12.7,0.33,1.78,31,2.8,35.3,75.8%,9.6,0.78,6.11,0.11,0.44,18,7.9,6.1,0.8,3.56,11.7,41.4,4,0
95,Zay Jones,JAX,27,WR,8,7,6.88,4.88,43.6,8.9,0.13,2.63,22,4.9,43.6,70.9%,6.3,0.38,2.63,0,0.13,14,7,2.6,0.4,5.25,8.8,46.3,1,0
96,James Conner,ARI,27,RB,6,6,4,3.17,20.3,6.4,0,0.83,21,3.2,20.3,79.2%,5.1,10.2,40.8,0.17,3.17,17,4,40.8,10.2,13.3,4.6,61.2,1,0.17
97,Pat Freiermuth,PIT,24,TE,7,4,6.86,4.57,52.4,11.5,0.14,2.71,31,4.6,52.4,66.7%,7.6,,,,0,,,,,4.57,11.5,52.4,1,0
98,Daniel Jones,NYG,25,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,8,45.4,0.38,3.63,24,5.7,45.4,8,8,5.7,45.4,3,0.38
99,Rashaad Penny,SEA,26,RB,5,5,1,0.8,3.2,4,0,0.4,6,0.8,3.2,80.0%,3.2,11.4,69.2,0.4,3,41,6.1,69.2,11.4,12.2,5.9,72.4,2,0.2
100,Taysom Hill,NOR,32,TE,8,3,0.63,0.38,2,5.3,0.13,0.25,11,0.4,2,60.0%,3.2,5,42.9,0.63,2.63,60,8.6,42.9,5,5.38,8.3,44.9,6,0.13
101,Kyler Murray,ARI,25,QB,9,9,0,0,0,,0,0,0,0,0,0.0%,,6.56,39.9,0.22,2.11,42,6.1,39.9,6.6,6.56,6.1,39.9,2,0.89
102,Olamide Zaccheaus,ATL,25,WR,10,7,2.9,2.4,36.5,15.2,0.2,1.9,42,2.4,36.5,82.8%,12.6,0.1,-0.6,0,0,-6,-6,-0.6,0.1,2.5,14.4,35.9,2,0.1
103,Josh Reynolds,DET,27,WR,7,7,6,3.71,51,13.7,0.29,2.43,31,3.7,51,61.9%,8.5,,,,0,,,,,3.71,13.7,51,2,0
104,Brandin Cooks,HOU,29,WR,7,7,7.57,4.57,50.6,11.1,0.14,2.14,44,4.6,50.6,60.4%,6.7,,,,0,,,,,4.57,11.1,50.6,1,0
105,Corey Davis,NYJ,27,WR,7,5,4.86,2.71,50.1,18.5,0.29,2.43,66,2.7,50.1,55.9%,10.3,,,,0,,,,,2.71,18.5,50.1,2,0
106,Josh Palmer,LAC,24,WR,7,7,7.14,4.86,49.4,10.2,0.14,2.57,45,4.9,49.4,68.0%,6.9,0.14,0.57,0,0.14,4,4,0.6,0.1,5,10,50,1,0
107,Damien Harris,NWE,25,RB,7,6,2,1.57,6.71,4.3,0,0.29,11,1.6,6.7,78.6%,3.4,10.1,43.1,0.43,2.29,16,4.3,43.1,10.1,11.7,4.3,49.9,3,0
108,Marcus Mariota,ATL,29,QB,10,10,0,0,0,,0,0,0,0,0,0.0%,,6.3,34.7,0.3,2.3,30,5.5,34.7,6.3,6.3,5.5,34.7,3,0.8
109,Darrell Henderson,LAR,25,RB,8,5,2.63,2,11.4,5.7,0,0.5,15,2,11.4,76.2%,4.3,7.75,31.6,0.25,1.38,23,4.1,31.6,7.8,9.75,4.4,43,2,0
110,Gerald Everett,LAC,28,TE,8,5,6.63,4,42.6,10.7,0.25,1.88,26,4,42.6,60.4%,6.4,0.13,0,0,0,0,0,0,0.1,4.13,10.3,42.6,2,0
111,Noah Brown,DAL,26,WR,7,7,5.57,3.57,48.4,13.6,0.14,2.29,45,3.6,48.4,64.1%,8.7,,,,0,,,,,3.57,13.6,48.4,1,0.14
112,George Pickens,PIT,21,WR,8,4,5.38,3.25,42.3,13,0.13,2.13,36,3.3,42.3,60.5%,7.9,0.13,0.13,0,0,1,1,0.1,0.1,3.38,12.6,42.4,1,0
113,Evan Engram,JAX,28,TE,9,7,5.22,3.67,37.6,10.2,0.11,1.56,28,3.7,37.6,70.2%,7.2,0.11,0,0,0,0,0,0,0.1,3.78,9.9,37.6,1,0
114,Caleb Huntley,ATL,24,RB,8,0,0,0,0,,0,0,0,0,0,0.0%,,8.63,41.4,0.13,2.13,30,4.8,41.4,8.6,8.63,4.8,41.4,1,0.13
