player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Austin Ekeler,RB,LAC,MIA,Home,19.56760512826564,36,0.5435445868962678,20.1965787546652,0.5610160765184777,18.1,2 out of 5 stars,A+
Joe Mixon,RB,CIN,CLE,Home,16.352110054677762,29,0.5638658639544056,17.317300078111092,0.5971482785555549,14.1,4 out of 5 stars,A
Najee Harris,RB,PIT,BAL,Home,11.543943842507172,19,0.6075759917109038,11.648491203581674,0.6130784843990355,11.3,3 out of 5 stars,B
James Conner,RB,ARI,NE,Home,11.814053663334406,19,0.6217922980702318,11.60579094762058,0.6108311025063463,12.3,2 out of 5 stars,B+
Ezekiel Elliott,RB,DAL,HOU,Home,13.312614937830347,24,0.5546922890762644,13.232307054043352,0.5513461272518063,13.5,4 out of 5 stars,A-
Nick Chubb,RB,CLE,CIN,Away,14.79417288523418,32,0.46231790266356815,14.320246978905974,0.4475077180908117,15.9,3 out of 5 stars,A
Damien Harris,RB,NE,ARI,Away,6.257221551924442,14,0.4469443965660315,8.210316502749203,0.5864511787678002,1.7,4 out of 5 stars,F
Leonard Fournette,RB,TB,SF,Away,10.338779448409941,13,0.7952907268007647,11.641113497728488,0.8954702690560374,7.3,1 out of 5 stars,C
Derrick Henry,RB,TEN,JAX,Home,18.415967889813032,38,0.4846307339424482,18.851382699732905,0.4960890184140238,17.4,4 out of 5 stars,A+
Dalvin Cook,RB,MIN,DET,Away,15.427313348996446,28,0.550975476749873,15.09616192713778,0.5391486402549207,16.2,4 out of 5 stars,A
Josh Jacobs,RB,LV,LAR,Away,16.300042024916326,36,0.45277894513656464,15.48577432130904,0.43016039781414,18.2,3 out of 5 stars,A+
Devin Singletary,RB,BUF,NYJ,Home,9.703200632637778,18,0.5390667018132098,10.304572332339683,0.572476240685538,8.3,3 out of 5 stars,C
D Andre Swift,RB,DET,MIN,Home,13.061249690509523,16,0.8163281056568452,12.830356700727892,0.8018972937954932,13.6,3 out of 5 stars,A-
Tony Pollard,RB,DAL,HOU,Home,15.646593316911567,30,0.5215531105637189,15.709419024159384,0.5236473008053129,15.5,4 out of 5 stars,A
Michael Carter,RB,NYJ,BUF,Away,6.870872690115832,17,0.40416898177151955,7.544103843022618,0.4437708142954481,5.3,3 out of 5 stars,C-
Chuba Hubbard,RB,CAR,SEA,Away,4.223964274582217,14,0.3017117338987298,3.548520392260311,0.2534657423043079,5.8,5 out of 5 stars,C-
Saquon Barkley,RB,NYG,PHI,Home,14.292125761011189,30,0.47640419203370626,13.903036801444555,0.4634345600481519,15.2,4 out of 5 stars,A
Rhamondre Stevenson,RB,NE,ARI,Away,14.565058243429046,22,0.6620481019740475,13.77865463347007,0.6263024833395486,16.4,4 out of 5 stars,A
Alexander Mattison,RB,MIN,DET,Away,4.944043842275919,12,0.41200365352299323,5.220062631822742,0.43500521931856184,4.3,4 out of 5 stars,D
Jamaal Williams,RB,DET,MIN,Home,12.341948312544684,25,0.4936779325017874,13.08849758934955,0.5235399035739821,10.6,3 out of 5 stars,B
Latavius Murray,RB,DEN,KC,Home,10.346081985600978,15,0.6897387990400652,10.837259979429971,0.7224839986286647,9.2,3 out of 5 stars,B-
Miles Sanders,RB,PHI,NYG,Away,11.864001665760426,21,0.564952460274306,11.334288093943467,0.5397280044734986,13.1,3 out of 5 stars,B+
Christian McCaffrey,RB,SF,TB,Home,16.573582699741195,32,0.5179244593669123,16.56226099963028,0.5175706562384462,16.6,3 out of 5 stars,A
Kenneth Gainwell,RB,PHI,NYG,Away,4.638183909658712,14,0.331298850689908,4.52597701379816,0.3232840724141543,4.9,3 out of 5 stars,D+
Kareem Hunt,RB,CLE,CIN,Away,7.271585668780445,15,0.4847723779186964,7.516550955400637,0.5011033970267091,6.7,3 out of 5 stars,C
D Onta Foreman,RB,CAR,SEA,Away,8.832561467544856,23,0.38402441163238504,8.075087810778365,0.3510907743816681,10.6,5 out of 5 stars,B
Kenyan Drake,RB,BAL,PIT,Away,6.3778846998174465,15,0.4251923133211631,7.0969781425963525,0.47313187617309016,4.7,2 out of 5 stars,D+
Samaje Perine,RB,CIN,CLE,Home,8.136434447445108,21,0.387449259402148,8.62347778206444,0.4106417991459257,7,4 out of 5 stars,C
Dontrell Hilliard,RB,TEN,JAX,Home,6.871859957420517,11,0.6247145415836833,7.502657082029311,0.6820597347299373,5.4,4 out of 5 stars,D+
Travis Homer,RB,SEA,CAR,Home,4.677995480006384,15,0.31186636533375894,4.02570782858055,0.26838052190537,6.2,4 out of 5 stars,C
DeeJay Dallas,RB,SEA,CAR,Home,1.9709925043797536,13,0.15161480802921182,1.529989291971077,0.11769148399777515,3,4 out of 5 stars,D-
Jerick McKinnon,RB,KC,DEN,Away,5.197504426078063,14,0.37125031614843307,4.725006322968661,0.33750045164061865,6.3,3 out of 5 stars,C
Joshua Kelley,RB,LAC,MIA,Home,4.244251014290735,12,0.35368758452422794,4.26321573470105,0.3552679778917542,4.2,2 out of 5 stars,D
Mike Boone,RB,DEN,KC,Home,3.0650223730034787,11,0.2786383975457708,2.621460532862113,0.23831459389655568,4.1,3 out of 5 stars,D-
Dameon Pierce,RB,HOU,DAL,Away,11.093435785377656,16,0.6933397365861035,10.876336836253795,0.6797710522658622,11.6,3 out of 5 stars,B
Travis Etienne Jr,RB,JAC,TEN,Away,9.785601390195271,20,0.48928006950976355,8.19371627170753,0.4096858135853765,13.5,2 out of 5 stars,B+
Jeff Wilson Jr,RB,MIA,LAC,Away,9.905749946653875,20,0.4952874973326938,9.736785638076965,0.48683928190384823,10.3,4 out of 5 stars,B
Kenneth Walker III,RB,SEA,CAR,Home,8.449509397302162,29,0.2913623930104194,11.213584853288802,0.3866753397685794,2,4 out of 5 stars,F
Raheem Mostert,RB,MIA,LAC,Away,9.156096803389659,21,0.4360046096852218,9.180138290556656,0.4371494424074599,9.1,4 out of 5 stars,B-
Isiah Pacheco,RB,KC,DEN,Away,6.913239441417023,19,0.3638547074430012,4.904627773452891,0.2581383038659416,11.6,3 out of 5 stars,B
Rachaad White,RB,TB,SF,Away,6.5317073789495765,15,0.43544715859663846,5.516724827070823,0.3677816551380549,8.9,1 out of 5 stars,C+
James Cook,RB,BUF,NYJ,Home,5.530483127140459,14,0.39503450908146137,4.300690181629228,0.3071921558306591,8.4,3 out of 5 stars,C+
Cam Akers,RB,LAR,LV,Home,6.6352537202228845,16,0.4147033575139303,5.964648171746978,0.3727905107341861,8.2,3 out of 5 stars,C
Jaylen Warren,RB,PIT,BAL,Home,3.815748767105344,11,0.3468862515550313,3.5224982387219206,0.32022711261108366,4.5,3 out of 5 stars,D
Zonovan Knight,RB,NYJ,BUF,Away,8.935743659113415,21,0.4255116028149245,9.036776655876308,0.4303226978988718,8.7,3 out of 5 stars,C+
Gus Edwards,RB,BAL,PIT,Away,6.261069573638783,17,0.368298210214046,6.3300993909125465,0.3723587877007381,6.1,2 out of 5 stars,C-
Kyren Williams,RB,LAR,LV,Home,4.448153742651963,13,0.34216567251168944,3.825933918074232,0.2943026090826332,5.9,3 out of 5 stars,C-
J K Dobbins,RB,BAL,PIT,Away,5.619955831488538,14,0.40142541653489555,6.442794044983625,0.4601995746416875,3.7,2 out of 5 stars,D
Jordan Mason,RB,SF,TB,Home,1.8924460945784047,11,0.17204055405258226,0.8177801351120065,0.07434364864654605,4.4,3 out of 5 stars,D
Tony Jones Jr,RB,SEA,CAR,Home,2.204960010213315,11,0.20045091001939228,1.3499428717333068,0.12272207924848244,4.2,4 out of 5 stars,D
Mark Andrews,TE,BAL,PIT,Away,11.558235626499144,24,0.481593151104131,11.32605089499878,0.4719187872916159,12.1,3 out of 5 stars,A
Travis Kelce,TE,KC,DEN,Away,15.079431442844765,36,0.4188730956345768,15.070616346921096,0.41862823185891934,15.1,2 out of 5 stars,A+
Deebo Samuel,WR,SF,TB,Home,9.66467892021789,20,0.4832339460108945,8.620969886025557,0.4310484943012779,12.1,3 out of 5 stars,B+
Dalton Schultz,TE,DAL,HOU,Home,8.024372349650585,19,0.422335386823715,7.220531928072265,0.3800279962143297,9.9,3 out of 5 stars,B+
Ja Marr Chase,WR,CIN,CLE,Home,16.072005255865704,29,0.5542070777884726,15.760007508379577,0.5434485347717095,16.8,4 out of 5 stars,A+
George Kittle,TE,SF,TB,Home,9.021820599248624,19,0.47483266311834865,9.416886570355176,0.4956256089660619,8.1,3 out of 5 stars,B-
Justin Jefferson,WR,MIN,DET,Away,17.651303525646966,40,0.44128258814117416,17.20186217949567,0.43004655448739176,18.7,2 out of 5 stars,A+
Davante Adams,WR,LV,LAR,Away,17.86411820299034,33,0.5413369152421316,17.891597432843344,0.5421696191770711,17.8,4 out of 5 stars,A+
Dawson Knox,TE,BUF,NYJ,Home,5.890542720120082,13,0.45311867077846785,5.972203885885832,0.45940029891429474,5.7,2 out of 5 stars,C-
Mike Evans,WR,TB,SF,Away,11.180979556405358,19,0.588472608231861,10.8299707948648,0.569998462887621,12,3 out of 5 stars,B+
Hunter Henry,TE,NE,ARI,Away,5.561195522973104,15,0.3707463681982069,5.24456503281872,0.3496376688545813,6.3,4 out of 5 stars,C
Tyreek Hill,WR,MIA,LAC,Away,17.528342314430283,37,0.4737389814710887,17.111917592043262,0.4624842592444125,18.5,3 out of 5 stars,A+
Stefon Diggs,WR,BUF,NYJ,Home,17.16830922084269,36,0.4768974783567414,17.497584601203847,0.4860440167001069,16.4,3 out of 5 stars,A+
Mike Williams,WR,LAC,MIA,Home,10.08619934202023,24,0.42025830591750957,10.980284774314615,0.4575118655964423,8,2 out of 5 stars,C+
Tyler Lockett,WR,SEA,CAR,Home,12.863232424375262,24,0.5359680176823026,12.590332034821806,0.5245971681175753,13.5,3 out of 5 stars,A
Pat Freiermuth,TE,PIT,BAL,Home,9.397211898690962,17,0.5527771705112331,8.924588426701375,0.5249757898059633,10.5,4 out of 5 stars,B+
Diontae Johnson,WR,PIT,BAL,Home,8.382572270945051,15,0.5588381513963367,8.032246101350072,0.5354830734233381,9.2,3 out of 5 stars,B-
Noah Fant,TE,SEA,CAR,Home,5.983572869786069,11,0.5439611699805517,6.105104099694384,0.5550094636085804,5.7,3 out of 5 stars,D+
Tyler Higbee,TE,LAR,LV,Home,5.9659132336328415,13,0.45891640258714167,6.037018905189774,0.4643860696299826,5.8,5 out of 5 stars,C
CeeDee Lamb,WR,DAL,HOU,Home,13.64215533844779,24,0.5684231391019913,13.188793340639704,0.5495330558599877,14.7,3 out of 5 stars,A
Keenan Allen,WR,LAC,MIA,Home,11.31255337419505,22,0.5142069715543204,10.332219105992928,0.4696463229996785,13.6,2 out of 5 stars,A
T J Hockenson,TE,MIN,DET,Away,9.944282146880843,22,0.45201282485822014,9.063260209829776,0.41196637317408064,12,3 out of 5 stars,A
Tee Higgins,WR,CIN,CLE,Home,12.481224009935717,23,0.542661913475466,11.873177157051025,0.5162250937848272,13.9,4 out of 5 stars,A
Darren Waller,TE,LV,LAR,Away,4.491014837794055,18,0.24950082432189197,6.287164053991508,0.3492868918884171,0.3,2 out of 5 stars,F
Tyler Conklin,TE,NYJ,BUF,Away,5.747140475411772,11,0.5224673159465247,5.810200679159675,0.5282000617417887,5.6,1 out of 5 stars,D+
Chris Godwin,WR,TB,SF,Away,11.442442656121363,23,0.49749750678788535,10.81777522303052,0.4703380531752401,12.9,3 out of 5 stars,A-
David Njoku,TE,CLE,CIN,Away,7.302399253058676,16,0.45639995331616723,7.989141790083823,0.49932136188023896,5.7,2 out of 5 stars,C
Jaylen Waddle,WR,MIA,LAC,Away,13.141685719478854,28,0.4693459185528162,12.902408170684078,0.4608002918101457,13.7,3 out of 5 stars,A
Gerald Everett,TE,LAC,MIA,Home,7.510194265387193,17,0.4417761332580702,7.300277521981704,0.4294280895283355,8,4 out of 5 stars,B-
Amon Ra St Brown,WR,DET,MIN,Home,15.157184791985365,27,0.5613772145179765,14.19597827426481,0.5257769731209189,17.4,3 out of 5 stars,A+
Evan Engram,TE,JAC,TEN,Away,6.028923794881462,11,0.5480839813528602,5.9127482784020895,0.5375225707638264,6.3,3 out of 5 stars,C
Foster Moreau,TE,LV,LAR,Away,5.122284761254596,13,0.39402190471189197,4.617549658935137,0.35519612761039515,6.3,2 out of 5 stars,C+
Marquise Brown,WR,ARI,NE,Home,12.462772474441893,17,0.7331042632024642,12.918246392059848,0.7598968465917557,11.4,4 out of 5 stars,B+
Austin Hooper,TE,TEN,JAX,Home,5.036991920453275,12,0.4197493267044396,4.924274172076108,0.4103561810063423,5.3,3 out of 5 stars,D-
Amari Cooper,WR,CLE,CIN,Away,11.854128860579415,24,0.4939220358574756,11.620184086542023,0.48417433693925105,12.4,3 out of 5 stars,A-
Adam Thielen,WR,MIN,DET,Away,9.190302251559778,20,0.45951511257798894,9.0575746450853991,0.45287873225426994,9.5,2 out of 5 stars,B
Christian Kirk,WR,JAC,TEN,Away,13.08527479201728,26,0.5032797996929723,13.078963988596117,0.503037076484466,13.1,3 out of 5 stars,A
DeVonta Smith,WR,PHI,NYG,Away,10.832732027000372,16,0.6770457516875232,10.161045752857676,0.6350653595536047,12.4,2 out of 5 stars,A-
Van Jefferson,WR,LAR,LV,Home,6.719260160968197,14,0.47994715435487123,6.470371658525996,0.46216940418042823,7.3,4 out of 5 stars,C
A J Brown,WR,PHI,NYG,Away,14.462274655113712,23,0.6287945502223353,14.231820935876732,0.6187748232989884,15,2 out of 5 stars,A
Tyler Boyd,WR,CIN,CLE,Home,8.73344596543062,15,0.582229731028708,9.090637093472315,0.6060424728981544,7.9,4 out of 5 stars,C+
Jonnu Smith,TE,NE,ARI,Away,2.895612646163938,13,0.22273943432030294,2.6365894945199115,0.20281457650153165,3.5,4 out of 5 stars,F
Brandon Aiyuk,WR,SF,TB,Home,10.350922003515032,20,0.5175461001757516,10.629888576450048,0.5314944288225024,9.7,3 out of 5 stars,B
K J Osborn,WR,MIN,DET,Away,5.150560515428493,13,0.3961969627252687,4.872229307754991,0.374786869827307,5.8,2 out of 5 stars,D+
DeAndre Hopkins,WR,ARI,NE,Home,15.152318434022064,25,0.6060927373608825,15.646169191460093,0.6258467676584037,14,4 out of 5 stars,A
Elijah Moore,WR,NYJ,BUF,Away,5.345093013584722,13,0.4111610010449786,4.721561447978175,0.3631970344598596,6.8,3 out of 5 stars,C
Robert Woods,WR,TEN,JAX,Home,6.104857039084311,12,0.5087380865903592,5.63551005583473,0.4696258379862275,7.2,3 out of 5 stars,C
Brock Wright,TE,DET,MIN,Home,2.7519524496501617,11,0.250177495422742,2.4742177852145164,0.22492888956495605,3.4,4 out of 5 stars,F
Donovan Peoples Jones,WR,CLE,CIN,Away,7.761429359210142,15,0.5174286239473428,7.573470513157348,0.5048980342104898,8.2,3 out of 5 stars,C+
Quez Watkins,WR,PHI,NYG,Away,5.211073161499632,11,0.47373392377269385,4.8301045164280465,0.4391004105843679,6.1,2 out of 5 stars,C-
Corey Davis,WR,NYJ,BUF,Away,7.68706561061018,14,0.5490761150435842,7.767236586585971,0.5548026133275693,7.5,3 out of 5 stars,C
Nick Westbrook Ikhine,WR,TEN,JAX,Home,5.612204773280281,14,0.40087176952002007,5.146006818971831,0.367571915640845,6.7,3 out of 5 stars,C-
Laviska Shenault Jr,WR,CAR,SEA,Away,4.34336980353543,11,0.39485180032140277,4.447671147907759,0.4043337407188872,4.1,3 out of 5 stars,F
DeVante Parker,WR,NE,ARI,Away,6.271538194583123,13,0.4824260149679325,6.002197420833034,0.46170749391023336,6.9,4 out of 5 stars,C
DeAndre Carter,WR,LAC,MIA,Home,6.253730160797821,13,0.481056166215217,6.448185943996888,0.496014303384376,5.8,2 out of 5 stars,D+
Zay Jones,WR,JAC,TEN,Away,7.93474911742444,19,0.4176183746012863,7.606784453463486,0.40035707649807817,8.7,3 out of 5 stars,B-
Jauan Jennings,WR,SF,TB,Home,4.518116084387435,11,0.4107378258534032,4.397308691982051,0.3997553356347319,4.8,3 out of 5 stars,F
Michael Gallup,WR,DAL,HOU,Home,7.262939443063063,12,0.6052449535885885,6.818484918661519,0.5682070765551266,8.3,3 out of 5 stars,C+
Jamal Agnew,WR,JAC,TEN,Away,3.99896052417611,14,0.2856400374411507,4.041372177394443,0.28866944124246025,3.9,3 out of 5 stars,F
Josh Reynolds,WR,DET,MIN,Home,6.5198212702077445,13,0.5015247130929035,7.171173243153921,0.5516287110118401,5,3 out of 5 stars,F
Devin Duvernay,WR,BAL,PIT,Away,6.41326502259197,13,0.49332807866092077,6.076092889417101,0.4673917607243924,7.2,3 out of 5 stars,C
Julio Jones,WR,TB,SF,Away,6.50264236088548,13,0.5002032585296523,6.203774801264972,0.4772134462511517,7.2,3 out of 5 stars,C
Jerry Jeudy,WR,DEN,KC,Home,9.691039849353949,16,0.6056899905846218,9.044342641934213,0.5652714151208883,11.2,4 out of 5 stars,B
Mack Hollins,WR,LV,LAR,Away,7.4404426982434115,16,0.4650276686402132,7.286346711776303,0.4553966694860189,7.8,4 out of 5 stars,C+
Demarcus Robinson,WR,BAL,PIT,Away,5.363383678527738,16,0.3352114799079836,4.704833826468198,0.29405211415426236,6.9,3 out of 5 stars,C
Darius Slayton,WR,NYG,PHI,Home,7.95784321496847,14,0.5684173724977478,7.596918878526386,0.5426370627518847,8.8,2 out of 5 stars,B-
Marquise Goodwin,WR,SEA,CAR,Home,5.266977227708686,13,0.4051520944391297,5.381396039583837,0.41395354150644903,5,3 out of 5 stars,F
Chris Moore,WR,HOU,DAL,Away,5.648874585545575,11,0.5135340532314159,5.155535122207964,0.4686850111098149,6.8,4 out of 5 stars,C
Isaiah McKenzie,WR,BUF,NYJ,Home,6.632622100433123,13,0.5102017000333171,6.346603000618748,0.48820023081682673,7.3,3 out of 5 stars,C
Kendall Hinton,WR,DEN,KC,Home,4.381347375995019,13,0.3370267212303861,3.64478196570717,0.28036784351593613,6.1,4 out of 5 stars,C-
Garrett Wilson,WR,NYJ,BUF,Away,10.773009281124498,22,0.48968224005111355,9.732870401606426,0.44240320007301936,13.2,3 out of 5 stars,A
DK Metcalf,WR,SEA,CAR,Home,10.645815979134422,23,0.46286156431019226,9.251165684477748,0.4022245949772934,13.9,3 out of 5 stars,A
JuJu Smith Schuster,WR,KC,DEN,Away,9.021385929476772,20,0.4510692964738386,8.044837042109673,0.4022418521054837,11.3,2 out of 5 stars,B
Gabe Davis,WR,BUF,NYJ,Home,9.748276589162526,15,0.6498851059441684,9.468966555946466,0.6312644370630978,10.4,3 out of 5 stars,B
DJ Moore,WR,CAR,SEA,Away,9.370000115770399,15,0.6246666743846933,8.414285879671999,0.5609523919781333,11.6,3 out of 5 stars,B+
Joshua Palmer,WR,LAC,MIA,Home,8.541934634762812,19,0.4495755070927796,8.51704947823259,0.4482657620122415,8.6,2 out of 5 stars,B-
George Pickens,WR,PIT,BAL,Home,6.942866150552028,18,0.38571478614177934,6.361237357931469,0.3534020754406372,8.3,3 out of 5 stars,B-
Marvin Jones Jr,WR,JAC,TEN,Away,5.753973052765385,17,0.3384690031038462,5.562818646807694,0.3272246262828055,6.2,3 out of 5 stars,C-
Trent Sherfield,WR,MIA,LAC,Away,4.831061928072289,13,0.371620148313253,4.415802754388984,0.3396771349529988,5.8,3 out of 5 stars,D
Terrace Marshall Jr,WR,CAR,SEA,Away,5.245595132786157,12,0.43713292773217977,4.965135903980224,0.41376132533168536,5.9,3 out of 5 stars,C-
Tutu Atwell,WR,LAR,LV,Home,4.133456579161253,11,0.3757687799237503,3.633509398801791,0.33031903625470826,5.3,4 out of 5 stars,D
Isaiah Hodgins,WR,NYG,PHI,Home,5.005413522410194,12,0.4171177935341828,4.707733603443134,0.3923111336202611,5.7,2 out of 5 stars,D
Greg Dulcich,TE,DEN,KC,Home,7.792705843129915,13,0.5994389110099935,7.018151204471308,0.5398577849593313,9.6,4 out of 5 stars,B
Daniel Bellinger,TE,NYG,PHI,Home,4.95013460610387,11,0.4500122369185336,4.7573351515769575,0.4324850137797234,5.4,3 out of 5 stars,D
