player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Josh Allen,QB,Buffalo Bills,NYJ,23.83955156711847,40,259.29411764705884,1.8823529411764706,46.32492743589061,0.4235294117647059,3,0.8823529411764706,0.5959887891779617
Justin Herbert,QB,Los Angeles Chargers,ATL,20.72818910770415,34,263.70588235294116,2.0294117647058822,19.740714606453267,0.18137254901960786,1,0.8823529411764706,0.609652620814828
Tom Brady,QB,Tampa Bay Buccaneers,LAR,18.282272023641994,26,277.20588235294116,1.7647058823529411,4.881543765831691,0.11764705882352941,3,0.7058823529411765,0.7031643086016152
Patrick Mahomes,QB,Kansas City Chiefs,TEN,19.145425003761094,39,264.94117647058823,1.7941176470588234,19.448367684669776,0.11029411764705882,4,0.7647058823529411,0.49090833342977164
Aaron Rodgers,QB,Green Bay Packers,DET,20.141574749940464,27,250.9466911764706,2.068014705882353,6.9703289473684205,0.23076923076923078,0,0.25,0.745984249997795
Matthew Stafford,QB,Los Angeles Rams,TB,17.418792772010764,24,263.1764705882353,1.9705882352941175,2.4467512495194157,0,2,1,0.7257830321671151
Joe Burrow,QB,Cincinnati Bengals,CAR,17.31828109171338,36,240.15257352941177,1.8272058823529411,7.783546211251435,0.125,2,0.875,0.481063363658705
Jalen Hurts,QB,Philadelphia Eagles,HOU,22.41945488029466,36,225.88823529411764,1.3274509803921568,49.40788213627992,0.6666666666666666,2,0.6,0.6227626355637406
Kyler Murray,QB,Arizona Cardinals,SEA,20.990636218297322,31,267.9852941176471,1.5630252100840336,29.16639141205615,0.3027950310559006,0,0.7142857142857143,0.6771172973644297
Kirk Cousins,QB,Minnesota Vikings,WAS,18.951285336025602,29,259.34742647058823,2.03125,6.898882772020725,0.075,2,0.4375,0.6534925977939863
Ryan Tannehill,QB,Tennessee Titans,KC,17.268312807724552,24,235.5,1.4117647058823528,14.54450915141431,0.34015345268542196,4,0.8235294117647058,0.7195130336551897
Derek Carr,QB,Las Vegas Raiders,JAX,15.063714940521665,28,255.26470588235293,1.3823529411764706,7.354796464040161,0,5,0.8235294117647058,0.5379898193043452
Lamar Jackson,QB,Baltimore Ravens,NO,18.81254751678808,35,232.46568627450978,1.2549019607843137,52.44312222670432,0.1388888888888889,3,1.0833333333333333,0.5375013576225166
Mac Jones,QB,New England Patriots,IND,15.095847895643615,20,228.8529411764706,1.5882352941176472,7.064361309377308,0,3,0.7647058823529411,0.7547923947821807
Matt Ryan,QB,Indianapolis Colts,NE,12.747169354499137,20,210.26470588235293,1.2058823529411766,4.408591940713293,0.04144385026737968,4,0.7058823529411765,0.6373584677249569
Taylor Heinicke,QB,Washington Football Team,MIN,16.620688302890546,22,235.01027077497668,1.4878618113912232,20.649230224193836,0.06837606837606837,2,0.9523809523809523,0.7554858319495703
Teddy Bridgewater,QB,Miami Dolphins,CHI,15.588071889470076,20,204.79411764705884,1.5546218487394958,8.92105502915452,0.15476190476190474,1,0.5,0.7794035944735038
Trevor Lawrence,QB,Jacksonville Jaguars,LV,14.888037539802246,28,218.52941176470588,1.2058823529411764,20.699379922909337,0.14027149321266968,5,1,0.5317156264215088
Jared Goff,QB,Detroit Lions,GB,14.565985256244598,23,225.42226890756302,1.5903361344537816,6.16321390698379,0,6,0.5714285714285714,0.6333037067932434
Tua Tagovailoa,QB,Miami Dolphins,CHI,15.921304521808725,30,199.83333333333334,1.5392156862745097,11.82873149259704,0.2549019607843137,1,0.7843137254901961,0.5307101507269575
Baker Mayfield,QB,Carolina Panthers,CIN,14.731834049580744,20,231.6764705882353,1.3718487394957983,9.311617806731812,0.06722689075630252,3,0.9285714285714286,0.7365917024790372
Sam Darnold,QB,Carolina Panthers,CIN,16.312919651192654,20,231.7083854818523,1.1476846057571963,18.380760967496016,0.4005006257822278,4,1.1063829787234043,0.8156459825596327
Davis Mills,QB,Houston Texans,PHI,13.978334144121783,20,217.03058823529412,1.4635294117647057,4.029929676511955,0,1,0.8,0.6989167072060891
Zach Wilson,QB,New York Jets,BUF,12.330991124334926,20,171.26923076923077,0.6990950226244343,15.080176272437818,0.3626373626373627,1,0.8461538461538461,0.6165495562167462
Justin Fields,QB,Chicago Bears,MIA,14.623981311057623,30,195.15728900255755,0.9808184143222507,35.1553410608868,0.1863354037267081,5,0.8695652173913043,0.48746604370192076
Taysom Hill,QB,New Orleans Saints,BAL,16.87008615895714,17,182.93725490196078,1.0895424836601306,28.610926949048498,0.4629629629629629,0,0.4444444444444444,0.99235800935042
Jameis Winston,QB,New Orleans Saints,BAL,18.788216427706192,24,223.0420168067227,1.9117647058823528,20.409055033364425,0.14880952380952378,1,0.42857142857142855,0.7828423511544247
Trevor Siemian,QB,Chicago Bears,MIA,16.06613543047636,20,218.7620320855615,1.6764705882352942,3.50031534372466,0.19480519480519481,1,0.5454545454545454,0.803306771523818
Andy Dalton,QB,New Orleans Saints,BAL,14.804646792921087,25,240.47058823529412,1.4450980392156862,8.720977733132429,0,1,1.2,0.5921858717168434
Tyler Huntley,QB,Baltimore Ravens,NO,15.127030292100706,20,198.86235294117648,0.8282352941176471,38.59594997983058,0.26666666666666666,3,0.64,0.7563515146050352
Geno Smith,QB,Seattle Seahawks,ARI,15.759816993464051,30,200.80588235294118,1.549019607843137,10.870588235294118,0.2074074074074074,1,0.26666666666666666,0.5253272331154684
