player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
Mark Andrews,TE,Baltimore Ravens,NO,15.872348091401992,25,6.890151515151516,89.1298661954052,0.5857142857142856,0,0.6348939236560797
Cooper Kupp,WR,Los Angeles Rams,TB,19.821038831669533,39,8.939075630252102,107.37440758293839,0.7690100430416069,0,0.5082317649146034
Travis Kelce,TE,Kansas City Chiefs,TEN,11.936861012795015,32,5.409877232142858,65.74827802128992,0.46368243243243246,1,0.3730269066498442
Ja Marr Chase,WR,Cincinnati Bengals,CAR,13.523629330756545,30,4.473115808823529,74.5373809301145,0.6584967320261437,1,0.4507876443585515
Justin Jefferson,WR,Minnesota Vikings,WAS,16.208641770884235,35,6.368903340230565,96.124253948866,0.5882352941176471,1,0.4631040505966924
Davante Adams,WR,Las Vegas Raiders,JAX,16.796365196360554,28,7.221590909090909,89.70895828771623,0.7024456521739131,0,0.5998701855843055
Dawson Knox,TE,Buffalo Bills,NYJ,8.924958048020788,14,3.265999591586686,40.37720964091851,0.5423728813559322,0,0.6374970034300562
Mike Evans,WR,Tampa Bay Buccaneers,LAR,11.572661889759834,23,4.267784552845528,57.75978915662651,0.6104651162790697,0,0.5031592125982537
Tyreek Hill,WR,Miami Dolphins,CHI,13.814318704113491,32,5.888724693364859,69.97888127153878,0.6652452025586353,1,0.4316974595035466
Dallas Goedert,TE,Philadelphia Eagles,HOU,10.199750067519073,20,4.142880803842544,62.1644525881814,0.31864406779661014,0,0.5099875033759537
Stefon Diggs,WR,Buffalo Bills,NYJ,13.426578343361914,40,5.956626506024096,73.11010188389082,0.5228758169934641,0,0.33566445858404786
Kyle Pitts,TE,Atlanta Falcons,LAC,8.691595554285824,16,4.011896149827185,62.58374752099503,0.07121212121212121,0,0.543224722142864
Mike Williams,WR,Los Angeles Chargers,ATL,12.211165644030705,25,4.61545183135513,67.40451612903226,0.5271646859083192,0,0.4884466257612282
Zach Ertz,TE,Arizona Cardinals,SEA,8.922831627293515,23,4.707469879518072,48.25506943944736,0.2905982905982906,0,0.3879492011866746
Mike Gesicki,TE,Miami Dolphins,CHI,8.072189257017026,11,4.324587458745874,49.19419337167899,0.16507936507936505,0,0.7338353870015478
Tyler Lockett,WR,Seattle Seahawks,ARI,13.004266590855133,22,4.865258487654321,75.71637347027972,0.5,0,0.5911030268570515
Noah Fant,TE,Seattle Seahawks,ARI,8.083455076944661,13,4.532021604938272,43.17444274475525,0.25,0,0.6218042366880508
Hunter Renfrow,WR,Las Vegas Raiders,JAX,13.165914679395513,11,6.4505050505050505,63.95734617911102,0.6130434782608696,1,1.1969013344905013
Tyler Higbee,TE,Los Angeles Rams,TB,7.265240304699067,16,4.261986863711002,35.00100531380152,0.27235772357723576,0,0.4540775190436917
Keenan Allen,WR,Los Angeles Chargers,ATL,11.645079232010612,27,6.23617381489842,64.84229166666667,0.3404605263157895,0,0.4312992308152079
T J Hockenson,TE,Minnesota Vikings,DET,9.142527222452937,19,4.83427554438861,48.136247443762784,0.31862745098039214,0,0.4811856432869967
Michael Pittman Jr,WR,Indianapolis Colts,NE,10.644890696975454,16,5.136528685548294,61.942734130248354,0.3137254901960784,0,0.6653056685609658
Tee Higgins,WR,Cincinnati Bengals,CAR,11.33921897728686,28,4.962239583333333,67.86670614191623,0.369047619047619,1,0.4049721063316736
Darren Waller,TE,Las Vegas Raiders,JAX,9.050554862704406,21,4.696969696969697,55.87445508290702,0.1857707509881423,0,0.43097880298592406
Tyler Conklin,TE,New York Jets,BUF,5.769060746940043,11,3.386299974535268,32.03183486945136,0.14545454545454545,0,0.5244600679036403
Chris Godwin,WR,Tampa Bay Buccaneers,LAR,11.473792574614697,20,6.459349593495935,70.34815452285333,0.24916943521594687,2,0.5736896287307348
Brandin Cooks,WR,Houston Texans,PHI,12.579450562834944,16,6.061970338983051,69.23465393343419,0.4375,0,0.786215660177184
Jaylen Waddle,WR,Miami Dolphins,CHI,11.550164416019019,26,5.775990099009901,60.014550807997814,0.46428571428571425,1,0.4442370929238084
Gerald Everett,TE,Los Angeles Chargers,ATL,5.891828945457779,18,3.1707259118450755,30.58081871345029,0.2548476454293629,2,0.32732383030320994
Cole Kmet,TE,Chicago Bears,MIA,5.846355907313843,11,3.747342310418143,39.72684752104771,0,0,0.5314869006648948
Darnell Mooney,WR,Chicago Bears,MIA,11.610614567357723,16,5.292400370713623,71.6441438200091,0.30000000000000004,0,0.7256634104598577
Amon Ra St Brown,WR,Detroit Lions,GB,11.469891291531454,26,5.871212121212121,61.86459143968871,0.3913043478260869,0,0.4411496650589021
Evan Engram,TE,Jacksonville Jaguars,LV,6.7289958843364275,15,3.402439617048161,30.10232216163225,0.3596491228070175,1,0.4485997256224285
Mo Alie Cox,TE,Indianapolis Colts,NE,4.413418207422454,11,1.6424010217113665,21.209533287506794,0.24521072796934867,0,0.40121983703840497
Terry McLaurin,WR,Washington Football Team,MIN,11.475938014724711,19,4.815680766688699,69.67257295245909,0.35014005602240894,0,0.60399673761709
Adam Thielen,WR,Minnesota Vikings,WAS,12.845990780854578,19,5.1667955160417485,56.47208407449087,0.7692307692307693,0,0.6761047779397146
Christian Kirk,WR,Jacksonville Jaguars,LV,12.585417076482026,17,5.236082566347958,66.60924180404821,0.5510752688172043,0,0.7403186515577662
DeVonta Smith,WR,Philadelphia Eagles,HOU,10.111152836924626,18,4.169381107491857,60.41387656313029,0.3507462686567163,1,0.5617307131624792
Van Jefferson,WR,Los Angeles Rams,TB,7.694413687768688,12,3.0824398725007245,44.229211546747095,0.2883787661406026,0,0.6412011406473906
A J Brown,WR,Philadelphia Eagles,HOU,12.74030597560728,27,5.288148333750939,73.84693347193347,0.45192307692307687,0,0.4718631842817511
Juwan Johnson,TE,New Orleans Saints,BAL,4.751258547660667,11,1.391560657772262,17.984249272384865,0.37617554858934166,0,0.4319325952418788
Tyler Boyd,WR,Cincinnati Bengals,CAR,8.923610756919265,23,4.3379130747126435,49.730450241606434,0.29693486590038315,0,0.3879830763877941
K J Osborn,WR,Minnesota Vikings,WAS,8.886463049082124,14,3.341708542713568,44.15608777725342,0.4666666666666667,0,0.6347473606487232
Geoff Swaim,TE,Tennessee Titans,KC,3.754917235511253,11,2.0508356545961,14.766584991222937,0.20880681818181818,0,0.3413561123192048
DeAndre Hopkins,WR,Arizona Cardinals,SEA,12.582694012720669,29,4.341686746987952,58.78517305893359,0.7555555555555556,0,0.4338860004386438
Hayden Hurst,TE,Cincinnati Bengals,CAR,4.086450198168948,15,2.2189867424242427,17.496840996840994,0.23484848484848483,1,0.2724300132112632
Jakobi Meyers,WR,New England Patriots,IND,8.535103456015232,16,5.132196162046908,52.52587464544016,0.13930348258706465,1,0.533443966000952
Allen Lazard,WR,Green Bay Packers,DET,7.750751201714014,19,2.6110825184422715,34.74387661325768,0.4951370468611848,0,0.40793427377442176
Logan Thomas,TE,Washington Football Team,MIN,8.507305273611,15,3.1896067415730336,36.744066647292456,0.5952380952380952,1,0.5671536849073999
Russell Gage,WR,Tampa Bay Buccaneers,LAR,8.78032054517195,11,4.776661884265902,53.924455993910286,0.2188782489740082,2,0.7982109586519954
Elijah Moore,WR,New York Jets,BUF,9.399364078175315,13,4.039646627881922,49.18002302695892,0.41025641025641024,0,0.7230280060134858
