player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Jonathan Taylor,RB,Indianapolis Colts,NE,17.832963412193386,27,20.60941246477764,0.10457516339869283,97.3653659101436,0.7459893048128342,2.3347857661583156,2,0.6604801263775328
Austin Ekeler,RB,Los Angeles Chargers,ATL,19.046429078876056,39,36.865520833333335,0.45394736842105265,63.2707878953108,0.7708333333333334,4.118227990970655,3,0.4883699763814373
Joe Mixon,RB,Cincinnati Bengals,CAR,16.60848843193652,25,17.091088462411992,0.16145833333333331,79.48451851320323,0.8125,2.46435546875,1,0.6643395372774609
James Conner,RB,Arizona Cardinals,SEA,17.534084887483594,21,30.22684752104771,0.22222222222222224,56.93482942309871,0.9974424552429668,2.999858256555634,0,0.8349564232135045
Damien Harris,RB,New England Patriots,IND,11.264553647139056,16,8.94031630801141,0,57.65760111576011,0.7083333333333333,1.2428571428571429,2,0.704034602946191
Alvin Kamara,RB,New Orleans Saints,BAL,17.600746676066496,27,44.58782684448544,0.422237860661506,63.08892055064115,0.34013605442176864,4.517656892108379,0,0.6518795065209814
Antonio Gibson,RB,Washington Football Team,MIN,14.310105548000129,15,21.33526450487949,0.23041474654377878,69.51637945876573,0.4863523573200993,2.8809351214208045,4,0.954007036533342
Leonard Fournette,RB,Tampa Bay Buccaneers,LAR,15.413563060007116,21,29.482098089327003,0.1014799154334038,60.50265332753371,0.5818181818181818,4.63059866962306,0,0.7339791933336721
Cordarrelle Patterson,RB,Atlanta Falcons,LAC,16.452039913436515,21,36.166698308557,0.38524590163934425,53.23216323394833,0.5901639344262295,3.3193894855850763,0,0.7834304720684054
Aaron Jones,RB,Green Bay Packers,DET,14.071984538361885,26,25.598493626882966,0.35897435897435903,58.81761403508772,0.32820512820512826,3.2812603648424545,1,0.5412301745523802
Derrick Henry,RB,Tennessee Titans,KC,20.278127914331534,36,21.657657987126974,0,107.25902142262896,1.0326086956521738,2.381615598885794,0,0.5632813309536537
Dalvin Cook,RB,Minnesota Vikings,WAS,14.62613537272398,26,17.42389370893382,0,85.5738341968912,0.5538461538461539,2.621955933513723,2,0.5625436681816915
Josh Jacobs,RB,Las Vegas Raiders,JAX,15.180143740255417,32,21.805776888733845,0,68.44162133266249,0.7845036319612592,3.4391371340523884,2,0.4743794918829818
Devin Singletary,RB,Buffalo Bills,NYJ,11.243277904599829,16,13.810527195953009,0.053067993366500824,53.60972412721364,0.5014925373134328,2.347779176407121,0,0.7027048690374893
David Montgomery,RB,Chicago Bears,MIA,13.864335219720333,19,25.55081432443453,0,62.86431729816269,0.5769230769230769,3.430259499536608,1,0.7297018536694913
AJ Dillon,RB,Green Bay Packers,DET,13.6746446879679,18,23.198364634119677,0.13546202225447507,66.91932472691163,0.46444121915820036,2.4287993992302637,1,0.7597024826648834
D Andre Swift,RB,Detroit Lions,GB,16.82380592531092,22,42.78273459415437,0.21840242669362991,56.9236479321315,0.4844961240310077,5.64364575992483,1,0.7647184511504964
James Robinson,RB,New York Jets,BUF,12.206055055395604,14,14.390018228030089,0,59.11132682554398,0.6857142857142857,2.0650878533231474,2,0.8718610753854003
Michael Carter,RB,New York Jets,BUF,10.524797743725548,15,21.861429188002536,0,51.10495636721712,0.3557951482479784,2.4886633898842554,1,0.7016531829150365
Chuba Hubbard,RB,Carolina Panthers,CIN,8.405176413955202,12,13.141214400315823,0.09367681498829039,39.041811288513905,0.3085824493731919,1.8089315997738837,1,0.7004313678296001
Rhamondre Stevenson,RB,New England Patriots,IND,10.043414939173447,23,13.153814663700995,0,59.38559788592821,0.3728070175438596,1.526315789473684,1,0.4366702147466716
Chase Edmonds,RB,Denver Broncos,CHI,10.20188194289967,11,25.23050138863393,0,51.65188337273444,0.1595744680851064,3.452818848419281,1,0.9274438129908791
Clyde Edwards Helaire,RB,Kansas City Chiefs,TEN,9.42565315296189,18,12.062617407639324,0.1648648648648649,44.86396419437341,0.375,1.787611607142857,2,0.5236473973867717
Alexander Mattison,RB,Minnesota Vikings,WAS,8.601854919161639,14,17.735034668021928,0.07692307692307693,36.25259067357513,0.27692307692307694,2.467723231542327,1,0.6144182085115456
Jamaal Williams,RB,Detroit Lions,GB,8.564154669562875,22,12.779922178988327,0,47.68485683987275,0.24999999999999997,2.0353535353535355,0,0.3892797577074034
Miles Sanders,RB,Philadelphia Eagles,HOU,8.409692423698557,24,14.545608108108109,0,59.39659300184162,0,2.364277958740499,1,0.35040385098743987
