player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,ovr_ex_rec,fl,ex_ppd
Kenneth Gainwell,RB,Philadelphia Eagles,HOU,8.858195158945632,13,22.816050744622174,0.09591836734693876,22.455789829744052,0.40816326530612246,2.939573223426178,1,0.6813996276112024
D Onta Foreman,RB,Carolina Panthers,CIN,11.884903453481671,17,18.88860759493671,0,73.418168657256615,0.3764705882352941,1.3241379310344827,1,0.699111967851863
J D McKissic,RB,Washington Football Team,MIN,12.972330369116758,11,49.61698795569764,0.26455026455026454,24.475605153916657,0.23931623931623933,5.079744069912609,0,1.1793027608287963
Nyheim Hines,RB,Buffalo Bills,NE,5.897001254707034,12,19.643069348951705,0.05757575757575757,19.59112720688094,0.10545454545454544,2.5726177437020814,2,0.49141677122558614
Kenyan Drake,RB,Baltimore Ravens,NO,8.397054247131036,16,30.090248342390943,0.10275689223057644,21.937368633362347,0.17543859649122806,3.050239234449761,0,0.5248158904456898
Khalil Herbert,RB,Chicago Bears,MIA,5.476468130854311,19,7.995340381594507,0,31.456607513510477,0.16172506738544473,1.121845874062287,0,0.28823516478180583
Samaje Perine,RB,Cincinnati Bengals,CAR,5.572712928275905,11,14.224430312665607,0.07175925925925924,21.635619977037887,0.08333333333333333,2.1123046875,0,0.5066102662069004
Dontrell Hilliard,RB,Tennessee Titans,KC,8.249472938928397,13,13.50087770626097,0,44.20936370417121,0.22788605697151423,2.7739890500432236,1,0.6345748414560306
Damien Williams,RB,Atlanta Falcons,LAC,6.815477424716874,12,10.912186202106398,0.12368421052631577,22.676484457180166,0.3157894736842105,1.6395365070501184,0,0.5679564520597394
Eno Benjamin,RB,Arizona Cardinals,SEA,3.540045424016083,17,6.394657520008316,0,16.875187326054377,0.12560386473429952,0.9188755020080321,0,0.2082379661185931
