Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fmb_scrim,games,ex_ppd,home_away
Nick Westbrook Ikhine,WR,TEN,JAX,4.96035716485444,14,1.6585974522292994,30.4598243873979,0.180846,0,11.25,0.3543112260610314,Home
Demarcus Robinson,WR,BAL,PIT,4.815773772005517,16,2.786236979166667,29.21089085239085,0.08359436619718309,0,9.75,0.30098586075034484,Away
Terrace Marshall Jr,WR,CAR,SEA,5.516817671089139,12,2.0728834355828223,37.617711340206185,0.11976746987951808,0,8,0.4597348059240949,Away
Chris Moore,WR,HOU,DAL,5.142660817307693,11,2.4435216346153847,28.310000000000002,0.18165,0,8.75,0.46751461975524483,Away
Keenan Allen,WR,LAC,MIA,10.22680694351788,22,4.329879858657244,60.760945590994375,0.3976287425149701,0.2,5,0.4648548610689946,Home
Jauan Jennings,WR,SF,TB,4.23779762604989,11,2.3612361904761903,27.001871257485032,0.0894987341772152,0.09,8.5,0.38525432964089906,Home
Michael Gallup,WR,DAL,HOU,6.721647031746032,12,3.080627777777778,32.98617142857143,0.313786,0,8.25,0.5601372526455027,Home
Elijah Moore,WR,NYJ,BUF,4.201805600178492,13,2.02,26.424556001784918,0.09155833333333334,0,10,0.32321581539834554,Away
Quez Watkins,WR,PHI,NYG,4.656302508755803,11,1.8260529411764708,24.52677235772358,0.24176646706586827,0.08,10.5,0.42330022806870937,Away
Marquise Goodwin,WR,SEA,CAR,5.511211221613488,13,1.9889075630252102,27.795115384615382,0.2895409836065574,0,7.75,0.4239393247394991,Home
Kendall Hinton,WR,DEN,KC,3.7395184731949906,13,1.9483115577889445,27.653626943005182,0,0,8.5,0.28765526716884543,Home
Julio Jones,WR,TB,SF,6.286191921357595,13,2.3597065743944636,34.25341641679161,0.28016616541353384,0,6,0.483553224719815,Away
K J Osborn,WR,MIN,DET,4.459370166279815,13,2.4690763052208835,21.98848013669372,0.17099733333333336,0,11,0.3430284743292165,Away
Tutu Atwell,WR,LAR,LV,4.037232665335322,11,1.2351809954751132,27.146301675977654,0.117502,0,7.25,0.3670211513941202,Home
Laviska Shenault Jr,WR,CAR,SEA,4.112988711648821,11,2.2076208588957056,21.599180412371133,0.14154337349397592,0,6.25,0.3739080646953474,Away
Hunter Renfrow,WR,LV,LAR,3.9516086033340674,12,3.5179906542056076,31.926132762312633,0,0.5,4.75,0.32930071694450563,Away
Isaiah Hodgins,WR,NYG,PHI,5.230815114936816,12,2.8478348958333335,30.96408536585366,0.17508152173913044,0.17,5,0.435901259578068,Home
Van Jefferson,WR,LAR,LV,6.350227839530827,14,1.8831447963800907,26.52699441340782,0.459326,0,6.5,0.45358770282363053,Home
Jamal Agnew,WR,JAX,TEN,3.838917430604024,14,1.5223362445414848,12.205802942487741,0.30952816901408453,0,7.5,0.2742083879002874,Away
Kadarius Toney,WR,KC,DEN,3.2138230758977033,11,1.5732918287937745,13.195771615008157,0.18460000000000001,0,4.25,0.2921657341725185,Away
D J Chark,WR,DET,MIN,0,18,0,0,0,0,0,0,Home
Richie James,WR,NYG,PHI,0,12,0,0,0,0,0,0,Home
Travis Kelce,TE,KC,DEN,16.25107448029402,36,6.31283346303502,77.1665774877651,0.923,0.08,12,0.45141873556372275,Away
Mark Andrews,TE,BAL,PIT,11.383136336654065,24,5.157071354166667,61.632908004158004,0.47021830985915497,0.09,11,0.47429734736058604,Away
T J Hockenson,TE,MIN,DET,9.51243245745734,22,4.61223453815261,52.146991883810344,0.331936,0,11.75,0.4323832935207882,Away
Pat Freiermuth,TE,PIT,BAL,8.468290934734057,17,4.5876482300884955,55.75953386853989,0.09975223880597016,0,9.75,0.4981347608667092,Home
George Kittle,TE,SF,TB,8.72213114349962,19,3.801990476190476,46.345029940119765,0.3977721518987342,0.1,10,0.4590595338684011,Home
Gerald Everett,TE,LAC,MIA,7.1402336959206965,17,3.8476886925795055,41.42791744840525,0.17893293413173653,0,10,0.4200137468188645,Home
David Njoku,TE,CLE,CIN,8.51501148765282,16,4.528498550724637,51.62378212290503,0.218064,0.11,9,0.5321882179783013,Away
Tyler Higbee,TE,LAR,LV,5.637512576152076,13,4.049773755656108,36.126256983240225,0,0,13,0.4336548135501597,Home
Hayden Hurst,TE,CIN,CLE,6.1916743849395,13,3.9075486381322957,32.535019889502756,0.16406634615384616,0,12,0.4762826449953461,Home
Tyler Conklin,TE,NYJ,BUF,6.108369656403392,11,3.3633,32.40747434181169,0.2543287037037037,0.17,12,0.5553063324003084,Away
Evan Engram,TE,JAX,TEN,6.13120140516846,11,3.552117903930131,33.02746678555506,0.1753992957746479,0,11.25,0.5573819459244054,Away
Noah Fant,TE,SEA,CAR,5.650240966482378,11,3.0629176470588235,31.34342798690671,0.16407322404371585,0,11.75,0.5136582696802162,Home
Dalton Schultz,TE,DAL,HOU,6.673594888888888,19,3.4669444444444446,34.285626666666666,0.28526,0.1,10,0.3512418362573099,Home
Hunter Henry,TE,NE,ARI,5.039517051666373,15,2.124249056603774,28.45192523364486,0.18870000000000003,0,11.75,0.3359678034444249,Away
Dawson Knox,TE,BUF,NYJ,5.367496686977439,13,2.958403361344538,28.745488524590165,0.1689576923076923,0,11,0.4128843605367261,Home
Greg Dulcich,TE,DEN,KC,7.472875690221271,13,3.660774874371859,46.19067357512954,0.17057014925373137,0,6,0.5748365915554824,Home
Foster Moreau,TE,LV,LAR,4.89186628712659,13,2.281668224299066,28.63375032119914,0.17794285714285715,0.09,10.75,0.3762974067020454,Away
Austin Hooper,TE,TEN,JAX,4.721796843707497,12,2.3619267515923568,24.557574679113188,0.180846,0,9.5,0.39348307030895807,Home
Jonnu Smith,TE,NE,ARI,2.690648725092576,13,2.042547169811321,18.493751401869158,0,0.09,9.5,0.2069729788532751,Away
Daniel Bellinger,TE,NYG,PHI,5.065575415617268,11,2.6465744791666665,21.974512195121953,0.25747282608695654,0,7.75,0.46050685596520613,Home
Darren Waller,TE,LV,LAR,6.286430784229081,18,3.2164485981308415,34.919207708779446,0.19771428571428573,0,4.75,0.3492461546793934,Away
Irv Smith Jr,TE,MIN,DET,5.441538026470684,12,3.10115983935743,24.207501067919694,0.2917013333333333,0.14,5.25,0.4534615022058903,Away
Brock Wright,TE,DET,MIN,2.222535466357139,11,1.09728,12.022498967368858,0.07860759493670887,0,10.5,0.2020486787597399,Home
