Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fmb_scrim,games,ex_ppd,home_away
Taysom Hill,TE,NO,BAL,0.9623499218387646,17,0.454304347826087,2.3519774792572106,0.13,0.14,5.75,0.056608818931692034,Home
Tyler Boyd,WR,CIN,CAR,10.086024170933797,23,3.735849056603773,57.462686567164184,0.4119718309859155,0,7.5,0.43852279004059985,Home
Justin Jefferson,WR,MIN,WAS,15.294337592354289,35,6.4755533596837935,102.16815689582455,0.306624203821656,0,7,0.4369810740672654,Away
Mack Hollins,WR,LV,JAX,9.142274234842898,12,3.69358407079646,55.82458943630714,0.28550387596899224,0,6.75,0.7618561862369081,Away
Christian Kirk,WR,JAX,LV,12.9429782688696,17,4.694305555555555,67.87825491091823,0.678,0.13,8,0.7613516628746824,Home
Cooper Kupp,WR,LAR,TB,18.549026185815386,39,8.352068965517242,90.51091703056768,0.9336499999999999,0.14,7,0.47561605604654833,Away
Tyreek Hill,WR,MIA,CHI,14.474598549792908,32,7.537821576763486,98.6462393162393,0.18351063829787234,0.13,8,0.4523312046810284,Away
Stefon Diggs,WR,BUF,NYJ,16.710340110785054,40,7.356960000000001,90.60937601559961,0.7084870848708487,0.14,7,0.41775850276962634,Away
Jaylen Waddle,WR,MIA,CHI,12.273702076726135,26,4.585580912863071,74.6623076923077,0.4624468085106383,0.13,8,0.47206546448946674,Away
A J Brown,WR,PHI,HOU,14.701705766888459,27,5.222536585365853,85.20437474205531,0.595,0,7.75,0.5445076209958688,Away
Ja Marr Chase,WR,CIN,CAR,15.164694184538378,30,6.26688679245283,80.59701492537314,0.7085915492957746,0.14,7,0.5054898061512793,Home
Mike Evans,WR,TB,LAR,12.402018171157534,23,4.784232142857143,72.47247232472326,0.46044247787610626,0,7,0.5392181813546754,Home
Terry McLaurin,WR,WAS,MIN,10.863028837273806,19,4.244722222222222,76.57109443954104,0.22392638036809814,0.13,8,0.5717383598565161,Home
Travis Kelce,TE,KC,TEN,15.768354006483987,32,6.643167330677291,73.48868243243243,0.8496503496503497,0,7,0.4927610627026246,Home
Chris Olave,WR,NO,BAL,12.15158726082294,23,5.589,80.21372975108653,0.26928571428571424,0.14,6.5,0.5283298809053452,Home
Tyler Lockett,WR,SEA,ARI,11.969499203352967,22,6.004424778761062,71.03360433604337,0.3939877300613497,0.25,8,0.544068145606953,Away
Michael Pittman Jr,WR,IND,NE,10.946271148319301,16,6.229636363636364,71.33930842607313,0.16292035398230093,0.14,7,0.6841419467699563,Away
Dallas Goedert,TE,PHI,HOU,9.7936720252056,20,4.853658536585366,61.76842756912917,0.19833333333333333,0,8,0.48968360126028,Away
Davante Adams,WR,LV,JAX,14.118369419539581,28,5.405973451327434,75.01429205503771,0.6989922480620154,0.14,7,0.5042274792692708,Away
Tee Higgins,WR,CIN,CAR,9.740127032258322,28,3.9693396226415096,58.76865671641791,0.31309859154929576,0,7.75,0.3478616797235115,Home
Curtis Samuel,WR,WAS,MIN,9.189100721161223,14,5.395833333333334,54.076257722859665,0.22392638036809814,0.13,7.5,0.6563643372258017,Home
Mark Andrews,TE,BAL,NO,12.234645407874115,25,5.519594594594594,63.28199174406605,0.5244414893617022,0,8,0.48938581631496464,Away
Mike Williams,WR,LAC,ATL,12.60470333704884,25,5.1531896551724135,74.17933070866141,0.4350292397660819,0,7,0.5041881334819536,Away
JuJu Smith Schuster,WR,KC,TEN,9.871658015735207,22,4.811593625498008,65.67469594594594,0.24639860139860137,0.29,7,0.44871172798796394,Home
DK Metcalf,WR,SEA,ARI,10.603778707873676,24,4.8348672566371675,63.22418699186993,0.3939877300613497,0.25,8,0.4418241128280698,Away
DJ Moore,WR,CAR,CIN,10.106393585067249,16,4.371520467836257,56.406333511491184,0.38,0,8,0.631649599066703,Away
DeVonta Smith,WR,PHI,HOU,8.863824728466021,18,4.853658536585366,52.469954601733384,0.19833333333333333,0,8,0.49243470713700116,Away
Garrett Wilson,WR,NYJ,BUF,8.606357968654155,14,4.2797897196261685,50.527462946817785,0.23561946902654868,0,7,0.6147398549038682,Home
Jakobi Meyers,WR,NE,IND,12.854644398631253,16,5.859004975124378,67.30141911069063,0.5325,0,5.75,0.8034152749144533,Home
Gabe Davis,WR,BUF,NYJ,9.886379738639375,24,2.49912,57.88701657458564,0.47468634686346867,0,6,0.411932489109974,Away
Amon Ra St Brown,WR,DET,GB,9.752341585938433,26,5.142620087336245,48.038385598141694,0.3961988304093567,0,6,0.37509006099763204,Home
T J Hockenson,TE,MIN,DET,10.45053352835097,19,3.5340316205533595,59.88485870940531,0.44917197452229296,0,7,0.5500280804395248,Away
Alec Pierce,WR,IND,NE,7.206018691316843,12,2.9310909090909094,50.42951112877583,0.16292035398230093,0.14,6.75,0.6005015576097369,Away
Chris Godwin,WR,TB,LAR,7.895236195308382,20,5.007553571428572,53.914594095940956,0,0,5.75,0.3947618097654191,Home
Devin Duvernay,WR,BAL,NO,7.531277680255844,17,3.154054054054054,40.56271929824561,0.3163297872340426,0,8,0.4430163341326967,Away
Marquez Valdes Scantling,WR,KC,TEN,6.456708833584582,14,3.1087250996015934,49.02346283783784,0,0,6.5,0.4611934881131844,Home
Darnell Mooney,WR,CHI,MIA,9.400874537537899,16,4.854152542372882,69.73798266351457,0,0,8,0.5875546585961187,Home
Brandin Cooks,WR,HOU,PHI,8.093719812567585,16,4.68256157635468,49.12439024390244,0.14,0,7,0.505857488285474,Home
Zach Ertz,TE,ARI,SEA,9.198401878401452,23,4.628357933579336,44.856629116117844,0.39976,0,8,0.39993051645223704,Home
Corey Davis,WR,NYJ,BUF,7.72721867102762,13,2.728995327102804,47.22809503051438,0.27331858407079646,0,6.5,0.5944014362328939,Home
Adam Thielen,WR,MIN,WAS,8.784543726921681,19,4.357707509881423,47.65944749051033,0.306624203821656,0,7,0.46234440668008847,Away
Drake London,WR,ATL,LAC,9.391077864171498,13,4.861607142857142,50.94274292742927,0.31100000000000005,0,7.5,0.722390604936269,Home
Allen Lazard,WR,GB,DET,12.5649954495385,19,4.274723404255319,63.08983440662373,0.686441717791411,0,6,0.6613155499757105,Away
Evan Engram,TE,JAX,LV,7.700992945197367,15,4.287037037037036,44.99794426678848,0.17628000000000002,0,7.75,0.5133995296798245,Home
Zay Jones,WR,JAX,LV,8.548280235267248,14,5.20875,48.04865235267246,0.18984000000000004,0,6.75,0.610591445376232,Home
Tyler Higbee,TE,LAR,TB,6.467618581538924,16,4.696896551724137,41.19170305676856,0,0,7,0.4042261613461828,Away
Parris Campbell,WR,IND,NE,6.687738648034717,16,3.204545454545454,33.39890699523052,0.290929203539823,0,7.75,0.4179836655021698,Away
Tyler Conklin,TE,NYJ,BUF,7.301599722519803,11,4.028037383177571,36.38731473408893,0.35814159292035397,0.25,8,0.6637817929563457,Home
Romeo Doubs,WR,GB,DET,7.8039880710997895,14,3.702127659574468,41.16973321067157,0.3893251533742331,0.25,7.5,0.5574277193642707,Away
Olamide Zaccheaus,WR,ATL,LAC,7.814912098049552,11,3.241071428571429,45.88376383763838,0.31100000000000005,0.13,7.25,0.7104465543681411,Home
Nico Collins,WR,HOU,PHI,6.468801592235241,11,3.0738916256157633,49.318557794273595,0,0,5.5,0.5880728720213856,Home
Gerald Everett,TE,LAC,ATL,8.215004013223393,18,3.7601724137931036,45.74566929133859,0.2933918128654971,0,6.5,0.45638911184574404,Away
Robert Tonyan,TE,GB,DET,6.944633519491488,16,4.324085106382979,39.83449862005519,0.13319018404907979,0,6.5,0.434039594968218,Away
Rashod Bateman,WR,BAL,NO,7.550129948471627,18,2.628378378378378,49.27696078431373,0.27470744680851067,0.17,5.75,0.41945166380397925,Away
Hayden Hurst,TE,CIN,CAR,6.289547568429445,15,3.8572641509433963,31.25,0.20598591549295775,0,8,0.41930317122862965,Home
Marvin Jones Jr,WR,JAX,LV,6.951053339001405,12,3.365324074074074,41.29351301964367,0.18984000000000004,0,6.5,0.5792544449167837,Home
DeAndre Hopkins,WR,ARI,SEA,20.38277850825302,29,9.924354243542435,132.64601386481803,0.526,0.5,2,0.7028544313190696,Home
Kalif Raymond,WR,DET,GB,3.642191943628731,11,2.1434934497816593,28.504452187379016,0,0.14,5.5,0.33110835851170284,Home
Kyle Pitts,TE,ATL,LAC,8.450512820242489,16,3.8892857142857142,43.413099630996314,0.36075999999999997,0,7,0.5281570512651556,Home
Robert Woods,WR,TEN,KC,8.897703368583544,15,4.613219178082192,52.64349593495935,0.26779069767441865,0.14,6.75,0.5931802245722363,Away
Rondale Moore,WR,ARI,SEA,8.510789909635664,11,4.330627306273063,50.83076256499133,0.2104,0,5,0.7737081736032422,Home
Mecole Hardman,WR,KC,TEN,6.14663735913462,18,2.68300796812749,28.93035472972973,0.3653496503496504,0.14,6.5,0.34147985328525665,Home
Joshua Palmer,WR,LAC,ATL,7.337788838951846,19,4.218017241379311,41.968503937007874,0.17198830409356725,0,6,0.386199412576413,Away
Mike Gesicki,TE,MIA,CHI,5.765527010569254,11,2.2971576763485473,24.148205128205127,0.3670212765957447,0,6.25,0.5241388191426595,Away
Russell Gage,WR,TB,LAR,5.299868143575557,11,3.5559642857142855,29.024169741697417,0.1499115044247788,0.14,6.25,0.4818061948705052,Home
DeAndre Carter,WR,LAC,ATL,5.320706654805627,13,2.639913793103448,34.30925196850394,0.1416374269005848,0.14,6.25,0.4092851272927405,Away
Allen Robinson II,WR,LAR,TB,6.678213687697636,16,2.8693103448275865,29.554585152838428,0.38134999999999997,0,7,0.41738835548110226,Away
Juwan Johnson,TE,NO,BAL,5.555257113654044,11,2.778652173913043,27.730738838403795,0.23214285714285715,0,7,0.5050233739685495,Home
Will Dissly,TE,SEA,ARI,6.497152871482567,13,2.746371681415929,27.60040650406504,0.3939877300613497,0,8,0.4997809901140436,Away
Elijah Moore,WR,NYJ,BUF,3.886787688728825,13,2.306051401869159,27.33761987794246,0,0,6.75,0.2989836683637558,Home
K J Osborn,WR,MIN,WAS,5.6584535113224526,14,2.6146245059288535,25.11396035428089,0.306624203821656,0,6.75,0.4041752508087466,Away
Dante Pettis,WR,CHI,MIA,5.71113240834842,11,1.9385593220338984,29.734436564223795,0.3380681818181818,0.13,6.75,0.5191938553044019,Home
Marquise Goodwin,WR,SEA,ARI,5.586941853815086,13,2.088495575221239,27.386449864498648,0.3006748466257668,0,5.25,0.42976475798577585,Away
Isaiah McKenzie,WR,BUF,NYJ,5.879823620553397,14,2.808,23.503623659408518,0.35424354243542433,0,5.75,0.4199874014680998,Away
