player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fl,ex_ppd
DeVante Parker,WR,New England Patriots,BUF,7.516738586659305,14,3.8230190861769806,46.57860622518183,0.15789473684210525,0,0.5369098990470932
Marquez Valdes Scantling,WR,Kansas City Chiefs,LV,6.686106944004565,12,2.460714285714286,38.50344395742016,0.26756756756756755,0,0.557175578667047
Zay Jones,WR,Jacksonville Jaguars,TEN,6.135369484153984,20,3.2808864265927977,40.282596041909194,0.1,1,0.3067684742076992
Jauan Jennings,WR,San Francisco 49ers,ARI,5.796197841954896,12,2.0277265425120485,21.449719333362342,0.43956043956043955,0,0.4830164868295747
Michael Gallup,WR,Dallas Cowboys,WAS,8.007787805662806,15,3.801801801801802,48.383154761904756,0.2114285714285714,0,0.5338525203775204
Jamal Agnew,WR,Jacksonville Jaguars,TEN,5.8634648985082185,14,3.1412742382271466,31.67827779394645,0.1875,0,0.4188189213220156
T Y Hilton,WR,Dallas Cowboys,WAS,6.058461856086856,13,2.242088242088242,32.29725427350427,0.2846153846153846,0,0.4660355273912966
Julio Jones,WR,Tampa Bay Buccaneers,ATL,5.717237088835584,11,2.7818089430894313,38.10053547523427,0.08604651162790698,0,0.5197488262577804
Jerry Jeudy,WR,Denver Broncos,LAC,7.642548350336848,17,4.361259079903148,54.619188103852736,0,0,0.44956166766687344
Shane Zylstra,TE,Detroit Lions,GB,1.6424453680776638,11,0.9785353535353535,11.531776913099872,0,0,0.1493132152797876
Mack Hollins,WR,Las Vegas Raiders,KC,4.032647301421717,12,1.0031943365276699,15.986829833994275,0.322061191626409,0,0.3360539417851431
Demarcus Robinson,WR,Baltimore Ravens,CIN,3.9535360905010064,13,1.6890213611525087,17.88182318589858,0.2201405152224824,0,0.3041181608077697
Kadarius Toney,WR,Kansas City Chiefs,LV,6.595690843651174,14,4.342436974789916,44.24472356256216,0,0,0.4711207745465124
Darius Slayton,WR,New York Giants,PHI,6.013094229740037,16,2.558922558922559,33.51814768460576,0.2606060606060606,1,0.37581838935875234
Chris Moore,WR,Houston Texans,IND,5.534576661256833,14,2.385707741639945,27.046571533712232,0.2728442728442728,0,0.39532690437548806
Isaiah McKenzie,WR,Buffalo Bills,NE,2.3065441335040386,12,1.5052550628044092,13.198740489103443,0.0673758865248227,1,0.19221201112533656
DJ Chark,WR,Detroit Lions,GB,8.295370016140083,16,1.7124368686868685,39.17412451361868,0.5869565217391304,0,0.5184606260087552
Breshad Perriman,WR,Tampa Bay Buccaneers,ATL,5.502014067247149,13,2.1935411020776874,32.579566945028795,0.19121447028423771,0,0.42323185132670377
Parris Campbell,WR,Indianapolis Colts,HOU,5.585311176494356,12,2.019400352733686,34.3275385727037,0.19047619047619047,0,0.4654425980411963
