player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Jonathan Taylor,RB,WAS,14.700759740164075,32,Home,5,0.45939874188012736
Joe Mixon,RB,CLE,14.484608614333606,25,Away,7,0.5793843445733442
Najee Harris,RB,PHI,11.224105307016778,19,Away,7,0.5907423845798304
James Conner,RB,MIN,9.377252145076149,22,Away,5,0.42623873386709765
Ezekiel Elliott,RB,CHI,13.09571490310196,21,Home,7,0.6236054715762839
Nick Chubb,RB,CIN,15.427022456668519,36,Home,7,0.42852840157412553
Damien Harris,RB,NYJ,8.703432889193051,18,Away,5.75,0.48352404939961396
Alvin Kamara,RB,LV,13.274658174682113,26,Home,5,0.510563775949312
Antonio Gibson,RB,IND,10.980517931152585,16,Away,6.5,0.6862823706970366
Cordarrelle Patterson,RB,CAR,14.020612479505786,22,Home,3.75,0.637300567250263
Aaron Jones,RB,BUF,11.610075601392502,21,Away,7,0.5528607429234524
Derrick Henry,RB,HOU,19.96580417011899,40,Away,6,0.49914510425297476
Dalvin Cook,RB,ARI,13.970296709793828,26,Home,6,0.5373191042228396
Josh Jacobs,RB,NO,17.849097711123814,29,Away,6,0.6154861279697867
Devin Singletary,RB,GB,9.213069200569985,18,Home,6,0.5118371778094436
David Montgomery,RB,DAL,9.315710047004128,19,Away,6,0.49030052878969094
AJ Dillon,RB,BUF,7.1752402140472995,15,Away,5.75,0.4783493476031533
D Andre Swift,RB,MIA,15.51147142516629,27,Home,3,0.5744989416728256
James Robinson,RB,JAX,10.18796458124053,17,Home,6.5,0.5992920341906194
Tony Pollard,RB,CHI,11.219318046368652,17,Home,5.5,0.659959885080509
Michael Carter,RB,NE,8.774087024862311,15,Home,6.5,0.5849391349908207
Chuba Hubbard,RB,ATL,3.5450704287869086,16,Away,5.5,0.2215669017991818
Saquon Barkley,RB,SEA,16.413184766926847,39,Away,7,0.42085089145966276
Rhamondre Stevenson,RB,NYJ,12.712083277773031,23,Away,5.75,0.5526992729466536
Chase Edmonds,RB,DET,8.891378316654743,14,Away,5.75,0.6350984511896245
Alexander Mattison,RB,ARI,6.014604009373024,13,Home,4.5,0.462661846874848
Jamaal Williams,RB,MIA,12.272164221527083,23,Home,5.25,0.5335723574576993
Latavius Murray,RB,JAX,11.372051442039796,15,Away,2.25,0.7581367628026531
Miles Sanders,RB,PIT,11.477421659621614,22,Home,6,0.5217009845282552
Christian McCaffrey,RB,LAR,13.714795947495597,33,Away,6.75,0.4155998771968363
Kareem Hunt,RB,CIN,9.384920597389375,15,Home,5.25,0.6256613731592916
D Onta Foreman,RB,ATL,4.256425860278807,19,Away,5.25,0.2240224136988846
J D McKissic,RB,IND,5.866262890124451,12,Away,5.25,0.4888552408437043
Ty Johnson,RB,NE,1.511595299613694,11,Home,5.25,0.13741775451033583
Nyheim Hines,RB,WAS,4.6537085791808845,13,Home,5.5,0.3579775830139142
Kenyan Drake,RB,TB,6.659810401235003,12,Away,5.25,0.5549842001029169
Khalil Herbert,RB,DAL,8.731479295026864,13,Away,5.5,0.6716522534636049
Samaje Perine,RB,CLE,4.236444662209532,13,Away,5.25,0.3258803586315025
Dontrell Hilliard,RB,HOU,8.276656020503863,14,Away,4,0.5911897157502759
Travis Homer,RB,NYG,2.7835517850246623,11,Home,2.25,0.2530501622749693
Damien Williams,RB,CAR,0.8950674125643578,13,Home,1,0.06885133942802753
Eno Benjamin,RB,MIN,8.016946088456507,20,Away,5.75,0.40084730442282535
Mike Boone,RB,JAX,2.22213362503171,12,Away,5.25,0.1851778020859758
Breece Hall,RB,NE,13.132857289664129,24,Home,5.75,0.5472023870693387
Dameon Pierce,RB,TEN,11.339780984620594,21,Home,6,0.5399895706962188
Travis Etienne Jr,RB,DEN,7.194430136191426,21,Home,5.75,0.3425919112472108
Jeff Wilson Jr,RB,LAR,6.737184036021293,11,Away,6.5,0.6124712760019357
