player,Position_yah,Opponent_yah,expected_points,Salary_yah,home_away,games,ex_ppd
Josh Allen,QB,GB,23.376731723059862,37,Home,6,0.631803560082699
Aaron Rodgers,QB,BUF,11.71810142560584,24,Away,7,0.48825422606691
Matthew Stafford,QB,SF,12.085153672191343,23,Home,6,0.5254414640083193
Dak Prescott,QB,CHI,10.02155843592273,30,Home,2,0.334051947864091
Joe Burrow,QB,CLE,20.812991662639572,38,Away,7,0.5477103069115676
Jalen Hurts,QB,PIT,23.519019998776557,39,Home,6,0.6030517948404245
Kyler Murray,QB,MIN,17.755922278473886,33,Away,7,0.538058250862845
Kirk Cousins,QB,ARI,17.358849835075944,28,Home,6,0.6199589226812837
Ryan Tannehill,QB,HOU,13.14851097368333,21,Away,6,0.6261195701753967
Derek Carr,QB,NO,14.152308820510804,28,Away,6,0.5054396007325287
Russell Wilson,QB,JAX,15.837510194199934,22,Away,6,0.7198868270090879
Jimmy Garoppolo,QB,LAR,13.010130454946497,23,Away,5.75,0.565657845867239
Mac Jones,QB,NYJ,12.2908772563175,23,Away,4,0.5343859676659782
Matt Ryan,QB,WAS,13.366302747709785,24,Home,7,0.5569292811545744
Taylor Heinicke,QB,IND,10.779843757036208,22,Away,1,0.48999289804710033
Teddy Bridgewater,QB,DET,12.377885846304093,23,Away,3.25,0.5381689498393084
Trevor Lawrence,QB,DEN,13.63910295271098,23,Home,7,0.5930044762048252
Jared Goff,QB,MIA,15.557905402592723,30,Home,6,0.5185968467530908
Tua Tagovailoa,QB,DET,15.831233985053032,34,Away,5,0.465624528972148
Baker Mayfield,QB,ATL,14.139661951692341,20,Away,5,0.7069830975846171
Daniel Jones,QB,SEA,18.7993678989723,27,Away,7,0.6962728851471222
Sam Darnold,QB,ATL,8.47407889366268,20,Away,0,0.423703944683134
Davis Mills,QB,TEN,15.009106432729252,23,Home,6,0.6525698449012719
Zach Wilson,QB,NE,13.261094667010145,21,Home,4,0.6314806984290545
Justin Fields,QB,DAL,11.450667966416228,20,Away,7,0.5725333983208114
Jameis Winston,QB,LV,15.797079662977248,29,Home,3,0.5447268849302499
Trevor Siemian,QB,DAL,5.471730893167301,20,Away,0,0.27358654465836507
Andy Dalton,QB,LV,17.02545997718836,26,Home,4,0.6548253837380138
Tyler Huntley,QB,TB,6.6139155215072485,20,Away,0,0.33069577607536244
Tyrod Taylor,QB,SEA,7.588188904014498,20,Away,0.75,0.3794094452007249
Jacoby Brissett,QB,CIN,12.704130247123416,20,Home,7,0.6352065123561708
Trey Lance,QB,LAR,8.96803564825307,20,Away,2,0.4484017824126535
Geno Smith,QB,NYG,16.227548701617522,29,Home,7,0.5595706448833628
Drew Lock,QB,NYG,6.127373721449235,20,Home,0,0.30636868607246176
Mike White,QB,NE,6.414530971142241,20,Home,0,0.3207265485571121
Colt McCoy,QB,MIN,6.254786184039191,20,Away,0,0.3127393092019596
Gardner Minshew II,QB,PIT,8.010855530414595,20,Home,0,0.4005427765207298
Case Keenum,QB,GB,5.600326314897611,20,Home,1.5,0.28001631574488056
Cooper Rush,QB,CHI,9.584097912484367,20,Home,5.75,0.47920489562421836
Joe Flacco,QB,NE,13.487806820289592,20,Home,3,0.6743903410144796
Jordan Love,QB,BUF,5.715056398631253,20,Away,1.5,0.28575281993156265
Mason Rudolph,QB,PHI,5.707252424892635,20,Away,0,0.28536262124463174
Nick Foles,QB,WAS,7.961862687540528,20,Home,0,0.39809313437702637
Marcus Mariota,QB,CAR,14.375938415271502,25,Home,7,0.5750375366108601
Brandon Allen,QB,CLE,5.288667817187461,20,Away,0,0.26443339085937306
P J Walker,QB,ATL,12.266179354905152,20,Away,2.75,0.6133089677452576
Brian Hoyer,QB,NYJ,5.888112546219269,20,Away,1,0.2944056273109635
Nick Mullens,QB,ARI,7.631549364705882,20,Home,0,0.3815774682352941
Kyle Allen,QB,TEN,8.361729463886821,20,Home,0,0.41808647319434106
Ian Book,QB,PIT,7.537830958986024,20,Home,0,0.37689154794930124
Blaine Gabbert,QB,BAL,7.031758881058261,20,Home,0,0.35158794405291305
C J Beathard,QB,DEN,3.968758429562594,20,Home,0,0.19843792147812972
Sam Ehlinger,QB,WAS,7.050264026123205,20,Home,0,0.35251320130616026
Kellen Mond,QB,CIN,5.068670188235294,20,Home,0,0.2534335094117647
Brett Rypien,QB,JAX,7.2500061301860415,20,Away,1,0.3625003065093021
John Wolford,QB,SF,5.100537184313725,20,Home,0,0.25502685921568624
Mitch Trubisky,QB,PHI,10.16526321474762,20,Away,4.75,0.508263160737381
Bailey Zappe,QB,NYJ,9.944711,20,Away,3.5,0.49723554999999997
Kenny Pickett,QB,PHI,11.941344041988502,20,Away,3.75,0.5970672020994251
Skylar Thompson,QB,DET,7.153343197482435,20,Away,1.75,0.3576671598741218
Brock Purdy,QB,LAR,4.506125399999999,20,Away,1.5,0.22530626999999998
Trace McSorley,QB,MIN,6.301414851517638,20,Away,0.75,0.3150707425758819
Malik Willis,QB,HOU,4.924013722907084,21,Away,1.5,0.23447684394795637
Kyle Trask,QB,BAL,5.8668768,20,Home,0,0.29334384
Matt Corral,QB,ATL,6.4648824000000005,20,Away,0,0.32324412
Desmond Ridder,QB,CAR,4.85622,20,Home,0,0.24281100000000003
Will Grier,QB,CHI,3.5372988000000003,20,Home,0,0.17686494000000003
Nate Sudfeld,QB,MIA,5.800719599999999,20,Home,0,0.29003597999999997
Jarrett Stidham,QB,NO,4.728577199999999,20,Away,0,0.23642885999999996
Sam Howell,QB,IND,3.9936332,20,Away,0,0.19968166
