player,Position_yah,TEAM,Opponent_yah,home_away,combined_projection,Salary_yah,combined_fppd,expected_points,ex_ppd,Online_proj,MATCHUP,Start_Sit
Jonathan Taylor,RB,IND,WAS,Home,14.880531818114852,32,0.4650166193160891,14.700759740164075,0.45939874188012736,15.3,3 out of 5 stars,A
Joe Mixon,RB,CIN,CLE,Away,14.609226030033522,25,0.5843690412013409,14.484608614333606,0.5793843445733442,14.9,4 out of 5 stars,A
Najee Harris,RB,PIT,PHI,Away,11.036873714911744,19,0.5808880902585128,11.224105307016778,0.5907423845798304,10.6,4 out of 5 stars,B-
Ezekiel Elliott,RB,DAL,CHI,Home,9.557000432171373,21,0.45509525867482725,13.09571490310196,0.6236054715762839,1.3,3 out of 5 stars,F
Nick Chubb,RB,CLE,CIN,Home,15.598915719667964,36,0.43330321443522124,15.42702245666852,0.42852840157412553,16,3 out of 5 stars,A
Damien Harris,RB,NE,NYJ,Away,8.132403022435135,18,0.45180016791306304,8.703432889193051,0.4835240493996139,6.8,3 out of 5 stars,C
Alvin Kamara,RB,NO,LV,Home,13.942260722277478,26,0.5362407970106722,13.274658174682113,0.510563775949312,15.5,2 out of 5 stars,A
Antonio Gibson,RB,WAS,IND,Away,9.456362551806809,16,0.5910226594879255,10.980517931152583,0.6862823706970366,5.9,3 out of 5 stars,C-
Aaron Jones,RB,GB,BUF,Away,12.08705292097475,21,0.5755739486178453,11.610075601392502,0.5528607429234524,13.2,2 out of 5 stars,B
Derrick Henry,RB,TEN,HOU,Away,19.466062919083292,40,0.4866515729770823,19.96580417011899,0.4991451042529747,18.3,4 out of 5 stars,A+
Dalvin Cook,RB,MIN,ARI,Home,14.339207696855677,26,0.551507988340603,13.970296709793828,0.5373191042228396,15.2,3 out of 5 stars,A
Josh Jacobs,RB,LV,NO,Away,17.624368397786668,29,0.6077368413029886,17.849097711123814,0.6154861279697867,17.1,2 out of 5 stars,A+
Devin Singletary,RB,BUF,GB,Home,9.719148440398989,18,0.5399526911332772,9.213069200569985,0.5118371778094436,10.9,4 out of 5 stars,B
David Montgomery,RB,CHI,DAL,Away,9.340997032902889,19,0.49163142278436256,9.315710047004128,0.49030052878969094,9.4,3 out of 5 stars,C+
AJ Dillon,RB,GB,BUF,Away,6.882668149833108,15,0.4588445433222072,7.1752402140472995,0.4783493476031533,6.2,2 out of 5 stars,C-
D Andre Swift,RB,DET,MIA,Home,14.6680299976164,27,0.543260370282089,15.51147142516629,0.5744989416728256,12.7,3 out of 5 stars,B
James Robinson,RB,NYJ,JAX,Home,8.81157520686837,17,0.5183279533451983,10.18796458124053,0.5992920341906194,5.6,2 out of 5 stars,D
Tony Pollard,RB,DAL,CHI,Home,12.413522632458056,17,0.7302072136740033,11.219318046368652,0.659959885080509,15.2,3 out of 5 stars,A
Michael Carter,RB,NYJ,NE,Home,9.321860917403617,15,0.6214573944935745,8.774087024862311,0.5849391349908207,10.6,2 out of 5 stars,B-
Saquon Barkley,RB,NYG,SEA,Away,16.919229336848794,39,0.4338263932525332,16.413184766926847,0.4208508914596627,18.1,4 out of 5 stars,A+
Rhamondre Stevenson,RB,NE,NYJ,Away,13.188458294441123,23,0.5734112301930923,12.712083277773033,0.5526992729466536,14.3,3 out of 5 stars,B+
Chase Edmonds,RB,MIA,DET,Away,7.93396482165832,14,0.5667117729755943,8.891378316654743,0.6350984511896245,5.7,5 out of 5 stars,D+
Alexander Mattison,RB,MIN,ARI,Home,5.860222806561117,13,0.45078636973547054,6.014604009373024,0.462661846874848,5.5,3 out of 5 stars,D
Jamaal Williams,RB,DET,MIA,Home,10.990514955068958,23,0.477848476307346,12.272164221527085,0.5335723574576993,8,3 out of 5 stars,C
Latavius Murray,RB,DEN,JAX,Away,9.910436009427857,15,0.6606957339618571,11.372051442039796,0.7581367628026531,6.5,4 out of 5 stars,C-
Miles Sanders,RB,PHI,PIT,Home,11.814195161735128,22,0.5370088709879604,11.477421659621614,0.5217009845282552,12.6,2 out of 5 stars,B
Christian McCaffrey,RB,SF,LAR,Away,14.250357163246914,33,0.4318290049468762,13.714795947495595,0.4155998771968363,15.5,2 out of 5 stars,A
Kareem Hunt,RB,CLE,CIN,Home,8.789444418172563,15,0.5859629612115042,9.384920597389376,0.6256613731592916,7.4,3 out of 5 stars,C
D Onta Foreman,RB,CAR,ATL,Away,6.669498102195165,19,0.3510262159050087,4.256425860278807,0.2240224136988846,12.3,5 out of 5 stars,B
J D McKissic,RB,WAS,IND,Away,5.336384023087115,12,0.4446986685905929,5.866262890124451,0.4888552408437043,4.1,3 out of 5 stars,F
Ty Johnson,RB,NYJ,NE,Home,2.138116709729586,11,0.19437424633905326,1.511595299613694,0.13741775451033583,3.6,2 out of 5 stars,F
Nyheim Hines,RB,IND,WAS,Home,4.907596005426619,13,0.37750738503281683,4.6537085791808845,0.3579775830139142,5.5,3 out of 5 stars,D
Kenyan Drake,RB,BAL,TB,Away,6.101867280864502,12,0.5084889400720418,6.659810401235003,0.5549842001029169,4.8,3 out of 5 stars,F
Khalil Herbert,RB,CHI,DAL,Away,8.122035506518804,13,0.624771962039908,8.731479295026864,0.6716522534636049,6.7,3 out of 5 stars,C-
Samaje Perine,RB,CIN,CLE,Away,4.195511263546672,13,0.32273163565743634,4.236444662209532,0.3258803586315025,4.1,4 out of 5 stars,F
Dontrell Hilliard,RB,TEN,HOU,Away,7.2936592143527035,14,0.5209756581680502,8.276656020503863,0.5911897157502759,5,4 out of 5 stars,D-
Travis Homer,RB,SEA,NYG,Home,2.5784862495172636,11,0.23440784086520577,2.7835517850246623,0.2530501622749693,2.1,3 out of 5 stars,F
Eno Benjamin,RB,ARI,MIN,Away,8.851862261919555,20,0.44259311309597776,8.016946088456507,0.40084730442282535,10.8,3 out of 5 stars,B-
Dameon Pierce,RB,HOU,TEN,Home,12.257846689234416,21,0.5837069852016389,11.339780984620594,0.5399895706962188,14.4,2 out of 5 stars,A-
Travis Etienne Jr,RB,JAC,DEN,Home,9.356101095333997,21,0.4455286235873332,7.194430136191426,0.3425919112472108,14.4,3 out of 5 stars,A-
Jeff Wilson Jr,RB,SF,LAR,Away,6.396028825214905,11,0.5814571659286277,6.737184036021293,0.6124712760019357,5.6,2 out of 5 stars,D
Raheem Mostert,RB,MIA,DET,Away,11.245004060456056,21,0.5354763838312407,10.364291514937223,0.4935376911874869,13.3,5 out of 5 stars,B+
Kenneth Walker III,RB,SEA,NYG,Home,12.06769484503953,25,0.4827077938015812,9.996706921485044,0.3998682768594017,16.9,3 out of 5 stars,A
Melvin Gordon III,RB,DEN,JAX,Away,6.156899674981116,16,0.3848062296863197,5.1098566785444515,0.3193660424090282,8.6,4 out of 5 stars,C
Tyler Allgeier,RB,ATL,CAR,Home,6.391464205454421,14,0.4565331575324586,5.230663150649173,0.37361879647494095,9.1,3 out of 5 stars,C+
Darrell Henderson Jr,RB,LAR,SF,Home,7.63967159179219,13,0.5876670455224762,7.01381655970313,0.5395243507463946,9.1,1 out of 5 stars,C+
Mark Ingram II,RB,NO,LV,Home,4.05795995072017,11,0.36890545006547,3.5256570724573852,0.32051427931430776,5.3,2 out of 5 stars,D-
Justice Hill,RB,BAL,TB,Away,2.9097070793701936,12,0.24247558994751614,2.4424386848145625,0.2035365570678802,4,3 out of 5 stars,F
Caleb Huntley,RB,ATL,CAR,Home,4.297672416363556,14,0.3069766011688254,3.6966748805193648,0.2640482057513832,5.7,3 out of 5 stars,D+
Brian Robinson Jr,RB,WAS,IND,Away,7.955908354184295,18,0.44199490856579415,7.508440505977565,0.41713558366542025,9,3 out of 5 stars,C+
Gus Edwards,RB,BAL,TB,Away,7.760537188376977,19,0.40844932570405146,7.2293388405385395,0.380491517923081,9,3 out of 5 stars,C+
Cooper Kupp,WR,LAR,SF,Home,17.393164878646036,38,0.4577148652275273,17.433092683780053,0.4587655969415804,17.3,4 out of 5 stars,A+
Dalton Schultz,TE,DAL,CHI,Home,4.887517275442097,14,0.3491083768172926,4.067881822060138,0.29056298729000984,6.8,3 out of 5 stars,C-
George Kittle,TE,SF,LAR,Away,9.227326666779383,17,0.5427839215752579,8.381895238256263,0.49305266107389784,11.2,1 out of 5 stars,A
Justin Jefferson,WR,MIN,ARI,Home,16.989798518435176,34,0.499699956424564,16.856855026335968,0.4957898537157638,17.3,2 out of 5 stars,A+
Davante Adams,WR,LV,NO,Away,14.69476661348601,31,0.47402472946729063,14.092523733551443,0.454597539791982,16.1,3 out of 5 stars,A+
Dawson Knox,TE,BUF,GB,Home,5.657889806716613,13,0.4352222928243548,5.1684140095951605,0.397570308430397,6.8,3 out of 5 stars,C-
Mike Evans,WR,TB,BAL,Home,13.718578056104207,25,0.5487431222441682,13.683682937291724,0.547347317491669,13.8,3 out of 5 stars,A
Hunter Henry,TE,NE,NYJ,Away,5.227727142034117,12,0.43564392850284306,4.896753060048739,0.4080627550040616,6,3 out of 5 stars,D-
Tyreek Hill,WR,MIA,DET,Away,15.972174002513999,34,0.4697698236033529,15.574534289305712,0.45807453792075625,16.9,3 out of 5 stars,A+
Dallas Goedert,TE,PHI,PIT,Home,10.314835863038722,20,0.5157417931519361,10.535479804341032,0.5267739902170516,9.8,3 out of 5 stars,A-
Stefon Diggs,WR,BUF,GB,Home,15.585737564550403,36,0.43293715457084453,15.23676794935772,0.42324355414882553,16.4,3 out of 5 stars,A+
